,sample_count,median_total_cost_18,median_perc_cost_inc_needed_18,median_oop_inc_needed_18,median_total_cost_19,median_perc_cost_inc_needed_19,median_oop_inc_needed_19
0,2136,1587.69440938999502489502085000000000,3.2279264458022839080292,1256.0328500000000000,1482.3316501716876446496910,3.46569191176121385356,1270.7452000000000000
