,largest,oop_per_student_increase,peer_oop_increase_per_student,sample_peer_oop_increase,extrap_peer_oop_increase,sample_students_increase_budget,sample_students,extrap_students
0,False,0.0468157286044718581342,4.22656592135697764070932922127987663839629915,16445.56800000000000000000000000000000000000000000,21215.54423220268794940330534954636148025448933500,3891,106252,137070
1,True,0.246596675519095266819019,0.5128827836566496938218820927327691411889511929,64300.6274698178287641431798480000000000000000000000,69450.7837011922095961149601257983993734550527354782,125371,612885,661974
