,total_districts,total_districts_not_meeting,districts_meeting,network_districts_not_meeting,districts_not_meeting_w_contract_exp,districts_not_meeting_w_contract_not_exp,districts_meeting_w_contract_exp,districts_meeting_w_contract_not_exp,districts_not_meeting_w_contract_exp_w_peer,districts_not_meeting_w_contract_exp_w_no_peer,districts_not_meeting_w_contract_not_exp_w_peer,districts_not_meeting_w_contract_not_exp_w_no_peer,districts_meeting_w_contract_exp_w_peer,districts_meeting_w_contract_exp_w_no_peer,districts_meeting_w_contract_not_exp_w_peer,districts_meeting_w_contract_not_exp_w_no_peer,districts_not_meeting_w_contract_exp_w_peer_same_sp,districts_not_meeting_w_contract_exp_w_peer_diff_sp,districts_not_meeting_w_contract_not_exp_w_peer_same_sp,districts_not_meeting_w_contract_not_exp_w_peer_diff_sp,districts_meeting_w_contract_exp_w_peer_same_sp,districts_meeting_w_contract_exp_w_peer_diff_sp,districts_meeting_w_contract_not_exp_w_peer_same_sp,districts_meeting_w_contract_not_exp_w_peer_diff_sp
0,12910,8037,4786,1919,2807,3311,3401,1385,1646,1161,1822,1489,2147,1254,94,1291,1322,324,1395,427,907,1240,23,71
