funding_year,state_code,district_id,num_students,old_total_bw,old_bw_per_student,new_total_bw,new_bw_per_student,total_bw_change,total_bw_percent_change
2019,CA,883397,476,250.0,525.2100840336135,260.0,546.218487394958,10.0,0.04
2019,AZ,883401,23306,2000.0,85.81481163648846,3000.0,128.72221745473271,1000.0,0.5
2019,AZ,883413,639,200.0,312.9890453834116,300.0,469.4835680751173,100.0,0.5
2019,CA,883473,2365,1000.0,422.8329809725159,1003.0,424.10147991543334,3.0,0.003
2019,CA,883541,309,100.0,323.62459546925567,253.0,818.7702265372168,153.0,1.53
2019,CA,883547,1256,250.0,199.04458598726117,260.0,207.0063694267516,10.0,0.04
2019,CA,883575,3018,1000.0,331.3452617627568,1050.0,347.9125248508946,50.0,0.05
2019,CA,883800,25597,10000.0,390.6707817322342,10253.0,400.55475251005976,253.0,0.0253
2019,CA,883861,2833,1000.0,352.98270384751146,1003.0,354.04165195905404,3.0,0.003
2019,CA,884078,33352,10000.0,299.8320940273447,10010.0,300.1319261213721,10.0,0.001
2019,FL,888978,3195,1000.0,312.9890453834116,1050.0,328.63849765258215,50.0,0.05
2019,FL,888981,2147,1000.0,465.7661853749418,2000.0,931.5323707498836,1000.0,1.0
2019,FL,888983,15328,5000.0,326.2004175365345,10350.0,675.2348643006262,5350.0,1.07
2019,FL,888986,9596,1000.0,104.21008753647354,2000.0,208.42017507294707,1000.0,1.0
2019,FL,888987,285087,42756.0,149.97527070683685,89500.0,313.93925363134764,46744.0,1.0932734586958557
2019,FL,889001,7370,2000.0,271.370420624152,4000.0,542.7408412483039,2000.0,1.0
2019,FL,889002,18192,5018.0,275.83553210202285,8150.0,447.9991204925242,3132.0,0.6241530490235153
2019,FL,889003,12258,2000.0,163.15875346712352,8000.0,652.6350138684941,6000.0,3.0
2019,FL,889010,40564,8000.0,197.2192091509713,24000.0,591.6576274529139,16000.0,2.0
2019,FL,889016,2800,1050.0,375.0,2000.0,714.2857142857142,950.0,0.9047619047619048
2019,FL,889033,10668,2500.0,234.34570678665168,7100.0,665.5418072740907,4600.0,1.84
2019,FL,889035,36316,5000.0,137.68036127326798,11000.0,302.8967948011896,6000.0,1.2
2019,FL,889037,38104,14000.0,367.41549443627963,25000.0,656.0990972076422,11000.0,0.7857142857142857
2019,FL,889038,36841,10000.0,271.43671453000735,20000.0,542.8734290600147,10000.0,1.0
2019,FL,889046,8603,1500.0,174.35778216901082,3000.0,348.71556433802164,1500.0,1.0
2019,IA,894143,971,400.0,411.94644696189494,600.0,617.9196704428424,200.0,0.5
2019,IA,894183,549,300.0,546.448087431694,500.0,910.7468123861566,200.0,0.6666666666666666
2019,IA,894187,1531,550.0,359.24232527759636,1200.0,783.8014369693011,650.0,1.181818181818182
2019,IA,894200,1031,350.0,339.47623666343355,1000.0,969.9321047526672,650.0,1.8571428571428568
2019,IA,894202,2127,350.0,164.55101081335218,1100.0,517.1603196991067,750.0,2.142857142857143
2019,IA,894214,1252,400.0,319.4888178913738,1200.0,958.4664536741216,800.0,2.0
2019,IA,894241,3071,700.0,227.9387821556496,2000.0,651.253663301856,1300.0,1.8571428571428568
2019,IA,894249,2220,500.0,225.2252252252252,1200.0,540.5405405405405,700.0,1.4
2019,IA,894266,518,300.0,579.1505791505791,500.0,965.2509652509652,200.0,0.6666666666666666
2019,IA,894272,838,500.0,596.6587112171837,750.0,894.9880668257756,250.0,0.5
2019,IA,894278,421,200.0,475.0593824228029,300.0,712.5890736342043,100.0,0.5
2019,IA,894301,1684,500.0,296.91211401425176,1000.0,593.8242280285035,500.0,1.0
2019,IA,894316,695,200.0,287.76978417266184,500.0,719.4244604316548,300.0,1.5
2019,IA,894323,570,200.0,350.8771929824562,500.0,877.1929824561405,300.0,1.5
2019,IA,894328,7081,1000.0,141.22299110295157,2000.0,282.4459822059032,1000.0,1.0
2019,IA,894343,7437,1000.0,134.4628210299852,4000.0,537.8512841199408,3000.0,3.0
2019,IA,894345,689,300.0,435.4136429608128,600.0,870.8272859216255,300.0,1.0
2019,IA,894380,5036,1000.0,198.57029388403492,4100.0,814.1382049245433,3100.0,3.1
2019,IA,894381,614,150.0,244.29967426710098,500.0,814.3322475570031,350.0,2.333333333333333
2019,IA,894383,1076,200.0,185.87360594795535,1000.0,929.3680297397771,800.0,4.0
2019,IA,894398,872,350.0,401.3761467889908,500.0,573.394495412844,150.0,0.42857142857142855
2019,IA,894401,2804,600.0,213.98002853067047,1500.0,534.9500713266762,900.0,1.5
2019,IA,894402,985,300.0,304.56852791878174,800.0,812.1827411167512,500.0,1.6666666666666667
2019,IA,894417,4693,1000.0,213.08331557639042,2100.0,447.47496271041985,1100.0,1.1
2019,IA,894452,7086,3100.0,437.48235958227485,5000.0,705.6167090036693,1900.0,0.6129032258064516
2019,IA,894475,3989,500.0,125.344697919278,1150.0,288.29280521433935,650.0,1.3
2019,IA,894491,2123,1000.0,471.0315591144608,1500.0,706.547338671691,500.0,0.5
2019,IA,894507,3461,600.0,173.3603004911875,2000.0,577.8676683039582,1400.0,2.333333333333333
2019,IA,894510,1163,500.0,429.92261392949274,1000.0,859.8452278589855,500.0,1.0
2019,IA,894515,501,100.0,199.60079840319358,300.0,598.8023952095807,200.0,2.0
2019,IA,894528,1112,200.0,179.8561151079137,500.0,449.64028776978415,300.0,1.5
2019,ID,895347,3622,1000.0,276.09055770292656,2000.0,552.1811154058531,1000.0,1.0
2019,ID,895406,6360,750.0,117.92452830188678,1000.0,157.23270440251576,250.0,0.3333333333333333
2019,ID,895422,2492,500.0,200.64205457463885,1000.0,401.2841091492777,500.0,1.0
2019,ID,895439,1178,800.0,679.1171477079797,1100.0,933.786078098472,300.0,0.375
2019,ID,895448,1908,300.0,157.23270440251576,500.0,262.05450733752616,200.0,0.6666666666666666
2019,ID,895456,5360,2000.0,373.1343283582089,2600.0,485.07462686567163,600.0,0.3
2019,ID,895458,831,200.0,240.6738868832732,600.0,722.0216606498195,400.0,2.0
2019,ID,895461,808,350.0,433.16831683168317,400.0,495.04950495049513,50.0,0.14285714285714285
2019,ID,895467,3867,1000.0,258.5983966899405,1500.0,387.8975950349108,500.0,0.5
2019,ID,895478,1521,500.0,328.7310979618672,1000.0,657.4621959237344,500.0,1.0
2019,ID,895480,12256,3000.0,244.77806788511745,5400.0,440.60052219321153,2400.0,0.8
2019,ID,895494,1604,1000.0,623.4413965087283,1400.0,872.8179551122196,400.0,0.4
2019,IL,900624,526,200.0,380.22813688212926,500.0,950.5703422053232,300.0,1.5
2019,IL,900627,630,300.0,476.19047619047615,500.0,793.6507936507936,200.0,0.6666666666666666
2019,IL,900677,587,210.0,357.75127768313456,400.0,681.4310051107325,190.0,0.9047619047619048
2019,IL,900681,692,100.0,144.50867052023122,350.0,505.78034682080926,250.0,2.5
2019,IL,900752,824,400.0,485.4368932038834,750.0,910.1941747572816,350.0,0.875
2019,IL,900841,618,200.0,323.62459546925567,400.0,647.2491909385112,200.0,1.0
2019,IL,900850,1246,454.0,364.36597110754417,500.0,401.2841091492777,46.0,0.1013215859030837
2019,IL,900860,341,200.0,586.5102639296188,250.0,733.1378299120233,50.0,0.25
2019,IL,900890,703,200.0,284.4950213371266,590.0,839.2603129445233,390.0,1.95
2019,IL,900894,696,150.0,215.51724137931038,500.0,718.3908045977013,350.0,2.333333333333333
2019,IL,900895,516,200.0,387.59689922480624,405.0,784.8837209302327,205.0,1.025
2019,IL,900903,731,200.0,273.59781121751024,590.0,807.1135430916553,390.0,1.95
2019,IL,900915,1098,200.0,182.14936247723134,500.0,455.3734061930783,300.0,1.5
2019,IL,900925,4712,1000.0,212.22410865874363,3100.0,657.8947368421052,2100.0,2.1
2019,IL,900941,8070,1100.0,136.3073110285006,4000.0,495.66294919454765,2900.0,2.636363636363636
2019,IL,900954,2462,500.0,203.08692120227454,750.0,304.6303818034118,250.0,0.5
2019,IL,900961,3409,1000.0,293.34115576415365,1100.0,322.67527134056905,100.0,0.1
2019,IL,900968,1511,500.0,330.9066843150232,1125.0,744.5400397088022,625.0,1.25
2019,IL,900971,641,300.0,468.01872074882994,500.0,780.0312012480499,200.0,0.6666666666666666
2019,IL,900987,3107,500.0,160.92693916961701,1450.0,466.68812359188934,950.0,1.9
2019,IL,900993,984,300.0,304.8780487804878,500.0,508.130081300813,200.0,0.6666666666666666
2019,IL,901000,1116,50.0,44.802867383512535,1100.0,985.663082437276,1050.0,21.0
2019,IL,901003,450,200.0,444.4444444444445,405.0,900.0,205.0,1.025
2019,IL,901006,2106,250.0,118.70845204178538,750.0,356.1253561253561,500.0,2.0
2019,IL,901020,9675,5600.0,578.8113695090441,6000.0,620.1550387596899,400.0,0.07142857142857142
2019,IL,901023,2749,500.0,181.8843215714805,1100.0,400.14550745725717,600.0,1.2
2019,IL,901025,955,200.0,209.42408376963348,405.0,424.0837696335079,205.0,1.025
2019,IL,901051,1195,250.0,209.20502092050208,1000.0,836.8200836820082,750.0,3.0
2019,IL,901052,513,200.0,389.8635477582846,405.0,789.4736842105265,205.0,1.025
2019,IL,901066,5918,1000.0,168.97600540723218,3000.0,506.92801622169645,2000.0,2.0
2019,IL,901082,2772,500.0,180.3751803751804,1000.0,360.7503607503608,500.0,1.0
2019,IL,901086,1922,500.0,260.14568158168566,1000.0,520.2913631633713,500.0,1.0
2019,IL,901087,274,100.0,364.963503649635,250.0,912.4087591240876,150.0,1.5
2019,IL,901095,1493,200.0,133.95847287340922,500.0,334.89618218352314,300.0,1.5
2019,IL,901106,2739,1000.0,365.0967506389192,1600.0,584.1548010222709,600.0,0.6
2019,IL,901108,1620,200.0,123.45679012345678,1000.0,617.2839506172841,800.0,4.0
2019,IL,901117,2502,500.0,199.8401278976819,1000.0,399.6802557953637,500.0,1.0
2019,IL,901120,1192,400.0,335.5704697986577,655.0,549.496644295302,255.0,0.6375
2019,IL,901122,6813,2000.0,293.55643622486417,4000.0,587.1128724497285,2000.0,1.0
2019,IL,901124,1069,800.0,748.3629560336763,1000.0,935.4536950420953,200.0,0.25
2019,IL,901129,361,150.0,415.51246537396116,250.0,692.5207756232687,100.0,0.6666666666666666
2019,IL,901135,1561,301.0,192.82511210762334,400.0,256.24599615631007,99.0,0.3289036544850498
2019,IL,901141,725,400.0,551.7241379310344,500.0,689.6551724137931,100.0,0.25
2019,IL,901149,1388,300.0,216.13832853025937,500.0,360.2305475504323,200.0,0.6666666666666666
2019,IL,901162,3996,1000.0,250.25025025025025,2000.0,500.5005005005005,1000.0,1.0
2019,IL,901166,4224,590.0,139.6780303030303,1100.0,260.4166666666667,510.0,0.8644067796610171
2019,IL,901173,2614,1050.0,401.68324407039023,1200.0,459.06656465187444,150.0,0.14285714285714285
2019,IL,901175,1729,500.0,289.1844997108155,1300.0,751.8796992481202,800.0,1.6
2019,IL,901179,222,100.0,450.4504504504504,155.0,698.1981981981983,55.0,0.55
2019,IL,901186,4868,1000.0,205.4231717337716,2100.0,431.3886606409203,1100.0,1.1
2019,IL,901194,6156,1000.0,162.44314489928527,2000.0,324.88628979857054,1000.0,1.0
2019,IL,901239,2861,150.0,52.429220552254456,2000.0,699.0562740300594,1850.0,12.333333333333336
2019,IL,901250,3720,2000.0,537.6344086021505,3100.0,833.3333333333335,1100.0,0.55
2019,IL,901260,9575,3000.0,313.31592689295036,6100.0,637.0757180156658,3100.0,1.0333333333333334
2019,IL,901267,953,200.0,209.86358866736617,590.0,619.0975865687302,390.0,1.95
2019,IL,901281,11486,1000.0,87.06251088281384,7100.0,618.1438272679784,6100.0,6.1
2019,IL,901283,447,200.0,447.42729306487695,405.0,906.040268456376,205.0,1.025
2019,IL,901287,1508,500.0,331.5649867374005,1100.0,729.4429708222812,600.0,1.2
2019,IL,901303,207,75.0,362.3188405797102,100.0,483.09178743961365,25.0,0.3333333333333333
2019,IL,901306,3132,1000.0,319.2848020434228,2000.0,638.5696040868455,1000.0,1.0
2019,IL,901332,781,448.0,573.6235595390525,500.0,640.2048655569782,52.0,0.11607142857142858
2019,IL,901349,6974,1000.0,143.38973329509608,4000.0,573.5589331803842,3000.0,3.0
2019,IL,901367,2495,1000.0,400.80160320641284,2000.0,801.6032064128258,1000.0,1.0
2019,IL,901368,3981,500.0,125.59658377292138,1100.0,276.312484300427,600.0,1.2
2019,IL,901370,1950,400.0,205.12820512820514,1100.0,564.1025641025641,700.0,1.75
2019,IL,901377,3070,500.0,162.86644951140062,1000.0,325.73289902280135,500.0,1.0
2019,IL,901389,4044,650.0,160.73194856577646,2050.0,506.92383778437187,1400.0,2.1538461538461537
2019,IL,901390,593,200.0,337.2681281618887,405.0,682.9679595278246,205.0,1.025
2019,IL,901393,1200,500.0,416.66666666666674,1125.0,937.5,625.0,1.25
2019,IL,901412,1187,500.0,421.22999157540016,1150.0,968.8289806234204,650.0,1.3
2019,IL,901423,1203,500.0,415.6275976724855,1100.0,914.380714879468,600.0,1.2
2019,IL,901424,423,200.0,472.81323877068564,250.0,591.016548463357,50.0,0.25
2019,IL,901435,282,50.0,177.3049645390071,200.0,709.2198581560284,150.0,3.0
2019,IL,901460,391,100.0,255.7544757033248,200.0,511.5089514066496,100.0,1.0
2019,IL,901464,2001,500.0,249.8750624687656,1100.0,549.7251374312843,600.0,1.2
2019,IL,901476,495,200.0,404.040404040404,405.0,818.1818181818181,205.0,1.025
2019,IL,901490,1644,200.0,121.65450121654499,424.0,257.90754257907537,224.0,1.12
2019,IL,901494,1771,1000.0,564.652738565782,1100.0,621.1180124223603,100.0,0.1
2019,IL,901503,6097,2500.0,410.0377234705593,5100.0,836.476955879941,2600.0,1.04
2019,IL,901507,581,100.0,172.1170395869191,500.0,860.5851979345955,400.0,4.0
2019,IL,901513,2407,1000.0,415.4549231408392,1100.0,457.0004154549232,100.0,0.1
2019,IL,901519,5011,1000.0,199.56096587507486,2100.0,419.0780283376571,1100.0,1.1
2019,IL,901524,11780,5000.0,424.44821731748726,7100.0,602.7164685908319,2100.0,0.42
2019,IL,901530,1988,500.0,251.50905432595573,1000.0,503.01810865191146,500.0,1.0
2019,IL,901545,3405,600.0,176.21145374449338,1200.0,352.4229074889868,600.0,1.0
2019,IL,901550,784,100.0,127.55102040816328,250.0,318.8775510204082,150.0,1.5
2019,IL,901554,1136,700.0,616.1971830985915,1000.0,880.2816901408452,300.0,0.42857142857142855
2019,IL,901558,419,100.0,238.6634844868735,250.0,596.6587112171837,150.0,1.5
2019,IL,901560,26684,10100.0,378.50397241792837,11000.0,412.2320491680409,900.0,0.0891089108910891
2019,IL,901572,676,200.0,295.8579881656805,400.0,591.7159763313608,200.0,1.0
2019,IL,901578,4028,1000.0,248.26216484607747,3000.0,744.7864945382323,2000.0,2.0
2019,IL,901580,505,150.0,297.029702970297,375.0,742.5742574257425,225.0,1.5
2019,IL,901589,6183,2000.0,323.46757237586934,3100.0,501.3747371825975,1100.0,0.55
2019,IL,901594,787,160.0,203.30368487928845,200.0,254.12960609911056,40.0,0.25
2019,IL,901607,701,150.0,213.98002853067047,250.0,356.63338088445084,100.0,0.6666666666666666
2019,IL,901624,659,120.0,182.09408194233689,250.0,379.36267071320185,130.0,1.0833333333333333
2019,IL,901626,1131,425.0,375.77365163572057,500.0,442.0866489832007,75.0,0.17647058823529413
2019,IL,901628,24877,10000.0,401.977730433734,11000.0,442.1755034771074,1000.0,0.1
2019,IL,901629,1533,300.0,195.69471624266143,950.0,619.699934768428,650.0,2.1666666666666665
2019,IL,901655,681,200.0,293.6857562408224,405.0,594.7136563876652,205.0,1.025
2019,IL,901658,1184,300.0,253.37837837837841,850.0,717.9054054054054,550.0,1.8333333333333333
2019,IL,901668,811,100.0,123.30456226880396,600.0,739.8273736128236,500.0,5.0
2019,IL,901678,1226,250.0,203.9151712887439,640.0,522.0228384991843,390.0,1.56
2019,IL,901701,348,100.0,287.3563218390805,300.0,862.0689655172414,200.0,2.0
2019,IL,901708,1098,200.0,182.14936247723134,600.0,546.448087431694,400.0,2.0
2019,IL,901714,3753,1000.0,266.4535038635758,2000.0,532.9070077271516,1000.0,1.0
2019,IL,901716,315,150.0,476.19047619047615,300.0,952.3809523809523,150.0,1.0
2019,IL,901744,1668,250.0,149.88009592326142,1000.0,599.5203836930457,750.0,3.0
2019,IL,901745,703,300.0,426.74253200568984,500.0,711.2375533428165,200.0,0.6666666666666666
2019,IL,901746,4025,1000.0,248.44720496894408,1300.0,322.9813664596273,300.0,0.3
2019,IL,901749,1465,300.0,204.77815699658703,1100.0,750.8532423208193,800.0,2.6666666666666665
2019,IL,901752,436,55.0,126.1467889908257,155.0,355.5045871559633,100.0,1.818181818181818
2019,IL,901758,662,100.0,151.0574018126888,300.0,453.1722054380664,200.0,2.0
2019,IL,901764,2035,500.0,245.70024570024572,1100.0,540.5405405405405,600.0,1.2
2019,IL,901790,1318,250.0,189.68133535660093,400.0,303.49013657056145,150.0,0.6
2019,IL,901799,2687,500.0,186.08113137327874,1000.0,372.1622627465575,500.0,1.0
2019,IN,901802,7190,2000.0,278.1641168289291,5000.0,695.4102920723227,3000.0,1.5
2019,IL,901807,514,100.0,194.55252918287937,300.0,583.6575875486383,200.0,2.0
2019,IL,901816,1818,400.0,220.02200220022,655.0,360.2860286028603,255.0,0.6375
2019,IL,901819,206,100.0,485.4368932038834,200.0,970.8737864077667,100.0,1.0
2019,IL,901821,27211,6000.0,220.4990628789828,7100.0,260.9238910734629,1100.0,0.18333333333333326
2019,IN,901849,1259,200.0,158.85623510722797,800.0,635.4249404289118,600.0,3.0
2019,IL,901853,1557,350.0,224.791265253693,1000.0,642.2607578676942,650.0,1.8571428571428568
2019,IL,901860,3663,1000.0,273.000273000273,3000.0,819.000819000819,2000.0,2.0
2019,IL,901872,1384,500.0,361.271676300578,1000.0,722.543352601156,500.0,1.0
2019,IL,901900,6593,3000.0,455.028060063704,5000.0,758.3801001061732,2000.0,0.6666666666666666
2019,IL,901904,598,350.0,585.2842809364548,500.0,836.1204013377927,150.0,0.42857142857142855
2019,IL,901911,6011,3000.0,499.08501081350863,5100.0,848.4445183829646,2100.0,0.7
2019,IL,901913,950,200.0,210.5263157894737,700.0,736.8421052631578,500.0,2.5
2019,IN,901958,3107,1000.0,321.85387833923403,2600.0,836.8200836820082,1600.0,1.6
2019,IN,901960,1708,300.0,175.64402810304452,1600.0,936.768149882904,1300.0,4.333333333333333
2019,IN,901966,1159,600.0,517.6876617773943,700.0,603.9689387402933,100.0,0.16666666666666666
2019,IN,901987,1545,1000.0,647.2491909385112,1400.0,906.1488673139157,400.0,0.4
2019,IN,901988,6571,2000.0,304.36767615279257,2600.0,395.67797899863035,600.0,0.3
2019,IN,902001,2425,750.0,309.27835051546384,2000.0,824.7422680412371,1250.0,1.6666666666666667
2019,IN,902005,2463,750.0,304.50669914738125,1400.0,568.4125050751118,650.0,0.8666666666666667
2019,IN,902009,2622,1000.0,381.38825324180016,1800.0,686.4988558352403,800.0,0.8
2019,IN,902021,1230,300.0,243.90243902439025,1000.0,813.0081300813008,700.0,2.333333333333333
2019,IN,902024,1501,1000.0,666.2225183211192,1200.0,799.4670219853432,200.0,0.2
2019,IN,902029,1657,500.0,301.75015087507546,1400.0,844.9004224502112,900.0,1.8
2019,IN,902037,3193,1001.5,313.6548700281867,1200.0,375.82211086752267,198.5,0.1982026959560659
2019,IN,902038,5004,2000.0,399.6802557953637,2600.0,519.5843325339728,600.0,0.3
2019,IN,902039,2484,500.0,201.2882447665056,800.0,322.06119162640897,300.0,0.6
2019,IN,902042,908,200.0,220.26431718061676,800.0,881.0572687224669,600.0,3.0
2019,IN,902047,10544,1000.0,94.84066767830043,2200.0,208.649468892261,1200.0,1.2
2019,IN,902048,3190,500.0,156.73981191222572,1400.0,438.871473354232,900.0,1.8
2019,IN,902056,2334,1000.0,428.4490145672665,2000.0,856.898029134533,1000.0,1.0
2019,IN,902073,1932,1000.0,517.5983436853002,1600.0,828.1573498964804,600.0,0.6
2019,IN,902083,2028,500.0,246.5483234714004,800.0,394.47731755424064,300.0,0.6
2019,IN,902110,4452,800.0,179.69451931716083,1600.0,359.3890386343216,800.0,1.0
2019,IN,902111,2534,1000.0,394.6329913180742,1600.0,631.4127861089188,600.0,0.6
2019,IN,902129,1324,200.0,151.0574018126888,1200.0,906.3444108761328,1000.0,5.0
2019,IN,902140,1889,1000.0,529.3806246691371,1400.0,741.132874536792,400.0,0.4
2019,IN,902146,7350,1000.0,136.0544217687075,2200.0,299.31972789115645,1200.0,1.2
2019,IN,902164,1946,500.0,256.9373072970195,600.0,308.32476875642345,100.0,0.2
2019,IN,902172,2716,500.0,184.09425625920468,1000.0,368.18851251840937,500.0,1.0
2019,IN,902180,1919,1000.0,521.1047420531527,1200.0,625.3256904637833,200.0,0.2
2019,IN,902184,4704,2000.0,425.17006802721085,2600.0,552.7210884353741,600.0,0.3
2019,IN,902189,1298,500.0,385.20801232665633,1200.0,924.4992295839752,700.0,1.4
2019,IN,902193,3120,1000.0,320.5128205128205,1200.0,384.6153846153846,200.0,0.2
2019,IN,902198,1680,700.0,416.66666666666674,1600.0,952.3809523809523,900.0,1.2857142857142858
2019,IN,902221,2586,1000.0,386.6976024748647,1200.0,464.03712296983764,200.0,0.2
2019,IN,902224,3812,1000.0,262.3294858342078,2200.0,577.1248688352571,1200.0,1.2
2019,IN,902228,13021,2000.0,153.5980339451655,3000.0,230.39705091774826,1000.0,0.5
2019,IN,902245,6261,2000.0,319.4377894904967,3200.0,511.1004631847948,1200.0,0.6
2019,IN,902259,3152,1000.0,317.2588832487309,1600.0,507.6142131979696,600.0,0.6
2019,IN,902264,7590,3000.0,395.2569169960474,5000.0,658.7615283267457,2000.0,0.6666666666666666
2019,KS,903345,1743,500.0,286.8617326448652,1000.0,573.7234652897304,500.0,1.0
2019,KS,903350,1043,300.0,287.6318312559923,500.0,479.3863854266539,200.0,0.6666666666666666
2019,KS,903361,1016,600.0,590.5511811023622,1000.0,984.2519685039372,400.0,0.6666666666666666
2019,KS,903430,605,100.0,165.28925619834712,500.0,826.4462809917355,400.0,4.0
2019,KS,903433,2644,1000.0,378.21482602118,2000.0,756.4296520423601,1000.0,1.0
2019,KS,903446,329,125.0,379.9392097264438,250.0,759.8784194528876,125.0,1.0
