,district_id,name,state_code,num_students,spiya_or_peer_deal,current_provider_deal,deal_current_provider_array
1105,900841,West Prairie Cu School Dis 103,IL,618,False,False,
1106,900844,Monmouth-Roseville District #238,IL,1713,False,False,
1107,900845,United Community Unit School District 304,IL,978,False,False,
1108,900847,Crescent Iroquois Cusd 249,IL,67,True,True,['AT&T']
1109,900850,El Paso - Gridley Community Unit School District 11,IL,1246,False,False,
1110,900855,Prairieview-Ogden Ccsd #197,IL,243,True,True,['MCC Network Services']
1111,900859,La Harpe Community Unit District 335,IL,208,False,False,
1112,900860,Thompsonville Community Unit School District #174,IL,341,False,False,
1113,900862,Illini West High School 307 District Office,IL,346,False,False,
1114,900863,Carthage Elementary School District #317,IL,471,False,False,
1115,900865,Dallas City Elementary School District # 327,IL,182,False,False,
1116,900867,Flanagan-Cornell Unit 74,IL,348,False,False,
1117,900872,Mercer County School District 404,IL,1324,True,True,['Mediacom']
1118,900874,Paris Cooperative High School,IL,614,True,False,
1119,900878,North Mac Community Unit School District 34,IL,1406,False,False,
1120,900879,Odin Public School District 722,IL,272,False,False,
1121,900884,Akin Community Consolidated School District 91,IL,90,True,True,['Clearwave Communications']
1122,900885,Albers School District 63,IL,193,False,False,
1123,900886,Alden Hebron School District 19,IL,424,True,True,['Mediacom']
1124,900888,Allendale C C School District 17,IL,135,True,True,['Frontier']
1125,900890,Altamont School District 10,IL,703,False,False,
1126,900891,Alton Community Unit School District 11,IL,6128,False,False,
1127,900892,Alwood School District 225,IL,396,False,False,
1128,900893,Amboy Community Unit School District 272,IL,690,True,True,['Illinois Fiber Resources Group']
1129,900894,Anna Community Consolidated School District 37,IL,696,False,False,
1130,900895,Anna Jonesboro Chsd 81,IL,516,False,False,
1131,900897,Annawan Cusd 226,IL,361,False,False,
1132,900901,Aptakisic-Tripp Ccsd #102,IL,2253,True,True,['AT&T']
1133,900902,Arbor Park School District 145,IL,1389,True,True,['AT&T']
1134,900903,Arcola Community Unit School District 306,IL,731,False,False,
1135,900904,Argenta-Oreana Community Unit School 1,IL,991,True,False,
1136,900906,Summit School District 104,IL,1830,True,True,['AT&T']
1137,900907,Arlington Heights School District 25,IL,5514,True,True,['Comcast']
1138,900909,Armstrong-Ellis Consolidated School Dis61,IL,72,False,False,
1139,900910,Armstrong Twp Hsd 225,IL,138,False,False,
1140,900911,Arthur C U School District 305,IL,1210,True,True,['Shawnee Communications']
1141,900913,Ashton Franklin Center Community Unit School District 275,IL,505,True,True,['Comcast']
1142,900915,Athens Community Unit School District 213,IL,1098,False,False,
1143,900919,Aurora East School District 131,IL,14002,True,True,['Comcast']
1144,900920,West Aurora School District 129,IL,12036,True,True,['AT&T']
1145,900921,Aviston School District 21,IL,385,False,False,
1146,900922,Central Community High School District 71,IL,575,True,True,['AT&T']
1147,900925,Ball-Chatham School District 5,IL,4712,False,False,
1148,900926,Bannockburn School District 106,IL,175,False,False,
1149,900927,Barrington Cusd 220,IL,8412,False,False,
1150,900928,Bartelso School District 57,IL,175,True,False,
1151,900929,Bartonville School District 66,IL,298,True,False,
1152,900930,Batavia Public School District 101,IL,5840,True,True,['Metro Fibernet']
1153,900931,Beardstown School District 15,IL,1363,False,False,
1154,900935,Marseilles Elem School District 150,IL,577,False,False,
1155,900936,Opdyke-Belle Rive Grade School District #5,IL,169,False,False,
1156,900937,Belle Valley School District 119,IL,995,True,False,
1157,900939,Belleville Twp H S District 201,IL,4822,True,False,
1158,900941,Belvidere C U School District 100,IL,8070,False,False,
1159,900942,Bement Community School District 5,IL,317,True,True,['Mediacom']
1160,900945,Bensenville Elem School District 2,IL,2163,True,False,
1161,900947,Benton Community Consolidated School District 47,IL,1110,True,True,['Clearwave Communications']
1162,900950,Berkeley School District 87,IL,2561,True,True,"['AT&T', 'Comcast']"
1163,900952,North Berwyn School District 98,IL,3086,True,True,['Comcast']
1164,900953,South Berwyn School District 100,IL,3839,True,True,['Comcast']
1165,900954,Bethalto School District 8,IL,2462,False,False,
1166,900955,Bethel Grade School District 82,IL,195,True,False,
1167,900956,Big Hollow School District 38,IL,1792,False,False,
1168,900957,Bismarck School District 1,IL,931,True,True,['Frontier']
1169,900958,Bloom High School District 206,IL,3017,True,True,['AT&T']
1170,900960,Bloomington Public School District 87,IL,5070,True,False,
1171,900961,Cook County School District 130,IL,3409,False,False,
1172,900963,Scott-Morgan C U School District 2,IL,221,False,False,
1173,900968,Bradley School District 61,IL,1511,False,False,
1174,900969,Bradley-Bourbonnais School District 307,IL,2059,False,False,
1175,900971,Breese Esd 12,IL,641,False,False,
1176,900972,Bremen Community H S District 228,IL,4960,True,False,
1177,900973,Indian Springs School District 109,IL,2736,False,False,
1178,900975,Brimfield C U School District 309,IL,720,True,True,['Mediacom']
1179,900976,Lemont-Bromberek Csd 113A,IL,2149,True,True,['Comcast']
1180,900977,Brookfield-Lagrange Pk District 95,IL,1179,True,True,['Illinois Century Network']
1181,900982,Central Community Unit School District 301,IL,4024,True,True,['Sigecom']
1182,900984,Bushnell Prairie City School District #170,IL,710,False,False,
1183,900985,Butler School District 53,IL,526,True,True,['AT&T']
1184,900986,Byron School District 226 A.K.A Byron Cusd #226,IL,1498,True,True,['Comcast']
1185,900987,Cahokia School District 187,IL,3107,False,False,
1186,900988,Cairo Unit School District 1,IL,425,True,True,['Clearwave Communications']
1187,900989,Lincoln Elementary School District 156,IL,1023,False,False,
1188,900991,Cambridge School District 227,IL,483,False,False,
1189,900993,Trico School District 176,IL,984,False,False,
1190,900994,Canton Union School District 66,IL,2549,False,False,
1191,900995,Carbon Cliff-Barstow School District 36,IL,291,True,True,['Mediacom']
1192,900999,Carlinville Community Unit School District,IL,1494,False,False,
1193,901000,Carlyle Community Unit School District 1,IL,1116,False,False,
1194,901002,Community Unit School District 300,IL,19544,True,True,"['AT&T', 'Comcast']"
1195,901003,Carrier Mills-Stonefort District 2,IL,450,False,False,
1196,901006,Carterville Unit School District 5,IL,2106,False,False,
1197,901007,Cary Elementary School District 26,IL,2392,True,True,['Comcast']
1198,901009,Center Cass School District 66,IL,1019,True,False,
1199,901010,Central A & M School District,IL,762,True,True,"['A.C.T.S.', 'Consolidated Communications']"
1200,901014,Central City School District 133,IL,308,True,False,
1201,901015,Lockport School District 91,IL,631,True,True,['Comcast']
1202,901018,Cerro Gordo School District 100,IL,515,True,True,['MCC Telephony']
1203,901019,Chadwick-Milledgeville School,IL,501,True,True,['Illinois Fiber Resources Group']
1204,901020,Champaign Community School District 4,IL,9675,False,False,
1205,901021,Chaney-Monge School District 88,IL,471,True,False,
1206,901022,Channahon School District 17,IL,1274,True,False,
1207,901023,Charleston School District 1,IL,2749,False,False,
1208,901025,Chester School District 139,IL,955,False,False,
1209,901027,Chicago Public Schools,IL,317392,True,True,['AT&T']
1210,901028,Chicago Heights School District 170,IL,2997,True,True,['Comcast']
1211,901029,Chicago Ridge School District 127-5,IL,1453,True,True,['Comcast']
1212,901032,Cissna Park C U School District 6,IL,311,False,False,
1213,901033,Clay City Community Unit District 10,IL,325,False,False,
1214,901037,Community Consolidated School District 093,IL,3610,False,False,
1215,901038,Coal City Community Unit School District 1,IL,2201,True,True,['Comcast']
1216,901040,Collinsville Community School District 10,IL,6436,True,False,
1217,901042,Columbia Community Unit School District 4,IL,1985,False,False,
1218,901044,Hamilton Co Community Unit School District 10,IL,1185,False,False,
1219,901045,Oakwood CUSD 76,IL,969,True,False,
1220,901046,Westville School District 2,IL,1317,True,True,['AT&T']
1221,901050,Coulterville Unit School District 1,IL,214,True,True,['Clearwave Communications']
1222,901051,Country Club Hls School District 160,IL,1195,False,False,
1223,901052,Crab Orchard C U School District 3,IL,513,False,False,
1224,901055,Creve Coeur School District 76,IL,591,True,False,
1225,901056,Crystal Lake Community School District 47,IL,7526,True,True,['Comcast']
1226,901057,Community High School District 155,IL,6277,True,True,['Comcast']
1227,901063,Dakota School District 201,IL,806,True,True,['Illinois Fiber Resources Group']
1228,901065,Damiansville School District 62,IL,102,False,False,
1229,901066,Danville C C School District 118,IL,5918,False,False,
1230,901070,Deer Park C C School District 82,IL,97,False,False,
1231,901072,Dekalb School District 428,IL,6227,False,False,
1232,901074,Deland-Weldon Cusd 57,IL,215,True,True,['Frontier']
1233,901075,Delavan Community Unit School District 703,IL,465,True,True,['MCC Telephony']
1234,901076,Depue Unit School District 103,IL,440,True,True,['Comcast']
1235,901078,De Soto Consolidated School District 86,IL,214,True,True,['Mediacom']
1236,901082,Dixon School District 170,IL,2772,False,False,
1237,901085,Dolton East School District 149,IL,2669,False,False,
1238,901086,Dolton School District 148,IL,1922,False,False,
1239,901087,Dongola Usd 66,IL,274,False,False,
1240,901088,Donovan C U School District 3,IL,325,True,True,['MCC Network Services']
1241,901090,Downers Grove School District 58,IL,5159,True,True,"['AT&T', 'Net56']"
1242,901094,Dupo School District 196,IL,1052,False,False,
1243,901095,Du Quoin Community Unit School District 300,IL,1493,False,False,
1244,901097,Dwight Public Schools,IL,815,False,False,
1245,901100,Earlville C U School District 9,IL,427,True,True,['Northern Illinois University']
1246,901101,East Alton School District 13,IL,705,True,True,['AT&T']
1247,901102,East Alton-Wood River District 14,IL,546,True,True,['AT&T']
1248,901104,East Dubuque School District 119,IL,702,True,True,['Mediacom']
1249,901105,East Maine School District 63,IL,3539,True,True,['Comcast']
1250,901106,East Moline School District 37,IL,2739,False,False,
1251,901107,East Peoria H.S. District 309,IL,1020,True,True,['Comcast']
1252,901108,East Peoria School District 86,IL,1620,False,False,
1253,901110,Richland County CUSD 1,IL,2398,True,True,['Wabash Independent Networks']
1254,901111,East St Louis School District 189,IL,5257,False,False,
1255,901112,Edgar County C U School District 6,IL,289,True,True,['MCC Network Services']
1256,901116,Edwardsville Community School District 7,IL,7566,True,True,['AT&T']
1257,901117,Effingham School District 40,IL,2502,False,False,
1258,901120,Eldorado School District 4,IL,1192,False,False,
1259,901121,School District Unit 46,IL,38920,True,False,
1260,901122,Community Consolidated School District 59,IL,6813,False,False,
1261,901123,Elverado C U School District 196,IL,398,True,True,['Clearwave Communications']
1262,901124,Tri-Valley School District 3,IL,1069,False,False,
1263,901125,Du Page High School District 88,IL,3894,True,False,
1264,901126,Elmhurst C U School District 205,IL,8148,False,False,
1265,901129,Elwood Ccsd 203,IL,361,False,False,
1266,901132,Emmons School District 33,IL,317,True,True,['Comcast']
1267,901135,Eureka School C U District 140,IL,1561,False,False,
1268,901136,Evanston/Skokie School District 65,IL,7590,False,False,
1269,901137,Evanston Township High School,IL,3288,True,True,"['Cogent', 'Comcast']"
1270,901138,Evergreen Park School District 124,IL,1813,True,True,['AT&T']
1271,901141,Fairfield Pub School District 112,IL,725,False,False,
1272,901145,Fenton High School District 100,IL,1486,True,False,
1273,901147,Fieldcrest C U School District 6,IL,1041,True,True,['Illinois Fiber Resources Group']
1274,901148,Fisher Community Unit School District 1,IL,623,True,True,['MCC Telephony']
1275,901149,Flora School District 35,IL,1388,False,False,
1276,901150,Flossmoor School District 161,IL,2302,True,True,['Comcast']
1277,901152,Forest Ridge School District 142,IL,1649,True,True,['Comcast']
1278,901153,Forrestville Vly School District 221,IL,853,True,True,['Illinois Fiber Resources Group']
1279,901155,Fox River Grove Consolidated District 3,IL,441,True,True,['Comcast']
1280,901156,Frankfort School District 157-C,IL,2479,True,True,['Comcast']
1281,901157,Franklin C U School District 1,IL,208,True,True,['Frontier']
1282,901158,Franklin Park School District 84,IL,1300,True,True,['Comcast']
1283,901159,Freeburg School District 70,IL,772,True,False,
1284,901160,Freeburg Community H S District 77,IL,661,True,False,
1285,901161,Serena CUSD #2,IL,651,True,True,['Illinois Fiber Resources Group']
1286,901162,Freeport School District 145,IL,3996,False,False,
1287,901163,Fremont School District 79,IL,2170,True,False,
1288,901165,Galena School District 120,IL,835,True,True,['Illinois Fiber Resources Group']
1289,901166,Community School District 205,IL,4224,False,False,
1290,901168,Galva School District 224,IL,542,False,False,
1291,901169,Gardner C C School District 72 C,IL,213,True,True,['Illinois Century Network']
1292,901171,Gavin School District 37,IL,848,True,True,['AT&T']
1293,901173,Geneseo School District 228,IL,2614,False,False,
1294,901174,Geneva School District 304,IL,5714,True,True,['Metro Fibernet']
1295,901175,Genoa-Kingston School District 424,IL,1729,False,False,
1296,901178,Germantown Hills School District 69,IL,863,False,False,
1297,901179,Giant City Ccsd 130,IL,222,False,False,
1298,901181,Gillespie Community Unit School District 7,IL,1341,True,False,
1299,901185,Glencoe School District 35,IL,1175,True,False,
1300,901186,Glenview School District 34,IL,4868,False,False,
1301,901189,Woodridge School District 68,IL,2935,False,False,
1302,901192,Grand Ridge C C School District 95,IL,220,True,True,['Illinois Fiber Resources Group']
1303,901194,Granite City School District 9,IL,6156,False,False,
1304,901195,Grant C C School District 110,IL,564,True,False,
1305,901197,Grant Park C U School District 6,IL,514,True,True,['AT&T']
1306,901198,Grass Lake School District 36,IL,176,True,True,['Comcast']
1307,901200,Grayslake School District 46,IL,3664,True,True,"['AT&T', 'Comcast']"
1308,901202,Grayslake High School District 127,IL,2896,True,True,['Comcast']
1309,901207,Greenview C U School District 200,IL,219,True,True,['Mediacom']
1310,901208,Bond County School District 2,IL,1840,True,True,['Frontier']
1311,901209,Griggsville C U School District 4,IL,390,True,False,
1312,901215,Hamilton School District 328,IL,597,True,True,['Mediacom']
1313,901217,Hampton School District 29,IL,217,True,True,['MCC Telephony']
1314,901220,Hardin Co School District 1,IL,580,False,False,
1315,901221,Harlem School District 122,IL,6533,True,True,['Comcast']
1316,901222,Harrisburg Community School District 3,IL,1972,True,True,['Clearwave Communications']
1317,901226,Harvard School District 50,IL,2487,True,False,
1318,901228,West Harvey-Dixmoor P S D 147,IL,1117,True,True,['Comcast']
1319,901230,Havana School District 126,IL,985,False,False,
1320,901231,Hawthorn School District 73,IL,4045,True,True,['Comcast']
1321,901232,Hazel Crest School District 152 1/2,IL,980,True,True,['AT&T']
1322,901235,Herscher Community Unit School District 2,IL,1729,True,True,['Comcast']
1323,901237,Heyworth School District 4,IL,938,False,False,
1324,901238,High Mount School District 116,IL,422,True,True,['Spectrum']
1325,901239,Highland Community Schools District 5,IL,2861,False,False,
1326,901247,Community Consolidated School District 181,IL,3809,True,False,
1327,901248,Hinsdale Township H S District 86,IL,4274,True,True,"['AT&T', 'Comcast']"
1328,901250,Homer School District 33 C,IL,3720,False,False,
1329,901252,Homewood School District 153,IL,1940,True,True,['Comcast']
1330,901253,Homewood-Flossmoor School District 233,IL,2725,True,True,['Comcast']
1331,901255,Hononegah High School District 207,IL,2074,True,True,['Illinois Fiber Resources Group']
1332,901256,Hoopeston Area Community Unit District #11,IL,1286,True,True,"['MCC Network Services', 'Telecommunications Management']"
1333,901260,Huntley School District 158,IL,9575,False,False,
1334,901261,Hutsonville C U School District 1,IL,341,True,False,
1335,901262,Illini Bluffs C U School District 327,IL,920,False,False,
1336,901264,Illinois Valley Central School District 321,IL,2125,True,True,"['iTV-3', 'Mediacom']"
1337,901266,Iroquois County School District 9,IL,1035,True,True,['MCC Telephony']
1338,901267,Iroquois West School District 10,IL,953,False,False,
1339,901270,Itasca School District 10,IL,975,True,True,['AT&T']
1340,901275,Jasper Community Consolidated School District 17,IL,163,False,False,
1341,901276,Jasper County School District 1,IL,1214,True,True,['Wabash Independent Networks']
1342,901277,Jersey Community Unit School District 100,IL,2571,False,False,
1343,901281,"Joliet Public Schools, District 86",IL,11486,False,False,
1344,901282,Joliet Township High School District 204,IL,6449,True,True,['Comcast']
1345,901283,Jonesboro C C School District 43,IL,447,False,False,
1346,901284,Kankakee School District 111,IL,4800,True,True,['Comcast']
1347,901286,Kansas Community Unit School District 3,IL,210,True,False,
1348,901287,Keeneyville School District 20,IL,1508,False,False,
1349,901289,Kell Consolidated School District 2,IL,111,True,False,
1350,901290,Kenilworth School District 38,IL,472,True,True,['Comcast']
1351,901291,Kewanee School District 229,IL,1843,True,False,
1352,901295,Kinnikinnick School District 131,IL,1744,True,True,"['Frontier', 'Illinois Fiber Resources Group']"
1353,901297,Hiawatha C U School District 426,IL,548,False,False,
1354,901303,Ladd C C School District 94,IL,207,False,False,
1355,901306,La Grange School District 102,IL,3132,False,False,
1356,901308,La Moille C U School District 303,IL,241,False,False,
1357,901309,Lake Bluff School District 65,IL,905,True,False,
1358,901313,Lake Park Community High School District 108,IL,3004,True,True,['AT&T']
1359,901316,Lake Zurich School District 95,IL,5646,True,True,['Comcast']
1360,901320,La Salle Public Elementary Schools #122,IL,847,True,True,['Illinois Fiber Resources Group']
1361,901321,La Salle-Peru Twp Hsd 120,IL,1219,True,True,['Illinois Fiber Resources Group']
1362,901324,Lawrence Co School District 20,IL,1202,True,True,"['Illinois Century Network', 'Wabash Independent Networks']"
1363,901325,Lebanon School District 9,IL,611,True,False,
1364,901326,Paw Paw Community Unit District 271,IL,204,True,True,['Illinois Fiber Resources Group']
1365,901330,Lemont Twp Hsd 210,IL,1361,True,False,
1366,901331,Lena-Winslow C U School District 202,IL,810,True,True,['Illinois Fiber Resources Group']
1367,901332,Leroy Community School District 2,IL,781,False,False,
1368,901333,Lexington School District 7,IL,478,True,True,['CIRBN']
1369,901337,Leyden Community High School District 212,IL,3294,True,True,['AT&T']
1370,901342,Lick Creek School District 16,IL,146,True,True,['Clearwave Communications']
1371,901343,Leland Community Unit School District 1,IL,257,True,True,['Northern Illinois University']
1372,901346,Limestone Community H S District 310,IL,1036,False,False,
1373,901347,Lincoln Elementary School District 27,IL,1154,True,True,['Comcast']
1374,901349,Lincoln Way Community H S District 210,IL,6974,False,False,
1375,901351,Lincolnwood School District 74,IL,1220,True,False,
1376,901353,Lisbon Grade School (C C School Dis 90),IL,106,False,False,
1377,901354,Lisle Community Unit School District 202,IL,1432,True,True,['AT&T']
1378,901356,Litchfield Community Unit District 12,IL,1323,False,False,
1379,901360,Lombard School District 44,IL,3162,True,True,['AT&T']
1380,901361,Brooklyn Unit School District 188,IL,132,True,True,['AT&T']
1381,901366,Will County School District 92,IL,1521,True,True,['Comcast']
1382,901367,Lyons School District 103,IL,2495,False,False,
1383,901368,Lyons Township Hs District 204,IL,3981,False,False,
1384,901370,Macomb School District 185,IL,1950,False,False,
1385,901376,Maercker School District 60,IL,1390,True,True,['Comcast']
1386,901377,Mahomet-Seymour C U School District 3,IL,3070,False,False,
1387,901383,Mannheim School District 83,IL,2619,True,True,"['AT&T', 'Cogent']"
1388,901384,Manteno School District 5,IL,2050,True,True,['Comcast']
1389,901386,Northbrook-Glenview School District 30,IL,1155,False,False,
1390,901387,Kaneland Community Unit School District 302,IL,4468,False,False,
1391,901388,Marengo High School District 154,IL,707,True,True,['Illinois Century Network']
1392,901389,Marion Community School District 2,IL,4044,False,False,
1393,901390,Marissa C U School District 40,IL,593,False,False,
1394,901393,Maroa-Forsyth Community Unified School District #2,IL,1200,False,False,
1395,901395,Marshall School District C2,IL,1335,False,False,
1396,901397,Martinsville C U School District 3 C,IL,415,True,True,['Mediacom']
1397,901399,Massac School District 1,IL,2214,True,False,
1398,901400,Matteson School District 162,IL,2675,True,True,['AT&T']
1399,901401,Mattoon School District 2,IL,3280,True,True,['Consolidated Communications']
1400,901406,Mchenry Community Consolidated School District 15,IL,4472,True,True,['Comcast']
1401,901408,Mchenry High School District 156,IL,2226,True,True,['Comcast']
1402,901410,Medinah Elem School District 11,IL,659,True,True,['Comcast']
1403,901412,Mendota School District 289,IL,1187,False,False,
1404,901415,Meredosia-Chambersburg School District 11,IL,205,True,True,['Frontier']
1405,901416,Meridian Community Un School District 223,IL,1695,True,True,['Illinois Fiber Resources Group']
1406,901418,Metamora Township High School,IL,984,False,False,
1407,901420,Midlothian School District 143,IL,1782,True,True,['Comcast']
1408,901423,Millburn Cc School District 24,IL,1203,False,False,
1409,901424,Fairfield Community H S District 225,IL,423,False,False,
1410,901425,Millstadt Consolidated School District 160,IL,786,True,True,['Frontier']
1411,901427,Miller Twp Cc School District 210,IL,198,True,True,['MTCO Communications']
1412,901429,Minooka School District 201,IL,4380,True,False,
1413,901430,Minooka High School District 111,IL,3989,True,True,['Comcast']
1414,901432,Moline-Coal Valley School District 40,IL,6390,False,False,
1415,901434,Momence Community School District #1,IL,1130,True,True,['MCC Telephony']
1416,901435,Monroe School District 70,IL,282,False,False,
1417,901436,Monticello Community School District 25,IL,1559,False,False,
1418,901437,Montmorency C C School District 145,IL,277,True,True,['Illinois Fiber Resources Group']
1419,901438,Morris School District 54,IL,1180,True,True,['Comcast']
1420,901441,Morrison Community Unit School District 6,IL,1023,True,True,['Illinois Fiber Resources Group']
1421,901442,Morrisonville C U School District 1,IL,339,True,True,['Consolidated Communications']
1422,901447,Morton Grove School District 70,IL,900,True,True,['Comcast']
1423,901448,Morton High School District 201,IL,8190,True,True,['AT&T']
1424,901449,Meridian School District 101,IL,469,True,False,
1425,901450,Mount Olive C U School District 5,IL,474,True,True,['Illinois Century Network']
1426,901452,Mount Prospect School District 57,IL,2270,False,False,
1427,901453,Mount Pulaski Community Unit School District 23,IL,509,True,True,['Comcast']
1428,901455,Mount Vernon City School District 80,IL,1389,True,True,['Clearwave Communications']
1429,901457,Mount Vernon Twp H S District 201,IL,1190,True,True,['Clearwave Communications']
1430,901459,Mount Zion Community School District 3,IL,2478,True,True,['Comcast']
1431,901460,Mulberry Grove C U School District 1,IL,391,False,False,
1432,901462,Mundelein Elem School District 75,IL,1538,True,True,['Comcast']
1433,901464,Mundelein Consolidated H S District 120,IL,2001,False,False,
1434,901466,Naperville Community Unit School District 203,IL,16140,True,True,"['AT&T', 'Comcast']"
1435,901467,Nashville C C School District 49,IL,595,True,False,
1436,901470,Nashville Community H S District 99,IL,412,True,False,
1437,901471,Nauvoo-Colusa C U School District 325,IL,241,True,True,['Mediacom']
1438,901473,Neoga School District 3,IL,563,True,True,['Illinois Century Network']
1439,901476,New Athens Community U School District 60,IL,495,False,False,
1440,901477,New Berlin Cusd 16,IL,924,True,True,"['Frontier', 'Illinois Century Network']"
1441,901478,New Hope Ccsd 6,IL,180,False,False,
1442,901479,New Lenox School District 122,IL,5213,True,True,['Comcast']
1443,901481,New Simpson Hill Consolidated District 32,IL,243,True,True,['Clearwave Communications']
1444,901482,New Trier High School District 203,IL,3999,True,True,['Comcast']
1445,901483,Newark CHSD 18,IL,158,True,True,['AT&T']
1446,901484,Newark Community Consolidated School District 66,IL,263,False,False,
1447,901487,Nokomis Community Unit District 22,IL,624,False,False,
1448,901489,Norridge School District 80,IL,1117,True,True,['Comcast']
1449,901490,North Boone School District 200,IL,1644,False,False,
1450,901493,N Pekin-Marquette Hts District 102,IL,597,False,False,
1451,901494,Northbrook School District 28,IL,1771,False,False,
1452,901498,Norwood Elem School District 63,IL,420,True,True,['Stratus Networks']
1453,901501,Oak Lawn-Hometown School District 123,IL,3183,True,True,['Comcast']
1454,901502,Oak Lawn Community School District 229,IL,1721,True,True,['Comcast']
1455,901503,Oak Park Elem School District 97,IL,6097,False,False,
1456,901506,Oakland C U School District 5,IL,258,False,False,
1457,901507,Oblong School District 4,IL,581,False,False,
1458,901508,Odell Ccsd 435,IL,143,False,False,
1459,901509,Oglesby Elem School District 125,IL,576,True,True,['Illinois Fiber Resources Group']
1460,901510,Ohio Ccsd 17,IL,62,False,False,
1461,901512,O'Fallon School District 90,IL,3638,False,False,
1462,901513,O'Fallon High School District 203,IL,2407,False,False,
1463,901514,Olympia Community School District 16,IL,1838,False,False,
1464,901515,R O W V A School District 208,IL,616,False,False,
1465,901516,Orangeville C U School District 203,IL,347,True,True,['Illinois Fiber Resources Group']
1466,901517,Oregon School District 220,IL,1443,True,True,"['Comcast', 'Illinois Fiber Resources Group']"
1467,901518,Orion Community Unit School District #223,IL,1068,True,True,['Mediacom']
1468,901519,Orland School District 135,IL,5011,False,False,
1469,901520,Oswego School District 308,IL,17470,False,False,
1470,901524,Township High School District 211,IL,11780,False,False,
1471,901525,Palestine Cusd,IL,317,True,True,['MCC Telephony']
1472,901526,Community Consolidated School District 180,IL,621,True,True,['AT&T']
1473,901528,Northwestern C U School District 2,IL,368,True,True,['Royell Communications']
1474,901529,Palos Heights School District 128,IL,687,True,True,['AT&T']
1475,901530,Palos Community Consolidated School District 118,IL,1988,False,False,
1476,901531,Pana Unit #8,IL,1304,True,True,['Consolidated Communications']
1477,901533,Panhandle Community School District 2,IL,495,True,True,['Consolidated Communications']
1478,901534,Paris Union School District 95,IL,902,False,False,
1479,901535,Paris Cusd 4,IL,468,True,False,
1480,901537,Park Ridge-Niles School District 64,IL,4443,True,True,['Comcast']
1481,901538,Patoka Community Unit School District 100,IL,251,True,True,['Frontier']
1482,901541,Pawnee School District 11,IL,636,False,False,
1483,901543,Pearl City C U School District 200,IL,443,True,True,['Illinois Fiber Resources Group']
1484,901544,Pecatonica C U School District 321,IL,892,True,True,['MCC Telephony']
1485,901545,Pekin School District 108,IL,3405,False,False,
1486,901546,Pekin Community High School District 303,IL,1927,True,False,
1487,901549,Peoria School District 150,IL,13181,True,False,
1488,901550,Peoria Hts C U School District 325,IL,784,False,False,
1489,901551,Peotone School District 207 U,IL,1464,True,False,
1490,901553,Peru School District 124,IL,913,True,True,['Illinois Fiber Resources Group']
1491,901554,Porta Community Unit School District 202,IL,1136,False,False,
1492,901555,Southwestern Community School District 9,IL,1454,False,False,
1493,901556,Community Consolidated School District 204,IL,152,True,True,['Clearwave Communications']
1494,901558,Pinckneyville Community H S District 101,IL,419,False,False,
1495,901559,Pikeland Unit School District 10,IL,1271,False,False,
1496,901560,Plainfield Community Consolidated District 202,IL,26684,False,False,
1497,901561,Plano School District 88,IL,2411,True,False,
1498,901562,Pleasant Hill School District 69,IL,228,True,True,['Stratus Networks']
1499,901563,Pleasant Hill Cusd 3,IL,302,True,True,['Illinois Electric Cooperative']
1500,901565,Pleasant Plains C U District 8,IL,1280,True,True,['Frontier']
1501,901605,Riley Cc School District 18,IL,302,True,False,
1502,901566,Pleasant Valley School District 62,IL,530,True,True,['Stratus Networks']
1503,901567,Pleasantdale School District 107,IL,848,True,True,['Comcast']
1504,901568,Potomac Cusd 10,IL,153,True,True,['MCC Network Services']
1505,901569,Polo Community Unit School District 222,IL,582,True,True,['Illinois Fiber Resources Group']
1506,901570,Pontiac School District 429,IL,1250,True,True,['CIRBN']
1507,901571,Pontiac-Wm Holliday District 105,IL,714,True,False,
1508,901572,Pontiac Twp Hsd 90,IL,676,False,False,
1509,901575,Prairie Du Rocher Cc School District 134,IL,165,False,False,
1510,901578,Stevenson School District 125,IL,4028,False,False,
1511,901579,Princeton Elementary School District,IL,1155,False,False,
1512,901580,Princeton Twp H S District 500,IL,505,False,False,
1513,901583,Prophetstown Lyndon Tampico #3,IL,831,True,True,['Illinois Fiber Resources Group']
1514,901588,Queen Bee School District 16,IL,1871,True,True,['Comcast']
1515,901589,Quincy School District 172,IL,6183,False,False,
1516,901590,Raccoon Consolidated School District 1,IL,254,False,False,
1517,901591,Ramsey Community Unit School District 204,IL,425,True,True,['Telecommunications Management']
1518,901592,Rankin Community School District 98,IL,241,False,False,
1519,901594,Rantoul Township Hsd 193,IL,787,False,False,
1520,901596,Red Bud School District 132,IL,993,False,False,
1521,901597,Reed-Custer Cusd #225,IL,1515,True,True,['AT&T']
1522,901599,Rhodes School District 84-1/2,IL,693,True,True,['AT&T']
1523,901600,Rich Twp High School District 227,IL,3006,True,True,['AT&T']
1524,901604,Ridgewood Community H S District 234,IL,846,True,True,['Comcast']
1525,901607,River Grove School District 85 1/2,IL,701,False,False,
1526,901608,River Trails School District 26,IL,1506,True,True,['Comcast']
1527,901610,Riverdale Community Unit S D 100,IL,1175,False,False,
1528,901611,River Bend Community School District 2,IL,898,True,True,['Illinois Fiber Resources Group']
1529,901612,Riverside School District 96,IL,1710,True,True,['Comcast']
