,district_id,name,state_code,num_students,spiya_or_peer_deal,current_provider_deal,deal_current_provider_array
81,882160,Granada School District R E 1,CO,217,True,True,['SECOM']
82,882170,Mesa Valley School District 51,CO,21477,False,False,
83,882175,Garfield County School District 16,CO,1180,True,True,['CenturyLink']
84,882180,Weld County Schoold District 6,CO,16710,False,False,
85,882182,Twin Rivers Unf School District,CA,25629,True,True,['Zayo Group']
86,882190,Gunnison-Watershed District Re 1 J,CO,1946,True,True,['Spectrum']
87,882209,Harrison School District Two,CO,9932,False,False,
88,882218,Kingman Unified School District #20,AZ,6798,False,False,
89,882228,Hoehne School District R E 3,CO,116,False,False,
90,882233,Holly School District R E 3,CO,308,True,True,['SECOM']
91,882239,Holyoke School District R E 1 J,CO,581,False,False,
92,882251,Ignacio School District 11 Jt,CO,869,False,False,
93,882257,Jefferson County School District R-1,CO,77275,True,True,['CenturyLink']
94,882262,Weld Re-5J Johnstown-Milliken School,CO,3426,False,False,
95,882274,Karval School District Re 23,CO,46,False,False,
96,882280,Weld County Reorganized School District No. Re 3,CO,2352,True,True,['CenturyLink']
97,882285,Platte Valley School District R E 7,CO,1108,True,True,['Zayo Group']
98,882311,North Conejos School District R E 1-J,CO,921,False,False,
99,882317,East Otero School District R 1,CO,1355,True,True,['SECOM']
100,882330,Lake County School District R 1,CO,1033,True,False,
101,882337,Lamar School District R E 2,CO,1446,False,False,
102,882343,Las Animas School District Re 1,CO,496,True,True,['SECOM']
103,882353,Littleton School District 6,CO,14040,True,False,
104,882374,St Vrain Valley School District Re 1J,CO,28513,False,False,
105,882397,Manitou Springs School District 14,CO,1488,True,True,['Comcast']
106,882409,Mapleton School District 01,CO,5867,False,False,
107,882414,Mcclave School District R E 2,CO,272,True,True,['SECOM']
108,882418,Meeker School District Re 1,CO,745,True,False,
109,882427,Miami-Yoder School District 60 Jt,CO,300,False,False,
110,882442,Bishop Unified School District,CA,1835,True,False,
111,882446,Lammersville Unified School District,CA,4520,True,True,['Comcast']
112,882448,Moffat Co School District Re 1,CO,2175,True,True,['CenturyLink']
113,882453,Monte Vista School District C 8,CO,1066,False,False,
114,882461,Lewis-Palmer School District 38,CO,5556,False,False,
115,882475,Washington Unified,CA,2636,True,True,['Comcast']
116,882484,Woodlake Unified School District,CA,2192,True,True,['Spectrum']
117,882496,A B C Unified School District,CA,20391,True,True,"['LA County Office of Education LACOE', 'Spectrum']"
118,882500,Acalanes Union Hs Dist,CA,5511,True,False,
119,882501,Plateau School District R E 5,CO,160,False,False,
120,882504,Peyton School District 23 Jt,CO,580,False,False,
121,882515,Pueblo City School District 60,CO,15802,False,False,
122,882518,Alameda City Unified School District,CA,9969,True,True,['AT&T']
123,882522,Rangely School District R E 4,CO,536,True,False,
124,882523,Albany Unified School District,CA,3692,True,True,"['AT&T', 'Crown Castle Fiber']"
125,882531,Garfield School District R E 2,CO,4898,True,True,['CenturyLink']
126,882537,Alisal Union Elem School District,CA,9000,True,True,['AT&T']
127,882538,Lower Yukon School District,AK,2013,False,False,
128,882543,Yupiit School District,AK,464,False,False,
129,882545,Salida School District R 32 J,CO,1168,False,False,
130,882547,Allensworth Elem School District,CA,78,False,False,
131,882551,Alpaugh Unified School District,CA,339,True,True,['Tulare County Office of Education']
132,882560,Alpine Union Elem School District,CA,1745,True,True,['AT&T']
133,882562,Sargent School District R E 33-J,CO,376,True,True,['Jade Communications']
134,882564,Alta Loma School District,CA,5985,True,False,
135,882566,Kashunamiut School District,AK,355,True,True,['GCI Communication']
136,882567,Widefield School District No. 3,CO,9181,False,False,
137,882576,Aleutian East Borough School District,AK,239,False,False,
138,882581,Aleutian Region School District,AK,25,True,True,['GCI Communication']
139,882585,Big Sandy School District 100 J,CO,306,False,False,
140,882587,Bering Strait School District,AK,1970,False,False,
141,882591,Springfield School District R E 4,CO,322,True,True,['SECOM']
142,882595,Bristol Bay Borough School District,AK,123,True,True,['GCI Communication']
143,882596,Steamboat Springs School District Re 2,CO,2427,True,False,
144,882599,Alaska Gateway School District,AK,319,True,True,['GCI Communication']
145,882600,Valley School District R E 1,CO,2120,False,False,
146,882603,Prairie School District R E 11-J,CO,195,False,False,
147,882604,Cordova City School District,AK,327,False,False,
148,882608,Copper River School District,AK,372,False,False,
149,882613,Craig City School District,AK,284,False,False,
150,882616,Summit School District R E 1,CO,3557,False,False,
151,882618,Delta-Greely School District,AK,809,True,False,
152,882620,Swink School District 33,CO,366,True,True,['SECOM']
153,882621,Alvord Unified School District,CA,19095,False,False,
154,882626,Amador County Unified School District,CA,3750,True,True,['AT&T']
155,882631,Anaheim City School District,CA,18548,True,True,['Spectrum']
156,882632,Galena City School District,AK,321,False,False,
157,882635,Anaheim Union High School District,CA,30222,False,False,
158,882637,Ketchikan Gateway Bor School District,AK,2297,False,False,
159,882641,Adams 12 Five Star School District,CO,37323,False,False,
160,882642,Anchorage School District,AK,46874,False,False,
161,882645,Anderson Union High School District,CA,1801,True,True,['Spectrum']
162,882648,Juneau Borough School District,AK,4818,False,False,
163,882650,Anderson Valley Unified School District,CA,493,True,True,['AT&T']
164,882652,Trinidad School District 1,CO,1040,True,True,['SECOM']
165,882653,Sitka School District,AK,1254,False,False,
166,882656,Antelope Elem School District,CA,801,True,True,"['Frontier', 'Spectrum']"
167,882658,Haines Borough School District,AK,245,True,True,['GCI Communication']
168,882661,Antelope Valley Un H S Dist,CA,21272,True,True,['Spectrum']
169,882663,Hoonah City School District,AK,111,False,False,
170,882666,Huerfano School District Re 1,CO,562,True,True,['SECOM']
171,882667,Antioch Unified School District.,CA,16449,True,True,['AT&T']
172,882671,Walsh School District R E 1,CO,167,True,True,['SECOM']
173,882674,Kake City School District,AK,96,False,False,
174,882679,Custer County Consolidated School District C1,CO,373,True,True,['CenturyLink']
175,882680,Kenai Peninsula Boro School District,AK,9013,False,False,
176,882683,Adams County School District 50,CO,9090,True,True,['Comcast']
177,882684,Agua Fria Union H S District 216,AZ,7769,True,True,['Cox']
178,882686,Klawock City School District,AK,127,True,True,['GCI Communication']
179,882687,Primero Reorg School District 2,CO,198,False,False,
180,882691,Kodiak Island Boro School District,AK,2231,True,True,['GCI Communication']
181,882695,Lake & Peninsula School District,AK,349,False,False,
182,882698,Weld County School District Re-4,CO,5413,False,False,
183,882700,Matanuska-Sustina Borough School District,AK,18809,False,False,
184,882702,Woodland Park School District Re 2,CO,2480,False,False,
185,882705,Iditarod Area School District,AK,190,False,False,
186,882712,Arena Union Elem School District,CA,313,True,True,['AT&T']
187,882717,Armona Union Elem School District,CA,1109,True,True,['Kings County Office of Education']
188,882721,Annette Island School District,AK,315,True,True,['GCI Communication']
189,882723,Arvin Union Elem School District,CA,3028,True,True,['AT&T']
190,882727,Nenana City School District,AK,170,True,True,['GCI Communication']
191,882729,Atascadero Unified School District,CA,4581,True,True,"['AT&T', 'Spectrum']"
192,882732,Nome City School District,AK,659,True,False,
193,882733,Atwater Elementary School District,CA,4964,True,True,['AT&T']
194,882737,Fairbanks-N Star Boro School District,AK,13492,False,False,
195,882738,Auburn Union School District,CA,2035,False,False,
196,882739,Aguila Elem School District 63,AZ,153,False,False,
197,882742,North Slope Borough School District,AK,2144,True,True,['GCI Communication']
198,882747,Northwest Arctic Boro School District,AK,2100,True,True,['GCI Communication']
199,882749,Baker Valley Unified School District,CA,124,True,False,
200,882750,Alhambra Elem School District 68,AZ,13342,False,False,
201,882753,Bakersfield City Elem School District,CA,30316,True,True,['AT&T']
202,882756,Petersburg City School District,AK,475,True,True,['GCI Communication']
203,882760,Pribilof School District,AK,66,False,False,
204,882767,St Marys City School District,AK,300,True,True,['GCI Communication']
205,882771,Skagway City School District,AK,132,False,False,
206,882775,Southeast Island School District,AK,188,True,True,['GCI Communication']
207,882778,Southwest Region School District,AK,586,False,False,
208,882783,Tanana City School District,AK,36,True,False,
209,882787,Unalaska City School District,AK,387,False,False,
210,882790,Chatham School District,AK,161,True,True,['GCI Communication']
211,882794,Kuspuk School District,AK,395,False,False,
212,882802,Yukon Flats School District,AK,246,False,False,
213,882803,Alpine School District 7,AZ,61,False,False,
214,882806,Valdez City School District,AK,610,True,True,['GCI Communication']
215,882816,Wrangell City School District,AK,273,True,True,['GCI Communication']
216,882820,Bear Valley Unified School District,CA,2470,True,True,['Spectrum']
217,882824,Yakutat City School District,AK,60,True,True,['GCI Communication']
218,882828,Yukon-Koyukuk School District,AK,328,True,False,
219,882840,Bella Vista Elementary School District,CA,361,True,True,['Frontier']
220,882845,Bellflower Unified School District,CA,12078,True,True,['Spectrum']
221,882848,Antelope Union High School,AZ,231,True,False,
222,882849,Belmont-Redwood Shores School District,CA,4212,True,False,
223,882859,Benicia Unified School District,CA,4852,True,False,
224,882864,Berkeley Unified School District,CA,9629,True,False,
225,882881,Big Valley Joint Unified School District,CA,147,True,True,['Frontier']
226,882891,Black Butte School District,CA,213,True,True,['Frontier']
227,882915,Apache Junction Unified District,AZ,3727,False,False,
228,882922,Santa Maria Bonita School District,CA,16868,True,True,['Comcast']
