funding_year,state_code,district_id,num_students,ia_bw_mbps_total,ia_monthly_cost_total,ia_bandwidth_per_student_kbps,projected_bw_fy2018,deal,total_circuits,total_bw,total_cost,total_li,bw_rank,best_deal
2019,IL,901819,206,100.0,212.9,485.43689320388347,206.0,Deal 1,2.0,200.0,200.0,1.0,1.0,True
2019,IL,901821,27211,6000.0,4565.0,220.49906287898276,19047.7,Deal 2,3.0,7100.0,4514.0,3.0,1.0,True
2019,IL,901837,587,150.0,995.0,255.5366269165247,587.0,Deal 1,1.0,150.0,995.0,1.0,1.0,False
2019,IL,901848,3331,1000.0,1100.0,300.2101471029721,2831.35,Deal 1,1.0,1000.0,600.0,1.0,1.0,False
2019,IN,901849,1259,200.0,1700.0,158.85623510722795,1259.0,Deal 1,4.0,800.0,1200.0,1.0,1.0,True
2019,IL,901853,1557,350.0,1750.0,224.791265253693,1557.0,Deal 3,1.0,1000.0,1675.0,1.0,1.0,True
2019,IL,901860,3663,1000.0,2834.35,273.000273000273,3113.55,Deal 3,1.0,3000.0,2600.0,1.0,1.0,True
2019,IL,901872,1384,500.0,500.0,361.271676300578,1384.0,Deal 1,1.0,1000.0,336.0,1.0,1.0,True
2019,IL,901892,5671,1000.0,1682.2,176.3357432551578,5671.0,Deal 1,1.0,1000.0,1284.0,1.0,1.0,False
2019,IL,901900,6593,3000.0,3275.0,455.02806006370395,5604.05,Deal 1,1.0,5000.0,3050.0,1.0,1.0,True
2019,IL,901904,598,350.0,1600.0,585.2842809364548,598.0,Deal 1,1.0,500.0,1350.0,1.0,1.0,True
2019,IL,901911,6011,3000.0,3549.0,499.0850108135086,5109.35,Deal 1,2.0,5100.0,3314.0,2.0,1.0,True
2019,IL,901913,950,200.0,1995.0,210.52631578947367,950.0,Deal 1,2.0,700.0,1650.0,1.0,1.0,True
2019,IN,901958,3107,1000.0,2550.0,321.853878339234,3107.0,Deal 3,4.0,2600.0,2455.0,2.0,1.0,True
2019,IN,901960,1708,300.0,2600.0,175.6440281030445,1708.0,Deal 2,4.0,1600.0,2562.0,2.0,1.0,True
2019,IN,901966,1159,600.0,1879.95,517.6876617773943,1159.0,Deal 2,2.0,700.0,1870.0,2.0,1.0,True
2019,IN,901970,8490,2000.0,3530.0,235.57126030624264,7216.5,Deal 1,2.0,2000.0,3470.0,1.0,1.0,False
2019,IN,901987,1545,1000.0,2800.0,647.2491909385113,1545.0,Deal 1,3.0,1400.0,2600.0,2.0,1.0,True
2019,IN,901988,6571,2000.0,4161.63,304.36767615279257,5585.35,Deal 1,4.0,2600.0,4050.0,2.0,1.0,True
2019,IN,901994,1223,1000.0,1274.0,817.6614881439084,1223.0,Deal 1,1.0,1000.0,1184.0,1.0,1.0,False
2019,IN,902001,2425,750.0,2350.0,309.2783505154639,2425.0,Deal 1,1.0,2000.0,2120.0,1.0,1.0,True
2019,IN,902005,2463,750.0,1918.0,304.50669914738125,2463.0,Deal 3,3.0,1400.0,1874.0,2.0,1.0,True
2019,IN,902008,6452,5000.0,4400.0,774.9535027898326,5484.2,Deal 1,1.0,5000.0,4150.0,1.0,1.0,False
2019,IN,902009,2622,1000.0,2900.0,381.38825324180016,2622.0,Deal 2,5.0,1800.0,2862.0,2.0,1.0,True
2019,IN,902012,6931,2000.0,3403.58,288.55864954552015,5891.35,Deal 2,1.0,2000.0,2120.0,1.0,1.0,False
2019,IN,902021,1230,300.0,1978.0,243.90243902439025,1230.0,Deal 1,1.0,1000.0,1184.0,1.0,1.0,True
2019,IN,902024,1501,1000.0,2200.0,666.2225183211193,1501.0,Deal 2,2.0,1200.0,1962.0,2.0,1.0,True
2019,IN,902029,1657,500.0,1800.0,301.75015087507546,1657.0,Deal 3,3.0,1400.0,1784.0,2.0,1.0,True
2019,IN,902037,3193,1001.5,2567.99,313.6548700281867,3193.0,Deal 1,2.0,1200.0,2300.0,2.0,1.0,True
2019,IN,902038,5004,2000.0,3038.04,399.68025579536373,4253.4,Deal 3,4.0,2600.0,3020.0,2.0,1.0,True
2019,IN,902039,2484,500.0,1700.0,201.28824476650564,2484.0,Deal 1,4.0,800.0,1200.0,1.0,1.0,True
2019,IN,902042,908,200.0,1300.0,220.26431718061673,908.0,Deal 1,4.0,800.0,1200.0,1.0,1.0,True
2019,IN,902047,10544,1000.0,2000.0,94.84066767830045,7380.8,Deal 2,2.0,2200.0,1855.0,2.0,1.0,True
2019,IN,902048,3190,500.0,2625.0,156.73981191222572,3190.0,Deal 1,3.0,1400.0,2600.0,2.0,1.0,True
2019,IN,902050,4521,1000.0,1450.0,221.1900022119,3842.85,Deal 1,1.0,1000.0,1450.0,1.0,1.0,False
2019,IN,902052,3902,1000.0,1575.0,256.278831368529,3316.7,Deal 1,1.0,1000.0,1575.0,1.0,1.0,False
2019,IN,902056,2334,1000.0,3400.0,428.4490145672665,2334.0,Deal 1,1.0,2000.0,3150.0,1.0,1.0,True
2019,IN,902068,3376,1000.0,2200.0,296.2085308056872,2869.6,Deal 1,1.0,1000.0,2000.0,1.0,1.0,False
2019,IN,902069,4400,2000.0,3350.0,454.54545454545456,3740.0,Deal 1,1.0,2000.0,3150.0,1.0,1.0,False
2019,IN,902072,3423,3000.0,2632.15,876.4241893076249,3423.0,Deal 3,1.0,3000.0,2632.0,1.0,1.0,False
2019,IN,902073,1932,1000.0,2900.0,517.5983436853002,1932.0,Deal 1,4.0,1600.0,2900.0,2.0,1.0,True
2019,IN,902083,2028,500.0,1383.0,246.5483234714004,2028.0,Deal 1,4.0,800.0,1200.0,1.0,1.0,True
2019,IN,902110,4452,800.0,2800.0,179.69451931716083,3784.2,Deal 2,4.0,1600.0,2562.0,2.0,1.0,True
2019,IN,902111,2534,1000.0,2900.0,394.6329913180742,2534.0,Deal 1,4.0,1600.0,2900.0,2.0,1.0,True
2019,IN,902112,3933,1000.0,1800.0,254.25883549453343,3933.0,Deal 1,1.0,1000.0,1450.0,1.0,1.0,False
2019,IN,902113,2087,1000.0,2180.0,479.1566842357451,2087.0,Deal 1,1.0,1000.0,2000.0,1.0,1.0,False
2019,IN,902114,5690,1000.0,1682.8,175.7469244288225,4836.5,Deal 1,1.0,1000.0,1662.0,1.0,1.0,False
2019,IN,902129,1324,200.0,2500.0,151.05740181268882,1324.0,Deal 1,2.0,1200.0,2300.0,2.0,1.0,True
2019,IN,902136,1453,1000.0,1500.0,688.2312456985547,1453.0,Deal 2,1.0,1000.0,1500.0,1.0,1.0,False
2019,IN,902140,1889,1000.0,1910.0,529.3806246691371,1889.0,Deal 5,3.0,1400.0,1784.0,2.0,1.0,True
2019,IN,902146,7350,1000.0,1932.2251534672935,136.05442176870747,6247.5,Deal 3,5.0,2200.0,1900.0,2.0,1.0,True
2019,IN,902158,11369,5000.0,4914.44,439.79241797871407,9663.65,Deal 1,1.0,5000.0,4150.0,1.0,1.0,False
2019,IN,902162,3680,2000.0,1555.0,543.4782608695652,3128.0,Deal 2,1.0,2000.0,1555.0,1.0,1.0,False
2019,IN,902164,1946,500.0,1100.0,256.9373072970195,1946.0,Deal 1,3.0,600.0,900.0,1.0,1.0,True
2019,IN,902167,1360,1000.0,2000.0,735.2941176470588,1360.0,Deal 1,1.0,1000.0,2000.0,1.0,1.0,False
2019,IN,902172,2716,500.0,2214.0,184.0942562592047,2716.0,Deal 1,1.0,1000.0,2000.0,1.0,1.0,True
2019,IN,902175,1836,1000.0,1929.0,544.6623093681917,1836.0,Deal 1,1.0,1000.0,1929.0,1.0,1.0,False
2019,IN,902177,6512,5000.0,4149.53,767.8132678132678,5535.2,Deal 3,1.0,5000.0,4150.0,1.0,1.0,False
2019,IN,902180,1919,1000.0,2375.0,521.1047420531527,1919.0,Deal 2,2.0,1200.0,2250.0,2.0,1.0,True
2019,IN,902184,4704,2000.0,3050.0,425.1700680272109,3998.4,Deal 3,4.0,2600.0,3020.0,2.0,1.0,True
2019,IN,902189,1298,500.0,2350.0,385.2080123266564,1298.0,Deal 1,2.0,1200.0,2300.0,2.0,1.0,True
2019,IN,902193,3120,1000.0,2500.0,320.5128205128205,2652.0,Deal 1,2.0,1200.0,2300.0,2.0,1.0,True
2019,IN,902197,4481,1000.0,1620.0,223.1644722160232,4481.0,Deal 1,1.0,1000.0,1450.0,1.0,1.0,False
2019,IN,902198,1680,700.0,2242.24,416.6666666666667,1680.0,Deal 5,4.0,1600.0,2084.0,2.0,1.0,True
2019,IN,902209,3532,1500.0,2430.0,424.6885617214043,3532.0,Deal 1,1.0,1500.0,2430.0,1.0,1.0,False
2019,IN,902221,2586,1000.0,2400.0,386.69760247486465,2198.1,Deal 1,2.0,1200.0,2300.0,2.0,1.0,True
2019,IN,902224,3812,1000.0,3600.0,262.3294858342078,3812.0,Deal 1,2.0,2200.0,3450.0,2.0,1.0,True
2019,IN,902228,13021,2000.0,3744.0,153.5980339451655,9114.7,Deal 1,2.0,3000.0,3722.0,2.0,1.0,True
2019,IN,902243,1135,1000.0,1208.98,881.0572687224669,1135.0,Deal 2,1.0,1000.0,1209.0,1.0,1.0,False
2019,IN,902245,6261,2000.0,3000.0,319.4377894904967,5321.85,Deal 4,2.0,3200.0,2932.0,2.0,1.0,True
2019,IN,902253,10210,5000.0,3125.0,489.71596474045054,7147.0,Deal 3,1.0,5000.0,3125.0,1.0,1.0,False
2019,IN,902256,11400,5000.0,3100.0,438.5964912280702,9690.0,Deal 2,1.0,5000.0,3100.0,1.0,1.0,False
2019,IN,902258,2347,1000.0,1760.0,426.075841499787,2347.0,Deal 1,1.0,1000.0,1760.0,1.0,1.0,False
2019,IN,902259,3152,1000.0,2900.0,317.25888324873097,3152.0,Deal 1,4.0,1600.0,2900.0,2.0,1.0,True
2019,IN,902264,7590,3000.0,3303.64,395.25691699604744,6451.5,Deal 2,1.0,5000.0,3100.0,1.0,1.0,True
2019,IN,902265,2259,400.0,2450.0,177.06949977866313,2259.0,Deal 1,1.0,400.0,2450.0,1.0,1.0,False
2019,KS,903345,1743,500.0,1790.94,286.8617326448652,1743.0,Deal 1,1.0,1000.0,1600.0,1.0,1.0,True
2019,KS,903347,698,250.0,827.5,358.1661891117478,698.0,Deal 1,1.0,250.0,828.0,1.0,1.0,False
2019,KS,903349,1540,1000.0,555.0,649.3506493506494,1540.0,Deal 1,1.0,1000.0,555.0,1.0,1.0,False
2019,KS,903350,1043,300.0,489.95,287.6318312559923,1043.0,Deal 2,1.0,500.0,400.0,1.0,1.0,True
2019,KS,903351,932,500.0,1600.0,536.480686695279,932.0,Deal 1,1.0,500.0,948.0,1.0,1.0,False
2019,KS,903359,2436,1000.0,2400.0,410.5090311986864,2436.0,Deal 1,1.0,1000.0,2400.0,1.0,1.0,False
2019,KS,903360,787,500.0,399.95,635.3240152477764,787.0,Deal 1,1.0,500.0,400.0,1.0,1.0,False
2019,KS,903361,1016,600.0,1895.0,590.5511811023622,1016.0,Deal 1,1.0,1000.0,1600.0,1.0,1.0,True
2019,KS,903407,647,500.0,947.5,772.7975270479135,647.0,Deal 1,1.0,500.0,948.0,1.0,1.0,False
2019,KS,903409,6333,3000.0,2700.0,473.70914258645195,5383.05,Deal 1,1.0,3000.0,2700.0,1.0,1.0,False
2019,KS,903421,186,100.0,229.95,537.6344086021505,186.0,Deal 1,1.0,100.0,230.0,1.0,1.0,False
2019,KS,903423,1439,1000.0,1600.0,694.9270326615705,1439.0,Deal 2,1.0,1000.0,1250.0,1.0,1.0,False
2019,KS,903425,1034,1000.0,2000.0,967.1179883945841,1034.0,Deal 1,1.0,1000.0,1662.0,1.0,1.0,False
2019,KS,903428,807,500.0,1550.0,619.5786864931846,807.0,Deal 3,1.0,500.0,1550.0,1.0,1.0,False
2019,KS,903430,605,100.0,1194.45,165.28925619834712,605.0,Deal 1,1.0,500.0,1015.0,1.0,1.0,True
2019,KS,903433,2644,1000.0,1999.0,378.21482602118004,2644.0,Deal 1,2.0,2000.0,1948.0,1.0,1.0,True
2019,KS,903434,148,100.0,259.0,675.6756756756756,148.0,Deal 1,1.0,100.0,259.0,1.0,1.0,False
2019,KS,903436,182,70.0,2215.0,384.61538461538464,182.0,Deal 2,2.0,70.0,2150.0,1.0,1.0,False
2019,KS,903443,258,200.0,400.0,775.1937984496124,258.0,Deal 1,1.0,200.0,400.0,1.0,1.0,False
2019,KS,903446,329,125.0,294.95,379.9392097264438,329.0,Deal 2,1.0,250.0,250.0,1.0,1.0,True
2019,KS,903451,165,75.0,640.0,454.54545454545456,165.0,Deal 1,1.0,100.0,590.0,1.0,1.0,True
2019,KS,903457,672,250.0,375.0,372.0238095238095,672.0,Deal 1,1.0,250.0,375.0,1.0,1.0,False
2019,KS,903460,1170,1000.0,13191.2,854.7008547008547,1170.0,Deal 1,1.0,1000.0,13191.0,1.0,1.0,False
2019,KS,903467,461,100.0,1099.0,216.91973969631238,461.0,Deal 1,1.0,200.0,1099.0,1.0,1.0,True
2019,KS,903468,66,40.0,240.0,606.060606060606,66.0,Deal 1,1.0,40.0,240.0,1.0,1.0,False
2019,KS,903473,212,200.0,800.0,943.3962264150944,212.0,Deal 1,3.0,140.0,733.0,2.0,1.0,False
2019,KS,903483,121,100.0,1577.79,826.4462809917355,121.0,Deal 1,1.0,100.0,1578.0,1.0,1.0,False
2019,KS,903485,447,300.0,3024.2,671.1409395973154,447.0,,,,,,,False
2019,KS,903490,4664,1000.0,2375.0,214.4082332761578,3964.4,Deal 1,1.0,1000.0,2375.0,1.0,1.0,False
2019,KS,903491,537,500.0,1500.0,931.0986964618249,537.0,Deal 2,1.0,500.0,1500.0,1.0,1.0,False
2019,KS,903503,6009,1000.0,1874.0,166.41704110500916,5107.65,Deal 1,1.0,1000.0,974.0,1.0,1.0,False
2019,KS,903512,2798,1000.0,700.0,357.39814152966403,2378.3,Deal 1,3.0,2020.0,680.0,2.0,1.0,True
2019,KS,903513,257,100.0,260.0,389.10505836575874,257.0,Deal 1,1.0,100.0,260.0,1.0,1.0,False
2019,KS,903514,247,200.0,1099.0,809.7165991902834,247.0,Deal 1,1.0,200.0,1099.0,1.0,1.0,False
2019,KS,903522,71,40.0,499.0,563.3802816901408,71.0,Deal 1,1.0,40.0,499.0,1.0,1.0,False
2019,KS,903524,3165,1000.0,1747.24,315.955766192733,2690.25,Deal 1,2.0,1300.0,1710.0,2.0,1.0,True
2019,KS,903527,492,300.0,710.0,609.7560975609756,492.0,Deal 1,1.0,300.0,710.0,1.0,1.0,False
2019,KS,903540,600,300.0,631.0,500.0,600.0,Deal 1,1.0,300.0,631.0,1.0,1.0,False
2019,KS,903541,4457,1000.0,1600.04,224.3661655822302,3788.45,Deal 1,1.0,1000.0,1600.0,1.0,1.0,False
2019,KS,903542,2137,1000.0,1400.0,467.94571829667757,2137.0,Deal 1,1.0,1000.0,1400.0,1.0,1.0,False
2019,KS,903547,292,250.0,460.0,856.1643835616438,292.0,Deal 1,1.0,250.0,375.0,1.0,1.0,False
2019,KS,903548,453,220.0,2584.99,485.6512141280353,453.0,Deal 1,2.0,220.0,2585.0,2.0,1.0,False
2019,KS,903551,21760,3000.0,4980.0,137.86764705882354,15232.0,Deal 1,1.0,3000.0,4980.0,1.0,1.0,False
2019,KS,903556,262,100.0,229.95,381.6793893129771,262.0,Deal 1,2.0,120.0,215.0,2.0,1.0,True
2019,KS,903560,657,250.0,4942.03,380.517503805175,657.0,Deal 1,1.0,250.0,4942.0,1.0,1.0,False
2019,KS,903564,10747,3000.0,3600.0,279.14766911696285,7522.9,Deal 1,1.0,3000.0,3600.0,1.0,1.0,False
2019,KS,903567,412,200.0,1054.9,485.43689320388347,412.0,Deal 1,2.0,200.0,1054.0,1.0,1.0,False
2019,KS,903571,360,200.0,703.5,555.5555555555555,360.0,Deal 1,1.0,200.0,704.0,1.0,1.0,False
2019,KS,903572,323,150.0,975.0,464.39628482972137,323.0,Deal 1,1.0,150.0,975.0,1.0,1.0,False
2019,KS,903575,482,300.0,710.0,622.4066390041494,482.0,Deal 1,1.0,300.0,710.0,1.0,1.0,False
2019,KS,903576,1790,1000.0,1595.0,558.659217877095,1790.0,Deal 1,1.0,1000.0,1595.0,1.0,1.0,False
2019,KS,903579,248,100.0,199.95,403.2258064516129,248.0,Deal 1,1.0,100.0,200.0,1.0,1.0,False
2019,KS,903583,521,300.0,710.0,575.8157389635317,521.0,Deal 1,1.0,300.0,710.0,1.0,1.0,False
2019,KS,903586,2483,1000.0,495.0,402.7386226339106,2110.55,Deal 1,1.0,1000.0,495.0,1.0,1.0,False
2019,KS,903589,492,200.0,459.9,406.5040650406504,492.0,Deal 1,2.0,200.0,460.0,1.0,1.0,False
2019,KS,903592,616,500.0,1250.0,811.6883116883117,616.0,Deal 1,1.0,500.0,1015.0,1.0,1.0,False
2019,KS,903600,714,400.0,1771.1,560.2240896358544,714.0,Deal 1,1.0,400.0,1771.0,1.0,1.0,False
2019,KS,903611,1158,1000.0,2308.0,863.5578583765113,1158.0,Deal 1,1.0,1000.0,1600.0,1.0,1.0,False
2019,KS,903618,1974,1000.0,1661.8,506.5856129685917,1974.0,Deal 1,1.0,1000.0,1600.0,1.0,1.0,False
2019,KS,903619,1332,1000.0,1626.0,750.7507507507507,1332.0,Deal 2,1.0,1000.0,1400.0,1.0,1.0,False
2019,KS,903624,2088,1000.0,974.0,478.9272030651341,2088.0,Deal 1,1.0,1000.0,974.0,1.0,1.0,False
2019,KS,903625,3100,1000.0,2374.66,322.5806451612903,2635.0,Deal 3,2.0,2000.0,2232.0,1.0,1.0,True
2019,KS,903626,345,100.0,234.95,289.8550724637681,345.0,Deal 1,2.0,120.0,215.0,2.0,1.0,True
2019,KS,903629,1115,1000.0,1200.0,896.8609865470852,1115.0,Deal 1,1.0,1000.0,1116.0,1.0,1.0,False
2019,KS,903633,232,100.0,800.0,431.0344827586207,232.0,Deal 1,1.0,200.0,605.0,1.0,1.0,True
2019,KS,903635,1858,500.0,1749.0,269.1065662002153,1579.3,Deal 1,1.0,1000.0,1600.0,1.0,1.0,True
2019,KS,903642,1622,500.0,2450.0,308.26140567200986,1622.0,Deal 1,1.0,1000.0,1662.0,1.0,1.0,True
2019,KS,903646,307,100.0,2475.07,325.7328990228013,307.0,Deal 1,1.0,200.0,2450.0,1.0,1.0,True
2019,KS,903647,411,250.0,499.95,608.272506082725,411.0,Deal 1,1.0,250.0,500.0,1.0,1.0,False
2019,KS,903651,202,30.0,170.0,148.5148514851485,202.0,Deal 1,1.0,30.0,170.0,1.0,1.0,False
2019,KS,903655,218,100.0,400.0,458.7155963302752,218.0,Deal 1,1.0,200.0,400.0,1.0,1.0,True
2019,KS,903656,356,250.0,475.0,702.2471910112359,356.0,Deal 2,1.0,250.0,390.0,1.0,1.0,False
2019,KS,903657,3647,1100.0,3043.99,301.6177680285166,3099.95,Deal 1,1.0,2000.0,2664.0,1.0,1.0,True
2019,KS,903666,547,250.0,2175.0,457.0383912248629,547.0,Deal 1,1.0,250.0,2175.0,1.0,1.0,False
2019,KS,903667,3533,2500.0,2480.62,707.6139258420606,3003.05,Deal 1,1.0,2500.0,2481.0,1.0,1.0,False
2019,KS,903668,1962,800.0,2039.0,407.7471967380224,1962.0,Deal 1,1.0,1000.0,1662.0,1.0,1.0,True
2019,KS,903670,1876,1000.0,1854.0,533.0490405117271,1594.6,Deal 2,4.0,1200.0,1656.0,1.0,1.0,True
2019,KS,903672,4098,2000.0,2664.0,488.0429477794046,3483.3,Deal 1,1.0,2000.0,2664.0,1.0,1.0,False
2019,KS,903676,2814,1000.0,2099.2,355.36602700781805,2391.9,Deal 1,1.0,1000.0,1662.0,1.0,1.0,False
2019,KS,903682,436,400.0,693.7340184453228,917.4311926605504,436.0,,,,,,,False
2019,KS,903688,2134,1000.0,2200.0,468.6035613870665,1813.9,Deal 2,2.0,1500.0,1798.0,2.0,1.0,True
2019,KS,903692,194,70.0,753.95,360.82474226804123,194.0,Deal 1,2.0,70.0,754.0,2.0,1.0,False
2019,KS,903694,608,300.0,710.0,493.42105263157896,608.0,Deal 1,1.0,300.0,710.0,1.0,1.0,False
2019,LA,909636,1479,500.0,2199.0,338.0662609871535,1479.0,Deal 1,1.0,500.0,2199.0,1.0,1.0,False
2019,LA,909658,3589,1000.0,3495.0,278.6291446085261,3050.65,Deal 1,1.0,2000.0,2990.0,1.0,1.0,True
2019,LA,909707,5952,2000.0,4299.0,336.02150537634407,5059.2,Deal 1,1.0,3000.0,3899.0,1.0,1.0,True
2019,LA,909725,3036,1000.0,2057.0,329.3807641633729,2580.6,Deal 1,1.0,1000.0,2057.0,1.0,1.0,False
2019,LA,909726,13471,5000.0,5999.0,371.1676935639522,9429.7,Deal 1,1.0,5000.0,5999.0,1.0,1.0,False
2019,LA,909729,5903,1000.0,3999.0,169.4053870913095,5017.55,Deal 1,1.0,3000.0,3899.0,1.0,1.0,True
2019,LA,909733,29602,10000.0,6500.0,337.81501249915544,20721.4,Deal 2,2.0,10500.0,6350.0,2.0,1.0,True
2019,LA,909737,25150,10000.0,6999.0,397.61431411530816,17605.0,Deal 1,1.0,10000.0,6999.0,1.0,1.0,False
2019,LA,909739,8154,2000.0,3495.0,245.27839097375522,5707.8,Deal 1,1.0,2000.0,2990.0,1.0,1.0,False
2019,LA,909741,6337,1000.0,2495.0,157.80337699226763,4435.9,Deal 1,1.0,1000.0,1999.0,1.0,1.0,False
2019,LA,909743,19420,10000.0,7800.0,514.9330587023687,13594.0,Deal 1,1.0,10000.0,6999.0,1.0,1.0,False
2019,LA,909747,1411,1000.0,1490.0,708.7172218284904,1411.0,Deal 1,1.0,1000.0,1490.0,1.0,1.0,False
2019,LA,909751,9319,2000.0,2254.55,214.61530207103766,7921.15,Deal 1,3.0,4500.0,2063.0,2.0,1.0,True
2019,LA,909757,13886,2000.0,4999.0,144.02995823131212,9720.2,Deal 1,1.0,3000.0,3899.0,1.0,1.0,True
2019,LA,909759,8707,1000.0,2499.0,114.85012059262662,6094.9,Deal 1,1.0,1000.0,2499.0,1.0,1.0,False
2019,LA,909763,17917,2000.0,4619.39,111.62583021711224,12541.9,Deal 2,3.0,7000.0,4274.0,2.0,1.0,True
2019,MA,910999,1864,1000.0,2500.0,536.480686695279,1864.0,Deal 1,1.0,1000.0,2500.0,1.0,1.0,False
2019,MA,911002,5491,500.0,469.99,91.05809506465124,4667.35,Deal 1,2.0,2000.0,384.0,1.0,1.0,True
2019,MA,911008,2506,1000.0,1384.76,399.0422984836393,2506.0,Deal 1,1.0,1000.0,1385.0,1.0,1.0,False
2019,MA,911009,6009,2000.0,3100.0,332.8340822100183,5107.65,Deal 3,5.0,5075.0,3085.0,3.0,1.0,True
2019,MA,911012,2570,1000.0,489.99,389.10505836575874,2570.0,Deal 1,2.0,2000.0,384.0,1.0,1.0,True
2019,MA,911022,2354,500.0,1432.0,212.40441801189465,2354.0,Deal 1,1.0,500.0,1432.0,1.0,1.0,False
2019,MA,911023,2161,940.0,638.13,434.98380379453954,2161.0,Deal 1,1.0,940.0,638.0,1.0,1.0,False
2019,MA,911029,584,300.0,483.13,513.6986301369863,584.0,Deal 1,1.0,500.0,458.0,1.0,1.0,True
2019,MA,911041,5809,1000.0,1500.0,172.14666896195558,4937.65,Deal 3,7.0,4225.0,1368.0,2.0,1.0,True
2019,MA,911048,318,50.0,409.09973404255317,157.23270440251574,318.0,Deal 1,1.0,50.0,386.0,1.0,1.0,False
2019,MA,911049,7503,1000.0,1330.0,133.2800213248034,6377.55,Deal 1,1.0,1000.0,1330.0,1.0,1.0,False
2019,MA,911056,1620,500.0,810.0,308.641975308642,1620.0,Deal 2,1.0,500.0,810.0,1.0,1.0,False
2019,MA,911062,173,20.0,339.95,115.60693641618496,173.0,Deal 1,1.0,20.0,340.0,1.0,1.0,False
2019,MA,911077,1388,500.0,1499.0,360.2305475504323,1388.0,Deal 1,1.0,500.0,1432.0,1.0,1.0,False
2019,MA,911082,3499,475.0,1024.2,135.75307230637324,2974.15,Deal 1,4.0,1600.0,1021.0,3.0,1.0,True
2019,MA,911085,2302,300.0,1400.0,130.32145960034754,2302.0,Deal 1,1.0,500.0,1170.0,1.0,1.0,True
2019,MA,911090,3750,1000.0,201.98,266.6666666666667,3187.5,Deal 1,1.0,1000.0,192.0,1.0,1.0,False
2019,MA,911097,3466,500.0,1955.0,144.25851125216388,2946.1,Deal 1,1.0,500.0,1170.0,1.0,1.0,False
2019,MA,911099,81,10.0,199.95,123.45679012345678,81.0,Deal 1,1.0,10.0,200.0,1.0,1.0,False
2019,MA,911104,2754,1390.0,1853.14,504.720406681191,2754.0,Deal 1,1.0,2000.0,1534.0,1.0,1.0,True
2019,MA,911105,611,100.0,947.8,163.66612111292963,611.0,Deal 1,1.0,500.0,810.0,1.0,1.0,True
2019,MA,911114,3189,1000.0,2233.5,313.5779241141424,2710.65,Deal 2,1.0,2000.0,2000.0,1.0,1.0,True
2019,MA,911121,2361,2000.0,1534.39,847.0986869970352,2361.0,Deal 1,1.0,2000.0,1534.0,1.0,1.0,False
2019,MA,911124,592,200.0,1275.0,337.8378378378378,592.0,Deal 1,1.0,500.0,840.0,1.0,1.0,True
2019,MA,911137,4317,1100.0,346.89,254.80657864257586,3669.45,Deal 1,2.0,1150.0,327.0,2.0,1.0,True
2019,MA,911139,237,50.0,345.1722074468085,210.9704641350211,237.0,,,,,,,False
2019,MA,911142,1073,940.0,718.13,876.0484622553588,1073.0,Deal 1,1.0,1000.0,637.0,1.0,1.0,True
2019,MA,911146,1778,1000.0,359.99,562.429696287964,1778.0,Deal 1,2.0,1300.0,348.0,2.0,1.0,True
2019,MA,911148,1016,500.0,1900.0,492.12598425196853,1016.0,Deal 2,2.0,1000.0,1680.0,1.0,1.0,True
2019,MA,911154,5942,1500.0,3697.68,252.4402558061259,5050.7,Deal 1,3.0,4500.0,3526.0,2.0,1.0,True
2019,MA,911156,7072,5000.0,4000.0,707.0135746606335,6011.2,Deal 1,1.0,5000.0,3980.0,1.0,1.0,False
2019,MA,911171,458,300.0,433.13,655.0218340611353,458.0,Deal 1,1.0,300.0,383.0,1.0,1.0,False
2019,MA,911172,4361,1000.0,1901.97,229.30520522815868,4361.0,Deal 1,8.0,4300.0,1544.0,2.0,1.0,True
2019,MA,911177,1500,500.0,3050.0,333.3333333333333,1500.0,Deal 1,1.0,1000.0,2500.0,1.0,1.0,True
2019,MA,911180,1439,150.0,234.99,104.23905489923558,1439.0,Deal 1,1.0,1000.0,192.0,1.0,1.0,True
2019,MA,911185,3508,1000.0,191.99,285.06271379703537,2981.8,Deal 1,1.0,1000.0,192.0,1.0,1.0,False
2019,MA,911187,6896,5000.0,3980.0,725.0580046403712,6896.0,Deal 2,1.0,5000.0,3980.0,1.0,1.0,False
2019,MA,911192,1727,940.0,638.13,544.2964678633468,1727.0,Deal 2,1.0,940.0,638.0,1.0,1.0,False
2019,MA,911210,5472,1000.0,1725.0,182.7485380116959,4651.2,Deal 3,8.0,4300.0,1544.0,2.0,1.0,True
2019,MA,911218,2295,1000.0,1895.0,435.7298474945534,2295.0,,,,,,,False
