funding_year,state_code,district_id,num_students,ia_bw_mbps_total,ia_monthly_cost_total,ia_bandwidth_per_student_kbps,projected_bw_fy2018,deal,total_circuits,total_bw,total_cost,total_li,bw_rank,best_deal
2019,MT,928774,99,50.0,81.95,505.050505050505,99.0,Deal 1,1.0,50.0,82.0,1.0,1.0,False
2019,MT,928776,24,20.0,490.0,833.3333333333334,24.0,Deal 1,1.0,20.0,490.0,1.0,1.0,False
2019,MT,928781,232,100.0,400.0,431.0344827586207,232.0,Deal 1,1.0,100.0,400.0,1.0,1.0,False
2019,MT,928783,326,200.0,974.0,613.4969325153374,326.0,Deal 1,1.0,200.0,974.0,1.0,1.0,False
2019,MT,928789,290,125.0,282.9,431.0344827586207,290.0,Deal 1,2.0,150.0,282.0,2.0,1.0,True
2019,MT,928795,319,200.0,409.0,626.9592476489029,319.0,Deal 1,2.0,224.0,398.0,2.0,1.0,True
2019,MT,928799,16824,10000.0,4500.0,594.3889681407513,11776.8,Deal 1,1.0,10000.0,4500.0,1.0,1.0,False
2019,MT,928805,167,100.0,790.0,598.8023952095808,167.0,Deal 1,1.0,100.0,790.0,1.0,1.0,False
2019,MT,928809,6755,2000.0,2622.0,296.07698001480384,5741.75,Deal 1,2.0,2500.0,2386.0,2.0,1.0,True
2019,MT,928810,204,25.0,335.0,122.54901960784314,204.0,Deal 1,1.0,25.0,335.0,1.0,1.0,False
2019,MT,928811,223,100.0,133.0,448.4304932735426,223.0,Deal 1,1.0,100.0,133.0,1.0,1.0,False
2019,MT,928813,156,124.0,288.0,794.8717948717949,156.0,Deal 1,2.0,124.0,259.0,2.0,1.0,False
2019,MT,928821,2045,1050.0,1549.95,513.4474327628362,1738.25,Deal 3,3.0,1075.0,1544.0,3.0,1.0,True
2019,MT,928823,4180,1000.0,2065.0,239.23444976076556,3553.0,Deal 1,1.0,1000.0,2065.0,1.0,1.0,False
2019,MT,928835,489,200.0,1080.0,408.9979550102249,489.0,Deal 1,1.0,200.0,1080.0,1.0,1.0,False
2019,MT,928837,272,200.0,1080.0,735.2941176470588,272.0,Deal 1,1.0,200.0,1080.0,1.0,1.0,False
2019,MT,928844,353,100.0,204.95,283.28611898017,353.0,Deal 1,1.0,100.0,200.0,1.0,1.0,False
2019,MT,928848,298,100.0,988.0,335.5704697986577,298.0,Deal 1,1.0,200.0,974.0,1.0,1.0,True
2019,MT,928852,605,300.0,2750.0,495.8677685950413,605.0,Deal 1,1.0,300.0,2750.0,1.0,1.0,False
2019,MT,928854,2094,2000.0,3165.0,955.1098376313277,2094.0,Deal 1,1.0,2000.0,3038.0,1.0,1.0,False
2019,MT,928860,1333,1000.0,2190.0,750.1875468867216,1333.0,Deal 1,1.0,1000.0,1499.0,1.0,1.0,False
2019,MT,928864,274,250.0,387.11,912.4087591240876,274.0,Deal 1,1.0,250.0,365.0,1.0,1.0,False
2019,MT,928865,1584,1000.0,600.0,631.3131313131313,1346.4,Deal 1,1.0,1000.0,600.0,1.0,1.0,False
2019,MT,928868,64,20.0,61.44,312.5,64.0,Deal 1,1.0,20.0,61.0,1.0,1.0,False
2019,MT,928875,1232,1000.0,600.0,811.6883116883117,1232.0,Deal 1,1.0,1000.0,600.0,1.0,1.0,False
2019,MT,928881,15,2.0,30.0,133.33333333333334,15.0,Deal 1,1.0,2.0,30.0,1.0,1.0,False
2019,MT,928894,58,50.0,500.0,862.0689655172414,58.0,Deal 1,1.0,50.0,500.0,1.0,1.0,False
2019,MT,928895,1197,500.0,1044.0,417.7109440267335,1197.0,Deal 2,1.0,1000.0,911.0,1.0,1.0,True
2019,MT,928900,390,250.0,359.95,641.025641025641,390.0,Deal 1,1.0,250.0,350.0,1.0,1.0,False
2019,MT,928911,704,300.0,1385.0,426.1363636363636,704.0,Deal 1,1.0,500.0,1200.0,1.0,1.0,True
2019,MT,928924,1300,500.0,1145.0,384.61538461538464,1300.0,Deal 2,2.0,1005.0,1061.0,2.0,1.0,True
2019,MT,928930,148,100.0,1105.0,675.6756756756756,148.0,Deal 1,1.0,100.0,1105.0,1.0,1.0,False
2019,MT,928952,10250,2000.0,3037.5,195.1219512195122,7175.0,Deal 2,1.0,2000.0,3038.0,1.0,1.0,False
2019,MT,928956,1482,1000.0,1800.0,674.7638326585695,1482.0,Deal 1,1.0,1000.0,911.0,1.0,1.0,False
2019,MT,928963,597,500.0,959.0,837.5209380234506,597.0,Deal 1,1.0,500.0,959.0,1.0,1.0,False
2019,MT,928966,67,50.0,81.95,746.2686567164179,67.0,Deal 1,1.0,50.0,82.0,1.0,1.0,False
2019,MT,928968,1845,500.0,499.0,271.00271002710025,1845.0,Deal 1,1.0,500.0,499.0,1.0,1.0,False
2019,MT,928971,249,100.0,899.0,401.60642570281124,249.0,Deal 1,1.0,100.0,899.0,1.0,1.0,False
2019,MT,928972,8104,2000.0,1861.0,246.79170779861798,6888.4,Deal 3,2.0,2000.0,1822.0,1.0,1.0,False
2019,MT,928984,230,100.0,850.0,434.7826086956522,230.0,Deal 1,1.0,100.0,850.0,1.0,1.0,False
2019,MT,928986,819,500.0,470.0,610.5006105006105,819.0,Deal 1,1.0,500.0,470.0,1.0,1.0,False
2019,MT,928993,351,200.0,965.0,569.8005698005697,351.0,Deal 1,1.0,200.0,765.0,1.0,1.0,False
2019,MT,928998,6257,1000.0,1650.0,159.821000479463,5318.45,Deal 2,1.0,2000.0,1342.0,1.0,1.0,True
2019,MT,929002,8,2.0,55.0,250.0,8.0,Deal 1,1.0,2.0,30.0,1.0,1.0,False
2019,MT,929013,2285,1000.0,2100.0,437.636761487965,2285.0,Deal 1,1.0,1000.0,1499.0,1.0,1.0,False
2019,MT,929017,1179,300.0,1510.0,254.4529262086514,1179.0,Deal 1,1.0,300.0,1510.0,1.0,1.0,False
2019,MT,929018,72,50.0,91.95,694.4444444444445,72.0,Deal 1,1.0,50.0,82.0,1.0,1.0,False
2019,MT,929027,40,30.0,80.0,750.0,40.0,Deal 1,1.0,30.0,80.0,1.0,1.0,False
2019,MT,929028,30,10.0,89.0,333.3333333333333,30.0,Deal 1,1.0,10.0,89.0,1.0,1.0,False
2019,MT,929031,508,506.0,1008.0,996.0629921259842,508.0,Deal 1,1.0,500.0,959.0,1.0,1.0,False
2019,MT,929043,8974,2000.0,1341.9,222.86605749944283,6281.8,Deal 2,1.0,2000.0,1342.0,1.0,1.0,False
2019,MT,929048,483,100.0,979.0,207.0393374741201,483.0,Deal 1,1.0,200.0,974.0,1.0,1.0,True
2019,MT,929058,6,5.0,150.0,833.3333333333334,6.0,Deal 1,1.0,5.0,150.0,1.0,1.0,False
2019,MT,929081,1626,500.0,1655.0,307.5030750307503,1626.0,Deal 2,1.0,1000.0,1499.0,1.0,1.0,True
2019,MT,929091,155,30.0,80.0,193.5483870967742,155.0,Deal 1,1.0,30.0,80.0,1.0,1.0,False
2019,MT,929094,73,50.0,63.9,684.931506849315,73.0,Deal 1,1.0,50.0,64.0,1.0,1.0,False
2019,MT,929106,1409,500.0,1514.0,354.86160397444996,1409.0,Deal 2,1.0,1000.0,1499.0,1.0,1.0,True
2019,MT,929125,174,100.0,204.95,574.7126436781609,174.0,Deal 1,1.0,100.0,200.0,1.0,1.0,False
2019,MT,929127,1328,1000.0,600.0,753.0120481927711,1328.0,Deal 1,1.0,1000.0,600.0,1.0,1.0,False
2019,MT,929130,273,125.0,240.85,457.87545787545787,273.0,Deal 1,1.0,100.0,200.0,1.0,1.0,False
2019,MT,929135,105,100.0,199.0,952.3809523809524,105.0,Deal 1,1.0,100.0,180.0,1.0,1.0,False
2019,MT,929141,262,125.0,261.9,477.09923664122135,262.0,Deal 1,2.0,125.0,262.0,2.0,1.0,False
2019,MT,929148,29,10.0,395.75,344.82758620689657,29.0,Deal 1,1.0,10.0,396.0,1.0,1.0,False
2019,MT,929157,630,100.0,785.0,158.73015873015873,630.0,Deal 1,1.0,200.0,765.0,1.0,1.0,True
2019,MT,929159,20,6.0,49.0,300.0,20.0,Deal 1,1.0,6.0,49.0,1.0,1.0,False
2019,MT,929161,45,28.0,557.02,622.2222222222222,45.0,Deal 1,1.0,20.0,467.0,1.0,1.0,False
2019,MT,929167,106,75.0,700.0,707.5471698113207,106.0,Deal 1,1.0,75.0,700.0,1.0,1.0,False
2019,MT,929169,144,125.0,261.9,868.0555555555555,144.0,Deal 1,2.0,125.0,262.0,2.0,1.0,False
2019,MT,929174,592,200.0,510.0,337.8378378378378,592.0,,,,,,,False
2019,MT,929179,1709,1000.0,1499.0,585.1375073142189,1709.0,Deal 2,1.0,1000.0,1499.0,1.0,1.0,False
2019,MT,929181,381,300.0,1985.0,787.4015748031496,381.0,Deal 1,1.0,300.0,1985.0,1.0,1.0,False
2019,MT,929186,48,30.0,1295.0,625.0,48.0,Deal 1,1.0,30.0,1295.0,1.0,1.0,False
2019,NH,937475,352,150.0,215.77,426.1363636363636,352.0,Deal 1,1.0,150.0,216.0,1.0,1.0,False
2019,NH,937486,4501,1000.0,1300.0,222.17285047767163,3825.85,Deal 1,1.0,2000.0,1231.0,1.0,1.0,True
2019,NH,937492,554,200.0,1266.2352342158858,361.01083032490976,554.0,Deal 3,5.0,500.0,1265.0,2.0,1.0,True
2019,NH,937495,322,50.0,149.99,155.27950310559007,322.0,Deal 1,1.0,200.0,135.0,1.0,1.0,True
2019,NH,937502,209,100.0,238.99,478.4688995215311,209.0,Deal 1,1.0,100.0,239.0,1.0,1.0,False
2019,NH,937509,4624,1500.0,2311.62,324.39446366782005,3930.4,Deal 1,2.0,3000.0,2181.0,2.0,1.0,True
2019,NH,937516,517,100.0,430.63,193.42359767891682,517.0,Deal 1,2.0,200.0,370.0,1.0,1.0,True
2019,NH,937517,3316,200.0,1236.75,60.31363088057901,2818.6,Deal 1,1.0,2000.0,1231.0,1.0,1.0,True
2019,NH,937526,444,100.0,430.63,225.22522522522522,444.0,Deal 1,2.0,200.0,370.0,1.0,1.0,True
2019,NH,937532,924,100.0,869.76,108.22510822510823,924.0,Deal 2,1.0,500.0,745.0,1.0,1.0,True
2019,NH,937537,432,300.0,359.59,694.4444444444445,432.0,Deal 1,1.0,300.0,360.0,1.0,1.0,False
2019,NH,937566,2486,1000.0,950.0,402.2526146419952,2113.1,Deal 2,1.0,1000.0,950.0,1.0,1.0,False
2019,NH,937567,205,100.0,650.0,487.8048780487805,205.0,Deal 1,1.0,100.0,380.0,1.0,1.0,False
2019,NH,937569,394,100.0,220.0,253.80710659898477,394.0,Deal 1,1.0,200.0,135.0,1.0,1.0,True
2019,NH,937571,1118,500.0,1029.0,447.2271914132379,1118.0,Deal 1,1.0,1000.0,950.0,1.0,1.0,True
2019,NH,937572,243,200.0,199.9,823.0452674897119,243.0,Deal 1,1.0,200.0,135.0,1.0,1.0,False
2019,NH,937580,1173,1090.0,1947.0,929.2412617220801,1173.0,Deal 1,2.0,1075.0,1829.0,2.0,1.0,False
2019,NH,937581,551,50.0,102.9,90.74410163339383,551.0,Deal 1,1.0,50.0,103.0,1.0,1.0,False
2019,NH,937582,154,50.0,550.0,324.6753246753247,154.0,Deal 1,1.0,100.0,380.0,1.0,1.0,True
2019,NH,937583,654,200.0,1349.9419551934827,305.8103975535168,654.0,Deal 2,1.0,500.0,1337.0,1.0,1.0,True
2019,NH,937584,1247,200.0,1846.3228105906314,160.3849238171612,1247.0,Deal 2,2.0,1075.0,1829.0,2.0,1.0,True
2019,NH,937586,1322,450.0,754.71,340.39334341906203,1322.0,Deal 1,2.0,600.0,720.0,1.0,1.0,True
2019,NH,937588,3519,2000.0,1845.9,568.3432793407218,3519.0,Deal 1,2.0,2100.0,1611.0,2.0,1.0,True
2019,NH,937599,1683,700.0,875.0,415.92394533571,1683.0,,,,,,,False
2019,NH,937602,1344,1000.0,445.35,744.047619047619,1344.0,Deal 1,1.0,1000.0,445.0,1.0,1.0,False
2019,NH,937620,2349,1000.0,1800.0,425.7130693912303,2349.0,Deal 3,3.0,2175.0,1740.0,3.0,1.0,True
2019,NH,937636,400,200.0,134.9,500.0,400.0,Deal 1,1.0,200.0,135.0,1.0,1.0,False
2019,NH,937650,2580,2000.0,1500.0,775.1937984496124,2580.0,Deal 1,1.0,2000.0,1231.0,1.0,1.0,False
2019,NH,937653,4252,500.0,1295.0,117.59172154280338,3614.2,Deal 1,1.0,500.0,1295.0,1.0,1.0,False
2019,NH,937655,99,35.0,174.99,353.5353535353535,99.0,Deal 1,1.0,35.0,175.0,1.0,1.0,False
2019,NH,937661,735,200.0,269.9,272.10884353741494,735.0,Deal 1,2.0,400.0,270.0,1.0,1.0,True
2019,NH,937663,1599,500.0,744.8,312.6954346466542,1599.0,Deal 1,1.0,500.0,745.0,1.0,1.0,False
2019,NH,937669,408,300.0,349.0,735.2941176470588,408.0,Deal 1,1.0,300.0,349.0,1.0,1.0,False
2019,NH,937674,414,150.0,289.9,362.3188405797101,414.0,Deal 1,2.0,400.0,270.0,1.0,1.0,True
2019,NH,937681,425,100.0,289.0,235.2941176470588,425.0,Deal 1,1.0,100.0,289.0,1.0,1.0,False
2019,NH,937688,58,35.0,174.99,603.448275862069,58.0,Deal 1,1.0,35.0,175.0,1.0,1.0,False
2019,NH,937696,1024,1000.0,950.0,976.5625,1024.0,Deal 2,1.0,1000.0,950.0,1.0,1.0,False
2019,NH,937758,675,500.0,900.0,740.7407407407408,675.0,Deal 1,1.0,500.0,745.0,1.0,1.0,False
2019,NJ,940943,709,200.0,377.04,282.08744710860367,709.0,Deal 1,1.0,300.0,296.0,1.0,1.0,True
2019,NJ,941060,194,50.0,159.95,257.7319587628866,194.0,Deal 1,1.0,50.0,160.0,1.0,1.0,False
2019,NJ,941063,2039,500.0,520.15,245.21824423737127,2039.0,Deal 1,1.0,500.0,520.0,1.0,1.0,False
2019,NJ,941067,335,150.0,289.85,447.76119402985074,335.0,Deal 1,1.0,150.0,165.0,1.0,1.0,False
2019,NJ,941109,8843,1000.0,1998.2,113.0837950921633,7516.55,Deal 3,5.0,4500.0,1960.0,2.0,1.0,True
2019,NJ,941115,307,125.0,516.91,407.1661237785016,307.0,Deal 1,2.0,125.0,517.0,2.0,1.0,False
2019,NJ,941126,93,75.0,147.97,806.4516129032259,93.0,Deal 1,1.0,75.0,148.0,1.0,1.0,False
2019,NJ,941149,2367,1300.0,2372.61,549.2184199408534,2367.0,Deal 1,1.0,2000.0,2350.0,1.0,1.0,True
2019,NJ,941155,1122,300.0,1194.3651591533367,267.379679144385,1122.0,Deal 1,1.0,1000.0,870.0,1.0,1.0,True
2019,NJ,941188,275,100.0,239.85,363.6363636363636,275.0,Deal 1,1.0,150.0,165.0,1.0,1.0,True
2019,NJ,941189,8999,2000.0,2866.9,222.246916324036,6299.3,Deal 1,3.0,3100.0,2866.0,3.0,1.0,True
2019,NJ,941192,592,100.0,204.85,168.9189189189189,592.0,Deal 1,1.0,150.0,165.0,1.0,1.0,True
2019,NJ,941214,4416,1000.0,2415.3,226.44927536231884,3753.6,Deal 1,1.0,2000.0,2350.0,1.0,1.0,True
2019,NJ,941230,462,50.0,1650.0,108.22510822510823,462.0,Deal 1,1.0,50.0,1615.0,1.0,1.0,False
2019,NJ,941234,223,150.0,219.9,672.6457399103139,223.0,Deal 1,1.0,150.0,205.0,1.0,1.0,False
2019,NJ,941246,380,150.0,159.99,394.7368421052632,380.0,Deal 1,1.0,150.0,150.0,1.0,1.0,False
2019,NJ,941249,2095,1000.0,1251.0,477.326968973747,2095.0,Deal 2,1.0,1000.0,1251.0,1.0,1.0,False
2019,NJ,941255,6354,1000.0,824.55,157.38117721120554,5400.9,Deal 1,2.0,2000.0,820.0,1.0,1.0,True
2019,NJ,941257,3184,1000.0,2500.0,314.07035175879395,3184.0,Deal 1,2.0,2100.0,2456.0,2.0,1.0,True
2019,NJ,941266,5649,1000.0,439.99,177.02248185519562,4801.65,Deal 2,2.0,2000.0,384.0,1.0,1.0,True
2019,NJ,941276,247,100.0,2130.0,404.8582995951417,247.0,Deal 1,1.0,100.0,2130.0,1.0,1.0,False
2019,NJ,941277,3181,1000.0,2500.0,314.36655139893116,3181.0,Deal 2,2.0,2100.0,2456.0,2.0,1.0,True
2019,NJ,941281,289,50.0,1615.0,173.01038062283737,289.0,Deal 1,1.0,50.0,1615.0,1.0,1.0,False
2019,NJ,941288,608,300.0,849.3622846986589,493.42105263157896,608.0,Deal 1,1.0,500.0,520.0,1.0,1.0,True
2019,NJ,941290,1427,150.0,239.9,105.1156271899089,1427.0,Deal 1,1.0,150.0,220.0,1.0,1.0,False
2019,NJ,941301,190,150.0,236.85,789.4736842105264,190.0,Deal 1,1.0,150.0,165.0,1.0,1.0,False
2019,NJ,941303,1187,200.0,360.0,168.49199663016006,1187.0,Deal 1,1.0,200.0,360.0,1.0,1.0,False
2019,NJ,941315,3627,1000.0,314.99,275.70995312930796,3082.95,Deal 1,2.0,1075.0,288.0,2.0,1.0,True
2019,NJ,941318,3020,1000.0,2041.4,331.12582781456956,3020.0,Deal 1,1.0,1000.0,1082.0,1.0,1.0,False
2019,NJ,941320,6445,1000.0,1938.26,155.1590380139643,5478.25,Deal 3,5.0,4150.0,1860.0,2.0,1.0,True
2019,NJ,941336,192,50.0,1750.0,260.4166666666667,192.0,Deal 1,1.0,50.0,1750.0,1.0,1.0,False
2019,NJ,941338,232,100.0,180.95,431.0344827586207,232.0,Deal 1,1.0,100.0,181.0,1.0,1.0,False
2019,NJ,941390,644,150.0,325.13,232.91925465838509,644.0,Deal 1,1.0,500.0,320.0,1.0,1.0,True
2019,NJ,941401,417,50.0,144.85,119.9040767386091,417.0,Deal 1,1.0,50.0,145.0,1.0,1.0,False
2019,NJ,941410,2235,500.0,1828.0,223.71364653243847,2235.0,Deal 1,1.0,1000.0,1082.0,1.0,1.0,True
2019,NJ,941412,2084,1000.0,2000.0,479.8464491362764,2084.0,Deal 4,2.0,2000.0,1740.0,1.0,1.0,True
2019,NJ,941426,6044,1000.0,1705.05,165.45334215751157,5137.4,Deal 3,4.0,4000.0,1640.0,1.0,1.0,True
2019,NJ,941455,190,100.0,225.89,526.3157894736842,190.0,Deal 1,1.0,150.0,220.0,1.0,1.0,True
2019,NJ,941463,1552,500.0,2138.26,322.16494845360825,1552.0,Deal 1,1.0,200.0,1624.0,1.0,1.0,False
2019,NJ,941479,517,300.0,784.5350896752302,580.2707930367504,517.0,Deal 1,1.0,500.0,520.0,1.0,1.0,True
2019,NJ,941480,613,300.0,852.7493100662466,489.3964110929853,613.0,Deal 1,1.0,500.0,520.0,1.0,1.0,True
2019,NJ,941499,295,200.0,1624.14,677.9661016949152,295.0,Deal 1,1.0,200.0,1624.0,1.0,1.0,False
2019,NJ,941505,1227,300.0,1215.4,244.49877750611248,1227.0,Deal 1,1.0,1000.0,870.0,1.0,1.0,True
2019,NJ,941518,4438,2000.0,2350.0,450.6534474988734,3772.3,Deal 1,1.0,2000.0,2350.0,1.0,1.0,False
2019,NJ,941532,7271,1000.0,1900.35,137.53266400770184,6180.35,Deal 2,2.0,2000.0,1740.0,1.0,1.0,True
2019,NJ,941541,298,50.0,159.95,167.78523489932886,298.0,Deal 1,1.0,50.0,160.0,1.0,1.0,False
2019,NJ,941559,1608,500.0,1319.0,310.9452736318408,1608.0,Deal 1,1.0,1000.0,1082.0,1.0,1.0,True
2019,NJ,941564,1671,1000.0,1600.0,598.4440454817475,1671.0,Deal 2,2.0,1500.0,1390.0,2.0,1.0,True
2019,NJ,941568,1189,700.0,451.26,588.7300252312868,1189.0,Deal 1,2.0,800.0,412.0,2.0,1.0,True
2019,NJ,941572,279,100.0,190.84,358.42293906810033,279.0,Deal 1,1.0,150.0,165.0,1.0,1.0,True
2019,NJ,941575,2393,1000.0,1900.35,417.88549937317174,2034.05,Deal 1,2.0,2000.0,1740.0,1.0,1.0,True
2019,NJ,941579,461,150.0,276.02,325.37960954446856,461.0,Deal 1,1.0,150.0,165.0,1.0,1.0,False
2019,NJ,941586,2561,1000.0,2218.0,390.4724716907458,2561.0,Deal 1,1.0,2000.0,2050.0,1.0,1.0,True
2019,NJ,941593,149,100.0,110.0,671.1409395973154,149.0,Deal 1,1.0,100.0,110.0,1.0,1.0,False
2019,NJ,941611,2374,1000.0,1900.35,421.22999157540016,2374.0,Deal 3,2.0,2000.0,1740.0,1.0,1.0,True
2019,NJ,941617,384,100.0,201.9,260.4166666666667,384.0,Deal 1,1.0,150.0,165.0,1.0,1.0,True
2019,NJ,941619,6857,1000.0,1238.0,145.83637159107482,5828.45,Deal 1,1.0,1000.0,1238.0,1.0,1.0,False
2019,NJ,941631,196,50.0,104.89,255.10204081632654,196.0,Deal 1,1.0,50.0,105.0,1.0,1.0,False
2019,NJ,941632,340,250.0,139.88,735.2941176470588,340.0,Deal 1,1.0,250.0,140.0,1.0,1.0,False
2019,NJ,941636,316,100.0,173.9,316.45569620253167,316.0,Deal 1,1.0,250.0,125.0,1.0,1.0,True
2019,NJ,941637,288,200.0,1172.09,694.4444444444445,288.0,Deal 1,1.0,200.0,1172.0,1.0,1.0,False
2019,NJ,941645,1687,1000.0,1800.0,592.7682276229995,1687.0,Deal 1,1.0,1000.0,1082.0,1.0,1.0,False
2019,NJ,941649,3614,1000.0,1900.35,276.70171555063644,3071.9,Deal 1,2.0,2000.0,1740.0,1.0,1.0,True
2019,NJ,941655,15783,2000.0,5800.0,126.71862130140025,11048.1,Deal 2,5.0,9000.0,4020.0,2.0,1.0,True
2019,NJ,941660,596,500.0,1579.0,838.9261744966443,596.0,Deal 1,1.0,500.0,1319.0,1.0,1.0,False
2019,NJ,941673,3159,1000.0,1500.0,316.5558721114277,2685.15,Deal 1,1.0,1000.0,1500.0,1.0,1.0,False
2019,NJ,941692,2085,500.0,2451.06,239.8081534772182,2085.0,Deal 1,1.0,2000.0,2350.0,1.0,1.0,True
2019,NJ,941694,704,100.0,855.0,142.04545454545453,704.0,Deal 1,1.0,500.0,520.0,1.0,1.0,True
2019,NJ,941706,3379,1000.0,1843.34,295.9455460195324,2872.15,Deal 1,2.0,2000.0,1740.0,1.0,1.0,True
2019,NJ,941718,374,150.0,164.9,401.06951871657753,374.0,Deal 1,1.0,150.0,165.0,1.0,1.0,False
2019,NJ,941730,4937,1000.0,2424.53,202.55215718047398,4196.45,Deal 1,4.0,4000.0,120.0,1.0,1.0,True
2019,NJ,941732,13762,2000.0,3990.0,145.32771399505887,9633.4,Deal 1,1.0,2000.0,2900.0,1.0,1.0,False
2019,NJ,941734,210,150.0,204.85,714.2857142857143,210.0,Deal 1,1.0,150.0,205.0,1.0,1.0,False
2019,NJ,941741,2070,1000.0,1900.35,483.09178743961354,2070.0,Deal 2,2.0,2000.0,1740.0,1.0,1.0,True
2019,NM,942802,16827,10000.0,10153.5,594.2829975634397,11778.9,Deal 2,1.0,10000.0,10154.0,1.0,1.0,False
2019,NM,942809,6006,1100.0,1889.11,183.15018315018315,5105.1,Deal 2,3.0,3000.0,1617.0,1.0,1.0,True
2019,NM,942827,3937,1000.0,9710.0,254.00050800101602,3346.45,Deal 1,1.0,1000.0,9710.0,1.0,1.0,False
2019,NM,942866,3018,1000.0,3760.0,331.3452617627568,2565.3,Deal 1,2.0,2000.0,3182.0,1.0,1.0,True
2019,NM,942876,3817,1000.0,2795.0,261.98585276395073,3244.45,Deal 1,2.0,2120.0,2781.0,2.0,1.0,True
2019,NM,942877,3188,1000.0,1950.0,313.6762860727729,2709.8,Deal 1,1.0,1000.0,1771.0,1.0,1.0,False
2019,NM,942880,5598,1000.0,2670.47,178.63522686673812,4758.3,Deal 1,1.0,1000.0,1800.0,1.0,1.0,False
2019,NM,942886,471,300.0,525.0,636.9426751592357,471.0,Deal 1,2.0,170.0,514.0,2.0,1.0,False
2019,NM,942888,8179,2000.0,2900.0,244.52867098667318,5725.3,Deal 1,3.0,2140.0,2851.0,3.0,1.0,True
2019,NM,942889,1297,1000.0,2857.0,771.0100231303007,1102.45,Deal 1,1.0,1000.0,1591.0,1.0,1.0,False
2019,NM,942891,539,500.0,1575.0,927.643784786642,539.0,Deal 1,1.0,500.0,1575.0,1.0,1.0,False
2019,NM,942892,5276,2000.0,3526.0,379.07505686125853,4484.6,Deal 1,4.0,3000.0,1660.0,1.0,1.0,True
2019,NM,942893,96,20.0,250.0,208.33333333333334,96.0,Deal 1,1.0,20.0,250.0,1.0,1.0,False
2019,NM,942894,1019,750.0,7748.44,736.0157016683023,1019.0,Deal 1,1.0,1000.0,7466.0,1.0,1.0,True
2019,NM,942899,3728,2000.0,7500.0,536.480686695279,3168.8,Deal 1,1.0,2000.0,7500.0,1.0,1.0,False
2019,NM,942902,10815,1000.0,1345.31,92.46417013407304,7570.5,Deal 1,1.0,1000.0,1345.0,1.0,1.0,False
2019,NM,942904,309,300.0,888.0,970.8737864077669,309.0,Deal 1,1.0,300.0,888.0,1.0,1.0,False
2019,NM,942906,11409,3000.0,9271.39,262.95030239284773,7986.3,Deal 1,4.0,4000.0,6364.0,1.0,1.0,True
2019,NM,942911,9887,1500.0,10781.25,151.7143724082128,6920.9,Deal 2,2.0,3000.0,10025.0,2.0,1.0,True
2019,NM,942912,137,100.0,7200.0,729.92700729927,137.0,Deal 1,1.0,100.0,6082.0,1.0,1.0,False
2019,NM,942916,302,200.0,1288.72,662.2516556291391,302.0,Deal 1,1.0,200.0,1289.0,1.0,1.0,False
2019,NM,942922,316,250.0,740.0,791.1392405063291,316.0,Deal 1,1.0,250.0,740.0,1.0,1.0,False
2019,NM,942927,3662,500.0,1249.0,136.53741125068268,3112.7,Deal 1,1.0,500.0,1249.0,1.0,1.0,False
2019,NM,942928,8511,2000.0,3290.0,234.99001292445072,7234.35,Deal 3,3.0,2620.0,3234.0,3.0,1.0,True
2019,NM,942932,3704,1000.0,7465.7,269.97840172786175,3148.4,Deal 1,1.0,1000.0,7466.0,1.0,1.0,False
2019,NM,942933,360,300.0,3277.5453882725833,833.3333333333334,360.0,Deal 1,1.0,100.0,2260.0,1.0,1.0,False
2019,NM,942935,114,100.0,849.99,877.1929824561404,114.0,Deal 1,1.0,100.0,850.0,1.0,1.0,False
2019,NM,942938,411,200.0,1750.0,486.61800486618006,411.0,Deal 1,2.0,200.0,1724.0,1.0,1.0,False
2019,NM,942940,2469,2000.0,2511.0,810.0445524503848,2098.65,Deal 1,1.0,2000.0,2511.0,1.0,1.0,False
2019,NM,942946,1937,500.0,3220.0,258.1311306143521,1937.0,Deal 1,1.0,1000.0,2525.0,1.0,1.0,True
2019,NM,942948,2817,500.0,4228.42,177.49378771742988,2394.45,Deal 1,2.0,1100.0,3934.0,1.0,1.0,True
2019,NM,942953,10008,2000.0,3570.98,199.84012789768187,7005.6,Deal 1,4.0,2340.0,3539.0,3.0,1.0,True
2019,NM,942955,2023,1000.0,1800.0,494.3153732081068,2023.0,Deal 1,1.0,1000.0,1800.0,1.0,1.0,False
2019,NM,942961,140,20.0,70.0,142.85714285714286,140.0,Deal 1,1.0,20.0,70.0,1.0,1.0,False
2019,NM,942963,339,100.0,2062.5,294.9852507374631,339.0,Deal 1,1.0,100.0,2063.0,1.0,1.0,False
2019,NM,942965,571,550.0,1967.0,963.2224168126095,571.0,Deal 1,1.0,550.0,1967.0,1.0,1.0,False
2019,NM,942966,1326,500.0,3200.0,377.0739064856712,1326.0,Deal 1,1.0,1000.0,2525.0,1.0,1.0,True
2019,NV,943382,3196,1000.0,3199.68,312.89111389236547,2716.6,Deal 1,1.0,1000.0,3200.0,1.0,1.0,False
2019,NV,943393,901,250.0,3810.44,277.4694783573807,765.85,Deal 1,1.0,250.0,3810.0,1.0,1.0,False
2019,NY,945861,2755,1000.0,928.4311010468483,362.9764065335753,2755.0,Deal 2,1.0,1000.0,910.0,1.0,1.0,False
2019,NY,945862,1799,1000.0,471.76553567451185,555.864369093941,1799.0,,,,,,,False
