district_id,state_code,primary_new_contract_start_date,clean_path_1m_sample,not_meeting,meeting,sample,population,num_students
901509,IL,2020.0,1,1,0,1,1,576
901510,IL,2020.0,1,1,0,1,1,62
901511,IL,2020.0,0,0,1,1,1,40
901512,IL,2022.0,1,1,0,1,1,3638
901513,IL,2022.0,1,1,0,1,1,2407
901514,IL,2021.0,1,1,0,1,1,1838
901515,IL,2024.0,1,1,0,1,1,616
901516,IL,2023.0,1,1,0,1,1,347
901517,IL,2020.0,1,1,0,1,1,1443
901518,IL,2020.0,1,1,0,1,1,1068
901519,IL,2022.0,1,1,0,1,1,5011
901520,IL,2021.0,1,1,0,1,1,17470
901521,IL,2022.0,0,0,1,1,1,2012
901522,IL,2021.0,0,0,0,0,1,1374
901523,IL,2020.0,0,0,1,1,1,12496
901524,IL,2020.0,1,1,0,1,1,11780
901525,IL,2020.0,1,1,0,1,1,317
901526,IL,2021.0,1,1,0,1,1,621
901528,IL,2020.0,1,1,0,1,1,368
901529,IL,2020.0,1,1,0,1,1,687
901530,IL,2023.0,1,1,0,1,1,1988
901531,IL,2020.0,1,1,0,1,1,1304
901533,IL,2020.0,1,1,0,1,1,495
901534,IL,2020.0,1,1,0,1,1,902
901535,IL,2023.0,1,1,0,1,1,468
901536,IL,2021.0,0,0,1,1,1,1743
901537,IL,2022.0,1,1,0,1,1,4443
901538,IL,2020.0,1,1,0,1,1,251
901540,IL,2020.0,0,0,0,0,1,234
901541,IL,2024.0,1,1,0,1,1,636
901542,IL,2021.0,0,0,1,1,1,554
901543,IL,2020.0,1,1,0,1,1,443
901544,IL,2021.0,1,1,0,1,1,892
901545,IL,2020.0,1,1,0,1,1,3405
901546,IL,2020.0,1,1,0,1,1,1927
901547,IL,2020.0,0,0,1,1,1,208
901548,IL,2022.0,0,0,1,1,1,403
901549,IL,2021.0,1,1,0,1,1,13181
901550,IL,2022.0,1,1,0,1,1,784
901551,IL,2021.0,1,1,0,1,1,1464
901553,IL,2023.0,1,1,0,1,1,913
901554,IL,2023.0,1,1,0,1,1,1136
901555,IL,2020.0,1,1,0,1,1,1454
901556,IL,2020.0,1,1,0,1,1,152
901558,IL,2020.0,1,1,0,1,1,419
901559,IL,2020.0,1,1,0,1,1,1271
901560,IL,2020.0,1,1,0,1,1,26684
901561,IL,2022.0,1,1,0,1,1,2411
901562,IL,2020.0,1,1,0,1,1,228
901563,IL,2020.0,1,1,0,1,1,302
901565,IL,2020.0,1,1,0,1,1,1280
901566,IL,2022.0,1,1,0,1,1,530
901567,IL,2021.0,1,1,0,1,1,848
901568,IL,2023.0,1,1,0,1,1,153
901569,IL,2023.0,1,1,0,1,1,582
901570,IL,2020.0,1,1,0,1,1,1250
901571,IL,2020.0,1,1,0,1,1,714
901572,IL,2020.0,1,1,0,1,1,676
901573,IL,2020.0,0,1,0,1,1,527
901574,IL,2022.0,0,0,1,1,1,1583
901575,IL,2020.0,1,1,0,1,1,165
901576,IL,2022.0,0,0,1,1,1,724
901577,IL,2022.0,0,0,1,1,1,743
901578,IL,2022.0,1,1,0,1,1,4028
901579,IL,2021.0,1,1,0,1,1,1155
901580,IL,2021.0,1,1,0,1,1,505
901581,IL,2022.0,0,0,1,1,1,731
901583,IL,2022.0,1,1,0,1,1,831
901584,IL,2022.0,0,0,1,1,1,1598
901585,IL,2020.0,0,0,1,1,1,4217
901586,IL,2020.0,0,0,1,1,1,858
901588,IL,2022.0,1,1,0,1,1,1871
901589,IL,2021.0,1,1,0,1,1,6183
901590,IL,2020.0,1,1,0,1,1,254
901591,IL,2020.0,1,1,0,1,1,425
901592,IL,2022.0,1,1,0,1,1,241
901593,IL,2020.0,0,1,0,1,1,1679
901594,IL,2020.0,1,1,0,1,1,787
901595,IL,2020.0,0,0,1,1,1,1778
901596,IL,2022.0,1,1,0,1,1,993
901597,IL,2020.0,1,1,0,1,1,1515
901599,IL,2020.0,1,1,0,1,1,693
901600,IL,2020.0,1,1,0,1,1,3006
901601,IL,2020.0,0,0,0,0,1,514
901602,IL,2024.0,0,0,1,1,1,727
901603,IL,2021.0,0,1,0,1,1,2376
901604,IL,2022.0,1,1,0,1,1,846
901605,IL,2021.0,1,1,0,1,1,302
901606,IL,2021.0,0,0,1,1,1,1411
901607,IL,2020.0,1,1,0,1,1,701
901608,IL,2020.0,1,1,0,1,1,1506
901610,IL,2020.0,1,1,0,1,1,1175
901611,IL,2021.0,1,1,0,1,1,898
901612,IL,2022.0,1,1,0,1,1,1710
901613,IL,2021.0,1,1,0,1,1,1619
901614,IL,2021.0,1,1,0,1,1,1462
901616,IL,2020.0,0,0,1,1,1,244
901617,IL,2020.0,1,1,0,1,1,498
901618,IL,2022.0,1,1,0,1,1,153
901619,IL,2020.0,1,1,0,1,1,1582
901620,IL,2020.0,1,1,0,1,1,1603
901621,IL,2020.0,0,0,0,0,1,910
901622,IL,2020.0,1,1,0,1,1,2272
901623,IL,2020.0,0,0,1,1,1,926
901624,IL,2020.0,1,1,0,1,1,659
901625,IL,2020.0,0,0,1,1,1,6291
901626,IL,2020.0,1,1,0,1,1,1131
901627,IL,2021.0,1,1,0,1,1,291
901628,IL,2021.0,1,1,0,1,1,24877
901629,IL,2022.0,1,1,0,1,1,1533
901630,IL,2020.0,1,1,0,1,1,361
901631,IL,2020.0,1,1,0,1,1,134
901632,IL,2020.0,1,1,0,1,1,45
901633,IL,2021.0,1,1,0,1,1,673
901634,IL,2023.0,1,1,0,1,1,14222
901635,IL,2020.0,0,1,0,1,1,229
901636,IL,2020.0,1,1,0,1,1,327
901637,IL,2020.0,0,0,1,1,1,6917
901638,IL,2021.0,1,1,0,1,1,1907
901639,IL,2020.0,1,1,0,1,1,59
901640,IL,2020.0,1,1,0,1,1,1020
901642,IL,2020.0,0,0,1,1,1,697
901643,IL,2023.0,0,0,1,1,1,482
901644,IL,2021.0,0,0,1,1,1,482
901645,IL,2022.0,0,0,1,1,1,355
901646,IL,2021.0,1,1,0,1,1,2069
901648,IL,2020.0,1,1,0,1,1,803
901649,IL,2020.0,0,0,1,1,1,1373
901650,IL,2023.0,1,1,0,1,1,245
901651,IL,2022.0,0,0,1,1,1,1444
901652,IL,2022.0,0,0,1,1,1,252
901653,IL,2023.0,1,1,0,1,1,488
901654,IL,2022.0,1,1,0,1,1,424
901655,IL,2023.0,1,1,0,1,1,681
901657,IL,2022.0,1,1,0,1,1,673
901658,IL,2020.0,1,1,0,1,1,1184
901659,IL,2020.0,1,1,0,1,1,1452
901660,IL,2023.0,0,1,0,1,1,577
901661,IL,2022.0,1,1,0,1,1,117
901662,IL,2022.0,1,1,0,1,1,1890
901663,IL,2021.0,1,1,0,1,1,348
901664,IL,2022.0,1,1,0,1,1,653
901665,IL,2021.0,0,1,0,1,1,1825
901666,IL,2021.0,0,0,1,1,1,1674
901667,IL,2022.0,0,1,0,1,1,518
901668,IL,2022.0,1,1,0,1,1,811
901669,IL,2022.0,1,1,0,1,1,1025
901670,IL,2021.0,0,0,1,1,1,482
901672,IL,2020.0,0,1,0,1,1,327
901673,IL,2021.0,0,0,1,1,1,923
901674,IL,2024.0,0,0,1,1,1,1574
901675,IL,2022.0,1,1,0,1,1,225
901676,IL,2022.0,1,1,0,1,1,3542
901677,IL,2020.0,0,1,0,1,1,93
901678,IL,2022.0,1,1,0,1,1,1226
901680,IL,2020.0,1,1,0,1,1,337
901681,IL,2021.0,0,0,1,1,1,50
901682,IL,2020.0,1,1,0,1,1,675
901683,IL,2020.0,1,1,0,1,1,13974
901684,IL,2020.0,0,0,1,1,1,337
901685,IL,2020.0,0,0,1,1,1,239
901686,IL,2021.0,0,0,1,1,1,12570
901688,IL,2020.0,0,0,1,1,1,456
901689,IL,2020.0,1,1,0,1,1,449
901690,IL,2020.0,1,1,0,1,1,3698
901691,IL,2020.0,0,1,0,1,1,900
901692,IL,2020.0,1,1,0,1,1,468
901693,IL,2020.0,1,1,0,1,1,87
901694,IL,2020.0,1,1,0,1,1,160
901695,IL,2020.0,1,1,0,1,1,754
901696,IL,2020.0,1,1,0,1,1,1304
901697,IL,2020.0,1,1,0,1,1,476
901698,IL,2020.0,1,1,0,1,1,1452
901699,IL,2020.0,1,1,0,1,1,60
901701,IL,2022.0,1,1,0,1,1,348
901702,IL,2021.0,1,1,0,1,1,401
901704,IL,2024.0,1,1,0,1,1,623
901705,IL,2021.0,1,1,0,1,1,500
901706,IL,2020.0,1,1,0,1,1,942
901708,IL,2020.0,1,1,0,1,1,1098
901709,IL,2020.0,1,1,0,1,1,275
901710,IL,2022.0,1,1,0,1,1,3059
901711,IL,2022.0,0,0,1,1,1,980
901712,IL,2020.0,0,0,1,1,1,460
901714,IL,2023.0,1,1,0,1,1,3753
901715,IL,2020.0,0,0,1,1,1,361
901716,IL,2020.0,1,1,0,1,1,315
901717,IL,2021.0,0,0,1,1,1,112
901719,IL,2020.0,1,1,0,1,1,2534
901720,IL,2022.0,1,1,0,1,1,1057
901721,IL,2021.0,1,1,0,1,1,194
901722,IL,2020.0,1,1,0,1,1,237
901723,IL,2024.0,1,1,0,1,1,3098
901725,IL,2021.0,0,0,1,1,1,4856
901726,IL,2021.0,0,1,0,1,1,2398
901727,IL,2022.0,1,1,0,1,1,1023
901728,IL,2023.0,0,0,0,0,1,1676
901729,IL,2020.0,1,1,0,1,1,200
901731,IL,2020.0,0,1,0,1,1,957
901732,IL,2022.0,0,1,0,1,1,1356
901733,IL,2020.0,1,1,0,1,1,583
901735,IL,2020.0,1,1,0,1,1,403
901738,IL,2020.0,1,1,0,1,1,4231
901739,IL,2020.0,1,1,0,1,1,972
901740,IL,2020.0,1,1,0,1,1,368
901741,IL,2022.0,0,0,1,1,1,102
901743,IL,2021.0,1,1,0,1,1,681
901744,IL,2021.0,1,1,0,1,1,1668
901745,IL,2021.0,1,1,0,1,1,703
901746,IL,2020.0,1,1,0,1,1,4025
901747,IL,2021.0,0,0,1,1,1,16526
901748,IL,2020.0,0,0,1,1,1,463
901749,IL,2022.0,1,1,0,1,1,1465
901750,IL,2022.0,0,0,1,1,1,58
901752,IL,2020.0,1,1,0,1,1,436
901755,IL,2020.0,0,0,1,1,1,356
901758,IL,2020.0,1,1,0,1,1,662
901759,IL,2021.0,0,1,0,1,1,3485
901760,IN,2023.0,0,0,1,1,1,800
901762,IL,2020.0,1,1,0,1,1,294
901764,IL,2022.0,1,1,0,1,1,2035
901766,IL,2023.0,1,1,0,1,1,1515
901770,IL,2020.0,1,1,0,1,1,2189
901772,IL,2022.0,1,1,0,1,1,320
901774,IL,2022.0,0,0,1,1,1,220
901776,IL,2020.0,1,1,0,1,1,373
901778,IL,2020.0,1,1,0,1,1,144
901780,IL,2020.0,1,1,0,1,1,412
901783,IL,2022.0,1,1,0,1,1,4158
901785,IL,2023.0,1,1,0,1,1,953
901786,IL,2021.0,0,0,1,1,1,425
901788,IL,2020.0,0,1,0,1,1,361
901790,IL,2021.0,1,1,0,1,1,1318
901792,IL,2020.0,1,1,0,1,1,765
901797,IL,2020.0,1,1,0,1,1,950
901799,IL,2020.0,1,1,0,1,1,2687
901801,IL,2024.0,0,0,1,1,1,4657
901802,IN,2020.0,1,1,0,1,1,7190
901803,IL,2022.0,1,1,0,1,1,16150
901805,IL,2020.0,1,1,0,1,1,363
901807,IL,2020.0,1,1,0,1,1,514
901812,IL,2022.0,0,0,1,1,1,1093
901814,IL,2023.0,0,0,1,1,1,4141
901816,IL,2020.0,1,1,0,1,1,1818
901819,IL,2020.0,1,1,0,1,1,206
901821,IL,2021.0,1,1,0,1,1,27211
901823,IL,2022.0,0,0,1,1,1,865
901829,IL,2022.0,1,1,0,1,1,559
901831,IL,2020.0,1,1,0,1,1,1131
901833,IL,2020.0,0,1,0,1,1,1415
901835,IL,2024.0,1,1,0,1,1,1301
901837,IL,2020.0,1,1,0,1,1,587
901839,IL,2022.0,1,1,0,1,1,12538
901842,IL,2022.0,0,0,1,1,1,6446
901844,IL,2021.0,1,1,0,1,1,850
901846,IL,2022.0,1,1,0,1,1,1327
901848,IL,2023.0,1,1,0,1,1,3331
901849,IN,2021.0,1,1,0,1,1,1259
901850,IL,2020.0,0,0,1,1,1,266
901853,IL,2020.0,1,1,0,1,1,1557
901855,IL,2020.0,1,1,0,1,1,156
901858,IL,2020.0,0,0,0,0,1,365
901860,IL,2020.0,1,1,0,1,1,3663
901862,IL,2023.0,1,1,0,1,1,1366
901864,IL,2020.0,0,0,1,1,1,633
901866,IL,2020.0,1,1,0,1,1,366
901870,IL,2021.0,0,0,1,1,1,303
901872,IL,2020.0,1,1,0,1,1,1384
901875,IL,2021.0,1,1,0,1,1,1713
901878,IL,2021.0,1,1,0,1,1,565
901880,IL,2020.0,1,1,0,1,1,797
901884,IL,2021.0,1,1,0,1,1,331
901886,IL,2023.0,0,0,1,1,1,974
901889,IL,2020.0,1,1,0,1,1,747
901892,IL,2022.0,1,1,0,1,1,5671
901900,IL,2022.0,1,1,0,1,1,6593
901902,IL,2020.0,1,1,0,1,1,1144
901904,IL,2020.0,1,1,0,1,1,598
901907,IL,2020.0,1,1,0,1,1,2513
901909,IL,2022.0,1,1,0,1,1,2591
901911,IL,2020.0,1,1,0,1,1,6011
901913,IL,2020.0,1,1,0,1,1,950
901926,IN,2021.0,0,0,1,1,1,379
901934,IN,2021.0,1,1,0,1,1,1223
901936,IN,2022.0,1,1,0,1,1,1561
901949,IN,2020.0,0,0,1,1,1,6763
901950,IN,2024.0,1,1,0,1,1,632
901951,IN,2021.0,0,1,0,1,1,730
901952,IN,2020.0,1,1,0,1,1,2534
901953,IN,2022.0,0,0,1,1,1,9392
901954,IN,2020.0,1,1,0,1,1,820
901955,IN,2020.0,1,1,0,1,1,11803
901956,IN,2023.0,1,1,0,1,1,2160
901957,IN,2022.0,0,0,1,1,1,1892
901958,IN,2021.0,1,1,0,1,1,3107
901959,IN,2021.0,1,1,0,1,1,1871
901960,IN,2021.0,1,1,0,1,1,1708
901961,IN,2021.0,0,0,1,1,1,839
901962,IN,2022.0,1,1,0,1,1,11122
901963,IN,2021.0,1,1,0,1,1,665
901964,IN,2021.0,1,1,0,1,1,2259
901965,IN,2020.0,1,1,0,1,1,1573
901966,IN,2021.0,1,1,0,1,1,1159
901967,IN,2021.0,1,1,0,1,1,4228
901968,IN,2022.0,1,1,0,1,1,1488
901969,IN,2021.0,1,1,0,1,1,2001
901970,IN,2022.0,1,1,0,1,1,8490
901971,IN,2021.0,1,1,0,1,1,1581
901973,IN,2021.0,1,1,0,1,1,1160
901975,IN,2021.0,0,0,1,1,1,259
901976,IN,2020.0,1,1,0,1,1,16082
901977,IN,2023.0,1,1,0,1,1,205
901978,IN,2021.0,1,1,0,1,1,1110
901979,IN,2021.0,1,1,0,1,1,689
901981,IN,2021.0,0,0,1,1,1,8180
901983,IN,2023.0,1,1,0,1,1,1717
901984,IN,2020.0,1,1,0,1,1,3605
901985,IN,2021.0,1,1,0,1,1,1220
901986,IN,2023.0,1,1,0,1,1,1266
901987,IN,2023.0,1,1,0,1,1,1545
901988,IN,2021.0,1,1,0,1,1,6571
901989,IN,2020.0,1,1,0,1,1,1402
901990,IN,2023.0,0,0,1,1,1,1799
901991,IN,2022.0,0,0,1,1,1,926
901992,IN,2021.0,1,1,0,1,1,1202
901993,IN,2023.0,0,0,1,1,1,953
901994,IN,2021.0,1,1,0,1,1,1223
901996,IN,2020.0,1,1,0,1,1,3529
901997,IN,2020.0,0,0,1,1,1,5394
901999,IN,2020.0,1,1,0,1,1,941
902000,IN,2021.0,1,1,0,1,1,1555
902001,IN,2021.0,1,1,0,1,1,2425
902003,IN,2020.0,1,1,0,1,1,8389
902004,IN,2023.0,1,1,0,1,1,918
902005,IN,2020.0,1,1,0,1,1,2463
902007,IN,2023.0,1,1,0,1,1,1980
902008,IN,2021.0,1,1,0,1,1,6452
902009,IN,2023.0,1,1,0,1,1,2622
902010,IN,2023.0,1,1,0,1,1,1411
902011,IN,2023.0,1,1,0,1,1,5842
902012,IN,2021.0,1,1,0,1,1,6931
902013,IN,2020.0,1,1,0,1,1,9507
902014,IN,2021.0,0,0,1,1,1,4520
902015,IN,2021.0,1,1,0,1,1,1289
902016,IN,2021.0,1,1,0,1,1,902
902017,IN,2020.0,1,1,0,1,1,3678
902018,IN,2021.0,1,1,0,1,1,1438
902019,IN,2020.0,0,1,0,1,1,1586
902020,IN,2023.0,1,1,0,1,1,1318
902021,IN,2022.0,1,1,0,1,1,1230
902023,IN,2020.0,1,1,0,1,1,1211
902024,IN,2021.0,1,1,0,1,1,1501
902025,IN,2023.0,0,0,0,0,1,894
902026,IN,2021.0,0,0,1,1,1,1188
902027,IN,2023.0,1,1,0,1,1,911
902028,IN,2021.0,0,0,1,1,1,12993
902029,IN,2023.0,1,1,0,1,1,1657
902030,IN,2022.0,1,1,0,1,1,376
902032,IN,2021.0,1,1,0,1,1,22662
902033,IN,2024.0,1,1,0,1,1,2150
902034,IN,2021.0,1,1,0,1,1,3562
902035,IN,2023.0,0,0,1,1,1,863
902036,IN,2020.0,0,0,1,1,1,29352
902037,IN,2020.0,1,1,0,1,1,3193
902038,IN,2021.0,1,1,0,1,1,5004
902039,IN,2021.0,1,1,0,1,1,2484
902040,IN,2024.0,0,0,1,1,1,748
902041,IN,2020.0,1,1,0,1,1,9151
902042,IN,2023.0,1,1,0,1,1,908
902043,IN,2023.0,1,1,0,1,1,684
902044,IN,2021.0,1,1,0,1,1,1777
902045,IN,2023.0,1,1,0,1,1,5276
902046,IN,2022.0,1,1,0,1,1,6610
902047,IN,2022.0,1,1,0,1,1,10544
902048,IN,2022.0,1,1,0,1,1,3190
902049,IN,2021.0,1,1,0,1,1,1927
902050,IN,2024.0,1,1,0,1,1,4521
902051,IN,2021.0,1,1,0,1,1,2248
902052,IN,2024.0,1,1,0,1,1,3902
902053,IN,2021.0,1,1,0,1,1,1543
902054,IN,2021.0,1,1,0,1,1,2488
902055,IN,2023.0,1,1,0,1,1,328
902056,IN,2021.0,1,1,0,1,1,2334
902057,IN,2020.0,1,1,0,1,1,14806
902059,IN,2021.0,1,1,0,1,1,2201
902060,IN,2023.0,1,1,0,1,1,2692
902061,IN,2022.0,1,1,0,1,1,817
902062,IN,2021.0,1,1,0,1,1,3176
902063,IN,2020.0,1,1,0,1,1,4004
902064,IN,2022.0,0,1,0,1,1,1544
902065,IN,2023.0,0,0,1,1,1,5170
902066,IN,2021.0,1,1,0,1,1,27713
902067,IN,2023.0,1,1,0,1,1,847
902068,IN,2021.0,1,1,0,1,1,3376
902069,IN,2021.0,1,1,0,1,1,4400
902072,IN,2022.0,1,1,0,1,1,3423
902073,IN,2021.0,1,1,0,1,1,1932
902074,IN,2021.0,1,1,0,1,1,6172
902075,IN,2020.0,1,1,0,1,1,7434
902076,IN,2021.0,1,1,0,1,1,9656
902077,IN,2023.0,1,1,0,1,1,1873
902078,IN,2021.0,0,0,1,1,1,1985
902080,IN,2023.0,0,0,1,1,1,3045
902081,IN,2023.0,1,1,0,1,1,6676
902082,IN,2021.0,1,1,0,1,1,15936
902083,IN,2021.0,1,1,0,1,1,2028
902084,IN,2020.0,0,0,1,1,1,3434
902085,IN,2021.0,0,0,1,1,1,1210
902087,IN,2023.0,1,1,0,1,1,1418
902088,IN,2021.0,1,1,0,1,1,4254
902089,IN,2020.0,1,1,0,1,1,807
902090,IN,2023.0,1,1,0,1,1,1225
902091,IN,2022.0,1,1,0,1,1,2320
902093,IN,2023.0,1,1,0,1,1,2808
902094,IN,2021.0,1,1,0,1,1,1227
902095,IN,2020.0,1,1,0,1,1,1572
902096,IN,2021.0,1,1,0,1,1,3548
902097,IN,2023.0,1,1,0,1,1,1036
902098,IN,2022.0,1,1,0,1,1,4645
902099,IN,2024.0,0,0,1,1,1,5601
902100,IN,2020.0,0,1,0,1,1,4579
902101,IN,2023.0,1,1,0,1,1,1150
902103,IN,2021.0,0,0,1,1,1,1528
902104,IN,2020.0,0,0,1,1,1,5328
902105,IN,2024.0,1,1,0,1,1,2534
902106,IN,2023.0,1,1,0,1,1,1613
902107,IN,2023.0,1,1,0,1,1,791
902108,IN,2022.0,1,1,0,1,1,1072
902109,IN,2021.0,1,1,0,1,1,1254
902110,IN,2021.0,1,1,0,1,1,4452
902111,IN,2021.0,1,1,0,1,1,2534
902112,IN,2022.0,1,1,0,1,1,3933
902113,IN,2020.0,1,1,0,1,1,2087
902114,IN,2022.0,1,1,0,1,1,5690
902115,IN,2022.0,0,0,1,1,1,4002
902116,IN,2023.0,1,1,0,1,1,1115
902117,IN,2021.0,1,1,0,1,1,11334
902118,IN,2020.0,1,1,0,1,1,3302
902119,IN,2021.0,1,1,0,1,1,887
902121,IN,2023.0,1,1,0,1,1,2998
902122,IN,2020.0,0,0,1,1,1,1828
902123,IN,2020.0,1,1,0,1,1,10426
902124,IN,2022.0,1,1,0,1,1,1809
902125,IN,2023.0,1,1,0,1,1,1166
902127,IN,2021.0,1,1,0,1,1,2047
902128,IN,2023.0,1,1,0,1,1,1277
902129,IN,2023.0,1,1,0,1,1,1324
902130,IN,2021.0,0,0,1,1,1,4928
902131,IN,2020.0,0,0,1,1,1,958
902133,IN,2021.0,1,1,0,1,1,1903
902134,IN,2023.0,1,1,0,1,1,1387
902135,IN,2021.0,1,1,0,1,1,1489
902136,IN,2021.0,1,1,0,1,1,1453
902137,IN,2021.0,1,1,0,1,1,2044
902138,IN,2021.0,0,0,1,1,1,793
902139,IN,2021.0,0,0,1,1,1,745
902140,IN,2021.0,1,1,0,1,1,1889
902141,IN,2021.0,0,0,1,1,1,925
902142,IN,2021.0,0,0,1,1,1,444
902143,IN,2024.0,1,1,0,1,1,884
902144,IN,2021.0,1,1,0,1,1,1324
902145,IN,2021.0,1,1,0,1,1,2455
902146,IN,2020.0,1,1,0,1,1,7350
902147,IN,2022.0,1,1,0,1,1,1397
902148,IN,2021.0,1,1,0,1,1,1490
902150,IN,2023.0,1,1,0,1,1,1724
902151,IN,2021.0,1,1,0,1,1,583
902152,IN,2023.0,1,1,0,1,1,819
902153,IN,2021.0,1,1,0,1,1,1445
902154,IN,2020.0,0,0,1,1,1,10993
902155,IN,2022.0,1,1,0,1,1,16128
902156,IN,2023.0,1,1,0,1,1,2116
902157,IN,2021.0,1,1,0,1,1,1869
902158,IN,2021.0,1,1,0,1,1,11369
902159,IN,2024.0,0,0,1,1,1,911
902160,IN,2021.0,1,1,0,1,1,5328
902161,IN,2020.0,0,0,1,1,1,2480
902162,IN,2021.0,1,1,0,1,1,3680
902164,IN,2021.0,1,1,0,1,1,1946
902166,IN,2021.0,0,0,1,1,1,7717
902167,IN,2021.0,1,1,0,1,1,1360
902168,IN,2023.0,1,1,0,1,1,1269
902169,IN,2020.0,1,1,0,1,1,824
902170,IN,2020.0,1,1,0,1,1,4761
902171,IN,2021.0,0,0,1,1,1,1679
902172,IN,2021.0,1,1,0,1,1,2716
902173,IN,2021.0,1,1,0,1,1,4998
902174,IN,2021.0,1,1,0,1,1,770
902175,IN,2022.0,1,1,0,1,1,1836
902177,IN,2021.0,1,1,0,1,1,6512
902178,IN,2021.0,0,0,1,1,1,993
902179,IN,2021.0,1,1,0,1,1,2111
902180,IN,2021.0,1,1,0,1,1,1919
902181,IN,2021.0,0,0,1,1,1,924
902182,IN,2021.0,1,1,0,1,1,1162
902183,IN,2021.0,1,1,0,1,1,2715
902184,IN,2022.0,1,1,0,1,1,4704
902185,IN,2023.0,1,1,0,1,1,816
902186,IN,2020.0,0,1,0,1,1,4069
902187,IN,2022.0,1,1,0,1,1,588
902188,IN,2023.0,1,1,0,1,1,1198
902189,IN,2023.0,1,1,0,1,1,1298
902190,IN,2022.0,0,0,1,1,1,17453
902192,IN,2023.0,1,1,0,1,1,1983
902193,IN,2021.0,1,1,0,1,1,3120
902195,IN,2023.0,1,1,0,1,1,822
902196,IN,2021.0,1,1,0,1,1,1241
902197,IN,2021.0,1,1,0,1,1,4481
902198,IN,2021.0,1,1,0,1,1,1680
902199,IN,2023.0,0,0,1,1,1,852
902205,IN,2023.0,1,1,0,1,1,1284
902200,IN,2021.0,1,1,0,1,1,1135
902201,IN,2021.0,1,1,0,1,1,1142
902202,IN,2021.0,1,1,0,1,1,1225
902203,IN,2022.0,1,1,0,1,1,1753
902204,IN,2021.0,1,1,0,1,1,1070
902206,IN,2021.0,1,1,0,1,1,21367
902208,IN,2021.0,1,1,0,1,1,1339
902209,IN,2021.0,1,1,0,1,1,3532
902210,IN,2023.0,1,1,0,1,1,525
902212,IN,2020.0,1,1,0,1,1,839
902213,IN,2021.0,1,1,0,1,1,1335
902214,IN,2023.0,1,1,0,1,1,597
902215,IN,2024.0,1,1,0,1,1,1736
902216,IN,2023.0,1,1,0,1,1,1728
902218,IN,2023.0,1,1,0,1,1,1017
902220,IN,2021.0,1,1,0,1,1,1796
902221,IN,2023.0,1,1,0,1,1,2586
902222,IN,2021.0,0,0,1,1,1,851
902223,IN,2021.0,1,1,0,1,1,2805
902224,IN,2021.0,1,1,0,1,1,3812
902225,IN,2020.0,0,0,1,1,1,1524
902226,IN,2021.0,1,1,0,1,1,1288
902227,IN,2023.0,1,1,0,1,1,1467
902228,IN,2032.0,1,1,0,1,1,13021
902229,IN,2021.0,1,1,0,1,1,1840
902231,IN,2021.0,1,1,0,1,1,1629
902232,IN,2021.0,1,1,0,1,1,738
902233,IN,2021.0,1,1,0,1,1,3297
902234,IN,2022.0,1,1,0,1,1,885
902236,IN,2024.0,1,1,0,1,1,2392
902239,IN,2021.0,1,1,0,1,1,1400
902240,IN,2023.0,1,1,0,1,1,1455
902241,IN,2023.0,1,1,0,1,1,286
902243,IN,2020.0,1,1,0,1,1,1135
902245,IN,2021.0,1,1,0,1,1,6261
902246,IN,2021.0,0,0,1,1,1,492
902247,IN,2020.0,1,1,0,1,1,14689
902248,IN,2023.0,1,1,0,1,1,2687
902249,IN,2022.0,0,0,1,1,1,1507
902250,IN,2022.0,0,0,1,1,1,1889
902251,IN,2020.0,1,1,0,1,1,2970
902252,IN,2021.0,1,1,0,1,1,11970
902253,IN,2023.0,1,1,0,1,1,10210
902254,IN,2023.0,0,0,1,1,1,7024
902255,IN,2023.0,1,1,0,1,1,2583
902256,IN,2021.0,1,1,0,1,1,11400
902257,IN,2020.0,1,1,0,1,1,15832
902258,IN,2021.0,1,1,0,1,1,2347
902259,IN,2023.0,1,1,0,1,1,3152
902260,IN,2021.0,1,1,0,1,1,2402
902261,IN,2020.0,0,0,1,1,1,794
902262,IN,2023.0,1,1,0,1,1,1709
902263,IN,2023.0,1,1,0,1,1,1031
902264,IN,2022.0,1,1,0,1,1,7590
902265,IN,2020.0,1,1,0,1,1,2259
902266,IN,2021.0,1,1,0,1,1,1193
902267,IN,2021.0,1,1,0,1,1,1455
903345,KS,2021.0,1,1,0,1,1,1743
903347,KS,2021.0,1,1,0,1,1,698
903348,KS,2023.0,1,1,0,1,1,882
903349,KS,2021.0,1,1,0,1,1,1540
903350,KS,2021.0,1,1,0,1,1,1043
903351,KS,2020.0,1,1,0,1,1,932
903352,KS,2020.0,1,1,0,1,1,405
903356,KS,2020.0,0,0,1,1,1,451
903357,KS,2020.0,0,0,1,1,1,65
903358,KS,2023.0,0,0,1,1,1,564
903359,KS,2024.0,1,1,0,1,1,2436
903360,KS,2020.0,1,1,0,1,1,787
903361,KS,2021.0,1,1,0,1,1,1016
903364,KS,2020.0,0,0,1,1,1,107
903368,KS,2021.0,0,0,1,1,1,335
903373,KS,2023.0,1,1,0,1,1,342
903374,KS,2020.0,0,0,1,1,1,318
903375,KS,2020.0,0,0,1,1,1,518
903399,KS,2020.0,0,0,1,1,1,217
903401,KS,2021.0,0,0,1,1,1,371
903402,KS,2020.0,1,1,0,1,1,522
903404,KS,2020.0,0,0,1,1,1,1097
