district_id,funding_year,district_type,in_universe,fit_for_ia,fit_for_ia_cost,meeting_2018_goal_oversub
881485,2017,Traditional,True,True,True,False
881485,2018,Traditional,True,True,True,False
881485,2019,Traditional,True,True,True,False
881490,2016,Traditional,True,True,True,False
881490,2017,Traditional,True,True,True,False
881490,2018,Traditional,True,True,True,False
881490,2019,Traditional,True,True,True,False
881560,2015,Traditional,True,True,True,False
881494,2018,Traditional,True,True,True,True
881494,2019,Traditional,True,True,True,True
881501,2015,Traditional,True,True,True,False
881501,2016,Traditional,True,True,True,False
881501,2017,Traditional,True,True,True,False
881501,2018,Traditional,True,True,True,False
881501,2019,Traditional,True,True,True,True
881509,2015,Traditional,True,True,True,False
881509,2017,Traditional,True,True,True,False
881509,2018,Traditional,True,True,True,False
881509,2019,Traditional,True,True,True,False
881515,2017,Traditional,True,True,True,False
881515,2018,Traditional,True,True,True,False
881515,2019,Traditional,True,True,True,False
881560,2016,Traditional,True,True,True,False
881521,2016,Traditional,True,True,True,False
881521,2017,Traditional,True,True,True,False
881521,2018,Traditional,True,True,True,True
881521,2019,Traditional,True,True,True,True
881522,2015,Traditional,True,True,True,False
881522,2016,Traditional,True,True,True,False
881522,2017,Traditional,True,True,True,True
881522,2018,Traditional,True,True,True,True
881522,2019,Traditional,True,True,True,True
881545,2017,Traditional,True,True,True,True
881526,2016,Traditional,True,True,True,False
881526,2017,Traditional,True,True,True,False
881526,2018,Traditional,True,True,True,False
881526,2019,Traditional,True,True,True,False
881532,2015,Traditional,True,True,True,False
881532,2016,Traditional,True,True,True,False
881532,2017,Traditional,True,True,True,True
881532,2018,Traditional,True,True,True,True
881532,2019,Traditional,True,True,True,True
881533,2015,Traditional,True,True,True,False
881533,2016,Traditional,True,True,True,False
881533,2017,Traditional,True,True,True,False
881533,2018,Traditional,True,True,True,False
881533,2019,Traditional,True,True,True,False
881539,2015,Traditional,True,True,True,False
881539,2016,Traditional,True,True,True,False
881539,2017,Traditional,True,True,True,True
881539,2018,Traditional,True,True,True,True
881539,2019,Traditional,True,True,True,True
881542,2015,Traditional,True,True,True,False
881542,2016,Traditional,True,True,True,False
881542,2017,Traditional,True,True,True,False
881542,2018,Traditional,True,True,True,False
881542,2019,Traditional,True,True,True,False
881545,2015,Traditional,True,True,True,False
881545,2018,Traditional,True,True,True,True
881545,2019,Traditional,True,True,True,True
881548,2016,Traditional,True,True,True,False
881548,2017,Traditional,True,True,True,True
881548,2018,Traditional,True,True,True,True
881548,2019,Traditional,True,True,True,True
881554,2015,Traditional,True,True,True,False
881554,2016,Traditional,True,True,True,False
881554,2017,Traditional,True,True,True,True
881554,2018,Traditional,True,True,True,True
881554,2019,Traditional,True,True,True,True
881558,2017,Traditional,True,True,True,False
881558,2018,Traditional,True,True,True,False
881558,2019,Traditional,True,True,True,False
881560,2017,Traditional,True,True,True,True
881560,2018,Traditional,True,True,True,True
881560,2019,Traditional,True,True,True,True
881573,2015,Traditional,True,True,True,False
881573,2016,Traditional,True,True,True,False
881573,2017,Traditional,True,True,True,False
881573,2018,Traditional,True,True,True,False
881573,2019,Traditional,True,True,True,False
881574,2015,Traditional,True,True,True,False
881574,2016,Traditional,True,True,True,False
881574,2017,Traditional,True,True,True,False
881574,2018,Traditional,True,True,True,False
881574,2019,Traditional,True,True,True,False
881577,2015,Traditional,True,True,True,False
881577,2016,Traditional,True,True,True,False
881577,2017,Traditional,True,True,True,False
881577,2018,Traditional,True,True,True,False
881577,2019,Traditional,True,True,True,False
881578,2015,Traditional,True,True,True,False
881578,2016,Traditional,True,True,True,False
881578,2017,Traditional,True,True,True,False
881578,2018,Traditional,True,True,True,False
881578,2019,Traditional,True,True,True,False
881730,2016,Traditional,True,True,True,False
881583,2016,Traditional,True,True,True,False
881583,2017,Traditional,True,True,True,False
881583,2018,Traditional,True,True,True,True
881583,2019,Traditional,True,True,True,True
881584,2015,Traditional,True,True,True,False
881584,2016,Traditional,True,True,True,False
881584,2017,Traditional,True,True,True,False
881584,2018,Traditional,True,True,True,False
881584,2019,Traditional,True,True,True,False
881587,2016,Traditional,True,True,True,True
881587,2017,Traditional,True,True,True,False
881587,2018,Traditional,True,True,True,True
881587,2019,Traditional,True,True,True,True
881588,2015,Traditional,True,True,True,False
881588,2016,Traditional,True,True,True,False
881588,2017,Traditional,True,True,True,False
881588,2018,Traditional,True,True,True,False
881588,2019,Traditional,True,True,True,False
881591,2015,Traditional,True,True,True,False
881591,2016,Traditional,True,True,True,True
881591,2017,Traditional,True,True,False,True
881591,2018,Traditional,True,True,True,True
881591,2019,Traditional,True,True,True,True
881597,2015,Traditional,True,True,True,False
881597,2016,Traditional,True,True,True,False
881597,2017,Traditional,True,True,True,True
881597,2018,Traditional,True,True,True,False
882551,2016,Traditional,True,True,True,False
881597,2019,Traditional,True,True,True,True
881601,2015,Traditional,True,True,True,False
881601,2016,Traditional,True,True,True,False
881601,2017,Traditional,True,True,True,False
881601,2018,Traditional,True,True,True,False
881601,2019,Traditional,True,True,True,False
881602,2015,Traditional,True,True,True,False
881602,2017,Traditional,True,True,True,True
881602,2018,Traditional,True,True,True,True
881602,2019,Traditional,True,True,True,True
881605,2015,Traditional,True,True,True,False
881605,2016,Traditional,True,True,True,False
881605,2017,Traditional,True,True,True,False
881605,2018,Traditional,True,True,True,True
881605,2019,Traditional,True,True,True,True
881606,2015,Traditional,True,True,True,False
881606,2016,Traditional,True,True,True,False
881606,2017,Traditional,True,True,True,True
881606,2018,Traditional,True,True,True,True
881606,2019,Traditional,True,True,True,True
881611,2016,Traditional,True,True,True,False
881611,2017,Traditional,True,True,True,True
881611,2018,Traditional,True,True,True,True
881611,2019,Traditional,True,True,True,True
881616,2015,Traditional,True,True,True,False
881616,2016,Traditional,True,True,True,False
881616,2017,Traditional,True,True,True,True
881616,2018,Traditional,True,True,True,True
881616,2019,Traditional,True,True,True,True
881622,2015,Traditional,True,True,False,False
881622,2016,Traditional,True,True,True,False
881622,2017,Traditional,True,True,True,True
881622,2018,Traditional,True,True,True,True
881622,2019,Traditional,True,True,True,True
881623,2015,Traditional,True,True,True,False
881623,2016,Traditional,True,True,True,False
881623,2017,Traditional,True,True,True,False
881623,2018,Traditional,True,True,True,False
881623,2019,Traditional,True,True,True,False
881626,2015,Traditional,True,True,True,False
881626,2016,Traditional,True,True,True,False
881626,2017,Traditional,True,True,True,True
881626,2018,Traditional,True,True,True,True
881626,2019,Traditional,True,True,True,True
881627,2016,Traditional,True,True,True,False
881627,2017,Traditional,True,True,True,False
881627,2018,Traditional,True,True,True,False
881627,2019,Traditional,True,True,True,False
881633,2017,Traditional,True,True,True,False
881633,2018,Traditional,True,True,True,False
881633,2019,Traditional,True,True,True,False
881634,2015,Traditional,True,True,True,False
881634,2016,Traditional,True,True,True,False
881634,2017,Traditional,True,True,True,True
881634,2018,Traditional,True,True,True,True
881634,2019,Traditional,True,True,True,True
881638,2018,Traditional,True,True,True,False
881638,2019,Traditional,True,True,True,False
881639,2015,Traditional,True,True,True,False
881639,2016,Traditional,True,True,True,False
881639,2017,Traditional,True,True,True,True
881639,2018,Traditional,True,True,True,True
881639,2019,Traditional,True,True,True,True
881640,2015,Traditional,True,True,True,False
881640,2016,Traditional,True,True,True,False
881640,2017,Traditional,True,True,True,False
881640,2018,Traditional,True,True,True,False
881640,2019,Traditional,True,True,True,False
881642,2017,Traditional,True,True,True,False
881642,2018,Traditional,True,True,True,False
881642,2019,Traditional,True,True,True,True
881644,2015,Traditional,True,True,True,False
881644,2016,Traditional,True,True,True,False
881644,2017,Traditional,True,True,True,False
881644,2018,Traditional,True,True,True,False
881644,2019,Traditional,True,True,True,False
881645,2015,Traditional,True,True,True,False
881645,2016,Traditional,True,True,True,False
881645,2017,Traditional,True,True,True,True
881645,2018,Traditional,True,True,True,True
881645,2019,Traditional,True,True,True,True
881650,2015,Traditional,True,True,True,False
881650,2016,Traditional,True,True,True,False
881650,2017,Traditional,True,True,True,False
881650,2018,Traditional,True,True,True,False
881650,2019,Traditional,True,True,True,False
881651,2016,Traditional,True,True,True,True
881654,2016,Traditional,True,True,True,False
881654,2017,Traditional,True,True,True,False
881654,2018,Traditional,True,True,True,False
881654,2019,Traditional,True,True,True,False
881656,2015,Traditional,True,True,True,False
881656,2016,Traditional,True,True,True,False
881656,2017,Traditional,True,True,True,True
881656,2018,Traditional,True,True,True,False
881656,2019,Traditional,True,True,True,False
881659,2016,Traditional,True,True,True,False
881659,2017,Traditional,True,True,True,False
881659,2018,Traditional,True,True,True,False
881659,2019,Traditional,True,True,True,False
881663,2015,Traditional,True,True,True,False
881663,2016,Traditional,True,True,True,False
881663,2017,Traditional,True,True,True,False
881663,2018,Traditional,True,True,True,False
881663,2019,Traditional,True,True,True,False
881666,2016,Traditional,True,True,True,False
881666,2017,Traditional,True,True,True,False
882723,2016,Traditional,True,True,True,False
881666,2018,Traditional,True,True,True,False
881666,2019,Traditional,True,True,True,False
881669,2015,Traditional,True,True,True,False
881669,2016,Traditional,True,True,True,False
881669,2017,Traditional,True,True,True,False
881669,2018,Traditional,True,True,True,True
881669,2019,Traditional,True,True,True,True
881671,2015,Traditional,True,True,True,False
881671,2016,Traditional,True,True,True,False
881671,2017,Traditional,True,True,True,False
881671,2018,Traditional,True,True,True,False
881671,2019,Traditional,True,True,True,False
881674,2016,Traditional,True,True,True,False
881674,2017,Traditional,True,True,True,False
881674,2018,Traditional,True,True,True,False
881674,2019,Traditional,True,True,True,False
881677,2015,Traditional,True,True,True,False
881677,2016,Traditional,True,True,True,False
881677,2017,Traditional,True,True,True,False
881677,2018,Traditional,True,True,True,False
881677,2019,Traditional,True,True,True,False
881681,2015,Traditional,True,True,True,False
881681,2016,Traditional,True,True,True,False
881681,2017,Traditional,True,True,True,False
881681,2018,Traditional,True,True,True,False
881681,2019,Traditional,True,True,True,False
881684,2015,Traditional,True,True,True,False
881684,2016,Traditional,True,True,True,False
881684,2017,Traditional,True,True,True,False
881684,2018,Traditional,True,True,True,False
881684,2019,Traditional,True,True,True,False
881688,2015,Traditional,True,True,True,False
881688,2016,Traditional,True,True,True,False
881688,2017,Traditional,True,True,True,False
881688,2018,Traditional,True,True,True,False
881688,2019,Traditional,True,True,True,True
881694,2015,Traditional,True,True,True,False
881694,2016,Traditional,True,True,True,False
881694,2017,Traditional,True,True,True,False
881694,2018,Traditional,True,True,True,False
881694,2019,Traditional,True,True,True,False
881696,2015,Traditional,True,True,True,False
881696,2016,Traditional,True,True,True,False
881696,2017,Traditional,True,True,True,False
881696,2018,Traditional,True,True,True,False
881696,2019,Traditional,True,True,True,False
881699,2015,Traditional,True,True,True,False
881699,2016,Traditional,True,True,True,False
881699,2017,Traditional,True,True,True,False
881699,2018,Traditional,True,True,True,False
881699,2019,Traditional,True,True,True,False
881701,2015,Traditional,True,True,True,False
881701,2017,Traditional,True,True,True,False
881701,2018,Traditional,True,True,True,False
881701,2019,Traditional,True,True,True,False
881705,2015,Traditional,True,True,True,False
881705,2016,Traditional,True,True,True,False
881705,2017,Traditional,True,True,True,False
881705,2018,Traditional,True,True,True,False
881705,2019,Traditional,True,True,True,False
881706,2016,Traditional,True,True,True,True
881706,2017,Traditional,True,True,True,True
881706,2018,Traditional,True,True,True,True
881706,2019,Traditional,True,True,True,True
881708,2015,Traditional,True,True,True,False
881708,2016,Traditional,True,True,True,False
881708,2017,Traditional,True,True,True,True
881708,2018,Traditional,True,True,True,True
881708,2019,Traditional,True,True,True,True
881712,2015,Traditional,True,True,True,True
881712,2017,Traditional,True,True,True,False
881712,2018,Traditional,True,True,True,False
881712,2019,Traditional,True,True,True,False
881716,2015,Traditional,True,True,True,False
881716,2016,Traditional,True,True,True,False
881716,2017,Traditional,True,True,True,False
881716,2018,Traditional,True,True,True,False
881716,2019,Traditional,True,True,True,False
881717,2015,Traditional,True,True,True,False
881717,2016,Traditional,True,True,True,False
881717,2017,Traditional,True,True,True,False
881717,2018,Traditional,True,True,True,False
881717,2019,Traditional,True,True,True,False
881719,2015,Traditional,True,True,True,False
881719,2016,Traditional,True,True,True,False
881719,2017,Traditional,True,True,True,False
881719,2018,Traditional,True,True,True,False
881719,2019,Traditional,True,True,True,False
881720,2015,Traditional,True,True,True,False
881720,2016,Traditional,True,True,True,False
881720,2017,Traditional,True,True,True,False
881720,2018,Traditional,True,True,True,False
881720,2019,Traditional,True,True,True,False
881722,2015,Traditional,True,True,True,False
881722,2016,Traditional,True,True,True,False
881722,2017,Traditional,True,True,True,False
881722,2018,Traditional,True,True,True,False
881722,2019,Traditional,True,True,True,False
881724,2015,Traditional,True,True,True,True
881724,2016,Traditional,True,True,True,True
881724,2017,Traditional,True,True,True,True
881724,2018,Traditional,True,True,True,True
881724,2019,Traditional,True,True,True,True
881725,2015,Traditional,True,True,True,False
881725,2016,Traditional,True,True,True,False
881725,2017,Traditional,True,True,True,False
881725,2018,Traditional,True,True,True,False
881725,2019,Traditional,True,True,True,False
881728,2016,Traditional,True,True,True,False
881728,2017,Traditional,True,True,True,True
881728,2018,Traditional,True,True,True,True
881728,2019,Traditional,True,True,True,True
881730,2015,Traditional,True,True,True,False
881730,2017,Traditional,True,True,True,False
881730,2018,Traditional,True,True,True,False
881730,2019,Traditional,True,True,True,False
881732,2015,Traditional,True,True,True,False
881732,2016,Traditional,True,True,True,False
881732,2017,Traditional,True,True,True,False
881732,2018,Traditional,True,True,True,False
881732,2019,Traditional,True,True,True,False
881734,2015,Traditional,True,True,True,False
881734,2016,Traditional,True,True,True,False
881734,2017,Traditional,True,True,True,True
881734,2018,Traditional,True,True,True,True
881734,2019,Traditional,True,True,True,True
881735,2015,Traditional,True,True,True,False
881735,2016,Traditional,True,True,True,False
881735,2017,Traditional,True,True,True,False
881735,2018,Traditional,True,True,True,False
881735,2019,Traditional,True,True,True,False
881736,2015,Traditional,True,True,True,False
881736,2016,Traditional,True,True,True,False
881736,2017,Traditional,True,True,True,True
881736,2018,Traditional,True,True,True,True
881736,2019,Traditional,True,True,True,True
881737,2015,Traditional,True,True,True,False
881737,2016,Traditional,True,True,True,False
881737,2017,Traditional,True,True,True,False
881737,2018,Traditional,True,True,True,False
881737,2019,Traditional,True,True,True,False
881739,2015,Traditional,True,True,True,False
881739,2016,Traditional,True,True,True,False
881739,2017,Traditional,True,True,True,True
881739,2018,Traditional,True,True,True,True
881739,2019,Traditional,True,True,True,True
881740,2015,Traditional,True,True,True,False
881740,2016,Traditional,True,True,True,False
881740,2017,Traditional,True,True,True,False
881740,2018,Traditional,True,True,True,False
881740,2019,Traditional,True,True,True,False
881741,2016,Traditional,True,True,True,False
881741,2017,Traditional,True,True,True,False
881741,2018,Traditional,True,True,True,False
881743,2015,Traditional,True,True,True,False
881743,2016,Traditional,True,True,True,False
881743,2017,Traditional,True,True,True,False
881743,2018,Traditional,True,True,True,False
881743,2019,Traditional,True,True,True,False
881744,2015,Traditional,True,True,True,False
881744,2016,Traditional,True,True,True,False
881744,2017,Traditional,True,True,True,True
881744,2018,Traditional,True,True,True,False
881746,2016,Traditional,True,True,True,False
881746,2017,Traditional,True,True,True,False
881746,2018,Traditional,True,True,True,False
881746,2019,Traditional,True,True,True,False
881747,2015,Traditional,True,True,True,False
881747,2016,Traditional,True,True,True,False
881747,2017,Traditional,True,True,False,False
881747,2019,Traditional,True,True,True,True
881749,2016,Traditional,True,True,True,False
881749,2017,Traditional,True,True,True,True
881749,2018,Traditional,True,True,True,True
881749,2019,Traditional,True,True,True,True
881750,2015,Traditional,True,True,True,False
881750,2016,Traditional,True,True,True,False
881750,2017,Traditional,True,True,True,False
881750,2018,Traditional,True,True,True,False
881750,2019,Traditional,True,True,True,False
881751,2016,Traditional,True,True,True,False
881751,2017,Traditional,True,True,True,False
881751,2018,Traditional,True,True,True,False
881751,2019,Traditional,True,True,True,True
881752,2016,Traditional,True,True,True,False
881752,2017,Traditional,True,True,True,False
881752,2018,Traditional,True,True,True,False
881752,2019,Traditional,True,True,True,False
881755,2015,Traditional,True,True,True,False
881755,2016,Traditional,True,True,False,False
881755,2017,Traditional,True,True,True,False
881755,2018,Traditional,True,True,True,False
881755,2019,Traditional,True,True,True,False
881758,2015,Traditional,True,True,True,False
881758,2016,Traditional,True,True,True,False
881758,2017,Traditional,True,True,True,False
881758,2018,Traditional,True,True,True,False
881758,2019,Traditional,True,True,True,False
881759,2015,Traditional,True,True,True,False
881759,2016,Traditional,True,True,True,False
881759,2017,Traditional,True,True,True,False
881759,2018,Traditional,True,True,True,False
881759,2019,Traditional,True,True,True,False
881760,2015,Traditional,True,True,True,False
881760,2016,Traditional,True,True,True,False
881760,2017,Traditional,True,True,True,True
881760,2018,Traditional,True,True,True,True
881760,2019,Traditional,True,True,False,True
881763,2015,Traditional,True,True,True,False
881763,2016,Traditional,True,True,True,False
881763,2017,Traditional,True,True,True,False
881763,2018,Traditional,True,True,True,False
881763,2019,Traditional,True,True,True,False
881765,2016,Traditional,True,True,True,True
881765,2017,Traditional,True,True,True,True
881765,2018,Traditional,True,True,True,True
881765,2019,Traditional,True,True,True,True
881767,2016,Traditional,True,True,True,False
881767,2017,Traditional,True,True,True,False
881767,2018,Traditional,True,True,True,False
881767,2019,Traditional,True,True,True,False
881769,2015,Traditional,True,True,True,False
881769,2016,Traditional,True,True,True,False
881769,2017,Traditional,True,True,True,False
881769,2018,Traditional,True,True,True,False
881769,2019,Traditional,True,True,True,False
881770,2016,Traditional,True,True,True,False
881770,2018,Traditional,True,True,True,True
881770,2019,Traditional,True,True,True,True
881771,2015,Traditional,True,True,True,False
881771,2016,Traditional,True,True,True,True
881771,2017,Traditional,True,True,True,True
881771,2018,Traditional,True,True,True,True
881771,2019,Traditional,True,True,True,True
881773,2016,Traditional,True,True,True,False
881773,2017,Traditional,True,True,True,False
881773,2018,Traditional,True,True,True,False
881773,2019,Traditional,True,True,True,True
881775,2016,Traditional,True,True,True,False
881775,2017,Traditional,True,True,True,False
881775,2018,Traditional,True,True,True,False
881775,2019,Traditional,True,True,True,True
881777,2016,Traditional,True,True,True,False
881777,2017,Traditional,True,True,True,False
881777,2018,Traditional,True,True,True,False
881777,2019,Traditional,True,True,True,False
881780,2015,Traditional,True,True,True,False
881780,2017,Traditional,True,True,True,True
881780,2018,Traditional,True,True,True,True
881780,2019,Traditional,True,True,True,True
881782,2015,Traditional,True,True,True,False
881782,2016,Traditional,True,True,True,False
881782,2017,Traditional,True,True,True,False
881782,2018,Traditional,True,True,True,False
881782,2019,Traditional,True,True,True,False
881785,2017,Traditional,True,True,True,False
881785,2019,Traditional,True,True,True,False
881787,2015,Traditional,True,True,True,False
881787,2016,Traditional,True,True,True,False
881787,2017,Traditional,True,True,True,False
881787,2018,Traditional,True,True,True,False
881787,2019,Traditional,True,True,True,False
881792,2015,Traditional,True,True,True,False
881792,2016,Traditional,True,True,True,False
881792,2017,Traditional,True,True,True,False
881792,2018,Traditional,True,True,True,False
881792,2019,Traditional,True,True,True,False
881795,2015,Traditional,True,True,True,False
881795,2018,Traditional,True,True,True,False
881795,2019,Traditional,True,True,True,False
881798,2015,Traditional,True,True,True,False
881798,2016,Traditional,True,True,True,False
881798,2017,Traditional,True,True,True,False
881798,2018,Traditional,True,True,True,False
881798,2019,Traditional,True,True,True,False
881806,2015,Traditional,True,True,True,False
881806,2016,Traditional,True,True,True,False
881806,2017,Traditional,True,True,True,False
881806,2018,Traditional,True,True,True,False
881806,2019,Traditional,True,True,True,False
881807,2017,Traditional,True,True,True,False
881807,2018,Traditional,True,True,True,True
881807,2019,Traditional,True,True,True,False
881811,2015,Traditional,True,True,True,False
881811,2016,Traditional,True,True,True,False
881811,2017,Traditional,True,True,True,False
881811,2018,Traditional,True,True,True,False
881811,2019,Traditional,True,True,True,False
881812,2015,Traditional,True,True,True,False
881812,2016,Traditional,True,True,True,False
881812,2017,Traditional,True,True,True,False
881812,2018,Traditional,True,True,True,False
881812,2019,Traditional,True,True,True,False
881816,2016,Traditional,True,True,True,False
881816,2017,Traditional,True,True,False,False
881816,2018,Traditional,True,True,False,False
881816,2019,Traditional,True,True,False,False
881821,2015,Traditional,True,True,True,False
881821,2016,Traditional,True,True,True,False
881821,2017,Traditional,True,True,True,False
881821,2018,Traditional,True,True,True,False
881821,2019,Traditional,True,True,True,False
881824,2015,Traditional,True,True,True,False
881824,2016,Traditional,True,True,True,False
881824,2017,Traditional,True,True,True,False
881824,2018,Traditional,True,True,True,False
881824,2019,Traditional,True,True,True,True
881825,2015,Traditional,True,True,True,False
881825,2016,Traditional,True,True,True,True
881825,2017,Traditional,True,True,True,True
881825,2018,Traditional,True,True,True,True
881825,2019,Traditional,True,True,True,True
881830,2015,Traditional,True,True,True,False
881830,2016,Traditional,True,True,True,False
881830,2017,Traditional,True,True,True,False
881830,2018,Traditional,True,True,True,False
881830,2019,Traditional,True,True,True,False
881831,2015,Traditional,True,True,True,False
881831,2016,Traditional,True,True,True,False
881831,2017,Traditional,True,True,True,False
881831,2018,Traditional,True,True,True,False
881831,2019,Traditional,True,True,True,False
881836,2015,Traditional,True,True,True,False
881836,2016,Traditional,True,True,True,False
881836,2017,Traditional,True,True,True,False
881836,2018,Traditional,True,True,True,False
881836,2019,Traditional,True,True,True,False
881837,2015,Traditional,True,True,True,False
881837,2016,Traditional,True,True,True,False
881837,2017,Traditional,True,True,True,False
881837,2018,Traditional,True,True,True,False
