,districts_funding_at_risk,weighted_avg_funding_remaining_per_student,median_funding_remaining_per_student,weighted_avg_budget_per_student,median_budget_per_student
0,720,68.2088639637692903,68.5971843257239970,102.9764115189590503,189290.635000000000
