bw_per_student_100k_to_first_median,bw_per_student_100k_to_first_pcent_diff_median,bw_per_student_100k_to_latest_median,bw_per_student_100k_to_latest_pcent_diff_median,cohort_year,cost_per_mbps_diff_100k_to_first,cost_per_mbps_diff_100k_to_latest,cost_per_mbps_pcent_diff_100k_first,cost_per_mbps_pcent_diff_100k_latest,monthly_cost_diff_100k_first,monthly_cost_diff_10p0k_latest,monthly_cost_pcent_diff_100k_first,monthly_cost_pcent_diff_100k_latest
0.0,0.0,0.0,0.0,2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
