,district_id,state_code,rec_cost,purpose,state_network
26762,962309,SC,4405.6400000000000008811280,wan,True
26763,962309,SC,1747.6599999999999999825234,wan,True
26764,962310,SC,3194.00000000000000000000,internet,True
26765,962310,SC,2726.18181818181818179092,internet,True
26766,962310,SC,1067.0399999999999998399440,wan,True
26767,962310,SC,3386.2400000000000000423280,wan,True
26768,962310,SC,1235.5200000000000000617760,wan,True
26769,962311,SC,2915.50000000000000023324,internet,True
26770,962312,SC,3889.00000000000000000000,internet,True
26771,962312,SC,1377.200000000000000027544,wan,True
26772,962312,SC,4074.1200000000000000101853,wan,True
26773,962312,SC,1616.1600000000000000000000,wan,True
26774,962313,SC,3889.00000000000000000000,internet,True
26775,962313,SC,1442.7700000000000000865662,wan,True
26776,962313,SC,8536.3199999999999987195520,wan,True
26777,962313,SC,2539.6800000000000003470896,wan,True
26778,962313,SC,526.2400000000000000631488,wan,True
26779,962314,SC,4852.58823529411764686472,internet,True
26780,962314,SC,1957.7299999999999999804227,wan,True
26781,962314,SC,1442.7700000000000000865662,wan,True
26782,962314,SC,6402.2399999999999990396640,wan,True
26783,962314,SC,846.5599999999999996952384,wan,True
26784,962315,SC,3194.00000000000000000000,internet,True
26785,962315,SC,2885.5400000000000001731324,wan,True
26786,962315,SC,5335.1999999999999991997200,wan,True
26787,962317,SC,3194.00000000000000000000,internet,True
26788,962317,SC,2202.8200000000000004405640,wan,True
26789,962317,SC,13981.2799999999999998601872,wan,True
26790,962318,SC,2915.50000000000000023324,internet,True
26791,962318,SC,1442.7700000000000000865662,wan,True
26792,962318,SC,1067.0399999999999998399440,wan,True
26793,962318,SC,2539.6800000000000003470896,wan,True
26794,962319,SC,5972.00000000000000000000,internet,True
26795,962319,SC,2004.800000000000000000000,internet,True
26796,962319,SC,1611.6200000000000000322324,wan,True
26797,962319,SC,5335.1999999999999991997200,wan,True
26798,962319,SC,3386.2400000000000000423280,wan,True
26799,962320,SC,5278.00000000000000000000,internet,True
26800,962320,SC,9312.9900000000000002483464,wan,True
26801,962320,SC,19825.3800000000000009251844,wan,True
26802,962320,SC,22719.5799999999999997728042,wan,True
26803,962321,SC,4852.58823529411764686472,internet,True
26804,962321,SC,7480.600000000000000000000,wan,True
26805,962321,SC,6208.6599999999999998758268,wan,True
26806,962321,SC,17622.5600000000000004846204,wan,True
26807,962323,SC,4852.58823529411764686472,internet,True
26808,962323,SC,3740.300000000000000000000,wan,True
26809,962323,SC,6208.6599999999999998758268,wan,True
26810,962323,SC,24231.0199999999999987664208,wan,True
26811,962323,SC,17476.5999999999999998252340,wan,True
26812,962325,SC,2726.18181818181818179092,internet,True
26813,962328,SC,1561.00000000000000000000,internet,True
26814,962329,SC,3194.00000000000000000000,internet,True
26815,962329,SC,4232.7999999999999997375664,wan,True
26816,965817,SD,410.00000000000000000000,upstream,True
26817,965817,SD,400.00000000000000000000,upstream,True
26818,965817,SD,119.58253843564134218880,isp,True
26819,965818,SD,2030.8600000000000000000000,upstream,True
26820,965818,SD,28.18269554483222991360,isp,True
26821,965820,SD,895.3600000000000000000000,upstream,True
26822,965820,SD,895.3600000000000000000000,upstream,True
26823,965820,SD,189.00000000000000000000,internet,True
26824,965820,SD,46.92806643474357540480,isp,True
26825,965822,SD,1015.0600000000000000000000,upstream,True
26826,965822,SD,45.50600381550892162560,isp,True
26827,965827,SD,1052.0300000000000000000000,upstream,True
26828,965827,SD,65.67343732465492089600,isp,True
26829,965830,SD,85.00000000000000000000,internet,True
26830,965830,SD,2697.500000000000000000000,upstream,True
26831,965830,SD,53.00415217147345971840,isp,True
26832,965832,SD,985.7900000000000000000000,upstream,True
26833,965832,SD,2697.500000000000000000000,upstream,True
26834,965832,SD,32.31960498260576807040,isp,True
26835,965833,SD,410.00000000000000000000,upstream,True
26836,965833,SD,77.69633037818426668800,isp,True
26837,965834,SD,2697.500000000000000000000,upstream,True
26838,965834,SD,2697.500000000000000000000,upstream,True
26839,965834,SD,50.00000000000000000000,internet,True
26840,965834,SD,29.86331500392772970880,isp,True
26841,965836,SD,995.00000000000000000000,upstream,True
26842,965836,SD,400.00000000000000000000,upstream,True
26843,965836,SD,218.99764336213668493440,isp,True
26844,965837,SD,2697.500000000000000000000,upstream,True
26845,965837,SD,2697.500000000000000000000,upstream,True
26846,965837,SD,117.64336213668499603200,isp,True
26847,965838,SD,1271.3100000000000000000000,upstream,True
26848,965838,SD,53.13343059140388289920,isp,True
26849,965839,SD,1015.0600000000000000000000,upstream,True
26850,965839,SD,22.75300190775446081280,isp,True
26851,965840,SD,410.00000000000000000000,upstream,True
26852,965840,SD,26.88991134552799914240,isp,True
