funding_year,state_code,district_id,num_students,old_total_bw,old_total_cost,old_bw_per_student,projected_bw_fy2018,deal,total_circuits,new_total_bw,new_total_cost,total_li,bw_rank,best_deal,new_bw_per_student,total_bw_change,total_bw_percent_change
2019,MA,911148,1016,500.0,1900.0,492.12598425196853,1016.0,Deal 2,2.0,1000.0,1680.0,1.0,1.0,True,984.2519685039371,500.0,1.0
2019,MA,911154,5942,1500.0,3697.68,252.4402558061259,5050.7,Deal 1,3.0,4500.0,3526.0,2.0,1.0,True,757.3207674183776,3000.0,2.0
2019,MA,911172,4361,1000.0,1901.97,229.30520522815868,4361.0,Deal 1,8.0,4300.0,1544.0,2.0,1.0,True,986.0123824810823,3300.0,3.3
2019,MA,911177,1500,500.0,3050.0,333.3333333333333,1500.0,Deal 1,1.0,1000.0,2500.0,1.0,1.0,True,666.6666666666666,500.0,1.0
2019,MA,911180,1439,150.0,234.99,104.23905489923558,1439.0,Deal 1,1.0,1000.0,192.0,1.0,1.0,True,694.9270326615705,850.0,5.666666666666667
2019,MA,911210,5472,1000.0,1725.0,182.7485380116959,4651.2,Deal 3,8.0,4300.0,1544.0,2.0,1.0,True,785.8187134502924,3300.0,3.3
2019,MA,911224,1466,500.0,1543.9,341.06412005457025,1466.0,Deal 1,1.0,1000.0,1385.0,1.0,1.0,True,682.1282401091405,500.0,1.0
2019,MA,911248,1713,300.0,2000.0,175.13134851138355,1713.0,Deal 1,1.0,1000.0,1655.0,1.0,1.0,True,583.7711617046118,700.0,2.3333333333333335
2019,MA,911257,5487,1000.0,3685.0,182.2489520685256,4663.95,Deal 1,2.0,2500.0,3490.0,2.0,1.0,True,455.62238017131403,1500.0,1.5
2019,MA,911264,635,100.0,1173.8904899135446,157.48031496062993,635.0,Deal 2,2.0,520.0,1150.0,2.0,1.0,True,818.8976377952756,420.0,4.2
2019,MA,911278,3001,1000.0,2298.03,333.2222592469177,2550.85,Deal 1,1.0,2000.0,2279.0,1.0,1.0,True,666.4445184938354,1000.0,1.0
2019,MA,911301,917,50.0,881.8477393617021,54.525627044711015,917.0,Deal 2,1.0,500.0,840.0,1.0,1.0,True,545.2562704471102,450.0,9.0
2019,MA,911302,2803,500.0,1132.78,178.38030681412772,2803.0,Deal 1,2.0,1440.0,1096.0,2.0,1.0,True,513.7352836246878,940.0,1.88
2019,MA,911305,1448,300.0,2490.0,207.18232044198896,1448.0,Deal 1,3.0,1100.0,2427.0,2.0,1.0,True,759.6685082872929,800.0,2.6666666666666665
2019,MA,911311,7676,1000.0,2975.0,130.27618551328817,6524.6,Deal 1,4.0,5000.0,2909.0,2.0,1.0,True,651.3809275664408,4000.0,4.0
2019,MA,911320,1789,200.0,2293.0,111.79429849077697,1789.0,Deal 1,2.0,1050.0,2041.0,2.0,1.0,True,586.9200670765791,850.0,4.25
2019,MA,911322,3538,800.0,1061.26,226.11644997173545,3007.3,Deal 1,2.0,1240.0,1021.0,2.0,1.0,True,350.48049745618994,440.0,0.55
2019,MA,911331,2646,2075.056,563.92,784.2237339380197,2646.0,Deal 1,3.0,2300.0,540.0,2.0,1.0,True,869.2365835222978,224.94399999999996,0.10840382139084437
2019,MA,911332,1854,150.0,1460.0,80.90614886731392,1854.0,Deal 1,1.0,500.0,1432.0,1.0,1.0,True,269.6871628910464,350.0,2.3333333333333335
2019,MA,911339,321,75.0,184.85,233.6448598130841,321.0,Deal 1,5.0,300.0,165.0,2.0,1.0,True,934.5794392523364,225.0,3.0
2019,MA,911341,3805,800.0,1134.76,210.2496714848883,3234.25,Deal 1,2.0,1440.0,1096.0,2.0,1.0,True,378.44940867279894,640.0,0.8
2019,MA,911342,5368,1000.0,1618.0,186.28912071535024,4562.8,Deal 3,8.0,4300.0,1544.0,2.0,1.0,True,801.0432190760059,3300.0,3.3
2019,MA,911347,3120,1000.0,519.98,320.5128205128205,2652.0,Deal 1,3.0,2150.0,519.0,2.0,1.0,True,689.1025641025641,1150.0,1.15
2019,MD,915448,5705,900.0,4296.6,157.75635407537249,4849.25,Deal 1,3.0,3000.0,3894.0,1.0,1.0,True,525.854513584575,2100.0,2.3333333333333335
2019,MD,915465,4593,200.0,3395.33,43.54452427607228,3904.05,Deal 1,2.0,2000.0,2596.0,1.0,1.0,True,435.44524276072286,1800.0,9.0
2019,MI,919511,703,80.0,582.0,113.79800853485064,703.0,Deal 1,1.0,140.0,521.0,1.0,1.0,True,199.14651493598862,60.0,0.75
2019,MI,919523,2232,1000.0,1808.0,448.02867383512546,1897.2,Deal 1,4.0,1200.0,1624.0,1.0,1.0,True,537.6344086021505,200.0,0.2
2019,MI,919542,1367,500.0,1354.92,365.764447695684,1367.0,Deal 3,3.0,900.0,1218.0,1.0,1.0,True,658.3760058522312,400.0,0.8
2019,MI,919546,898,200.0,1100.0,222.71714922048997,898.0,Deal 1,2.0,600.0,812.0,1.0,1.0,True,668.1514476614699,400.0,2.0
2019,MI,919569,220,60.0,774.0,272.72727272727275,220.0,Deal 1,1.0,140.0,521.0,1.0,1.0,True,636.3636363636364,80.0,1.3333333333333333
2019,MI,919610,1954,500.0,2330.0,255.88536335721597,1954.0,Deal 1,1.0,1000.0,1679.0,1.0,1.0,True,511.77072671443193,500.0,1.0
2019,MI,919639,2925,1200.0,4635.08,410.2564102564103,2925.0,Deal 3,3.0,2500.0,4078.0,2.0,1.0,True,854.7008547008547,1300.0,1.0833333333333333
2019,MI,919668,9850,1000.0,2822.85,101.5228426395939,6895.0,Deal 1,2.0,1500.0,2399.0,2.0,1.0,True,152.28426395939087,500.0,0.5
2019,MI,919760,719,100.0,772.5772501771793,139.08205841446454,719.0,Deal 1,1.0,140.0,521.0,1.0,1.0,True,194.71488178025035,40.0,0.4
2019,MI,919770,8858,1000.0,3784.0,112.89230074508919,6200.6,Deal 1,2.0,2000.0,3358.0,1.0,1.0,True,225.78460149017837,1000.0,1.0
2019,MI,919787,1847,200.0,2290.0,108.28370330265295,1847.0,Deal 3,2.0,1500.0,2049.0,2.0,1.0,True,812.1277747698971,1300.0,6.5
2019,MI,919847,5469,1500.0,2209.122305080811,274.27317608337904,4648.65,Deal 1,4.0,4000.0,1040.0,1.0,1.0,True,731.3951362223441,2500.0,1.6666666666666667
2019,MI,919881,3349,500.0,2441.21,149.29829799940282,2846.65,Deal 1,2.0,1500.0,2399.0,2.0,1.0,True,447.89489399820843,1000.0,2.0
2019,MI,919882,7375,3000.0,2460.4700809409956,406.77966101694915,6268.75,Deal 1,4.0,4000.0,1040.0,1.0,1.0,True,542.3728813559322,1000.0,0.3333333333333333
2019,MI,919891,604,100.0,746.2828094460024,165.56291390728478,604.0,Deal 1,1.0,140.0,521.0,1.0,1.0,True,231.78807947019868,40.0,0.4
2019,MI,919901,1555,80.0,562.0,51.446945337620576,1555.0,Deal 1,1.0,140.0,521.0,1.0,1.0,True,90.03215434083602,60.0,0.75
2019,MI,919929,1998,400.0,1639.57,200.20020020020021,1998.0,Deal 1,2.0,1000.0,1440.0,1.0,1.0,True,500.5005005005005,600.0,1.5
2019,MI,919950,7813,2000.0,5875.0,255.9836170485089,6641.05,Deal 1,5.0,6000.0,4077.0,2.0,1.0,True,767.9508511455267,4000.0,2.0
2019,MI,919951,553,100.0,705.4335987146346,180.83182640144665,553.0,Deal 1,1.0,140.0,521.0,1.0,1.0,True,253.16455696202533,40.0,0.4
2019,MI,919984,2943,140.0,521.49,47.570506286102614,2501.55,Deal 1,2.0,2000.0,520.0,1.0,1.0,True,679.5786612300374,1860.0,13.285714285714286
2019,MI,919987,856,120.0,835.5,140.18691588785046,856.0,Deal 2,1.0,500.0,720.0,1.0,1.0,True,584.1121495327103,380.0,3.1666666666666665
2019,MI,919991,526,100.0,857.59,190.11406844106463,526.0,Deal 2,1.0,500.0,720.0,1.0,1.0,True,950.5703422053232,400.0,4.0
2019,MI,920015,735,100.0,1268.33333333333,136.05442176870747,735.0,Deal 3,2.0,640.0,1241.0,2.0,1.0,True,870.7482993197278,540.0,5.4
2019,MI,920023,568,300.0,1499.95,528.169014084507,568.0,Deal 1,1.0,500.0,1000.0,1.0,1.0,True,880.2816901408451,200.0,0.6666666666666666
2019,MI,920041,6751,1000.0,1300.0,148.12620352540364,5738.35,Deal 1,4.0,4000.0,1040.0,1.0,1.0,True,592.5048141016146,3000.0,3.0
2019,MN,922296,1610,1000.0,2910.541130032727,621.1180124223603,1610.0,Deal 2,2.0,1500.0,2664.0,2.0,1.0,True,931.6770186335403,500.0,0.5
2019,MN,922406,1491,1000.0,850.0,670.690811535882,1491.0,Deal 1,2.0,1200.0,780.0,2.0,1.0,True,804.8289738430584,200.0,0.2
2019,MN,922523,5179,1100.0,4400.0,212.396215485615,4402.15,Deal 1,5.0,4100.0,3927.0,2.0,1.0,True,791.658621355474,3000.0,2.727272727272727
2019,MN,922552,472,100.0,1639.0,211.864406779661,472.0,Deal 1,1.0,300.0,1498.0,1.0,1.0,True,635.5932203389831,200.0,2.0
2019,MN,922572,355,200.0,700.0,563.3802816901408,355.0,Deal 1,1.0,300.0,500.0,1.0,1.0,True,845.0704225352113,100.0,0.5
2019,MN,922602,6134,1000.0,3024.0,163.02575806977504,5213.9,Deal 2,1.0,5000.0,2855.0,1.0,1.0,True,815.1287903488751,4000.0,4.0
2019,MN,922626,2425,400.0,2332.5,164.94845360824743,2425.0,Deal 1,1.0,1000.0,1720.0,1.0,1.0,True,412.37113402061857,600.0,1.5
2019,MN,922633,6680,2000.0,3325.0,299.4011976047904,5678.0,Deal 2,1.0,5000.0,2855.0,1.0,1.0,True,748.502994011976,3000.0,1.5
2019,MN,922636,2906,1000.0,4453.794000632274,344.1156228492774,2906.0,Deal 3,3.0,2500.0,4384.0,2.0,1.0,True,860.2890571231934,1500.0,1.5
2019,MN,922684,1813,1000.0,3765.727826429114,551.5719801434087,1813.0,Deal 1,2.0,1500.0,3220.0,2.0,1.0,True,827.357970215113,500.0,0.5
2019,MN,922693,6427,1000.0,2170.0,155.59358954411078,5462.95,Deal 5,1.0,2000.0,2135.0,1.0,1.0,True,311.18717908822157,1000.0,1.0
2019,MN,922711,2762,1000.0,2328.976056222033,362.0564808110065,2762.0,Deal 5,2.0,2100.0,2320.0,2.0,1.0,True,760.3186097031137,1100.0,1.1
2019,MN,922745,2571,500.0,600.0,194.47685725398676,2571.0,Deal 1,1.0,1000.0,445.0,1.0,1.0,True,388.95371450797353,500.0,1.0
2019,MN,922753,27498,10000.0,5710.0,363.66281184086114,19248.6,Deal 1,2.0,12000.0,5623.0,2.0,1.0,True,436.3953742090334,2000.0,0.2
2019,MN,922755,7593,5000.0,3160.0,658.5012511523772,6454.05,Deal 4,2.0,5100.0,3110.0,2.0,1.0,True,671.6712761754247,100.0,0.02
2019,MN,922771,5648,2000.0,2300.0,354.10764872521247,4800.8,Deal 3,3.0,2200.0,2160.0,2.0,1.0,True,389.5184135977337,200.0,0.1
2019,MN,922777,4440,1000.0,2250.0,225.22522522522522,3774.0,Deal 1,1.0,2000.0,1650.0,1.0,1.0,True,450.45045045045043,1000.0,1.0
2019,MN,922783,18254,4000.0,4270.0,219.13005368686316,12777.8,Deal 2,1.0,10000.0,3488.0,1.0,1.0,True,547.8251342171579,6000.0,1.5
2019,MN,922785,2030,1000.0,1688.736,492.61083743842363,2030.0,Deal 2,1.0,2000.0,1650.0,1.0,1.0,True,985.2216748768473,1000.0,1.0
2019,MN,922793,1217,300.0,1538.0,246.50780608052588,1217.0,Deal 1,2.0,605.0,1530.0,2.0,1.0,True,497.1240755957272,305.0,1.0166666666666666
2019,MN,922810,4884,2000.0,1999.0,409.5004095004095,4151.4,Deal 3,2.0,2100.0,1905.0,2.0,1.0,True,429.97542997542996,100.0,0.05
2019,MN,922814,435,200.0,650.0,459.7701149425287,435.0,Deal 1,1.0,300.0,500.0,1.0,1.0,True,689.6551724137931,100.0,0.5
2019,MN,922818,3105,1000.0,3476.1032475306793,322.061191626409,2639.25,Deal 1,2.0,2000.0,3440.0,1.0,1.0,True,644.122383252818,1000.0,1.0
2019,MO,924081,1316,500.0,1697.92,379.9392097264438,1316.0,Deal 1,1.0,1000.0,1000.0,1.0,1.0,True,759.8784194528876,500.0,1.0
2019,MO,924083,135,50.0,897.62,370.3703703703704,135.0,Deal 1,1.0,100.0,776.0,1.0,1.0,True,740.7407407407408,50.0,1.0
2019,MO,924091,1319,250.0,1227.0180353125068,189.53752843062927,1319.0,Deal 1,2.0,1000.0,1212.0,1.0,1.0,True,758.1501137225171,750.0,3.0
2019,MO,924100,2823,500.0,1711.0,177.11654268508678,2823.0,Deal 3,2.0,1500.0,1660.0,2.0,1.0,True,531.3496280552604,1000.0,2.0
2019,MO,924149,18301,5000.0,6095.0,273.2091142560516,12810.7,Deal 1,2.0,5200.0,6069.0,2.0,1.0,True,284.13747882629366,200.0,0.04
2019,MO,924166,1640,1000.0,1952.5353888646787,609.7560975609756,1640.0,Deal 2,2.0,1200.0,1825.0,2.0,1.0,True,731.7073170731708,200.0,0.2
2019,MO,924209,806,250.0,1013.6,310.17369727047145,806.0,Deal 1,1.0,500.0,606.0,1.0,1.0,True,620.3473945409429,250.0,1.0
2019,MO,924216,1158,250.0,1481.6,215.88946459412782,1158.0,Deal 1,2.0,1000.0,1212.0,1.0,1.0,True,863.5578583765113,750.0,3.0
2019,MO,924223,647,250.0,927.6045101191751,386.39876352395675,647.0,Deal 1,1.0,500.0,606.0,1.0,1.0,True,772.7975270479135,250.0,1.0
2019,MO,924269,689,100.0,869.71,145.1378809869376,689.0,Deal 1,1.0,500.0,606.0,1.0,1.0,True,725.6894049346879,400.0,4.0
2019,MO,924280,521,250.0,628.0694741454254,479.8464491362764,521.0,Deal 1,1.0,500.0,606.0,1.0,1.0,True,959.6928982725528,250.0,1.0
2019,MO,924281,1214,500.0,2146.2121720010487,411.8616144975288,1214.0,Deal 2,2.0,1100.0,2029.0,2.0,1.0,True,906.0955518945634,600.0,1.2
2019,MO,924315,346,250.0,1281.1263686263285,722.543352601156,346.0,Deal 1,5.0,300.0,1150.0,2.0,1.0,True,867.0520231213873,50.0,0.2
2019,MO,924319,2591,500.0,1532.087922285599,192.97568506368196,2591.0,Deal 1,1.0,1000.0,1253.0,1.0,1.0,True,385.95137012736393,500.0,1.0
2019,MO,924336,1029,200.0,680.0,194.3634596695821,1029.0,Deal 1,1.0,500.0,606.0,1.0,1.0,True,485.90864917395527,300.0,1.5
2019,MO,924337,4564,2500.0,4037.5801919380447,547.7651183172655,4564.0,Deal 2,4.0,4000.0,4000.0,1.0,1.0,True,876.4241893076249,1500.0,0.6
2019,MO,924380,1452,500.0,1510.6227955070203,344.3526170798898,1452.0,Deal 3,3.0,1100.0,1453.0,2.0,1.0,True,757.5757575757576,600.0,1.2
2019,MO,924466,572,100.0,1130.56,174.82517482517483,572.0,Deal 1,1.0,500.0,606.0,1.0,1.0,True,874.1258741258741,400.0,4.0
2019,MO,924476,689,250.0,932.2028554437583,362.84470246734395,689.0,Deal 1,1.0,500.0,606.0,1.0,1.0,True,725.6894049346879,250.0,1.0
2019,MO,924489,159,50.0,1157.2337358716366,314.4654088050315,159.0,Deal 1,1.0,100.0,776.0,1.0,1.0,True,628.930817610063,50.0,1.0
2019,MO,924491,643,100.0,960.0,155.52099533437013,643.0,Deal 1,1.0,500.0,660.0,1.0,1.0,True,777.6049766718507,400.0,4.0
2019,MO,924516,340,40.0,2300.0,117.6470588235294,340.0,Deal 1,1.0,100.0,2000.0,1.0,1.0,True,294.11764705882354,60.0,1.5
2019,MO,924535,1486,500.0,2033.6814560078735,336.47375504710635,1486.0,Deal 1,2.0,1050.0,1765.0,2.0,1.0,True,706.5948855989233,550.0,1.1
2019,MO,924551,626,150.0,1850.0,239.61661341853036,626.0,Deal 1,2.0,200.0,1552.0,1.0,1.0,True,319.4888178913738,50.0,0.3333333333333333
2019,MO,924580,117,50.0,850.9153905470533,427.35042735042737,117.0,Deal 1,1.0,100.0,776.0,1.0,1.0,True,854.7008547008547,50.0,1.0
2019,MO,924581,450,100.0,1895.0,222.22222222222223,450.0,Deal 1,2.0,200.0,1552.0,1.0,1.0,True,444.44444444444446,100.0,1.0
2019,MO,924590,311,100.0,2000.0,321.54340836012864,311.0,Deal 1,2.0,200.0,1552.0,1.0,1.0,True,643.0868167202573,100.0,1.0
2019,MO,924598,1382,1000.0,2375.0,723.589001447178,1382.0,Deal 2,3.0,1105.0,2322.0,2.0,1.0,True,799.5658465991316,105.0,0.105
2019,MO,924601,952,100.0,1115.0,105.04201680672269,952.0,Deal 1,1.0,500.0,606.0,1.0,1.0,True,525.2100840336135,400.0,4.0
2019,MO,924610,580,200.0,675.0,344.82758620689657,580.0,Deal 2,1.0,500.0,660.0,1.0,1.0,True,862.0689655172414,300.0,1.5
2019,MO,924616,3360,500.0,3371.4776259666587,148.8095238095238,2856.0,Deal 1,1.0,2000.0,3037.0,1.0,1.0,True,595.2380952380952,1500.0,3.0
2019,MO,924617,3219,500.0,1390.6831809484152,155.32774153463808,3219.0,Deal 2,1.0,1000.0,1150.0,1.0,1.0,True,310.65548306927616,500.0,1.0
2019,MO,924643,1350,200.0,998.0,148.14814814814815,1350.0,Deal 1,1.0,300.0,790.0,1.0,1.0,True,222.22222222222223,100.0,0.5
2019,MO,924646,1540,500.0,1438.839328568052,324.6753246753247,1540.0,Deal 1,1.0,1000.0,1253.0,1.0,1.0,True,649.3506493506494,500.0,1.0
2019,MT,928749,220,115.0,307.0,522.7272727272727,220.0,Deal 1,2.0,124.0,259.0,2.0,1.0,True,563.6363636363636,9.0,0.0782608695652174
2019,MT,928789,290,125.0,282.9,431.0344827586207,290.0,Deal 1,2.0,150.0,282.0,2.0,1.0,True,517.2413793103449,25.0,0.2
2019,MT,928795,319,200.0,409.0,626.9592476489029,319.0,Deal 1,2.0,224.0,398.0,2.0,1.0,True,702.1943573667712,24.0,0.12
2019,MT,928809,6755,2000.0,2622.0,296.07698001480384,5741.75,Deal 1,2.0,2500.0,2386.0,2.0,1.0,True,370.0962250185048,500.0,0.25
2019,MT,928821,2045,1050.0,1549.95,513.4474327628362,1738.25,Deal 3,3.0,1075.0,1544.0,3.0,1.0,True,525.6723716381418,25.0,0.023809523809523808
2019,MT,928848,298,100.0,988.0,335.5704697986577,298.0,Deal 1,1.0,200.0,974.0,1.0,1.0,True,671.1409395973154,100.0,1.0
2019,MT,928895,1197,500.0,1044.0,417.7109440267335,1197.0,Deal 2,1.0,1000.0,911.0,1.0,1.0,True,835.421888053467,500.0,1.0
2019,MT,928911,704,300.0,1385.0,426.1363636363636,704.0,Deal 1,1.0,500.0,1200.0,1.0,1.0,True,710.2272727272727,200.0,0.6666666666666666
2019,MT,928924,1300,500.0,1145.0,384.61538461538464,1300.0,Deal 2,2.0,1005.0,1061.0,2.0,1.0,True,773.0769230769231,505.0,1.01
2019,MT,928998,6257,1000.0,1650.0,159.821000479463,5318.45,Deal 2,1.0,2000.0,1342.0,1.0,1.0,True,319.642000958926,1000.0,1.0
2019,MT,929048,483,100.0,979.0,207.0393374741201,483.0,Deal 1,1.0,200.0,974.0,1.0,1.0,True,414.0786749482402,100.0,1.0
2019,MT,929081,1626,500.0,1655.0,307.5030750307503,1626.0,Deal 2,1.0,1000.0,1499.0,1.0,1.0,True,615.0061500615006,500.0,1.0
2019,MT,929106,1409,500.0,1514.0,354.86160397444996,1409.0,Deal 2,1.0,1000.0,1499.0,1.0,1.0,True,709.7232079488999,500.0,1.0
2019,MT,929157,630,100.0,785.0,158.73015873015873,630.0,Deal 1,1.0,200.0,765.0,1.0,1.0,True,317.46031746031747,100.0,1.0
2019,NH,937486,4501,1000.0,1300.0,222.17285047767163,3825.85,Deal 1,1.0,2000.0,1231.0,1.0,1.0,True,444.34570095534326,1000.0,1.0
2019,NH,937492,554,200.0,1266.2352342158858,361.01083032490976,554.0,Deal 3,5.0,500.0,1265.0,2.0,1.0,True,902.5270758122743,300.0,1.5
2019,NH,937495,322,50.0,149.99,155.27950310559007,322.0,Deal 1,1.0,200.0,135.0,1.0,1.0,True,621.1180124223603,150.0,3.0
2019,NH,937509,4624,1500.0,2311.62,324.39446366782005,3930.4,Deal 1,2.0,3000.0,2181.0,2.0,1.0,True,648.7889273356401,1500.0,1.0
2019,NH,937516,517,100.0,430.63,193.42359767891682,517.0,Deal 1,2.0,200.0,370.0,1.0,1.0,True,386.84719535783364,100.0,1.0
2019,NH,937517,3316,200.0,1236.75,60.31363088057901,2818.6,Deal 1,1.0,2000.0,1231.0,1.0,1.0,True,603.1363088057901,1800.0,9.0
2019,NH,937526,444,100.0,430.63,225.22522522522522,444.0,Deal 1,2.0,200.0,370.0,1.0,1.0,True,450.45045045045043,100.0,1.0
2019,NH,937532,924,100.0,869.76,108.22510822510823,924.0,Deal 2,1.0,500.0,745.0,1.0,1.0,True,541.1255411255411,400.0,4.0
2019,NH,937569,394,100.0,220.0,253.80710659898477,394.0,Deal 1,1.0,200.0,135.0,1.0,1.0,True,507.61421319796955,100.0,1.0
2019,NH,937571,1118,500.0,1029.0,447.2271914132379,1118.0,Deal 1,1.0,1000.0,950.0,1.0,1.0,True,894.4543828264758,500.0,1.0
2019,NH,937582,154,50.0,550.0,324.6753246753247,154.0,Deal 1,1.0,100.0,380.0,1.0,1.0,True,649.3506493506494,50.0,1.0
2019,NH,937583,654,200.0,1349.9419551934827,305.8103975535168,654.0,Deal 2,1.0,500.0,1337.0,1.0,1.0,True,764.525993883792,300.0,1.5
2019,NH,937584,1247,200.0,1846.3228105906314,160.3849238171612,1247.0,Deal 2,2.0,1075.0,1829.0,2.0,1.0,True,862.0689655172414,875.0,4.375
2019,NH,937586,1322,450.0,754.71,340.39334341906203,1322.0,Deal 1,2.0,600.0,720.0,1.0,1.0,True,453.857791225416,150.0,0.3333333333333333
2019,NH,937588,3519,2000.0,1845.9,568.3432793407218,3519.0,Deal 1,2.0,2100.0,1611.0,2.0,1.0,True,596.7604433077579,100.0,0.05
2019,NH,937620,2349,1000.0,1800.0,425.7130693912303,2349.0,Deal 3,3.0,2175.0,1740.0,3.0,1.0,True,925.925925925926,1175.0,1.175
2019,NH,937661,735,200.0,269.9,272.10884353741494,735.0,Deal 1,2.0,400.0,270.0,1.0,1.0,True,544.2176870748299,200.0,1.0
2019,NH,937674,414,150.0,289.9,362.3188405797101,414.0,Deal 1,2.0,400.0,270.0,1.0,1.0,True,966.1835748792271,250.0,1.6666666666666667
2019,NJ,940943,709,200.0,377.04,282.08744710860367,709.0,Deal 1,1.0,300.0,296.0,1.0,1.0,True,423.1311706629055,100.0,0.5
2019,NJ,941109,8843,1000.0,1998.2,113.0837950921633,7516.55,Deal 3,5.0,4500.0,1960.0,2.0,1.0,True,508.8770779147348,3500.0,3.5
2019,NJ,941149,2367,1300.0,2372.61,549.2184199408534,2367.0,Deal 1,1.0,2000.0,2350.0,1.0,1.0,True,844.9514152936206,700.0,0.5384615384615384
2019,NJ,941155,1122,300.0,1194.3651591533367,267.379679144385,1122.0,Deal 1,1.0,1000.0,870.0,1.0,1.0,True,891.2655971479501,700.0,2.3333333333333335
2019,NJ,941188,275,100.0,239.85,363.6363636363636,275.0,Deal 1,1.0,150.0,165.0,1.0,1.0,True,545.4545454545455,50.0,0.5
2019,NJ,941189,8999,2000.0,2866.9,222.246916324036,6299.3,Deal 1,3.0,3100.0,2866.0,3.0,1.0,True,344.4827203022558,1100.0,0.55
2019,NJ,941192,592,100.0,204.85,168.9189189189189,592.0,Deal 1,1.0,150.0,165.0,1.0,1.0,True,253.3783783783784,50.0,0.5
2019,NJ,941214,4416,1000.0,2415.3,226.44927536231884,3753.6,Deal 1,1.0,2000.0,2350.0,1.0,1.0,True,452.8985507246377,1000.0,1.0
2019,NJ,941255,6354,1000.0,824.55,157.38117721120554,5400.9,Deal 1,2.0,2000.0,820.0,1.0,1.0,True,314.7623544224111,1000.0,1.0
2019,NJ,941257,3184,1000.0,2500.0,314.07035175879395,3184.0,Deal 1,2.0,2100.0,2456.0,2.0,1.0,True,659.5477386934673,1100.0,1.1
2019,NJ,941266,5649,1000.0,439.99,177.02248185519562,4801.65,Deal 2,2.0,2000.0,384.0,1.0,1.0,True,354.04496371039124,1000.0,1.0
2019,NJ,941277,3181,1000.0,2500.0,314.36655139893116,3181.0,Deal 2,2.0,2100.0,2456.0,2.0,1.0,True,660.1697579377554,1100.0,1.1
2019,NJ,941288,608,300.0,849.3622846986589,493.42105263157896,608.0,Deal 1,1.0,500.0,520.0,1.0,1.0,True,822.3684210526316,200.0,0.6666666666666666
2019,NJ,941315,3627,1000.0,314.99,275.70995312930796,3082.95,Deal 1,2.0,1075.0,288.0,2.0,1.0,True,296.38819961400606,75.0,0.075
2019,NJ,941320,6445,1000.0,1938.26,155.1590380139643,5478.25,Deal 3,5.0,4150.0,1860.0,2.0,1.0,True,643.9100077579519,3150.0,3.15
2019,NJ,941390,644,150.0,325.13,232.91925465838509,644.0,Deal 1,1.0,500.0,320.0,1.0,1.0,True,776.3975155279503,350.0,2.3333333333333335
2019,NJ,941410,2235,500.0,1828.0,223.71364653243847,2235.0,Deal 1,1.0,1000.0,1082.0,1.0,1.0,True,447.42729306487695,500.0,1.0
2019,NJ,941412,2084,1000.0,2000.0,479.8464491362764,2084.0,Deal 4,2.0,2000.0,1740.0,1.0,1.0,True,959.6928982725528,1000.0,1.0
2019,NJ,941426,6044,1000.0,1705.05,165.45334215751157,5137.4,Deal 3,4.0,4000.0,1640.0,1.0,1.0,True,661.8133686300463,3000.0,3.0
2019,NJ,941455,190,100.0,225.89,526.3157894736842,190.0,Deal 1,1.0,150.0,220.0,1.0,1.0,True,789.4736842105264,50.0,0.5
2019,NJ,941479,517,300.0,784.5350896752302,580.2707930367504,517.0,Deal 1,1.0,500.0,520.0,1.0,1.0,True,967.1179883945841,200.0,0.6666666666666666
2019,NJ,941480,613,300.0,852.7493100662466,489.3964110929853,613.0,Deal 1,1.0,500.0,520.0,1.0,1.0,True,815.6606851549756,200.0,0.6666666666666666
2019,NJ,941505,1227,300.0,1215.4,244.49877750611248,1227.0,Deal 1,1.0,1000.0,870.0,1.0,1.0,True,814.9959250203749,700.0,2.3333333333333335
2019,NJ,941532,7271,1000.0,1900.35,137.53266400770184,6180.35,Deal 2,2.0,2000.0,1740.0,1.0,1.0,True,275.0653280154037,1000.0,1.0
2019,NJ,941559,1608,500.0,1319.0,310.9452736318408,1608.0,Deal 1,1.0,1000.0,1082.0,1.0,1.0,True,621.8905472636816,500.0,1.0
2019,NJ,941564,1671,1000.0,1600.0,598.4440454817475,1671.0,Deal 2,2.0,1500.0,1390.0,2.0,1.0,True,897.6660682226212,500.0,0.5
2019,NJ,941568,1189,700.0,451.26,588.7300252312868,1189.0,Deal 1,2.0,800.0,412.0,2.0,1.0,True,672.8343145500421,100.0,0.14285714285714285
2019,NJ,941572,279,100.0,190.84,358.42293906810033,279.0,Deal 1,1.0,150.0,165.0,1.0,1.0,True,537.6344086021505,50.0,0.5
2019,NJ,941575,2393,1000.0,1900.35,417.88549937317174,2034.05,Deal 1,2.0,2000.0,1740.0,1.0,1.0,True,835.7709987463435,1000.0,1.0
2019,NJ,941586,2561,1000.0,2218.0,390.4724716907458,2561.0,Deal 1,1.0,2000.0,2050.0,1.0,1.0,True,780.9449433814916,1000.0,1.0
2019,NJ,941611,2374,1000.0,1900.35,421.22999157540016,2374.0,Deal 3,2.0,2000.0,1740.0,1.0,1.0,True,842.4599831508003,1000.0,1.0
2019,NJ,941617,384,100.0,201.9,260.4166666666667,384.0,Deal 1,1.0,150.0,165.0,1.0,1.0,True,390.625,50.0,0.5
2019,NJ,941636,316,100.0,173.9,316.45569620253167,316.0,Deal 1,1.0,250.0,125.0,1.0,1.0,True,791.1392405063291,150.0,1.5
