funding_year,state_code,district_id,num_students,old_total_bw,old_total_cost,old_bw_per_student,projected_bw_fy2018,deal,total_circuits,new_total_bw,new_total_cost,total_li,bw_rank,best_deal,new_bw_per_student,total_bw_change,total_bw_percent_change
2019,IL,901122,6813,2000.0,2574.34,293.5564362248642,5791.05,Deal 1,2.0,4000.0,2400.0,1.0,1.0,True,587.1128724497285,2000.0,1.0
2019,IL,901124,1069,800.0,1248.38,748.3629560336764,1069.0,Deal 2,1.0,1000.0,1240.0,1.0,1.0,True,935.4536950420954,200.0,0.25
2019,IL,901129,361,150.0,1157.37,415.5124653739612,361.0,Deal 1,1.0,250.0,1014.0,1.0,1.0,True,692.5207756232687,100.0,0.6666666666666666
2019,IL,901135,1561,301.0,719.01,192.8251121076233,1561.0,Deal 1,1.0,400.0,575.0,1.0,1.0,True,256.24599615631007,99.0,0.3289036544850498
2019,IL,901141,725,400.0,1500.0,551.7241379310345,725.0,Deal 1,1.0,500.0,1350.0,1.0,1.0,True,689.6551724137931,100.0,0.25
2019,IL,901149,1388,300.0,1400.0,216.13832853025937,1388.0,Deal 2,1.0,500.0,1350.0,1.0,1.0,True,360.2305475504323,200.0,0.6666666666666666
2019,IL,901162,3996,1000.0,3162.5,250.25025025025025,3396.6,Deal 1,1.0,2000.0,2996.0,1.0,1.0,True,500.5005005005005,1000.0,1.0
2019,IL,901166,4224,590.0,950.0,139.6780303030303,3590.4,Deal 1,2.0,1100.0,789.0,2.0,1.0,True,260.4166666666667,510.0,0.864406779661017
2019,IL,901173,2614,1050.0,2355.95,401.68324407039023,2614.0,Deal 1,5.0,1200.0,1719.0,2.0,1.0,True,459.0665646518745,150.0,0.14285714285714285
2019,IL,901175,1729,500.0,1283.33333333333,289.1844997108155,1729.0,Deal 3,5.0,1300.0,1269.0,2.0,1.0,True,751.8796992481203,800.0,1.6
2019,IL,901179,222,100.0,350.0,450.45045045045043,222.0,Deal 1,1.0,155.0,350.0,1.0,1.0,True,698.1981981981982,55.0,0.55
2019,IL,901186,4868,1000.0,1500.0,205.42317173377157,4137.8,Deal 1,2.0,2100.0,1464.0,2.0,1.0,True,431.3886606409203,1100.0,1.1
2019,IL,901194,6156,1000.0,2588.98,162.44314489928524,5232.6,Deal 1,1.0,2000.0,2286.0,1.0,1.0,True,324.8862897985705,1000.0,1.0
2019,IL,901239,2861,150.0,1836.45,52.429220552254456,2431.85,Deal 5,9.0,2000.0,1832.0,3.0,1.0,True,699.0562740300594,1850.0,12.333333333333334
2019,IL,901250,3720,2000.0,2165.0,537.6344086021505,3162.0,Deal 1,3.0,3100.0,1989.0,3.0,1.0,True,833.3333333333334,1100.0,0.55
2019,IL,901260,9575,3000.0,4050.0,313.3159268929504,8138.75,Deal 1,3.0,6100.0,3839.0,3.0,1.0,True,637.0757180156658,3100.0,1.0333333333333334
2019,IL,901267,953,200.0,1050.0,209.8635886673662,953.0,Deal 2,1.0,590.0,950.0,1.0,1.0,True,619.0975865687303,390.0,1.95
2019,IL,901281,11486,1000.0,4604.0,87.06251088281385,8040.2,Deal 1,3.0,7100.0,4514.0,3.0,1.0,True,618.1438272679784,6100.0,6.1
2019,IL,901283,447,200.0,1000.0,447.42729306487695,447.0,Deal 1,2.0,405.0,950.0,2.0,1.0,True,906.0402684563759,205.0,1.025
2019,IL,901287,1508,500.0,1980.0,331.56498673740055,1508.0,Deal 1,2.0,1100.0,1888.0,2.0,1.0,True,729.4429708222812,600.0,1.2
2019,IL,901303,207,75.0,132.9,362.3188405797101,207.0,Deal 1,1.0,100.0,100.0,1.0,1.0,True,483.09178743961354,25.0,0.3333333333333333
2019,IL,901306,3132,1000.0,2333.0,319.28480204342276,2662.2,Deal 1,1.0,2000.0,2286.0,1.0,1.0,True,638.5696040868455,1000.0,1.0
2019,IL,901332,781,448.0,864.64,573.6235595390525,781.0,Deal 1,1.0,500.0,799.0,1.0,1.0,True,640.2048655569782,52.0,0.11607142857142858
2019,IL,901349,6974,1000.0,3049.31,143.38973329509608,6974.0,Deal 1,1.0,4000.0,2999.0,1.0,1.0,True,573.5589331803843,3000.0,3.0
2019,IL,901367,2495,1000.0,2473.4,400.80160320641284,2120.75,Deal 1,1.0,2000.0,2286.0,1.0,1.0,True,801.6032064128257,1000.0,1.0
2019,IL,901368,3981,500.0,1900.0,125.59658377292138,3981.0,Deal 1,2.0,1100.0,1888.0,2.0,1.0,True,276.312484300427,600.0,1.2
2019,IL,901370,1950,400.0,1632.0,205.12820512820514,1950.0,Deal 2,2.0,1100.0,1510.0,2.0,1.0,True,564.1025641025641,700.0,1.75
2019,IL,901377,3070,500.0,1136.38,162.86644951140065,3070.0,Deal 2,1.0,1000.0,1000.0,1.0,1.0,True,325.7328990228013,500.0,1.0
2019,IL,901389,4044,650.0,3300.0,160.73194856577646,3437.4,Deal 3,2.0,2050.0,3295.0,2.0,1.0,True,506.9238377843719,1400.0,2.1538461538461537
2019,IL,901390,593,200.0,1000.0,337.2681281618887,593.0,Deal 1,2.0,405.0,950.0,2.0,1.0,True,682.9679595278246,205.0,1.025
2019,IL,901393,1200,500.0,2125.0,416.6666666666667,1200.0,Deal 2,2.0,1125.0,2070.0,2.0,1.0,True,937.5,625.0,1.25
2019,IL,901412,1187,500.0,849.95,421.22999157540016,1187.0,Deal 3,2.0,1150.0,790.0,2.0,1.0,True,968.8289806234204,650.0,1.3
2019,IL,901423,1203,500.0,2169.41,415.6275976724855,1203.0,Deal 1,2.0,1100.0,1888.0,2.0,1.0,True,914.380714879468,600.0,1.2
2019,IL,901424,423,200.0,750.0,472.8132387706856,423.0,Deal 1,1.0,250.0,600.0,1.0,1.0,True,591.016548463357,50.0,0.25
2019,IL,901435,282,50.0,226.9,177.3049645390071,282.0,Deal 1,1.0,200.0,220.0,1.0,1.0,True,709.2198581560284,150.0,3.0
2019,IL,901460,391,100.0,750.0,255.7544757033248,391.0,Deal 1,2.0,200.0,540.0,1.0,1.0,True,511.5089514066496,100.0,1.0
2019,IL,901464,2001,500.0,2140.06,249.8750624687656,2001.0,Deal 1,2.0,1100.0,1888.0,2.0,1.0,True,549.7251374312843,600.0,1.2
2019,IL,901476,495,200.0,1000.0,404.04040404040404,495.0,Deal 2,2.0,405.0,950.0,2.0,1.0,True,818.1818181818181,205.0,1.025
2019,IL,901490,1644,200.0,2200.0,121.65450121654501,1397.4,Deal 2,3.0,424.0,2163.0,2.0,1.0,True,257.9075425790754,224.0,1.12
2019,IL,901494,1771,1000.0,1016.2079002079003,564.652738565782,1771.0,Deal 1,2.0,1100.0,789.0,2.0,1.0,True,621.1180124223603,100.0,0.1
2019,IL,901503,6097,2500.0,3500.0,410.0377234705593,5182.45,Deal 1,2.0,5100.0,3314.0,2.0,1.0,True,836.476955879941,2600.0,1.04
2019,IL,901507,581,100.0,850.0,172.1170395869191,581.0,Deal 1,1.0,500.0,800.0,1.0,1.0,True,860.5851979345955,400.0,4.0
2019,IL,901513,2407,1000.0,2099.2,415.45492314083924,2407.0,Deal 1,2.0,1100.0,1888.0,2.0,1.0,True,457.00041545492314,100.0,0.1
2019,IL,901519,5011,1000.0,1500.0,199.56096587507483,4259.35,Deal 1,2.0,2100.0,1464.0,2.0,1.0,True,419.07802833765714,1100.0,1.1
2019,IL,901524,11780,5000.0,4760.0,424.44821731748726,10013.0,Deal 2,3.0,7100.0,4514.0,3.0,1.0,True,602.7164685908319,2100.0,0.42
2019,IL,901530,1988,500.0,1450.0,251.50905432595573,1988.0,Deal 1,1.0,1000.0,1284.0,1.0,1.0,True,503.01810865191146,500.0,1.0
2019,IL,901545,3405,600.0,2499.95,176.21145374449338,2894.25,Deal 3,3.0,1200.0,2435.0,2.0,1.0,True,352.42290748898677,600.0,1.0
2019,IL,901550,784,100.0,1050.0,127.55102040816327,784.0,Deal 2,1.0,250.0,1014.0,1.0,1.0,True,318.8775510204082,150.0,1.5
2019,IL,901554,1136,700.0,1650.0,616.1971830985915,1136.0,Deal 1,1.0,1000.0,1284.0,1.0,1.0,True,880.2816901408451,300.0,0.42857142857142855
2019,IL,901558,419,100.0,750.0,238.6634844868735,419.0,Deal 1,1.0,250.0,600.0,1.0,1.0,True,596.6587112171837,150.0,1.5
2019,IL,901560,26684,10100.0,6790.0,378.50397241792837,18678.8,Deal 2,2.0,11000.0,6574.0,2.0,1.0,True,412.23204916804076,900.0,0.0891089108910891
2019,IL,901572,676,200.0,613.12,295.85798816568047,676.0,Deal 1,1.0,400.0,575.0,1.0,1.0,True,591.7159763313609,200.0,1.0
2019,IL,901578,4028,1000.0,1758.88,248.26216484607747,4028.0,Deal 2,2.0,3000.0,1725.0,2.0,1.0,True,744.7864945382323,2000.0,2.0
2019,IL,901580,505,150.0,725.0,297.029702970297,505.0,Deal 1,3.0,375.0,660.0,2.0,1.0,True,742.5742574257425,225.0,1.5
2019,IL,901589,6183,2000.0,2996.28,323.46757237586934,5255.55,Deal 2,2.0,3100.0,2864.0,2.0,1.0,True,501.37473718259747,1100.0,0.55
2019,IL,901594,787,160.0,710.0,203.30368487928843,787.0,Deal 1,2.0,200.0,540.0,1.0,1.0,True,254.12960609911056,40.0,0.25
2019,IL,901607,701,150.0,1169.03,213.98002853067047,701.0,Deal 1,1.0,250.0,1014.0,1.0,1.0,True,356.6333808844508,100.0,0.6666666666666666
2019,IL,901624,659,120.0,1200.0,182.09408194233689,659.0,Deal 1,1.0,250.0,1014.0,1.0,1.0,True,379.3626707132018,130.0,1.0833333333333333
2019,IL,901626,1131,425.0,1221.7,375.7736516357206,1131.0,Deal 1,2.0,500.0,1000.0,1.0,1.0,True,442.0866489832007,75.0,0.17647058823529413
2019,IL,901628,24877,10000.0,5798.0,401.977730433734,17413.9,Deal 2,2.0,11000.0,5725.0,2.0,1.0,True,442.1755034771074,1000.0,0.1
2019,IL,901629,1533,300.0,1450.0,195.69471624266146,1533.0,Deal 1,4.0,950.0,1449.0,3.0,1.0,True,619.699934768428,650.0,2.1666666666666665
2019,IL,901655,681,200.0,1000.0,293.68575624082234,681.0,Deal 1,2.0,405.0,950.0,2.0,1.0,True,594.7136563876652,205.0,1.025
2019,IL,901658,1184,300.0,2327.5,253.3783783783784,1184.0,Deal 2,3.0,850.0,2268.0,3.0,1.0,True,717.9054054054054,550.0,1.8333333333333333
2019,IL,901668,811,100.0,1016.66,123.30456226880395,811.0,Deal 1,3.0,600.0,828.0,1.0,1.0,True,739.8273736128236,500.0,5.0
2019,IL,901678,1226,250.0,1000.0,203.9151712887439,1226.0,Deal 3,2.0,640.0,1000.0,2.0,1.0,True,522.0228384991843,390.0,1.56
2019,IL,901701,348,100.0,750.0,287.35632183908046,348.0,Deal 1,1.0,300.0,600.0,1.0,1.0,True,862.0689655172414,200.0,2.0
2019,IL,901708,1098,200.0,1900.0,182.14936247723134,1098.0,Deal 2,2.0,600.0,1800.0,1.0,1.0,True,546.448087431694,400.0,2.0
2019,IL,901714,3753,1000.0,2499.999999999997,266.4535038635758,3190.05,Deal 2,2.0,2000.0,2200.0,1.0,1.0,True,532.9070077271516,1000.0,1.0
2019,IL,901716,315,150.0,286.85,476.1904761904762,315.0,Deal 1,1.0,300.0,247.0,1.0,1.0,True,952.3809523809524,150.0,1.0
2019,IL,901744,1668,250.0,1000.0,149.8800959232614,1668.0,Deal 1,1.0,1000.0,1000.0,1.0,1.0,True,599.5203836930456,750.0,3.0
2019,IL,901745,703,300.0,1400.0,426.7425320056899,703.0,Deal 2,1.0,500.0,1350.0,1.0,1.0,True,711.2375533428165,200.0,0.6666666666666666
2019,IL,901746,4025,1000.0,2050.0,248.4472049689441,3421.25,Deal 1,4.0,1300.0,2050.0,2.0,1.0,True,322.98136645962734,300.0,0.3
2019,IL,901749,1465,300.0,1750.0,204.77815699658703,1465.0,Deal 4,2.0,1100.0,1510.0,2.0,1.0,True,750.8532423208192,800.0,2.6666666666666665
2019,IL,901752,436,55.0,500.0,126.14678899082568,436.0,Deal 1,1.0,155.0,350.0,1.0,1.0,True,355.5045871559633,100.0,1.8181818181818181
2019,IL,901758,662,100.0,1545.0,151.05740181268882,662.0,Deal 1,1.0,300.0,900.0,1.0,1.0,True,453.17220543806644,200.0,2.0
2019,IL,901764,2035,500.0,2094.21,245.7002457002457,2035.0,Deal 1,2.0,1100.0,1888.0,2.0,1.0,True,540.5405405405405,600.0,1.2
2019,IL,901790,1318,250.0,2119.95,189.6813353566009,1318.0,Deal 1,1.0,400.0,2003.0,1.0,1.0,True,303.49013657056145,150.0,0.6
2019,IL,901799,2687,500.0,1194.0,186.08113137327874,2687.0,Deal 1,8.0,1000.0,592.0,2.0,1.0,True,372.1622627465575,500.0,1.0
2019,IN,901802,7190,2000.0,4912.022265772767,278.1641168289291,6111.5,Deal 1,5.0,5000.0,4232.0,2.0,1.0,True,695.4102920723227,3000.0,1.5
2019,IL,901807,514,100.0,900.0,194.55252918287937,514.0,Deal 1,2.0,300.0,899.0,2.0,1.0,True,583.6575875486382,200.0,2.0
2019,IL,901816,1818,400.0,1800.0,220.02200220022002,1818.0,Deal 2,2.0,655.0,1700.0,2.0,1.0,True,360.2860286028603,255.0,0.6375
2019,IL,901819,206,100.0,212.9,485.43689320388347,206.0,Deal 1,2.0,200.0,200.0,1.0,1.0,True,970.8737864077669,100.0,1.0
2019,IL,901821,27211,6000.0,4565.0,220.49906287898276,19047.7,Deal 2,3.0,7100.0,4514.0,3.0,1.0,True,260.9238910734629,1100.0,0.18333333333333332
2019,IN,901849,1259,200.0,1700.0,158.85623510722795,1259.0,Deal 1,4.0,800.0,1200.0,1.0,1.0,True,635.4249404289118,600.0,3.0
2019,IL,901853,1557,350.0,1750.0,224.791265253693,1557.0,Deal 3,1.0,1000.0,1675.0,1.0,1.0,True,642.2607578676943,650.0,1.8571428571428572
2019,IL,901860,3663,1000.0,2834.35,273.000273000273,3113.55,Deal 3,1.0,3000.0,2600.0,1.0,1.0,True,819.000819000819,2000.0,2.0
2019,IL,901872,1384,500.0,500.0,361.271676300578,1384.0,Deal 1,1.0,1000.0,336.0,1.0,1.0,True,722.543352601156,500.0,1.0
2019,IL,901900,6593,3000.0,3275.0,455.02806006370395,5604.05,Deal 1,1.0,5000.0,3050.0,1.0,1.0,True,758.3801001061732,2000.0,0.6666666666666666
2019,IL,901904,598,350.0,1600.0,585.2842809364548,598.0,Deal 1,1.0,500.0,1350.0,1.0,1.0,True,836.1204013377926,150.0,0.42857142857142855
2019,IL,901911,6011,3000.0,3549.0,499.0850108135086,5109.35,Deal 1,2.0,5100.0,3314.0,2.0,1.0,True,848.4445183829646,2100.0,0.7
2019,IL,901913,950,200.0,1995.0,210.52631578947367,950.0,Deal 1,2.0,700.0,1650.0,1.0,1.0,True,736.8421052631579,500.0,2.5
2019,IN,901958,3107,1000.0,2550.0,321.853878339234,3107.0,Deal 3,4.0,2600.0,2455.0,2.0,1.0,True,836.8200836820083,1600.0,1.6
2019,IN,901960,1708,300.0,2600.0,175.6440281030445,1708.0,Deal 2,4.0,1600.0,2562.0,2.0,1.0,True,936.768149882904,1300.0,4.333333333333333
2019,IN,901966,1159,600.0,1879.95,517.6876617773943,1159.0,Deal 2,2.0,700.0,1870.0,2.0,1.0,True,603.9689387402933,100.0,0.16666666666666666
2019,IN,901987,1545,1000.0,2800.0,647.2491909385113,1545.0,Deal 1,3.0,1400.0,2600.0,2.0,1.0,True,906.1488673139158,400.0,0.4
2019,IN,901988,6571,2000.0,4161.63,304.36767615279257,5585.35,Deal 1,4.0,2600.0,4050.0,2.0,1.0,True,395.67797899863035,600.0,0.3
2019,IN,902001,2425,750.0,2350.0,309.2783505154639,2425.0,Deal 1,1.0,2000.0,2120.0,1.0,1.0,True,824.7422680412371,1250.0,1.6666666666666667
2019,IN,902005,2463,750.0,1918.0,304.50669914738125,2463.0,Deal 3,3.0,1400.0,1874.0,2.0,1.0,True,568.4125050751117,650.0,0.8666666666666667
2019,IN,902009,2622,1000.0,2900.0,381.38825324180016,2622.0,Deal 2,5.0,1800.0,2862.0,2.0,1.0,True,686.4988558352403,800.0,0.8
2019,IN,902021,1230,300.0,1978.0,243.90243902439025,1230.0,Deal 1,1.0,1000.0,1184.0,1.0,1.0,True,813.0081300813008,700.0,2.3333333333333335
2019,IN,902024,1501,1000.0,2200.0,666.2225183211193,1501.0,Deal 2,2.0,1200.0,1962.0,2.0,1.0,True,799.4670219853431,200.0,0.2
2019,IN,902029,1657,500.0,1800.0,301.75015087507546,1657.0,Deal 3,3.0,1400.0,1784.0,2.0,1.0,True,844.9004224502112,900.0,1.8
2019,IN,902037,3193,1001.5,2567.99,313.6548700281867,3193.0,Deal 1,2.0,1200.0,2300.0,2.0,1.0,True,375.8221108675227,198.5,0.1982026959560659
2019,IN,902038,5004,2000.0,3038.04,399.68025579536373,4253.4,Deal 3,4.0,2600.0,3020.0,2.0,1.0,True,519.5843325339728,600.0,0.3
2019,IN,902039,2484,500.0,1700.0,201.28824476650564,2484.0,Deal 1,4.0,800.0,1200.0,1.0,1.0,True,322.061191626409,300.0,0.6
2019,IN,902042,908,200.0,1300.0,220.26431718061673,908.0,Deal 1,4.0,800.0,1200.0,1.0,1.0,True,881.0572687224669,600.0,3.0
2019,IN,902047,10544,1000.0,2000.0,94.84066767830045,7380.8,Deal 2,2.0,2200.0,1855.0,2.0,1.0,True,208.649468892261,1200.0,1.2
2019,IN,902048,3190,500.0,2625.0,156.73981191222572,3190.0,Deal 1,3.0,1400.0,2600.0,2.0,1.0,True,438.87147335423197,900.0,1.8
2019,IN,902056,2334,1000.0,3400.0,428.4490145672665,2334.0,Deal 1,1.0,2000.0,3150.0,1.0,1.0,True,856.898029134533,1000.0,1.0
2019,IN,902073,1932,1000.0,2900.0,517.5983436853002,1932.0,Deal 1,4.0,1600.0,2900.0,2.0,1.0,True,828.1573498964804,600.0,0.6
2019,IN,902083,2028,500.0,1383.0,246.5483234714004,2028.0,Deal 1,4.0,800.0,1200.0,1.0,1.0,True,394.47731755424064,300.0,0.6
2019,IN,902110,4452,800.0,2800.0,179.69451931716083,3784.2,Deal 2,4.0,1600.0,2562.0,2.0,1.0,True,359.38903863432165,800.0,1.0
2019,IN,902111,2534,1000.0,2900.0,394.6329913180742,2534.0,Deal 1,4.0,1600.0,2900.0,2.0,1.0,True,631.4127861089187,600.0,0.6
2019,IN,902129,1324,200.0,2500.0,151.05740181268882,1324.0,Deal 1,2.0,1200.0,2300.0,2.0,1.0,True,906.3444108761329,1000.0,5.0
2019,IN,902140,1889,1000.0,1910.0,529.3806246691371,1889.0,Deal 5,3.0,1400.0,1784.0,2.0,1.0,True,741.132874536792,400.0,0.4
2019,IN,902146,7350,1000.0,1932.2251534672935,136.05442176870747,6247.5,Deal 3,5.0,2200.0,1900.0,2.0,1.0,True,299.31972789115645,1200.0,1.2
2019,IN,902164,1946,500.0,1100.0,256.9373072970195,1946.0,Deal 1,3.0,600.0,900.0,1.0,1.0,True,308.32476875642345,100.0,0.2
2019,IN,902172,2716,500.0,2214.0,184.0942562592047,2716.0,Deal 1,1.0,1000.0,2000.0,1.0,1.0,True,368.1885125184094,500.0,1.0
2019,IN,902180,1919,1000.0,2375.0,521.1047420531527,1919.0,Deal 2,2.0,1200.0,2250.0,2.0,1.0,True,625.3256904637832,200.0,0.2
2019,IN,902184,4704,2000.0,3050.0,425.1700680272109,3998.4,Deal 3,4.0,2600.0,3020.0,2.0,1.0,True,552.7210884353741,600.0,0.3
2019,IN,902189,1298,500.0,2350.0,385.2080123266564,1298.0,Deal 1,2.0,1200.0,2300.0,2.0,1.0,True,924.4992295839753,700.0,1.4
2019,IN,902193,3120,1000.0,2500.0,320.5128205128205,2652.0,Deal 1,2.0,1200.0,2300.0,2.0,1.0,True,384.61538461538464,200.0,0.2
2019,IN,902198,1680,700.0,2242.24,416.6666666666667,1680.0,Deal 5,4.0,1600.0,2084.0,2.0,1.0,True,952.3809523809524,900.0,1.2857142857142858
2019,IN,902221,2586,1000.0,2400.0,386.69760247486465,2198.1,Deal 1,2.0,1200.0,2300.0,2.0,1.0,True,464.0371229698376,200.0,0.2
2019,IN,902224,3812,1000.0,3600.0,262.3294858342078,3812.0,Deal 1,2.0,2200.0,3450.0,2.0,1.0,True,577.1248688352571,1200.0,1.2
2019,IN,902228,13021,2000.0,3744.0,153.5980339451655,9114.7,Deal 1,2.0,3000.0,3722.0,2.0,1.0,True,230.39705091774826,1000.0,0.5
2019,IN,902245,6261,2000.0,3000.0,319.4377894904967,5321.85,Deal 4,2.0,3200.0,2932.0,2.0,1.0,True,511.10046318479476,1200.0,0.6
2019,IN,902259,3152,1000.0,2900.0,317.25888324873097,3152.0,Deal 1,4.0,1600.0,2900.0,2.0,1.0,True,507.61421319796955,600.0,0.6
2019,IN,902264,7590,3000.0,3303.64,395.25691699604744,6451.5,Deal 2,1.0,5000.0,3100.0,1.0,1.0,True,658.7615283267457,2000.0,0.6666666666666666
2019,KS,903345,1743,500.0,1790.94,286.8617326448652,1743.0,Deal 1,1.0,1000.0,1600.0,1.0,1.0,True,573.7234652897304,500.0,1.0
2019,KS,903350,1043,300.0,489.95,287.6318312559923,1043.0,Deal 2,1.0,500.0,400.0,1.0,1.0,True,479.3863854266539,200.0,0.6666666666666666
2019,KS,903361,1016,600.0,1895.0,590.5511811023622,1016.0,Deal 1,1.0,1000.0,1600.0,1.0,1.0,True,984.2519685039371,400.0,0.6666666666666666
2019,KS,903430,605,100.0,1194.45,165.28925619834712,605.0,Deal 1,1.0,500.0,1015.0,1.0,1.0,True,826.4462809917355,400.0,4.0
2019,KS,903433,2644,1000.0,1999.0,378.21482602118004,2644.0,Deal 1,2.0,2000.0,1948.0,1.0,1.0,True,756.4296520423601,1000.0,1.0
2019,KS,903446,329,125.0,294.95,379.9392097264438,329.0,Deal 2,1.0,250.0,250.0,1.0,1.0,True,759.8784194528876,125.0,1.0
2019,KS,903451,165,75.0,640.0,454.54545454545456,165.0,Deal 1,1.0,100.0,590.0,1.0,1.0,True,606.060606060606,25.0,0.3333333333333333
2019,KS,903467,461,100.0,1099.0,216.91973969631238,461.0,Deal 1,1.0,200.0,1099.0,1.0,1.0,True,433.83947939262475,100.0,1.0
2019,KS,903512,2798,1000.0,700.0,357.39814152966403,2378.3,Deal 1,3.0,2020.0,680.0,2.0,1.0,True,721.9442458899214,1020.0,1.02
2019,KS,903524,3165,1000.0,1747.24,315.955766192733,2690.25,Deal 1,2.0,1300.0,1710.0,2.0,1.0,True,410.7424960505529,300.0,0.3
2019,KS,903556,262,100.0,229.95,381.6793893129771,262.0,Deal 1,2.0,120.0,215.0,2.0,1.0,True,458.01526717557255,20.0,0.2
2019,KS,903625,3100,1000.0,2374.66,322.5806451612903,2635.0,Deal 3,2.0,2000.0,2232.0,1.0,1.0,True,645.1612903225806,1000.0,1.0
2019,KS,903626,345,100.0,234.95,289.8550724637681,345.0,Deal 1,2.0,120.0,215.0,2.0,1.0,True,347.82608695652175,20.0,0.2
2019,KS,903633,232,100.0,800.0,431.0344827586207,232.0,Deal 1,1.0,200.0,605.0,1.0,1.0,True,862.0689655172414,100.0,1.0
2019,KS,903635,1858,500.0,1749.0,269.1065662002153,1579.3,Deal 1,1.0,1000.0,1600.0,1.0,1.0,True,538.2131324004306,500.0,1.0
2019,KS,903642,1622,500.0,2450.0,308.26140567200986,1622.0,Deal 1,1.0,1000.0,1662.0,1.0,1.0,True,616.5228113440197,500.0,1.0
2019,KS,903646,307,100.0,2475.07,325.7328990228013,307.0,Deal 1,1.0,200.0,2450.0,1.0,1.0,True,651.4657980456026,100.0,1.0
2019,KS,903655,218,100.0,400.0,458.7155963302752,218.0,Deal 1,1.0,200.0,400.0,1.0,1.0,True,917.4311926605504,100.0,1.0
2019,KS,903657,3647,1100.0,3043.99,301.6177680285166,3099.95,Deal 1,1.0,2000.0,2664.0,1.0,1.0,True,548.3959418700301,900.0,0.8181818181818182
2019,KS,903668,1962,800.0,2039.0,407.7471967380224,1962.0,Deal 1,1.0,1000.0,1662.0,1.0,1.0,True,509.683995922528,200.0,0.25
2019,KS,903670,1876,1000.0,1854.0,533.0490405117271,1594.6,Deal 2,4.0,1200.0,1656.0,1.0,1.0,True,639.6588486140724,200.0,0.2
2019,KS,903688,2134,1000.0,2200.0,468.6035613870665,1813.9,Deal 2,2.0,1500.0,1798.0,2.0,1.0,True,702.9053420805998,500.0,0.5
2019,LA,909658,3589,1000.0,3495.0,278.6291446085261,3050.65,Deal 1,1.0,2000.0,2990.0,1.0,1.0,True,557.2582892170522,1000.0,1.0
2019,LA,909707,5952,2000.0,4299.0,336.02150537634407,5059.2,Deal 1,1.0,3000.0,3899.0,1.0,1.0,True,504.03225806451616,1000.0,0.5
2019,LA,909729,5903,1000.0,3999.0,169.4053870913095,5017.55,Deal 1,1.0,3000.0,3899.0,1.0,1.0,True,508.2161612739285,2000.0,2.0
2019,LA,909733,29602,10000.0,6500.0,337.81501249915544,20721.4,Deal 2,2.0,10500.0,6350.0,2.0,1.0,True,354.7057631241132,500.0,0.05
2019,LA,909751,9319,2000.0,2254.55,214.61530207103766,7921.15,Deal 1,3.0,4500.0,2063.0,2.0,1.0,True,482.8844296598347,2500.0,1.25
2019,LA,909757,13886,2000.0,4999.0,144.02995823131212,9720.2,Deal 1,1.0,3000.0,3899.0,1.0,1.0,True,216.04493734696817,1000.0,0.5
2019,LA,909763,17917,2000.0,4619.39,111.62583021711224,12541.9,Deal 2,3.0,7000.0,4274.0,2.0,1.0,True,390.6904057598928,5000.0,2.5
2019,MA,911002,5491,500.0,469.99,91.05809506465124,4667.35,Deal 1,2.0,2000.0,384.0,1.0,1.0,True,364.23238025860496,1500.0,3.0
2019,MA,911009,6009,2000.0,3100.0,332.8340822100183,5107.65,Deal 3,5.0,5075.0,3085.0,3.0,1.0,True,844.5664836079214,3075.0,1.5375
2019,MA,911012,2570,1000.0,489.99,389.10505836575874,2570.0,Deal 1,2.0,2000.0,384.0,1.0,1.0,True,778.2101167315175,1000.0,1.0
2019,MA,911029,584,300.0,483.13,513.6986301369863,584.0,Deal 1,1.0,500.0,458.0,1.0,1.0,True,856.1643835616438,200.0,0.6666666666666666
2019,MA,911041,5809,1000.0,1500.0,172.14666896195558,4937.65,Deal 3,7.0,4225.0,1368.0,2.0,1.0,True,727.3196763642624,3225.0,3.225
2019,MA,911082,3499,475.0,1024.2,135.75307230637324,2974.15,Deal 1,4.0,1600.0,1021.0,3.0,1.0,True,457.2735067162046,1125.0,2.3684210526315788
2019,MA,911085,2302,300.0,1400.0,130.32145960034754,2302.0,Deal 1,1.0,500.0,1170.0,1.0,1.0,True,217.2024326672459,200.0,0.6666666666666666
2019,MA,911104,2754,1390.0,1853.14,504.720406681191,2754.0,Deal 1,1.0,2000.0,1534.0,1.0,1.0,True,726.2164124909223,610.0,0.43884892086330934
2019,MA,911105,611,100.0,947.8,163.66612111292963,611.0,Deal 1,1.0,500.0,810.0,1.0,1.0,True,818.3306055646481,400.0,4.0
2019,MA,911114,3189,1000.0,2233.5,313.5779241141424,2710.65,Deal 2,1.0,2000.0,2000.0,1.0,1.0,True,627.1558482282848,1000.0,1.0
2019,MA,911124,592,200.0,1275.0,337.8378378378378,592.0,Deal 1,1.0,500.0,840.0,1.0,1.0,True,844.5945945945946,300.0,1.5
2019,MA,911137,4317,1100.0,346.89,254.80657864257586,3669.45,Deal 1,2.0,1150.0,327.0,2.0,1.0,True,266.38869585360203,50.0,0.045454545454545456
2019,MA,911142,1073,940.0,718.13,876.0484622553588,1073.0,Deal 1,1.0,1000.0,637.0,1.0,1.0,True,931.9664492078285,60.0,0.06382978723404255
2019,MA,911146,1778,1000.0,359.99,562.429696287964,1778.0,Deal 1,2.0,1300.0,348.0,2.0,1.0,True,731.1586051743532,300.0,0.3
