state,circuit_size,year,avg_decr,mrc,perc_decr_yoy,perc_decr
AK,$_mbps,2015,0.047892897901757,725.1245,,
national,$_mbps,2015,0.3377735078462348,11.319854545454545,,
AK,100,2015,0.11954485799446947,4735.555,,
AK,1000,2015,0.34573462664731236,20625.0,,
AK,200,2015,14.115384615384615,,,
AK,50,2015,0.5853216374269006,8550.0,,
AK,500,2015,0.04119313810516302,7760.0,,
national,100,2015,0.1593413837863709,1725.965,,
national,1000,2015,0.14832596859351976,3889.885,,
national,10000,2015,0.12831735084567314,10192.0,,
national,200,2015,0.1680576232741774,2612.5,,
national,50,2015,0.14467198380460838,1250.0,,
national,500,2015,0.1280280833243207,3171.375,,
national,aggregate,2015,0.057296392028190465,2300.0,,
AK,$_mbps,2016,0.047892897901757,743.0636363636364,0.024739388013556855,
national,$_mbps,2016,0.3377735078462348,7.0,-0.38161749588815785,
AK,100,2016,0.11954485799446947,7000.0,0.4781794319778779,
AK,1000,2016,0.34573462664731236,13823.0,-0.3297939393939394,
AK,200,2016,14.115384615384615,,,
AK,50,2016,0.5853216374269006,18559.0,1.1706432748538012,
AK,500,2016,0.04119313810516302,8250.0,0.06314432989690721,
national,100,2016,0.1593413837863709,1510.0,-0.1251271028091531,
national,1000,2016,0.14832596859351976,3427.24,-0.11893539269155783,
national,10000,2016,0.12831735084567314,8972.95,-0.1196085164835164,
national,200,2016,0.1680576232741774,2083.33333333333,-0.20255183413078284,
national,50,2016,0.14467198380460838,1200.0,-0.04,
national,500,2016,0.1280280833243207,3159.015,-0.003897363131134012,
national,aggregate,2016,0.057296392028190465,2414.0,0.049565217391304345,
AK,$_mbps,2017,0.047892897901757,846.0906209573092,0.1386516302935513,
national,$_mbps,2017,0.3377735078462348,4.5568583333333335,-0.3490202380952381,
AK,100,2017,0.11954485799446947,7000.0,0.0,
AK,1000,2017,0.34573462664731236,9423.0,-0.3183100629385806,
AK,200,2017,14.115384615384615,,,
AK,50,2017,0.5853216374269006,,,
AK,500,2017,0.04119313810516302,5025.0,-0.39090909090909093,
national,100,2017,0.1593413837863709,1295.0,-0.1423841059602649,
national,1000,2017,0.14832596859351976,3041.68,-0.11249868699011449,
national,10000,2017,0.12831735084567314,8411.666666666664,-0.06255282079286482,
national,200,2017,0.1680576232741774,1766.0,-0.15231999999999857,
national,50,2017,0.14467198380460838,897.0,-0.2525,
national,500,2017,0.1280280833243207,2650.0,-0.16113092213870459,
national,aggregate,2017,0.057296392028190465,2263.42,-0.06237779618889806,
AK,$_mbps,2018,0.047892897901757,595.9833333333333,-0.2956034276103805,
national,$_mbps,2018,0.3377735078462348,3.123421198343534,-0.3145669735888504,
AK,100,2018,0.11954485799446947,7000.0,0.0,
AK,1000,2018,0.34573462664731236,5519.0,-0.4143054229014114,
AK,200,2018,14.115384615384615,325.0,,
AK,50,2018,0.5853216374269006,30797.5,,
AK,500,2018,0.04119313810516302,5025.0,0.0,
national,100,2018,0.1593413837863709,1035.0,-0.20077220077220076,
national,1000,2018,0.14832596859351976,2500.0,-0.1780857946924068,
national,10000,2018,0.12831735084567314,7262.5,-0.13661581137309267,
national,200,2018,0.1680576232741774,1490.17,-0.1561891279728199,
national,50,2018,0.14467198380460838,844.45,-0.05858416945373462,
national,500,2018,0.1280280833243207,2200.0,-0.16981132075471697,
national,aggregate,2018,0.057296392028190465,1999.0,-0.11682321442772445,
AK,$_mbps,2019,0.047892897901757,560.60625,-0.05935918230375564,
national,$_mbps,2019,0.3377735078462348,2.168,-0.3058893238126927,
AK,100,2019,0.11954485799446947,7000.0,0.0,
AK,1000,2019,0.34573462664731236,3750.0,-0.320529081355318,
AK,200,2019,14.115384615384615,4912.5,14.115384615384615,
AK,50,2019,0.5853216374269006,30797.5,0.0,
AK,500,2019,0.04119313810516302,7500.0,0.4925373134328358,
national,100,2019,0.1593413837863709,860.0,-0.16908212560386474,
national,1000,2019,0.14832596859351976,2040.54,-0.183784,
national,10000,2019,0.12831735084567314,5850.0,-0.1944922547332186,
national,200,2019,0.1680576232741774,1250.0,-0.1611695309931082,
national,50,2019,0.14467198380460838,652.25,-0.22760376576469896,
national,500,2019,0.1280280833243207,1810.0,-0.17727272727272728,
national,aggregate,2019,0.057296392028190465,1800.0,-0.09954977488744372,
AK,$_mbps,2020,0.047892897901757,551.3638577003148,0.047892897901757,-0.016486423937808768
national,$_mbps,2020,0.3377735078462348,1.7036782777895123,0.3377735078462348,-0.21417053607494826
AK,100,2020,0.11954485799446947,6163.185994038714,0.11954485799446947,-0.11954485799446944
AK,1000,2020,0.34573462664731236,2453.4951500725783,0.34573462664731236,-0.34573462664731247
AK,200,2020,14.115384615384615,-64429.32692307692,14.115384615384615,-14.115384615384615
AK,50,2020,0.5853216374269006,12771.05687134503,0.5853216374269006,-0.5853216374269006
AK,500,2020,0.04119313810516302,7191.051464211278,0.04119313810516302,-0.041193138105162994
national,100,2020,0.1593413837863709,722.966409943721,0.1593413837863709,-0.1593413837863709
national,1000,2020,0.14832596859351976,1737.874928046179,0.14832596859351976,-0.1483259685935198
national,10000,2020,0.12831735084567314,5099.343497552813,0.12831735084567314,-0.12831735084567306
national,200,2020,0.1680576232741774,1039.9279709072782,0.1680576232741774,-0.16805762327417742
national,50,2020,0.14467198380460838,557.8876985634441,0.14467198380460838,-0.14467198380460847
national,500,2020,0.1280280833243207,1578.2691691829796,0.1280280833243207,-0.12802808332432067
national,aggregate,2020,0.057296392028190465,1696.8664943492572,0.057296392028190465,-0.05729639202819044
AK,$_mbps,2021,0.047892897901757,503.77066546835704,0.047892897901757,-0.10138235977862002
national,$_mbps,2021,0.3377735078462348,1.4070672195409197,0.3377735078462348,-0.35098375482429905
AK,100,2021,0.11954485799446947,5426.408799587853,0.11954485799446947,-0.22479874291602106
AK,1000,2021,0.34573462664731236,1605.2369203812439,0.34573462664731236,-0.5719368212316682
AK,200,2021,14.115384615384615,845015.4031065089,14.115384615384615,171.01331360946745
AK,50,2021,0.5853216374269006,5295.880951737287,0.5853216374269006,-0.8280418556136931
AK,500,2021,0.04119313810516302,6894.8294881246875,0.04119313810516302,-0.080689401583375
national,100,2021,0.1593413837863709,607.7679417522238,0.1593413837863709,-0.29329309098578626
national,1000,2021,0.14832596859351976,1480.1029460493362,0.14832596859351976,-0.2746513442278337
national,10000,2021,0.12831735084567314,4445.009248894727,0.12831735084567314,-0.2401693591632946
national,200,2021,0.1680576232741774,865.1601477402631,0.1680576232741774,-0.30787188180778946
national,50,2021,0.14467198380460838,477.1769784720833,0.14467198380460838,-0.26841398471125594
national,500,2021,0.1280280833243207,1376.2063924826148,0.1280280833243207,-0.23966497652894211
national,aggregate,2021,0.057296392028190465,1599.6421664695208,0.057296392028190465,-0.11130990751693288
AK,$_mbps,2022,0.047892897901757,456.18179187964415,0.047892897901757,-0.1862705920962456
national,$_mbps,2022,0.3377735078462348,1.233033100660315,0.3377735078462348,-0.43125779489837873
AK,100,2022,0.11954485799446947,4777.709530221184,0.11954485799446947,-0.31747006711125947
AK,1000,2022,0.34573462664731236,1050.250933032753,0.34573462664731236,-0.7199330845245993
AK,200,2022,14.115384615384615,-11082702.017666135,14.115384615384615,-2257.0207669549386
AK,50,2022,0.5853216374269006,2196.0872414484857,0.5853216374269006,-0.9286926782547777
AK,500,2022,0.04119313810516302,6610.809824808817,0.04119313810516302,-0.11855869002549103
national,100,2022,0.1593413837863709,510.92535689243,0.1593413837863709,-0.40590074779950003
national,1000,2022,0.14832596859351976,1260.5652429584463,0.14832596859351976,-0.38223938616324776
national,10000,2022,0.12831735084567314,3874.63743759204,0.12831735084567314,-0.33766881408683075
national,200,2022,0.1680576232741774,719.7633895594984,0.1680576232741774,-0.42418928835240133
national,50,2022,0.14467198380460838,408.1428383706381,0.14467198380460838,-0.37425398486678707
national,500,2022,0.1280280833243207,1200.0133257943878,0.1280280833243207,-0.337009212268294
national,aggregate,2022,0.057296392028190465,1507.9884417946591,0.057296392028190465,-0.16222864344741159
AK,$_mbps,2023,0.047892897901757,408.5972365420894,0.047892897901757,-0.2711511215900833
national,$_mbps,2023,0.3377735078462348,1.1309200010564422,0.3377735078462348,-0.478357933092047
AK,100,2023,0.11954485799446947,4206.558922892069,0.11954485799446947,-0.39906301101541874
AK,1000,2023,0.34573462664731236,687.1428188146826,0.34573462664731236,-0.8167619149827512
AK,200,2023,14.115384615384615,145353899.53939047,14.115384615384615,29587.580058909003
AK,50,2023,0.5853216374269006,910.669861351533,0.5853216374269006,-0.970430396579218
AK,500,2023,0.04119313810516302,6338.489822708499,0.04119313810516302,-0.15486802363886684
national,100,2023,0.1593413837863709,429.5138035136448,0.1593413837863709,-0.5005653447515758
national,1000,2023,0.14832596859351976,1073.5906823213093,0.14832596859351976,-0.4738693275695114
national,10000,2023,0.12831735084567314,3377.454226112762,0.12831735084567314,-0.4226573972456817
national,200,2023,0.1680576232741774,598.8016649903632,0.1680576232741774,-0.5209586680077094
national,50,2023,0.14467198380460838,349.0960042679143,0.14467198380460838,-0.46478190223393745
national,500,2023,0.1280280833243207,1046.3779197292888,0.1280280833243207,-0.42189065208326587
national,aggregate,2023,0.057296392028190465,1421.5861448596122,0.057296392028190465,-0.21022991952243766
AK,$_mbps,2024,0.047892897901757,361.01699906395515,0.047892897901757,-0.3560239489589081
national,$_mbps,2024,0.3377735078462348,1.0710059728315295,0.3377735078462348,-0.5059935549670067
AK,100,2024,0.11954485799446947,3703.6864338095684,0.11954485799446947,-0.47090193802720454
AK,1000,2024,0.34573462664731236,449.5737528984065,0.34573462664731236,-0.8801136658937583
AK,200,2024,14.115384615384615,-1906372297.8050826,14.115384615384615,-388066.6076956911
AK,50,2024,0.5853216374269006,377.63508694992515,0.5853216374269006,-0.9877381252715342
AK,500,2024,0.04119313810516302,6077.3875360634975,0.04119313810516302,-0.18968166185820035
national,100,2024,0.1593413837863709,361.07447970643324,0.1593413837863709,-0.5801459538297288
national,1000,2024,0.14832596859351976,914.3493044930233,0.14832596859351976,-0.5519081691645235
national,10000,2024,0.12831735084567314,2944.0682472154494,0.12831735084567314,-0.49674047056146164
national,200,2024,0.1680576232741774,498.16848035946254,0.1680576232741774,-0.60146521571243
national,50,2024,0.14467198380460838,298.5915927922131,0.14467198380460838,-0.5422129662058826
national,500,2024,0.1280280833243207,912.412160233458,0.1280280833243207,-0.4959048838489182
national,aggregate,2024,0.057296392028190465,1340.134387801892,0.057296392028190465,-0.25548089566561555
AK,$_mbps,2025,0.047892897901757,313.4410790533875,0.047892897901757,-0.4408890749017024
national,$_mbps,2025,0.3377735078462348,1.0358519055075412,0.3377735078462348,-0.5222085306699533
AK,100,2025,0.11954485799446947,3260.9297650237604,0.11954485799446947,-0.5341528907108913
AK,1000,2025,0.34573462664731236,294.14053928964483,0.34573462664731236,-0.9215625228560946
AK,200,2025,14.115384615384615,25002805905.828197,14.115384615384615,5089628.700931949
AK,50,2025,0.5853216374269006,156.597099506545,0.5853216374269006,-0.9949152658655234
AK,500,2025,0.04119313810516302,5827.040871971837,0.04119313810516302,-0.22306121707042173
national,100,2025,0.1593413837863709,303.5403724600663,0.1593413837863709,-0.6470460785348067
national,1000,2025,0.14832596859351976,778.7275582712845,0.14832596859351976,-0.618371823992039
national,10000,2025,0.12831735084567314,2566.2932090238987,0.12831735084567314,-0.5613174001668549
national,200,2025,0.1680576232741774,414.4474695601425,0.1680576232741774,-0.668442024351886
national,50,2025,0.14467198380460838,255.3937547155858,0.14467198380460838,-0.6084419245449049
national,500,2025,0.1280280833243207,795.5977801569654,0.1280280833243207,-0.560443215382892
national,aggregate,2025,0.057296392028190465,1263.3495225479357,0.057296392028190465,-0.2981391541400357
