,districts,districts_rural_p,districts_town_p,districts_rural_or_town_p,districts_fiber_p,districts_non_fiber_fiber_target,median_bw_student,weighted_avg_bw_student,median_ia_annual_oop_student,weighted_avg_ia_annual_oop_student
0,974,0.83675564681724845996,0.05338809034907597536,0.89014373716632443532,0.89733059548254620123,0.30000000000000000000,2798.0757520399464134,3963.6526904745458313,22.53908379888268156424581,22.9387153994206778775324227050
