,line_item_id,state_code,size,funding_year,li_monthly_cost,bandwidth_received,rec_cost_per_meg,service_provider_id,state_network,parent_name,cost_tier,num_lines
1630,513470,TX,Tiny,2016,1700.00,25,68.0000000000000000,52045,False,Education Service Center Region 17,Low,1
1631,513811,TX,Medium,2016,5840.00,2000,2.9200000000000000,54242,False,Level 3 Communications,Low,1
1632,513811,TX,Small,2016,5840.00,2000,2.9200000000000000,54242,False,Level 3 Communications,Low,1
1633,513811,TX,Tiny,2016,5840.00,2000,2.9200000000000000,54242,False,Level 3 Communications,Low,1
1634,516449,CA,Mega,2016,2795.31,500,5.5906200000000000,56895,False,Comcast,Low,1
1635,516940,MA,Small,2016,1560.00,250,6.2400000000000000,55180,False,Crocker Telecommunications,Low,1
1636,517362,WI,Small,2016,594.45,100,5.9445000000000000,53852,True,WiscNet,Low,1
1637,517379,WI,Small,2016,641.67,70,9.1667142857142857,53852,True,WiscNet,Low,1
1638,517442,IA,Small,2016,1682.67,250,6.7306800000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1639,517496,WI,Medium,2016,1150.00,1000,1.1500000000000000,53852,True,WiscNet,Low,1
1640,517497,WI,Small,2016,550.00,85,6.4705882352941176,53852,True,WiscNet,Low,1
1641,518171,WI,Tiny,2016,500.00,30,16.6666666666666667,53852,True,WiscNet,Low,1
1642,518378,CA,Medium,2016,1625.00,1000,1.6250000000000000,57769,False,Alameda County Office of Education,Low,1
1643,518651,WI,Small,2016,500.00,100,5.0000000000000000,53852,True,WiscNet,Low,1
1644,518653,WI,Small,2016,594.45,93,6.3919354838709677,53852,True,WiscNet,Low,1
1645,518654,WI,Small,2016,877.78,1000,0.87778000000000000000,53852,True,WiscNet,Low,1
1646,519124,WI,Small,2016,400.00,196,2.0408163265306122,57532,True,Somerset Telephone,Low,1
1647,519125,WI,Small,2016,547.23,100,5.4723000000000000,53852,True,WiscNet,Low,1
1648,519324,WI,Small,2016,1150.00,1000,1.1500000000000000,53852,True,WiscNet,Low,1
1649,519603,WI,Tiny,2016,547.23,100,5.4723000000000000,53852,True,WiscNet,Low,1
1650,519791,WI,Small,2016,1302.75,1000,1.3027500000000000,53852,True,WiscNet,Low,1
1651,519975,WI,Small,2016,500.00,100,5.0000000000000000,53852,True,WiscNet,Low,1
1652,519992,CA,Large,2016,5903.84,10000,0.59038400000000000000,54389,False,LA County Office of Education LACOE,Low,1
1653,520015,WI,Medium,2016,830.56,200,4.1528000000000000,53852,True,WiscNet,Low,1
1654,520110,WI,Medium,2016,1300.00,1000,1.3000000000000000,53852,True,WiscNet,Low,1
1655,520111,WI,Small,2016,193.75,100,1.9375000000000000,53852,True,WiscNet,Low,1
1656,520153,WI,Large,2016,1800.00,1000,1.8000000000000000,53852,True,WiscNet,Low,1
1657,520417,WI,Small,2016,641.67,200,3.2083500000000000,53852,True,WiscNet,Low,1
1658,520435,WI,Small,2016,641.67,100,6.4167000000000000,53852,True,WiscNet,Low,1
1659,520643,WI,Small,2016,700.00,200,3.5000000000000000,53852,True,WiscNet,Low,1
1660,520801,WI,Small,2016,1050.00,1000,1.0500000000000000,53852,True,WiscNet,Low,1
1661,521204,WI,Small,2016,688.89,600,1.1481500000000000,53852,True,WiscNet,Low,1
1662,521206,WI,Large,2016,1800.00,750,2.4000000000000000,53852,True,WiscNet,Low,1
1663,521642,WI,Small,2016,800.00,300,2.6666666666666667,53852,True,WiscNet,Low,1
1664,521695,WI,Medium,2016,1450.00,10000,0.14500000000000000000,53852,True,WiscNet,Low,1
1665,521823,WI,Small,2016,500.00,48,10.4166666666666667,53852,True,WiscNet,Low,1
1666,522044,WI,Medium,2016,1800.00,1000,1.8000000000000000,53852,True,WiscNet,Low,1
1667,522217,WI,Small,2016,833.34,200,4.1667000000000000,53852,True,WiscNet,Low,1
1668,522594,WI,Small,2016,641.67,100,6.4167000000000000,53852,True,WiscNet,Low,1
1669,522878,WI,Small,2016,700.00,500,1.4000000000000000,53852,True,WiscNet,Low,1
1670,522881,WI,Small,2016,688.89,500,1.3777800000000000,53852,True,WiscNet,Low,1
1671,522884,WI,Medium,2016,877.78,95,9.2397894736842105,53852,True,WiscNet,Low,1
1672,522900,WI,Small,2016,583.46,200,2.9173000000000000,53852,True,WiscNet,Low,1
1673,522996,WI,Medium,2016,850.00,100,8.5000000000000000,55892,True,Central Wisconsin Communications,Low,1
1674,523383,WI,Small,2016,500.00,100,5.0000000000000000,53852,True,WiscNet,Low,1
1675,523384,WI,Small,2016,641.67,100,6.4167000000000000,53852,True,WiscNet,Low,1
1676,523538,WI,Small,2016,750.00,94,7.9787234042553191,53852,True,WiscNet,Low,1
1677,523678,WI,Small,2016,688.89,200,3.4444500000000000,53852,True,WiscNet,Low,1
1678,523931,OH,Small,2016,317.00,1000,0.31700000000000000000,55622,False,Northeast Ohio Management Information Network,Mid,1
1679,524043,WI,Medium,2016,830.56,1000,0.83056000000000000000,53852,True,WiscNet,Low,1
1680,524352,WI,Medium,2016,1166.67,200,5.8333500000000000,53852,True,WiscNet,Low,1
1681,524382,WI,Small,2016,958.34,1000,0.95834000000000000000,53852,True,WiscNet,Low,1
1682,525097,CA,Tiny,2016,498.96,250,1.9958400000000000,53151,False,Tuolumne County Superintendent of Schools,Low,1
1683,525159,CA,Medium,2016,1250.00,1000,1.2500000000000000,56518,False,San Mateo County Office of Education,Low,1
1684,525508,OH,Medium,2016,241.99,500,0.48398000000000000000,56888,False,Metropolitan Dayton Educational Cooperative Association,Mid,1
1685,526634,OH,Small,2016,2246.22,10000,0.22462200000000000000,57770,False,The Northern Buckeye Education Council,Mid,1
1686,526963,OH,Medium,2016,950.01,10000,0.09500100000000000000,57770,False,The Northern Buckeye Education Council,Mid,1
1687,527761,OH,Small,2016,1132.60,200,5.6630000000000000,51112,False,Ohio Mid Eastern Regional Education Service Agency,Mid,1
1688,528146,OH,Small,2016,807.25,500,1.6145000000000000,54989,False,Licking Area Computer Association,Mid,1
1689,528147,OH,Small,2016,807.25,100,8.0725000000000000,54989,False,Licking Area Computer Association,Mid,1
1690,528176,OH,Large,2016,10500.00,4000,2.6250000000000000,55335,False,OARnet,Mid,1
1691,528498,OH,Small,2016,300.00,50,6.0000000000000000,51112,False,Ohio Mid Eastern Regional Education Service Agency,Mid,1
1692,528688,TX,Tiny,2016,550.00,20,27.5000000000000000,57839,False,The University of Texas at Austin,Low,1
1693,529126,OH,Small,2016,300.00,200,1.5000000000000000,51112,False,Ohio Mid Eastern Regional Education Service Agency,Mid,1
1694,529294,TX,Tiny,2016,1700.00,100,17.0000000000000000,57830,False,ESC7Net,Low,1
1695,529343,IA,Small,2016,356.40,60,5.9400000000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1696,529714,OH,Small,2016,300.00,100,3.0000000000000000,51112,False,Ohio Mid Eastern Regional Education Service Agency,Mid,1
1697,530648,CA,Medium,2016,2385.00,1000,2.3850000000000000,56519,False,Fresno County Superintendent of Schools,Low,1
1698,530926,IA,Small,2016,1192.67,200,5.9633500000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1699,530928,IA,Small,2016,784.00,100,7.8400000000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1700,530970,IA,Small,2016,1192.67,200,5.9633500000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1701,531009,IA,Small,2016,1137.00,160,7.1062500000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1702,531126,IA,Small,2016,545.87,9090,0.06005170517051705171,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1703,531149,IA,Small,2016,6729.67,1600,4.2060437500000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1704,531179,CA,Medium,2016,1481.08,100,14.8108000000000000,52017,False,Siskiyou County Office of Education,Low,1
1705,531199,IA,Small,2016,1421.00,250,5.6840000000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1706,531211,IA,Small,2016,487.07,80,6.0883750000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1707,531259,IA,Small,2016,1200.00,200,6.0000000000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1708,531282,IA,Small,2016,1192.67,200,5.9633500000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1709,531287,IA,Small,2016,3740.67,600,6.2344500000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1710,531314,IA,Small,2016,800.67,100,8.0067000000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1711,531325,IA,Small,2016,1372.00,300,4.5733333333333333,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1712,531339,IA,Small,2016,2018.33,300,6.7277666666666667,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1713,531744,IL,Tiny,2016,300.00,100,3.0000000000000000,51747,False,Northern Illinois University,High,1
1714,531778,OH,Small,2016,294.00,200,1.4700000000000000,51112,False,Ohio Mid Eastern Regional Education Service Agency,Mid,1
1715,531868,IL,Small,2016,450.00,50,9.0000000000000000,55580,False,Illinois Century Network,High,1
1716,531898,IL,Small,2016,570.00,100,5.7000000000000000,55580,False,Illinois Century Network,High,1
1717,531999,IL,Small,2016,449.00,50,8.9800000000000000,55580,False,Illinois Century Network,High,1
1718,532073,IL,Medium,2016,683.00,10000,0.06830000000000000000,52953,False,Zayo Group,High,1
1719,532313,CA,Medium,2016,1417.00,100,14.1700000000000000,52436,False,City of San Bruno,Low,1
1720,532335,IL,Small,2016,400.00,100,4.0000000000000000,51747,False,Northern Illinois University,High,1
1721,533210,OH,Small,2016,300.00,250,1.2000000000000000,51112,False,Ohio Mid Eastern Regional Education Service Agency,Mid,1
1722,533258,OH,Small,2016,150.00,200,0.75000000000000000000,51112,False,Ohio Mid Eastern Regional Education Service Agency,Mid,1
1723,533306,OH,Small,2016,1425.00,200,7.1250000000000000,55622,False,Northeast Ohio Management Information Network,Mid,1
1724,533879,IL,Tiny,2016,625.00,100,6.2500000000000000,55580,False,Illinois Century Network,High,1
1725,533961,IL,Small,2016,2500.00,500,5.0000000000000000,55580,False,Illinois Century Network,High,1
1726,534050,IL,Small,2016,600.00,100,6.0000000000000000,55580,False,Illinois Century Network,High,1
1727,534725,CA,Medium,2016,1000.00,200,5.0000000000000000,51190,False,Tulare County Office of Education,Low,1
1728,535752,MI,Small,2016,2295.00,50,45.9000000000000000,57075,False,Regional Educational Media Center No. 1,Low,1
1729,536265,WI,Medium,2016,1300.00,500,2.6000000000000000,53852,True,WiscNet,Low,1
1730,536285,WI,Small,2016,246.00,100,2.4600000000000000,57077,True,CCI Systems,Low,1
1731,536484,WI,Large,2016,3560.00,2000,1.7800000000000000,53852,True,WiscNet,Low,1
1732,536653,WI,Small,2016,700.00,100,7.0000000000000000,53852,True,WiscNet,Low,1
1733,537372,WI,Small,2016,583.34,100,5.8334000000000000,53852,True,WiscNet,Low,1
1734,537486,IA,Small,2016,1094.67,150,7.2978000000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1735,537639,TX,Tiny,2016,495.83,50,9.9166000000000000,53136,False,Reliant Data,Low,1
1736,537795,OK,Small,2016,10.00,1.54,6.4935064935064935,52488,False,Salina-Spavinaw Telephone Co.,Low,1
1737,537796,OK,Small,2016,800.00,50,16.0000000000000000,52488,False,Salina-Spavinaw Telephone Co.,Low,1
1738,537835,TX,Small,2016,3240.00,50,64.8000000000000000,52045,False,Education Service Center Region 17,Low,1
1739,538367,WI,Small,2016,594.45,100,5.9445000000000000,53852,True,WiscNet,Low,1
1740,538594,WI,Tiny,2016,541.67,100,5.4167000000000000,53852,True,WiscNet,Low,1
1741,538689,WI,Medium,2016,2110.84,10000,0.21108400000000000000,53852,True,WiscNet,Low,1
1742,538981,WI,Small,2016,950.00,1000,0.95000000000000000000,53852,True,WiscNet,Low,1
1743,538988,IL,Small,2016,600.00,100,6.0000000000000000,55580,False,Illinois Century Network,High,1
1744,539088,IL,Small,2016,2375.00,500,4.7500000000000000,55580,False,Illinois Century Network,High,1
1745,539508,WI,Small,2016,666.67,1000,0.66667000000000000000,53852,True,WiscNet,Low,1
1746,539810,WI,Small,2016,541.67,90,6.0185555555555556,53852,True,WiscNet,Low,1
1747,540082,WI,Small,2016,791.67,100,7.9167000000000000,53852,True,WiscNet,Low,1
1748,540500,WI,Small,2016,583.34,500,1.1666800000000000,53852,True,WiscNet,Low,1
1749,541293,WI,Small,2016,750.00,200,3.7500000000000000,53852,True,WiscNet,Low,1
1750,541536,MI,Small,2016,9333.34,2500,3.7333360000000000,52821,False,The Computer Care,Low,1
1751,541929,NJ,Tiny,2016,649.90,500,1.2998000000000000,57867,False,Cablevision,Mid,1
1752,542611,NJ,Small,2016,402.00,300,1.3400000000000000,57507,False,Cablevision,Mid,1
1753,543827,NH,Small,2016,1950.00,250,7.8000000000000000,54134,False,Spectrum,Low,1
1754,544702,IA,Medium,2016,40045.50,10000,4.0045500000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1755,544702,IA,Small,2016,40045.50,10000,4.0045500000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1756,544818,IN,Large,2016,4830.84,1000,4.8308400000000000,57041,False,Indiana Data Center,Low,1
1757,544818,IN,Medium,2016,4830.84,1000,4.8308400000000000,57041,False,Indiana Data Center,Low,1
1758,545156,TX,Small,2016,5083.67,200,25.4183500000000000,55841,False,Region 18 Education Service Center,Low,1
1759,545249,TX,Small,2016,5680.00,100,56.8000000000000000,52045,False,Education Service Center Region 17,Low,1
1760,545505,MI,Medium,2016,4800.00,1000,4.8000000000000000,55949,False,Sigecom,Low,1
1761,546479,NY,Medium,2016,1581.00,50,31.6200000000000000,56548,False,CornerStone Telephone,Low,1
1762,546479,NY,Small,2016,1581.00,50,31.6200000000000000,56548,False,CornerStone Telephone,Low,1
1763,546479,NY,Tiny,2016,1581.00,50,31.6200000000000000,56548,False,CornerStone Telephone,Low,1
1764,546488,NY,Medium,2016,4792.50,2000,2.3962500000000000,55954,False,Spectrum,Low,1
1765,546488,NY,Small,2016,4792.50,2000,2.3962500000000000,55954,False,Spectrum,Low,1
1766,546488,NY,Tiny,2016,4792.50,2000,2.3962500000000000,55954,False,Spectrum,Low,1
1767,547358,OR,Medium,2016,6600.00,4000,1.6500000000000000,51181,False,Oregon Department of Higher Education-OWEN,Low,1
1768,547358,OR,Small,2016,6600.00,4000,1.6500000000000000,51181,False,Oregon Department of Higher Education-OWEN,Low,1
1769,547358,OR,Tiny,2016,6600.00,4000,1.6500000000000000,51181,False,Oregon Department of Higher Education-OWEN,Low,1
1770,547510,IA,Small,2016,2900.33,450,6.4451777777777778,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1771,547512,IA,Small,2016,953.84,100,9.5384000000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1772,547543,PA,Large,2016,5939.00,5000,1.1878000000000000,56895,False,Comcast,Low,1
1773,547543,PA,Medium,2016,5939.00,5000,1.1878000000000000,56895,False,Comcast,Low,1
1774,547543,PA,Small,2016,5939.00,5000,1.1878000000000000,56895,False,Comcast,Low,1
1775,547599,IA,Small,2016,1437.67,250,5.7506800000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1776,547690,OR,Medium,2016,2782.50,1000,2.7825000000000000,51900,False,Douglas Sevices,Low,1
1777,547690,OR,Small,2016,2782.50,1000,2.7825000000000000,51900,False,Douglas Sevices,Low,1
1778,547715,PA,Large,2016,9000.00,3000,3.0000000000000000,56602,False,PenTeleData Limited Partnership I,Low,1
1779,547715,PA,Medium,2016,9000.00,3000,3.0000000000000000,56602,False,PenTeleData Limited Partnership I,Low,1
1780,547715,PA,Small,2016,9000.00,3000,3.0000000000000000,56602,False,PenTeleData Limited Partnership I,Low,1
1781,547717,IA,Small,2016,960.40,130,7.3876923076923077,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1782,547730,PA,Medium,2016,12000.00,2000,6.0000000000000000,56895,False,Comcast,Low,1
1783,547730,PA,Small,2016,12000.00,2000,6.0000000000000000,56895,False,Comcast,Low,1
1784,547781,IA,Small,2016,1094.67,150,7.2978000000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1785,547782,IA,Small,2016,784.00,100,7.8400000000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1786,548705,OR,Small,2016,1550.00,100,15.5000000000000000,54134,False,Spectrum,Low,1
1787,548925,IL,Small,2016,1045.00,200,5.2250000000000000,55580,False,Illinois Century Network,High,1
1788,549921,UT,Large,2016,6460.00,8000,0.80750000000000000000,52953,True,Zayo Group,Low,1
1789,549921,UT,Medium,2016,6460.00,8000,0.80750000000000000000,52953,True,Zayo Group,Low,1
1790,549921,UT,Mega,2016,6460.00,8000,0.80750000000000000000,52953,True,Zayo Group,Low,1
1791,549921,UT,Small,2016,6460.00,8000,0.80750000000000000000,52953,True,Zayo Group,Low,1
1792,550037,UT,Large,2016,20900.00,10000,2.0900000000000000,56769,True,Integra Telecommunications of Utah,Low,1
1793,550037,UT,Medium,2016,20900.00,10000,2.0900000000000000,56769,True,Integra Telecommunications of Utah,Low,1
1794,550037,UT,Mega,2016,20900.00,10000,2.0900000000000000,56769,True,Integra Telecommunications of Utah,Low,1
1795,550037,UT,Small,2016,20900.00,10000,2.0900000000000000,56769,True,Integra Telecommunications of Utah,Low,1
1796,550039,UT,Large,2016,10925.00,6000,1.8208333333333333,56769,True,Integra Telecommunications of Utah,Low,1
1797,550039,UT,Medium,2016,10925.00,6000,1.8208333333333333,56769,True,Integra Telecommunications of Utah,Low,1
1798,550039,UT,Mega,2016,10925.00,6000,1.8208333333333333,56769,True,Integra Telecommunications of Utah,Low,1
1799,550039,UT,Small,2016,10925.00,6000,1.8208333333333333,56769,True,Integra Telecommunications of Utah,Low,1
1800,551168,IA,Medium,2016,22675.08,3450,6.5724869565217391,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1801,551168,IA,Small,2016,22675.08,3450,6.5724869565217391,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1802,551746,WV,Large,2016,257565.92,60000,4.2927653333333333,57864,True,West Virginia Network WVNET,Low,1
1803,551746,WV,Medium,2016,257565.92,60000,4.2927653333333333,57864,True,West Virginia Network WVNET,Low,1
1804,551746,WV,Mega,2016,257565.92,60000,4.2927653333333333,57864,True,West Virginia Network WVNET,Low,1
1805,551746,WV,Small,2016,257565.92,60000,4.2927653333333333,57864,True,West Virginia Network WVNET,Low,1
1806,556931,WI,Small,2016,783.34,100,7.8334000000000000,53852,True,WiscNet,Low,1
1807,556936,NY,Medium,2016,3300.00,5000,0.66000000000000000000,56584,False,Cogent Communications,Low,1
1808,556936,NY,Small,2016,3300.00,5000,0.66000000000000000000,56584,False,Cogent Communications,Low,1
1809,556936,NY,Tiny,2016,3300.00,5000,0.66000000000000000000,56584,False,Cogent Communications,Low,1
1810,556938,NY,Medium,2016,5125.68,2000,2.5628400000000000,54242,False,Level 3 Communications,Low,1
1811,556938,NY,Small,2016,5125.68,2000,2.5628400000000000,54242,False,Level 3 Communications,Low,1
1812,556938,NY,Tiny,2016,5125.68,2000,2.5628400000000000,54242,False,Level 3 Communications,Low,1
1813,557038,NY,Mega,2016,1650.00,2000,0.82500000000000000000,56584,False,Cogent Communications,Low,1
1814,557258,OR,Medium,2016,6507.60,6000,1.0846000000000000,51181,False,Oregon Department of Higher Education-OWEN,Low,1
1815,557258,OR,Small,2016,6507.60,6000,1.0846000000000000,51181,False,Oregon Department of Higher Education-OWEN,Low,1
1816,557827,IA,Small,2016,2412.62,200,12.0631000000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1817,557891,AZ,Small,2016,6886.57,500,13.7731400000000000,52626,False,Frontier,Mid,1
1818,557891,AZ,Tiny,2016,6886.57,500,13.7731400000000000,52626,False,Frontier,Mid,1
1819,557903,AZ,Small,2016,10000.00,200,50.0000000000000000,54490,False,GovNet,Mid,1
1820,557903,AZ,Tiny,2016,10000.00,200,50.0000000000000000,54490,False,GovNet,Mid,1
1821,558121,PA,Small,2016,2376.00,792,3.0000000000000000,56621,False,Affiniti,Low,1
1822,558121,PA,Tiny,2016,2376.00,792,3.0000000000000000,56621,False,Affiniti,Low,1
1823,560412,RI,Tiny,2016,142.50,4.5,31.6666666666666667,51644,True,Oshean,Mid,1
1824,560456,RI,Small,2016,1306.25,200,6.5312500000000000,51644,True,Oshean,Mid,1
1825,560767,IA,Small,2016,1192.67,200,5.9633500000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1826,561113,TX,Large,2016,14000.00,10000,1.40000000000000000000,53147,False,Cebridge Telecommunications,Low,1
1827,561113,TX,Medium,2016,14000.00,10000,1.40000000000000000000,53147,False,Cebridge Telecommunications,Low,1
1828,561113,TX,Small,2016,14000.00,10000,1.40000000000000000000,53147,False,Cebridge Telecommunications,Low,1
1829,561113,TX,Tiny,2016,14000.00,10000,1.40000000000000000000,53147,False,Cebridge Telecommunications,Low,1
1830,562589,CA,Tiny,2016,1000.00,100,10.0000000000000000,51190,False,Tulare County Office of Education,Low,1
1831,562600,RI,Medium,2016,1733.34,500,3.4666800000000000,51644,True,Oshean,Mid,1
1832,562615,RI,Medium,2016,1425.00,300,4.7500000000000000,51644,True,Oshean,Mid,1
1833,562616,RI,Medium,2016,2041.67,300,6.8055666666666667,51644,True,Oshean,Mid,1
1834,563437,CA,Tiny,2016,584.08,3,194.6933333333333333,51013,False,Shasta County Office of Education,Low,1
1835,563714,RI,Medium,2016,1733.33,500,3.4666600000000000,51644,True,Oshean,Mid,1
1836,563993,RI,Medium,2016,1211.25,300,4.0375000000000000,51644,True,Oshean,Mid,1
1837,563995,RI,Large,2016,2850.00,1000,2.8500000000000000,51644,True,Oshean,Mid,1
1838,564053,TX,Small,2016,1215.50,30,40.5166666666666667,54249,False,Region 9 Education Service Center,Low,1
1839,564139,RI,Small,2016,1306.25,200,6.5312500000000000,51644,True,Oshean,Mid,1
1840,564302,TX,Small,2016,2523.00,50,50.4600000000000000,57830,False,ESC7Net,Low,1
1841,564319,TX,Small,2016,1840.00,80,23.0000000000000000,51069,False,Education Service Center Region One,Low,1
1842,564911,TX,Small,2016,367.00,3,122.3333333333333333,52045,False,Education Service Center Region 17,Low,1
1843,565281,TX,Small,2016,4854.17,200,24.2708500000000000,55841,False,Region 18 Education Service Center,Low,1
1844,566377,RI,Small,2016,2850.00,1000,2.8500000000000000,51644,True,Oshean,Mid,1
1845,566384,RI,Small,2016,1696.67,500,3.3933400000000000,55950,True,Cox,Mid,1
1846,566472,TX,Small,2016,2388.00,100,23.8800000000000000,57830,False,ESC7Net,Low,1
1847,566548,RI,Small,2016,1646.66,500,3.2933200000000000,51644,True,Oshean,Mid,1
1848,566673,RI,Medium,2016,1225.00,500,2.4500000000000000,51644,True,Oshean,Mid,1
1849,566674,RI,Medium,2016,1734.00,500,3.4680000000000000,51644,True,Oshean,Mid,1
1850,566701,RI,Medium,2016,1646.67,500,3.2933400000000000,51644,True,Oshean,Mid,1
1851,566763,RI,Medium,2016,2850.00,1000,2.8500000000000000,51644,True,Oshean,Mid,1
1852,567069,RI,Medium,2016,3523.67,750,4.6982266666666667,51644,True,Oshean,Mid,1
1853,567154,RI,Small,2016,1425.00,300,4.7500000000000000,51644,True,Oshean,Mid,1
1854,567185,RI,Small,2016,1646.67,500,3.2933400000000000,51644,True,Oshean,Mid,1
1855,567187,RI,Tiny,2016,1306.25,200,6.5312500000000000,51644,True,Oshean,Mid,1
1856,567279,RI,Medium,2016,2850.00,1000,2.8500000000000000,51644,True,Oshean,Mid,1
1857,567280,RI,Large,2016,2850.00,1000,2.8500000000000000,51644,True,Oshean,Mid,1
1858,567329,IA,Small,2016,800.67,100,8.0067000000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1859,567934,RI,Medium,2016,1400.00,500,2.8000000000000000,51644,True,Oshean,Mid,1
1860,568576,TX,Small,2016,5256.00,90,58.4000000000000000,52045,False,Education Service Center Region 17,Low,1
1861,569896,IL,Small,2016,100.00,100,1.00000000000000000000,55580,False,Illinois Century Network,High,1
1862,572032,TX,Small,2016,3435.00,100,34.3500000000000000,50876,False,Region III Education Service Center,Low,1
1863,572836,TX,Tiny,2016,890.00,10,89.0000000000000000,52045,False,Education Service Center Region 17,Low,1
1864,573168,TX,Tiny,2016,3001.83,200,15.0091500000000000,55841,False,Region 18 Education Service Center,Low,1
1865,573641,IA,Small,2016,686.00,60,11.4333333333333333,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1866,574115,IA,Medium,2016,9666.67,2300,4.2029000000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1867,574115,IA,Small,2016,9666.67,2300,4.2029000000000000,56793,True,"State of Iowa, Iowa Telecommunication & Technology",Mid,1
1868,575066,WI,Small,2016,583.34,100,5.8334000000000000,53852,True,WiscNet,Low,1
1869,575151,MI,Large,2016,5101.51,2000,2.5507550000000000,54134,False,Spectrum,Low,1
1870,575151,MI,Medium,2016,5101.51,2000,2.5507550000000000,54134,False,Spectrum,Low,1
1871,575151,MI,Small,2016,5101.51,2000,2.5507550000000000,54134,False,Spectrum,Low,1
1872,575151,MI,Tiny,2016,5101.51,2000,2.5507550000000000,54134,False,Spectrum,Low,1
1873,575152,MI,Medium,2016,9097.00,4000,2.2742500000000000,54134,False,Spectrum,Low,1
1874,575166,MI,Large,2016,7839.00,10000,0.78390000000000000000,52567,False,AT&T,Low,1
1875,575166,MI,Medium,2016,7839.00,10000,0.78390000000000000000,52567,False,AT&T,Low,1
1876,575166,MI,Small,2016,7839.00,10000,0.78390000000000000000,52567,False,AT&T,Low,1
1877,575172,WI,Small,2016,750.00,100,7.5000000000000000,53852,True,WiscNet,Low,1
1878,575267,WI,Small,2016,666.67,100,6.6667000000000000,53852,True,WiscNet,Low,1
1879,575307,WI,Small,2016,547.23,96,5.7003125000000000,53852,True,WiscNet,Low,1
1880,575364,WI,Small,2016,541.67,96,5.6423958333333333,53852,True,WiscNet,Low,1
1881,575365,WI,Small,2016,875.00,195,4.4871794871794872,53852,True,WiscNet,Low,1
1882,575371,WI,Tiny,2016,541.67,100,5.4167000000000000,53852,True,WiscNet,Low,1
1883,575382,WI,Small,2016,541.67,100,5.4167000000000000,53852,True,WiscNet,Low,1
1884,575642,WI,Small,2016,541.67,50,10.8334000000000000,53852,True,WiscNet,Low,1
1885,575721,WI,Small,2016,594.45,100,5.9445000000000000,53852,True,WiscNet,Low,1
1886,575792,WI,Small,2016,583.34,50,11.6668000000000000,53852,True,WiscNet,Low,1
1887,575797,WI,Small,2016,666.67,100,6.6667000000000000,53852,True,WiscNet,Low,1
1888,575882,WI,Small,2016,450.00,1000,0.45000000000000000000,52149,True,Amery Telecommunications,Low,1
1889,575916,WI,Small,2016,550.00,85,6.4705882352941176,53852,True,WiscNet,Low,1
1890,575932,WI,Small,2016,541.67,100,5.4167000000000000,53852,True,WiscNet,Low,1
1891,576403,MI,Large,2016,4650.00,5000,0.93000000000000000000,52152,False,ACD Telecommunications,Low,1
1892,576403,MI,Medium,2016,4650.00,5000,0.93000000000000000000,52152,False,ACD Telecommunications,Low,1
1893,576403,MI,Small,2016,4650.00,5000,0.93000000000000000000,52152,False,ACD Telecommunications,Low,1
1894,577419,NE,Large,2016,5850.00,12000,0.48750000000000000000,56584,True,Cogent Communications,Low,1
1895,577419,NE,Medium,2016,5850.00,12000,0.48750000000000000000,56584,True,Cogent Communications,Low,1
