,districts_w_current_provider_deals_extrap,districts_w_current_provider_deals_percent_of_deals,districts_w_deals_extrap,districts_w_deals_percent_of_not_meeting,extrapolated_districts_not_meeting,districts_w_current_provider_deals_actual,districts_w_deals_actual,sample_of_deals,districts_meeting_actual,district_meeting_sample,district_pop
0,3046,0.78,3883,0.59,6575,2853,3637,6158,6433,10214,10440
