district_id,funding_year,name,state_code,num_students,ia_bw_mbps_total,ia_monthly_cost_total,upstream_monthly_cost_total,projected_mrc_1g,projected_mrc_10g,multiple_10G_no_oversub,projected_mrc_10g_10kplus_no_oversub,total_projected_cost
881584,2019,Arab City School District,AL,2612.0,1500,12871.09,0,0.0,2500.0,0.0,0.0,2500.0
881588,2019,Athens City School District,AL,5101.0,1500,5076.26,0,0.0,2500.0,0.0,0.0,2500.0
881602,2019,Western Yell County School District,AR,414.0,1000,7319.725644632419,6811.200000000000000000000,890.0,0.0,0.0,0.0,890.0
881606,2019,Hamburg Public School District,AR,1998.0,3000,4945.388980617328,2491.200000000000000000000,0.0,2500.0,0.0,0.0,2500.0
881611,2019,Mountain Home School District,AR,3858.0,6000,7070.40941302385,1581.5400000000000000000000,0.0,2500.0,0.0,0.0,2500.0
881616,2019,Magnolia Public School District,AR,2773.0,4000,8206.139160786712,4800.00000000000000000000,0.0,2500.0,0.0,0.0,2500.0
881622,2019,Rivercrest School District #57,AR,1246.0,2000,2340.490225149745,810.00000000000000000000,0.0,2500.0,0.0,0.0,2500.0
881626,2019,Manila Public School District 15,AR,1115.0,2000,2179.579936630791,810.00000000000000000000,0.0,2500.0,0.0,0.0,2500.0
881634,2019,Trumann Public School District 21,AR,1629.0,2000,2810.9378625753893,810.00000000000000000000,0.0,2500.0,0.0,0.0,2500.0
881639,2019,East Poinsett Co School District,AR,778.0,1000,1450.6351486087494,495.00000000000000000000,890.0,0.0,0.0,0.0,890.0
881640,2019,Saraland City Board Of Education,AL,3054.0,1000,3998.78,0,0.0,2500.0,0.0,0.0,2500.0
881645,2019,De Queen Public School District,AR,2386.0,3000,8181.248232108581,5250.4700000000000000000000,0.0,2500.0,0.0,0.0,2500.0
881651,2019,Palestine-Wheatley School District,AR,802.0,0,985.1148961236722,0,890.0,0.0,0.0,0.0,890.0
881654,2019,Chickasaw City,AL,1056.0,1000,3824.07,0,0.0,2500.0,0.0,0.0,2500.0
881659,2019,Satsuma City School District,AL,1417.0,1000,3824.07,0,0.0,2500.0,0.0,0.0,2500.0
881666,2019,Alabaster City School District,AL,6114.0,2000,6345.07,0,0.0,2500.0,0.0,0.0,2500.0
881671,2019,Auburn City School District,AL,8543.0,2500,9051.93,0,0.0,2500.0,0.0,0.0,2500.0
881677,2019,Autauga County Board Of Education,AL,9307.0,1500,6421.98,0,0.0,2500.0,0.0,0.0,2500.0
881684,2019,Baldwin County Board of Education,AL,31214.0,6000,25678.67,0,0.0,0.0,4.0,10000.0,10000.0
881688,2019,Barbour County School District,AL,847.0,1000,4060.46,0,890.0,0.0,0.0,0.0,890.0
881694,2019,Bessemer City School District,AL,3605.0,1500,5076.26,0,0.0,2500.0,0.0,0.0,2500.0
