,num_districts,no_peer_districts,oop_per_student_increase,peer_oop_increase_per_student,sample_peer_oop_increase,extrap_peer_oop_increase,sample_students_increase_budget,sample_students,extrap_students
0,90,11,0.200076146684229486963191,0.6756639555036224988634651245950547711965283951,89683.5794698178287641431798480000000000000000000000,652.2767445141182561287422284442683804407458339472,132734,701765,5104
