extrapolated_districts_not_meeting,extrapolated_students_not_meeting,districts_with_peers,students_with_peers,districts_no_peers,students_no_peers,districts_esh_peers_only,students_esh_peers_only,districts_geotel_peers,students_geotel_peers,districts_geotel_peers_only,students_geotel_peers_only
93,603328,61,386417,32,216911,34,281457,27,104960,7,23811
