,perc_reached_requested,perc_starters_reached_requested,perc_expiring_reached_requested,perc_not_reached_requested,perc_starters_not_reached_requested,perc_expiring_not_reached_requested,reached_erate_requested,reached_erate_requested_starter,reached_erate_requested_expiring,not_reached_erate_requested,not_reached_erate_requested_starter,not_reached_erate_requested_expiring
0,0.55050206733608978145,0.42565597667638483965,0.74397590361445783133,0.50081124932395889670,0.33490122295390404516,0.72519083969465648855,106013596.27,43497981.84,62515614.44,168938384.37,34302954.76,134635429.61
