,total_districts,districts_not_meeting,districts_meeting,districts_not_meeting_w_contract_exp,districts_not_meeting_w_contract_not_exp,districts_meeting_w_contract_exp,districts_meeting_w_contract_not_exp,districts_not_meeting_w_contract_exp_w_peer,districts_not_meeting_w_contract_exp_w_no_peer,districts_not_meeting_w_contract_not_exp_w_peer,districts_not_meeting_w_contract_not_exp_w_no_peer,districts_meeting_w_contract_exp_w_peer,districts_meeting_w_contract_exp_w_no_peer,districts_meeting_w_contract_not_exp_w_peer,districts_meeting_w_contract_not_exp_w_no_peer,districts_not_meeting_w_contract_exp_w_peer_same_sp,districts_not_meeting_w_contract_exp_w_peer_diff_sp,districts_not_meeting_w_contract_not_exp_w_peer_same_sp,districts_not_meeting_w_contract_not_exp_w_peer_diff_sp,districts_meeting_w_contract_exp_w_peer_same_sp,districts_meeting_w_contract_exp_w_peer_diff_sp,districts_meeting_w_contract_not_exp_w_peer_same_sp,districts_meeting_w_contract_not_exp_w_peer_diff_sp
0,12910,8038,4786,3851,4187,3401,1385,1743,2108,1965,2222,2147,1254,94,1291,1407,336,1502,463,907,1240,23,71
