,c2_funds_used_2015,num_districts_using_c2_funds_2015,c2_funds_used_2017,num_districts_using_c2_funds_2017,c2_funds_used_2018,num_districts_using_c2_funds_2018,c2_funds_used_2019,num_districts_using_c2_funds_2019
0,1058619942.26,5698,1312777062.74,5043,482357091.10,5297,688512620.89,6882
