,used_post_2015,used_post_2016,used_post_2017,used_post_2018,used_post_2019,used_pre_2015,used_pre_2016,used_pre_2017,used_pre_2018,used_pre_2019
0,1060716662.45,785924820.18,527505187.05,470988705.30,704596286.89,1408628693.74,1091590559.44,762538931.47,666443400.13,987200613.76
