funding_year,state_code,district_id,num_students,best_deal
2019,AZ,883120,24687,False
2019,AZ,883125,870,False
2019,CA,883126,42490,False
2019,AZ,883133,5500,True
2019,AZ,883144,605,False
2019,AZ,883151,34319,True
2019,AZ,883153,13107,True
2019,CA,883156,119,True
2019,AZ,883159,285,False
2019,CA,883165,53108,True
2019,CA,883169,5726,False
2019,AZ,883172,5614,True
2019,AZ,883183,1693,False
2019,AZ,883190,5466,False
2019,AZ,883196,11407,True
2019,CA,883197,3151,True
2019,AZ,883198,368,False
2019,AZ,883206,607,False
2019,AZ,883216,130,False
2019,CA,883225,6712,False
2019,AZ,883228,1124,True
2019,AZ,883232,1388,True
2019,AZ,883242,839,False
2019,CA,883249,402,False
2019,AZ,883262,1956,False
2019,AZ,883269,196,False
2019,AZ,883274,36406,False
2019,AZ,883278,26977,False
2019,AZ,883282,808,True
2019,AZ,883294,3948,True
2019,CA,883297,3379,False
2019,AZ,883316,1297,False
2019,AZ,883321,556,False
2019,AZ,883323,3134,True
2019,CA,883328,20130,False
2019,AZ,883333,3392,False
2019,AZ,883349,2523,True
2019,CA,883354,34940,True
2019,AZ,883358,848,False
2019,AZ,883363,15767,True
2019,AZ,883367,2104,True
2019,CA,883368,13498,True
2019,CA,883372,2171,False
2019,AZ,883382,1016,False
2019,AZ,883388,1744,False
2019,AZ,883390,47102,True
2019,AZ,883396,104,False
2019,CA,883397,476,True
2019,AZ,883401,23306,True
2019,AZ,883407,2266,False
2019,AZ,883413,639,True
2019,AZ,883419,1860,False
2019,CA,883445,111,False
2019,CA,883473,2365,True
2019,CA,883479,1010,False
2019,CA,883498,202,False
2019,CA,883538,206,False
2019,CA,883541,309,True
2019,CA,883547,1256,True
2019,CA,883550,5131,False
2019,CA,883561,104,False
2019,CA,883564,973,False
2019,CA,883575,3018,True
2019,CA,883581,3934,False
2019,CA,883586,5038,False
2019,CA,883603,62,False
2019,CA,883612,4452,False
2019,CA,883615,1788,False
2019,CA,883634,146,False
2019,CA,883653,1704,False
2019,CA,883769,399,False
2019,CA,883788,10474,False
2019,CA,883795,303,False
2019,CA,883800,25597,True
2019,CA,883803,1290,False
2019,CA,883828,310,False
2019,CA,883837,1526,False
2019,CA,883854,41915,False
2019,CA,883856,2284,False
2019,CA,883861,2833,True
2019,CA,883874,157,False
2019,CA,883917,6727,False
2019,CA,883938,4921,False
2019,CA,883939,1311,False
2019,CA,883947,3012,False
2019,CA,883958,241,False
2019,CA,883964,101,False
2019,CA,883985,40570,False
2019,CA,884050,1332,False
2019,CA,884078,33352,True
2019,FL,888974,26971,False
2019,FL,888975,5004,False
2019,FL,888978,3195,True
2019,FL,888981,2147,True
2019,FL,888982,14912,False
2019,FL,888983,15328,True
2019,FL,888984,36571,False
2019,FL,888986,9596,True
2019,FL,888987,285087,True
2019,FL,888988,4812,False
2019,FL,888989,2144,False
2019,FL,888993,11924,False
2019,FL,888994,957,False
2019,FL,888995,5021,False
2019,FL,888999,2628,False
2019,FL,889001,7370,True
2019,FL,889002,18192,True
2019,FL,889003,12258,True
2019,FL,889006,15552,False
2019,FL,889007,6532,False
2019,FL,889009,1262,False
2019,FL,889010,40564,True
2019,FL,889016,2800,True
2019,FL,889018,40844,False
2019,FL,889023,28907,False
2019,FL,889025,6322,False
2019,FL,889033,10668,True
2019,FL,889035,36316,True
2019,FL,889037,38104,True
2019,FL,889038,36841,True
2019,FL,889043,2317,False
2019,FL,889045,4752,False
2019,FL,889046,8603,True
2019,IA,894143,971,True
2019,IA,894144,728,False
2019,IA,894145,624,False
2019,IA,894150,286,False
2019,IA,894159,1173,False
2019,IA,894160,635,False
2019,IA,894161,1464,False
2019,IA,894165,4518,False
2019,IA,894173,380,False
2019,IA,894178,1696,False
2019,IA,894180,447,False
2019,IA,894182,457,False
2019,IA,894183,549,True
2019,IA,894187,1531,True
2019,IA,894188,4660,False
2019,IA,894190,2091,False
2019,IA,894198,265,False
2019,IA,894199,505,False
2019,IA,894200,1031,True
2019,IA,894202,2127,True
2019,IA,894203,1783,False
2019,IA,894205,16506,False
2019,IA,894206,1592,False
2019,IA,894214,1252,True
2019,IA,894222,325,False
2019,IA,894223,291,False
2019,IA,894225,1291,False
2019,IA,894241,3071,True
2019,IA,894243,14940,False
2019,IA,894244,1262,False
2019,IA,894247,162,False
2019,IA,894249,2220,True
2019,IA,894251,32057,False
2019,IA,894266,518,True
2019,IA,894272,838,True
2019,IA,894276,223,False
2019,IA,894278,421,True
2019,IA,894279,1705,False
2019,IA,894282,1159,False
2019,IA,894299,378,False
2019,IA,894301,1684,True
2019,IA,894306,354,False
2019,IA,894312,600,False
2019,IA,894316,695,True
2019,IA,894318,1413,False
2019,IA,894319,3638,False
2019,IA,894320,871,False
2019,IA,894323,570,True
2019,IA,894328,7081,True
2019,IA,894332,1699,False
2019,IA,894336,241,False
2019,IA,894338,2162,False
2019,IA,894343,7437,True
2019,IA,894345,689,True
2019,IA,894350,485,False
2019,IA,894353,462,False
2019,IA,894359,2166,False
2019,IA,894362,3878,False
2019,IA,894363,1376,False
2019,IA,894366,1416,False
2019,IA,894367,506,False
2019,IA,894380,5036,True
2019,IA,894381,614,True
2019,IA,894383,1076,True
2019,IA,894386,3130,False
2019,IA,894390,294,False
2019,IA,894398,872,True
2019,IA,894401,2804,True
2019,IA,894402,985,True
2019,IA,894414,2386,False
2019,IA,894417,4693,True
2019,IA,894430,1132,False
2019,IA,894438,1597,False
2019,IA,894439,284,False
2019,IA,894445,1288,False
2019,IA,894452,7086,True
2019,IA,894454,1982,False
2019,IA,894459,2412,False
2019,IA,894474,352,False
2019,IA,894475,3989,True
2019,IA,894488,1733,False
2019,IA,894491,2123,True
2019,IA,894494,228,False
2019,IA,894500,9026,False
2019,IA,894507,3461,True
2019,IA,894510,1163,True
2019,IA,894512,457,False
2019,IA,894515,501,True
2019,IA,894528,1112,True
2019,IA,894530,577,False
2019,ID,895346,1096,False
2019,ID,895347,3622,True
2019,ID,895354,255,False
2019,ID,895355,227,False
2019,ID,895368,124,False
2019,ID,895369,1246,False
2019,ID,895398,3884,False
2019,ID,895399,3320,False
2019,ID,895401,25865,False
2019,ID,895406,6360,True
2019,ID,895408,130,False
2019,ID,895413,351,False
2019,ID,895418,261,False
2019,ID,895419,99,False
2019,ID,895420,220,False
2019,ID,895422,2492,True
2019,ID,895424,1650,False
2019,ID,895427,2194,False
2019,ID,895428,1768,False
2019,ID,895429,238,False
2019,ID,895430,465,False
2019,ID,895433,525,False
2019,ID,895438,160,False
2019,ID,895439,1178,True
2019,ID,895442,10208,False
2019,ID,895443,5533,False
2019,ID,895447,231,False
2019,ID,895448,1908,True
2019,ID,895449,147,False
2019,ID,895450,5306,False
2019,ID,895451,4358,False
2019,ID,895452,504,False
2019,ID,895453,4724,False
2019,ID,895456,5360,True
2019,ID,895458,831,True
2019,ID,895459,1084,False
2019,ID,895460,165,False
2019,ID,895461,808,True
2019,ID,895463,3910,False
2019,ID,895464,117,False
2019,ID,895466,2344,False
2019,ID,895467,3867,True
2019,ID,895472,144,False
2019,ID,895477,1090,False
2019,ID,895478,1521,True
2019,ID,895480,12256,True
2019,ID,895481,5812,False
2019,ID,895482,436,False
2019,ID,895487,762,False
2019,ID,895488,2281,False
2019,ID,895489,528,False
2019,ID,895490,1771,False
2019,ID,895493,959,False
2019,ID,895494,1604,True
2019,ID,895499,586,False
2019,ID,895501,1570,False
2019,ID,895502,1149,False
2019,IL,900620,1920,False
2019,IL,900624,526,True
2019,IL,900627,630,True
2019,IL,900673,116,False
2019,IL,900674,440,False
2019,IL,900677,587,True
2019,IL,900681,692,True
2019,IL,900690,404,False
2019,IL,900691,991,False
2019,IL,900752,824,True
2019,IL,900841,618,True
2019,IL,900844,1713,False
2019,IL,900845,978,False
2019,IL,900850,1246,True
2019,IL,900859,208,False
2019,IL,900860,341,True
2019,IL,900862,346,False
2019,IL,900863,471,False
2019,IL,900865,182,False
2019,IL,900867,348,False
2019,IL,900878,1406,False
2019,IL,900879,272,False
2019,IL,900885,193,False
2019,IL,900890,703,True
2019,IL,900891,6128,False
2019,IL,900892,396,False
2019,IL,900894,696,True
2019,IL,900895,516,True
2019,IL,900897,361,False
2019,IL,900903,731,True
2019,IL,900909,72,False
2019,IL,900910,138,False
2019,IL,900915,1098,True
2019,IL,900921,385,False
2019,IL,900925,4712,True
2019,IL,900926,175,False
2019,IL,900927,8412,False
2019,IL,900931,1363,False
2019,IL,900935,577,False
2019,IL,900936,169,False
2019,IL,900941,8070,True
2019,IL,900954,2462,True
2019,IL,900956,1792,False
2019,IL,900961,3409,True
2019,IL,900963,221,False
2019,IL,900968,1511,True
2019,IL,900969,2059,False
2019,IL,900971,641,True
2019,IL,900973,2736,False
2019,IL,900984,710,False
2019,IL,900987,3107,True
2019,IL,900989,1023,False
2019,IL,900991,483,False
2019,IL,900993,984,True
2019,IL,900994,2549,False
2019,IL,900999,1494,False
2019,IL,901000,1116,True
2019,IL,901003,450,True
2019,IL,901006,2106,True
2019,IL,901020,9675,True
2019,IL,901023,2749,True
2019,IL,901025,955,True
2019,IL,901032,311,False
2019,IL,901033,325,False
2019,IL,901037,3610,False
2019,IL,901042,1985,False
2019,IL,901044,1185,False
2019,IL,901051,1195,True
2019,IL,901052,513,True
2019,IL,901065,102,False
2019,IL,901066,5918,True
2019,IL,901070,97,False
2019,IL,901072,6227,False
2019,IL,901082,2772,True
2019,IL,901085,2669,False
2019,IL,901086,1922,True
2019,IL,901087,274,True
2019,IL,901094,1052,False
2019,IL,901095,1493,True
2019,IL,901097,815,False
2019,IL,901106,2739,True
2019,IL,901108,1620,True
2019,IL,901111,5257,False
2019,IL,901117,2502,True
2019,IL,901120,1192,True
2019,IL,901122,6813,True
2019,IL,901124,1069,True
2019,IL,901126,8148,False
2019,IL,901129,361,True
2019,IL,901135,1561,True
2019,IL,901136,7590,False
2019,IL,901141,725,True
2019,IL,901149,1388,True
2019,IL,901162,3996,True
2019,IL,901166,4224,True
2019,IL,901168,542,False
2019,IL,901173,2614,True
2019,IL,901175,1729,True
2019,IL,901178,863,False
2019,IL,901179,222,True
2019,IL,901186,4868,True
2019,IL,901189,2935,False
2019,IL,901194,6156,True
2019,IL,901220,580,False
2019,IL,901230,985,False
2019,IL,901237,938,False
2019,IL,901239,2861,True
2019,IL,901250,3720,True
2019,IL,901260,9575,True
2019,IL,901262,920,False
2019,IL,901267,953,True
2019,IL,901275,163,False
2019,IL,901277,2571,False
2019,IL,901281,11486,True
2019,IL,901283,447,True
2019,IL,901287,1508,True
2019,IL,901297,548,False
2019,IL,901303,207,True
2019,IL,901306,3132,True
2019,IL,901308,241,False
2019,IL,901332,781,True
2019,IL,901346,1036,False
2019,IL,901349,6974,True
2019,IL,901353,106,False
2019,IL,901356,1323,False
2019,IL,901367,2495,True
2019,IL,901368,3981,True
2019,IL,901370,1950,True
2019,IL,901377,3070,True
2019,IL,901386,1155,False
2019,IL,901387,4468,False
2019,IL,901389,4044,True
2019,IL,901390,593,True
2019,IL,901393,1200,True
2019,IL,901395,1335,False
2019,IL,901412,1187,True
2019,IL,901418,984,False
2019,IL,901423,1203,True
2019,IL,901424,423,True
2019,IL,901432,6390,False
2019,IL,901435,282,True
2019,IL,901436,1559,False
2019,IL,901452,2270,False
2019,IL,901460,391,True
2019,IL,901464,2001,True
2019,IL,901476,495,True
2019,IL,901478,180,False
2019,IL,901484,263,False
2019,IL,901487,624,False
2019,IL,901490,1644,True
2019,IL,901493,597,False
2019,IL,901494,1771,True
2019,IL,901503,6097,True
2019,IL,901506,258,False
2019,IL,901507,581,True
2019,IL,901508,143,False
2019,IL,901510,62,False
2019,IL,901512,3638,False
2019,IL,901513,2407,True
2019,IL,901514,1838,False
2019,IL,901515,616,False
2019,IL,901519,5011,True
2019,IL,901520,17470,False
2019,IL,901524,11780,True
2019,IL,901530,1988,True
2019,IL,901534,902,False
2019,IL,901541,636,False
2019,IL,901545,3405,True
2019,IL,901550,784,True
2019,IL,901554,1136,True
2019,IL,901555,1454,False
2019,IL,901558,419,True
2019,IL,901559,1271,False
2019,IL,901560,26684,True
2019,IL,901572,676,True
2019,IL,901575,165,False
2019,IL,901578,4028,True
2019,IL,901579,1155,False
2019,IL,901580,505,True
2019,IL,901589,6183,True
2019,IL,901590,254,False
2019,IL,901592,241,False
2019,IL,901594,787,True
2019,IL,901596,993,False
2019,IL,901607,701,True
2019,IL,901610,1175,False
2019,IL,901614,1462,False
2019,IL,901618,153,False
2019,IL,901620,1603,False
2019,IL,901624,659,True
2019,IL,901626,1131,True
2019,IL,901628,24877,True
2019,IL,901629,1533,True
2019,IL,901631,134,False
2019,IL,901632,45,False
2019,IL,901655,681,True
2019,IL,901658,1184,True
2019,IL,901661,117,False
2019,IL,901668,811,True
2019,IL,901675,225,False
2019,IL,901678,1226,True
2019,IL,901680,337,False
2019,IL,901682,675,False
2019,IL,901694,160,False
2019,IL,901696,1304,False
2019,IL,901697,476,False
2019,IL,901699,60,False
2019,IL,901701,348,True
2019,IL,901708,1098,True
2019,IL,901714,3753,True
2019,IL,901716,315,True
2019,IL,901722,237,False
2019,IL,901744,1668,True
2019,IL,901745,703,True
2019,IL,901746,4025,True
2019,IL,901749,1465,True
2019,IL,901752,436,True
2019,IL,901758,662,True
2019,IL,901762,294,False
2019,IL,901764,2035,True
2019,IL,901785,953,False
2019,IL,901790,1318,True
2019,IL,901799,2687,True
2019,IN,901802,7190,True
2019,IL,901807,514,True
2019,IL,901816,1818,True
2019,IL,901819,206,True
2019,IL,901821,27211,True
2019,IL,901837,587,False
2019,IL,901848,3331,False
2019,IN,901849,1259,True
2019,IL,901853,1557,True
2019,IL,901860,3663,True
2019,IL,901872,1384,True
2019,IL,901892,5671,False
2019,IL,901900,6593,True
2019,IL,901904,598,True
2019,IL,901911,6011,True
2019,IL,901913,950,True
2019,IN,901958,3107,True
2019,IN,901960,1708,True
2019,IN,901966,1159,True
2019,IN,901970,8490,False
2019,IN,901987,1545,True
2019,IN,901988,6571,True
2019,IN,901994,1223,False
2019,IN,902001,2425,True
2019,IN,902005,2463,True
2019,IN,902008,6452,False
2019,IN,902009,2622,True
2019,IN,902012,6931,False
2019,IN,902021,1230,True
2019,IN,902024,1501,True
2019,IN,902029,1657,True
2019,IN,902037,3193,True
2019,IN,902038,5004,True
2019,IN,902039,2484,True
2019,IN,902042,908,True
2019,IN,902047,10544,True
2019,IN,902048,3190,True
2019,IN,902050,4521,False
2019,IN,902052,3902,False
2019,IN,902056,2334,True
2019,IN,902068,3376,False
2019,IN,902069,4400,False
2019,IN,902072,3423,False
2019,IN,902073,1932,True
2019,IN,902083,2028,True
2019,IN,902110,4452,True
2019,IN,902111,2534,True
2019,IN,902112,3933,False
2019,IN,902113,2087,False
2019,IN,902114,5690,False
2019,IN,902129,1324,True
2019,IN,902136,1453,False
2019,IN,902140,1889,True
2019,IN,902146,7350,True
2019,IN,902158,11369,False
2019,IN,902162,3680,False
2019,IN,902164,1946,True
2019,IN,902167,1360,False
2019,IN,902172,2716,True
2019,IN,902175,1836,False
2019,IN,902177,6512,False
2019,IN,902180,1919,True
2019,IN,902184,4704,True
2019,IN,902189,1298,True
2019,IN,902193,3120,True
2019,IN,902197,4481,False
2019,IN,902198,1680,True
2019,IN,902209,3532,False
2019,IN,902221,2586,True
2019,IN,902224,3812,True
2019,IN,902228,13021,True
2019,IN,902243,1135,False
2019,IN,902245,6261,True
2019,IN,902253,10210,False
2019,IN,902256,11400,False
2019,IN,902258,2347,False
2019,IN,902259,3152,True
2019,IN,902264,7590,True
2019,IN,902265,2259,False
2019,KS,903345,1743,True
2019,KS,903347,698,False
2019,KS,903349,1540,False
2019,KS,903350,1043,True
2019,KS,903351,932,False
2019,KS,903359,2436,False
2019,KS,903360,787,False
2019,KS,903361,1016,True
2019,KS,903407,647,False
2019,KS,903409,6333,False
2019,KS,903421,186,False
2019,KS,903423,1439,False
2019,KS,903425,1034,False
2019,KS,903428,807,False
2019,KS,903430,605,True
2019,KS,903433,2644,True
2019,KS,903434,148,False
2019,KS,903436,182,False
2019,KS,903443,258,False
2019,KS,903446,329,True
2019,KS,903451,165,True
2019,KS,903457,672,False
2019,KS,903460,1170,False
2019,KS,903467,461,True
2019,KS,903468,66,False
2019,KS,903473,212,False
2019,KS,903483,121,False
2019,KS,903485,447,False
2019,KS,903490,4664,False
2019,KS,903491,537,False
2019,KS,903503,6009,False
2019,KS,903512,2798,True
2019,KS,903513,257,False
2019,KS,903514,247,False
2019,KS,903522,71,False
2019,KS,903524,3165,True
2019,KS,903527,492,False
2019,KS,903540,600,False
2019,KS,903541,4457,False
2019,KS,903542,2137,False
2019,KS,903547,292,False
2019,KS,903548,453,False
2019,KS,903551,21760,False
2019,KS,903556,262,True
2019,KS,903560,657,False
2019,KS,903564,10747,False
2019,KS,903567,412,False
2019,KS,903571,360,False
2019,KS,903572,323,False
2019,KS,903575,482,False
2019,KS,903576,1790,False
2019,KS,903579,248,False
2019,KS,903583,521,False
2019,KS,903586,2483,False
2019,KS,903589,492,False
2019,KS,903592,616,False
2019,KS,903600,714,False
2019,KS,903611,1158,False
2019,KS,903618,1974,False
2019,KS,903619,1332,False
2019,KS,903624,2088,False
2019,KS,903625,3100,True
2019,KS,903626,345,True
2019,KS,903629,1115,False
2019,KS,903633,232,True
2019,KS,903635,1858,True
2019,KS,903642,1622,True
2019,KS,903646,307,True
2019,KS,903647,411,False
2019,KS,903651,202,False
2019,KS,903655,218,True
2019,KS,903656,356,False
2019,KS,903657,3647,True
2019,KS,903666,547,False
2019,KS,903667,3533,False
2019,KS,903668,1962,True
2019,KS,903670,1876,True
2019,KS,903672,4098,False
2019,KS,903676,2814,False
2019,KS,903682,436,False
2019,KS,903688,2134,True
2019,KS,903692,194,False
2019,KS,903694,608,False
2019,LA,909636,1479,False
2019,LA,909658,3589,True
2019,LA,909707,5952,True
2019,LA,909725,3036,False
2019,LA,909726,13471,False
2019,LA,909729,5903,True
2019,LA,909733,29602,True
2019,LA,909737,25150,False
2019,LA,909739,8154,False
2019,LA,909741,6337,False
2019,LA,909743,19420,False
2019,LA,909747,1411,False
2019,LA,909751,9319,True
2019,LA,909757,13886,True
2019,LA,909759,8707,False
2019,LA,909763,17917,True
2019,MA,910999,1864,False
2019,MA,911002,5491,True
2019,MA,911008,2506,False
2019,MA,911009,6009,True
2019,MA,911012,2570,True
2019,MA,911022,2354,False
2019,MA,911023,2161,False
2019,MA,911029,584,True
2019,MA,911041,5809,True
2019,MA,911048,318,False
2019,MA,911049,7503,False
2019,MA,911056,1620,False
2019,MA,911062,173,False
2019,MA,911077,1388,False
2019,MA,911082,3499,True
2019,MA,911085,2302,True
2019,MA,911090,3750,False
2019,MA,911097,3466,False
2019,MA,911099,81,False
2019,MA,911104,2754,True
2019,MA,911105,611,True
2019,MA,911114,3189,True
2019,MA,911121,2361,False
2019,MA,911124,592,True
2019,MA,911137,4317,True
2019,MA,911139,237,False
2019,MA,911142,1073,True
2019,MA,911146,1778,True
2019,MA,911148,1016,True
2019,MA,911154,5942,True
2019,MA,911156,7072,False
2019,MA,911171,458,False
2019,MA,911172,4361,True
2019,MA,911177,1500,True
2019,MA,911180,1439,True
2019,MA,911185,3508,False
2019,MA,911187,6896,False
2019,MA,911192,1727,False
2019,MA,911210,5472,True
2019,MA,911218,2295,False
2019,MA,911224,1466,True
2019,MA,911227,559,False
2019,MA,911230,2496,False
2019,MA,911245,1239,False
2019,MA,911248,1713,True
2019,MA,911257,5487,True
2019,MA,911261,129,False
2019,MA,911264,635,True
2019,MA,911273,59,False
2019,MA,911277,49,False
2019,MA,911278,3001,True
2019,MA,911283,5959,False
2019,MA,911290,520,False
2019,MA,911301,917,True
2019,MA,911302,2803,True
2019,MA,911305,1448,True
2019,MA,911311,7676,True
2019,MA,911318,1713,False
2019,MA,911320,1789,True
2019,MA,911322,3538,True
2019,MA,911323,164,False
2019,MA,911331,2646,True
2019,MA,911332,1854,True
2019,MA,911336,915,False
2019,MA,911339,321,True
2019,MA,911341,3805,True
2019,MA,911342,5368,True
2019,MA,911344,130,False
2019,MA,911345,2154,False
2019,MA,911347,3120,True
2019,MD,915448,5705,True
2019,MD,915455,3833,False
2019,MD,915458,2001,False
2019,MD,915464,18067,False
2019,MD,915465,4593,True
2019,MD,915466,22936,False
2019,MI,919138,4080,False
2019,MI,919148,3743,False
2019,MI,919475,2895,False
2019,MI,919484,3782,False
2019,MI,919487,1462,False
2019,MI,919489,5761,False
2019,MI,919490,17209,False
2019,MI,919492,1838,False
2019,MI,919502,511,False
2019,MI,919503,1221,False
2019,MI,919504,2504,False
2019,MI,919506,413,False
2019,MI,919510,7851,False
2019,MI,919511,703,True
2019,MI,919515,4395,False
2019,MI,919523,2232,True
2019,MI,919524,1256,False
2019,MI,919528,1753,False
2019,MI,919535,1200,False
2019,MI,919537,1179,False
2019,MI,919540,172,False
2019,MI,919542,1367,True
2019,MI,919543,695,False
2019,MI,919544,1805,False
2019,MI,919546,898,True
2019,MI,919547,5988,False
2019,MI,919550,1081,False
2019,MI,919551,1320,False
2019,MI,919553,1861,False
2019,MI,919569,220,True
2019,MI,919572,897,False
2019,MI,919578,2583,False
2019,MI,919588,1445,False
2019,MI,919590,16332,False
2019,MI,919598,1037,False
2019,MI,919599,1870,False
2019,MI,919610,1954,True
2019,MI,919624,20635,False
2019,MI,919625,2589,False
2019,MI,919635,1568,False
2019,MI,919638,2924,False
2019,MI,919639,2925,True
2019,MI,919647,1131,False
2019,MI,919650,1323,False
2019,MI,919655,1711,False
2019,MI,919664,2534,False
2019,MI,919668,9850,True
2019,MI,919675,5063,False
2019,MI,919676,1906,False
2019,MI,919678,2132,False
2019,MI,919679,2708,False
2019,MI,919680,742,False
2019,MI,919685,266,False
2019,MI,919688,1028,False
2019,MI,919689,3503,False
2019,MI,919699,2165,False
2019,MI,919702,6016,False
2019,MI,919705,5580,False
2019,MI,919708,1268,False
2019,MI,919715,2944,False
2019,MI,919717,1136,False
2019,MI,919719,2784,False
2019,MI,919724,5511,False
2019,MI,919733,1324,False
2019,MI,919736,5504,False
2019,MI,919738,1069,False
2019,MI,919743,6582,False
2019,MI,919744,2554,False
2019,MI,919746,1468,False
2019,MI,919748,2053,False
2019,MI,919751,2961,False
2019,MI,919757,4943,False
2019,MI,919758,1739,False
2019,MI,919760,719,True
2019,MI,919761,1491,False
2019,MI,919762,12525,False
2019,MI,919770,8858,True
2019,MI,919771,1454,False
2019,MI,919778,2805,False
2019,MI,919779,4143,False
2019,MI,919782,4207,False
2019,MI,919787,1847,True
2019,MI,919789,10748,False
2019,MI,919790,4907,False
2019,MI,919799,4824,False
2019,MI,919804,10500,False
2019,MI,919810,1592,False
2019,MI,919813,1486,False
2019,MI,919822,2976,False
2019,MI,919826,1090,False
2019,MI,919829,3792,False
2019,MI,919832,2918,False
2019,MI,919840,1393,False
2019,MI,919846,3846,False
2019,MI,919847,5469,True
2019,MI,919849,1458,False
2019,MI,919860,3711,False
2019,MI,919863,1278,False
2019,MI,919868,1030,False
2019,MI,919873,3618,False
2019,MI,919876,2334,False
2019,MI,919877,7832,False
2019,MI,919879,1031,False
2019,MI,919881,3349,True
2019,MI,919882,7375,True
2019,MI,919883,3271,False
2019,MI,919888,2016,False
2019,MI,919890,1514,False
2019,MI,919891,604,True
2019,MI,919894,1375,False
2019,MI,919897,2184,False
2019,MI,919901,1555,True
2019,MI,919907,2101,False
2019,MI,919910,2201,False
2019,MI,919915,383,False
2019,MI,919918,1316,False
2019,MI,919919,1022,False
2019,MI,919923,17062,False
2019,MI,919928,8599,False
2019,MI,919929,1998,True
2019,MI,919930,222,False
2019,MI,919936,1227,False
2019,MI,919938,1026,False
2019,MI,919945,1437,False
2019,MI,919946,2002,False
2019,MI,919948,2804,False
2019,MI,919949,14844,False
2019,MI,919950,7813,True
2019,MI,919951,553,True
2019,MI,919952,5147,False
2019,MI,919954,2834,False
2019,MI,919955,4713,False
2019,MI,919958,5758,False
2019,MI,919959,4846,False
2019,MI,919960,280,False
2019,MI,919973,1696,False
2019,MI,919978,4040,False
2019,MI,919983,3591,False
2019,MI,919984,2943,True
2019,MI,919985,2992,False
2019,MI,919986,1050,False
2019,MI,919987,856,True
2019,MI,919988,1532,False
2019,MI,919991,526,True
2019,MI,920000,5473,False
2019,MI,920001,2855,False
2019,MI,920007,2531,False
2019,MI,920014,1060,False
2019,MI,920015,735,True
2019,MI,920016,27607,False
2019,MI,920017,4638,False
2019,MI,920019,1175,False
2019,MI,920020,2548,False
2019,MI,920023,568,True
2019,MI,920024,2660,False
2019,MI,920027,205,False
2019,MI,920030,14088,False
2019,MI,920031,3173,False
2019,MI,920041,6751,True
2019,MI,920042,2931,False
2019,MI,920054,287,False
2019,MI,920055,5149,False
2019,MI,920056,4578,False
2019,MI,920057,4203,False
2019,MI,920060,5956,False
