,funding_year,total_districts_expired,districts_exp_no_upg,districts_exp_upg,districts_exp_1yr,districts_exp_multi_yr,districts_exp_1yr_lower_cost,districts_exp_1yr_same_cost,districts_exp_1yr_dirty_cost,districts_exp_multi_yr_lower_cost,districts_exp_multi_yr_same_cost,districts_exp_multi_yr_dirty_cost,perc_exp_cost_upg,perc_exp_1yr
0,2019,5164,3195,1969,2298,897,955,1303,40,546,313,38,47.0,71.9
