district_id,funding_year,name,state_code,num_students,ia_bw_mbps_total,ia_monthly_cost_total,projected_bw_fy2018,fit_for_ia,fit_for_ia_cost,sea_name,ss_name,state_network,projected_mrc_1g,projected_mrc_10g,multiple_10G_no_oversub,projected_mrc_10g_10kplus_no_oversub,total_projected_cost
882247,2019,Scottsboro City School District,AL,2522.0,1000,4642.76,2143.7,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882253,2019,Selma City Schools,AL,3516.0,1500,7398.72,2988.6,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882258,2019,Sheffield City School District,AL,1068.0,1000,3979.64,1068.0,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882263,2019,Shelby County School District,AL,19034.0,4500,12026.12,13323.8,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,0.0,2.0,5000.0,5000.0
882269,2019,St Clair County School District,AL,9124.0,2000,9021.76,6386.8,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882275,2019,Sumter County School District,AL,1569.0,1000,3220.43,1569.0,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882287,2019,Talladega City School District,AL,1980.0,1000,7344.6,1683.0,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882293,2019,Talladega County School District,AL,7613.0,3000,9961.01,5329.1,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882299,2019,Tallapoosa Co School District,AL,2928.0,2000,7336.81,2928.0,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882307,2019,Tallassee City School District,AL,1849.0,2000,9840.25,1849.0,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882312,2019,Tarrant City School District,AL,1170.0,1000,5385.43,1170.0,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882319,2019,Thomasville City School District,AL,1271.0,1000,3139.61,1271.0,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882324,2019,Troy City Board Of Education,AL,1928.0,1000,3926.03,1928.0,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
881471,2019,Trussville City,AL,4539.0,2000,7869.98,4539.0,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882329,2019,Tuscaloosa City School District,AL,10416.0,2500,4490.79,7291.2,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,0.0,2.0,5000.0,5000.0
882336,2019,Tuscaloosa Co School District,AL,18430.0,10000,21021.38,12901.0,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,0.0,2.0,5000.0,5000.0
882341,2019,Tuscumbia City School District,AL,1517.0,1000,5683.64,1517.0,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882349,2019,Vestavia Hills City Schools,AL,7150.0,4000,12773.45,6077.5,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
882355,2019,Walker County School District,AL,7723.0,2000,7423.17,5406.1,True,True,ALABAMA DEPARTMENT OF EDUCATION,AL,True,0.0,2500.0,0.0,0.0,2500.0
