,sample_count,median_inc_needed_per_student_18,median_oop_inc_needed_per_student_18,median_inc_needed_per_student_19,median_oop_inc_needed_per_student_19
0,2136,2.3330516309289511,0.70915415471214776800,2.4091757525242838,0.71613843469365777000
