,district_id,state_code,name,num_students,locale,size,meeting_2018_goal_oversub,fy18_ia_bw_mbps_total,fy17_ia_bw_mbps_total,fy18_ia_bandwidth_per_student_kbps,fy17_ia_bandwidth_per_student_kbps,fy18_hierarchy_ia_connect_category,fy17_hierarchy_ia_connect_category
2220,926578,MS,Coffeeville School District,510,Rural,Small,True,1000,500,1961,982,Fiber,Fiber
2221,926594,MS,Durant Public School District,526,Town,Tiny,True,1000,500,1901,942,Fiber,Fiber
2222,926595,MS,East Jasper Consolidated School District,915,Rural,Small,True,1000,1000,1093,1112,Fiber,Fiber
2223,926598,MS,Enterprise School District,995,Rural,Small,True,1000,500,1005,525,Fiber,Fiber
2224,926603,MS,Forrest Co Agri High School District,588,Rural,Tiny,True,1000,500,1701,825,Fiber,Fiber
2225,926610,MS,Greenwood Public School District,2741,Town,Medium,True,5000,1000,1824,404,Fiber,Fiber
2226,926619,MS,Hollandale School District,588,Town,Small,True,1000,500,1701,826,Fiber,Fiber
2227,926641,MS,Leflore County School District,2475,Town,Medium,True,5000,1000,2020,361,Fiber,Fiber
2228,926642,MS,Leland School District,831,Town,Small,True,1000,500,1203,554,Fiber,Fiber
2229,926647,MS,Lumberton Public School District,577,Rural,Small,True,3000,3000,5199,5137,Fiber,Fiber
2230,926664,MS,Newton Municipal School District,937,Town,Small,True,1000,500,1067,511,Fiber,Fiber
2231,926672,MS,Okolona Municipal Separate School District,634,Rural,Small,True,1000,750,1577,1059,Fiber,Fiber
2232,926693,MS,Richton School District,707,Rural,Small,True,1000,500,1414,689,Fiber,Fiber
2233,926696,MS,South Delta School District,870,Rural,Small,True,1000,500,1149,553,Fiber,Fiber
2234,926708,MS,Tupelo School District,6824,Town,Medium,True,5000,5000,733,732,Fiber,Fiber
2235,926719,MS,West Tallahatchie School District,773,Rural,Small,True,1000,750,1294,929,Fiber,Fiber
2236,926721,MS,Wilkinson County School District,1224,Rural,Small,True,1250,750,1021,614,Fiber,Fiber
2237,928644,MT,Ashland School District 32 J,66,Rural,Small,True,1000,1000,15152,13333,Fiber,Fiber
2238,928743,MT,North Star Elementary School District 99M,175,Rural,Small,True,400,400,2286,2286,Fiber,Fiber
2239,928745,MT,Heart Butte School District 1,186,Rural,Small,True,250,300,1344,1310,Fiber,Fiber
2240,928750,MT,Dutton/Brady School District 28-C,124,Rural,Small,True,362,106,2919,731,Fiber,Fiber
2241,928758,MT,Big Sky School District 72,355,Rural,Small,True,500,250,1408,685,Fiber,Fiber
2242,928763,MT,Absarokee School District 52-52 C,232,Rural,Small,True,250,500,1078,2066,Fiber,Fiber
2243,928765,MT,Alzada Elementary District 56,4,Rural,Tiny,True,12,12,3000,4000,Copper,Copper
2244,928768,MT,Anaconda School District 10,815,Town,Small,True,1000,1000,1227,1348,Fiber,Fiber
2245,928769,MT,Anderson Elementary District 41,199,Rural,Small,True,200,200,1005,1005,Fixed Wireless,Fixed Wireless
2246,928771,MT,Arlee School District Jt 8,455,Rural,Small,True,500,500,1099,1082,Fiber,Fiber
2247,928772,MT,Arrowhead Elem School District 75,46,Rural,Small,True,100,100,2174,1613,Fiber,Fiber
2248,928777,MT,Ayers Colony School District 222,5,Rural,Tiny,True,5,5,1000,556,Copper,Copper
2249,928778,MT,Bainville School District 64,164,Rural,Small,True,500,500,3049,3086,Fiber,Fiber
2250,928779,MT,Baker School District 12,487,Rural,Small,True,1000,1000,2053,2101,Fiber,Fiber
2251,928784,MT,Belfry School District 3,61,Rural,Small,True,250,250,4098,4032,Fiber,Fiber
2252,928786,MT,Belgrade School District 44,3267,Town,Small,True,5100,5100,1561,1415,Fiber,Fiber
2253,928791,MT,Biddle Elementary District 6,4,Rural,Tiny,True,30,30,7500,5000,Copper,Copper
2254,928793,MT,Big Sandy School District 2-11,174,Rural,Small,True,200,200,1149,1149,Fiber,Fiber
2255,928807,MT,Box Elder School District 13-G,457,Rural,Small,True,500,500,1094,1134,Fiber,Fiber
2256,928815,MT,Townsend School District 7,670,Rural,Small,True,1000,1000,1493,1486,Fiber,Fiber
2257,928817,MT,Brockton School District 55-55 F,183,Rural,Small,True,250,250,1366,1953,Fiber,Fiber
2258,928818,MT,Brorson School District 11,11,Rural,Tiny,True,50,50,4545,10000,Copper,Copper
2259,928824,MT,Bynum Elementary School District,42,Rural,Small,True,100,100,2381,4348,Cable,Cable
2260,928825,MT,Canyon Creek School District 4,231,Rural,Small,True,1000,150,4329,773,Fiber,Fixed Wireless
2261,928826,MT,Cardwell School District 16-31,46,Rural,Tiny,True,50,50,1087,1064,Fixed Wireless,Fixed Wireless
2262,928829,MT,Vaughn School District 74,158,Rural,Small,True,225,210,1424,1288,Fiber,Fiber
2263,928831,MT,Cascade School District 3 N B,298,Rural,Small,True,300,300,1007,987,Fiber,Fiber
2264,928832,MT,Cayuse Prairie School District 10,240,Rural,Small,True,300,300,1250,1224,Fiber,Fiber
2265,928840,MT,Chinook School District 10,377,Rural,Small,True,400,400,1061,1081,Fiber,Fiber
2266,928857,MT,Conrad School District 10,514,Town,Small,True,1000,500,1946,756,Fiber,Fiber
2267,928871,MT,Custer School District 15,77,Rural,Small,True,100,50,1299,625,Fiber,Fiber
2268,928872,MT,Cut Bank School District 15,699,Town,Medium,True,700,600,1001,829,Fiber,Fiber
2269,928873,MT,Darby School District 9,362,Rural,Small,True,1000,1000,2762,3135,Fiber,Fiber
2270,928874,MT,Davey School District 12,11,Rural,Tiny,True,24,24,2182,2182,Copper,Copper
2271,928876,MT,Lindsay School District 367,12,Rural,Tiny,True,12,12,1000,667,Copper,Copper
2272,928880,MT,Deer Park School District 2,141,Rural,Small,True,400,400,2837,2581,Fiber,Fiber
2273,928882,MT,Denton School District 84,50,Rural,Small,True,200,200,4000,4000,Fiber,Fiber
2274,928886,MT,Dillon School District 10,716,Town,Small,True,1000,1000,1397,1393,Fiber,Fiber
2275,928888,MT,Dixon School District 9,47,Rural,Small,True,50,50,1064,877,Fiber,Fiber
2276,928889,MT,Dodson School District 2-A C,87,Rural,Small,True,200,200,2299,2326,Fiber,Fiber
2277,928898,MT,Elliston School District 27,12,Rural,Tiny,True,40,40,3333,2857,Copper,Copper
2278,928901,MT,Eureka School District 13,728,Rural,Small,True,1000,1000,1374,1350,Fiber,Fiber
2279,928903,MT,Fairfield School District 21,306,Rural,Small,True,500,250,1634,831,Fiber,Fiber
2280,928913,MT,Olney-Bissell School District 58,80,Rural,Small,True,100,100,1250,1299,Fiber,Copper
2281,928915,MT,Florence-Carlton School District 15-6,819,Rural,Small,True,1000,500,1221,633,Fiber,Fiber
2282,928917,MT,Forsyth School District 4,369,Rural,Small,True,1000,100,2710,300,Fiber,Fiber
2283,928919,MT,Fort Benton School District 1,284,Rural,Small,True,500,500,1761,1618,Fiber,Fiber
2284,928923,MT,Frazer School District 2-2 B,149,Rural,Small,True,250,250,1678,1689,Fiber,Fiber
2285,928926,MT,Froid Schools Dists 65 & 65E,120,Rural,Small,True,250,250,2083,2119,Fiber,Fiber
2286,928928,MT,Frontier School District 3,147,Rural,Small,True,250,250,1701,1712,Fiber,Fiber
2287,928929,MT,Galata School District 21,4,Rural,Tiny,True,25,10,6250,3333,Fiber,Copper
2288,928939,MT,Geraldine School District 44-3,81,Rural,Small,True,200,200,2469,2381,Fiber,Fiber
2289,928941,MT,Geyser School District 58,47,Rural,Small,True,100,100,2128,2128,Fiber,Fiber
2290,928942,MT,North Gildford School District 89,17,Rural,Tiny,True,100,100,5882,4348,Fiber,Fiber
2291,928943,MT,Glasgow School District 1 A,842,Rural,Small,True,1500,1500,1781,1738,Fiber,Fiber
2292,928945,MT,Gold Creek Elem School District 33,6,Rural,Tiny,True,8,8,1333,1143,Copper,Copper
2293,928948,MT,Grant School District 7,3,Rural,Tiny,True,10,10,3333,3333,Fiber,Fiber
2294,928961,MT,Pryor School District 2 & 3,84,Rural,Small,True,1000,1000,11905,9615,Fiber,Fiber
2295,928965,MT,Harlowton School District 16,338,Rural,Small,True,436,418,1290,1498,Fiber,Fiber
2296,928970,MT,Hays-Lodge Pole School District 50,242,Rural,Small,True,400,400,1653,1613,Fiber,Fiber
2297,928974,MT,Helmville School District 15,15,Rural,Tiny,True,15,15,1000,938,Copper,Copper
2298,928976,MT,Highwood School District 28,90,Rural,Small,True,250,30,2778,217,Fiber,Copper
2299,928977,MT,Cottonwood School District 57,19,Rural,Tiny,True,53,53,2789,1656,Fixed Wireless,Fixed Wireless
2300,928979,MT,Hinsdale School District 7 A & 7 C,72,Rural,Small,True,500,500,6944,7042,Fiber,Fiber
2301,928980,MT,Hobson School District 25,97,Rural,Small,True,100,100,1031,1031,Fiber,Fiber
2302,928991,MT,Jefferson High School,233,Rural,Tiny,True,500,100,2146,383,Fiber,Fiber
2303,928997,MT,Judith Gap School District 21-J,39,Rural,Small,True,100,100,2564,2500,Fiber,Fiber
2304,929005,MT,Upper West Shore School District 33,53,Rural,Tiny,True,100,50,1887,490,Fiber,Fiber
2305,929006,MT,Swan Lake-Salmon Elem,4,Rural,Tiny,True,10,10,2500,1667,Fiber,Fiber
2306,929008,MT,Lambert School District 86 & 4,126,Rural,Small,True,1000,1000,7937,7937,Fiber,Fiber
2307,929010,MT,Lamotte School District 43,70,Rural,Small,True,300,50,4286,794,Fiber,Fixed Wireless
2308,929014,MT,Lavina School District 41 M-2,74,Rural,Small,True,1000,1000,13514,12346,Fiber,Fiber
2309,929020,MT,Lincoln School District 38,121,Rural,Small,True,250,100,2066,725,Fiber,Fiber
2310,929024,MT,Lodge Grass School District 27-2,349,Rural,Small,True,1000,1000,2865,2809,Fiber,Fiber
2311,929026,MT,Lone Rock School District 13,230,Rural,Small,True,300,100,1304,481,Fiber,Fixed Wireless
2312,929029,MT,Alder-Upper Ruby School District 2,24,Rural,Tiny,True,25,20,1042,1000,Copper,Copper
2313,929030,MT,Malmborg Elem School District 47,4,Rural,Tiny,True,20,20,5000,2000,Copper,Copper
2314,929037,MT,Medicine Lake School District 7,104,Rural,Small,True,500,250,4808,2475,Fiber,Fiber
2315,929038,MT,Melrose School District 5,4,Rural,Tiny,True,20,,5000,,Fiber,None - Error
2316,929040,MT,Melstone School District 64 J-64 H,83,Rural,Small,True,1000,1000,12048,11905,Fiber,Fiber
2317,929047,MT,Monforton Elem School District 27,495,Rural,Small,True,500,100,1010,190,Fiber,Fiber
2318,929050,MT,Moore School District 44,89,Rural,Small,True,100,200,1124,2222,Fiber,Fiber
2319,929051,MT,Morin School District 17,51,Rural,Tiny,True,100,,1961,,Fiber,None - Error
2320,929052,MT,Nashua Schools K-12,97,Rural,Small,True,250,250,2577,2660,Fiber,Fiber
2321,929054,MT,Noxon School District 10,178,Rural,Small,True,250,250,1404,1302,Fiber,Fiber
2322,929057,MT,Opheim School District 9 D,38,Rural,Small,True,250,250,6579,6579,Fiber,Fiber
2323,929068,MT,Pendroy School District 61,19,Rural,Tiny,True,20,20,1053,909,Fiber,Fiber
2324,929070,MT,Pine Creek School District 19,26,Rural,Small,True,35,,1346,,Fixed Wireless,None - Error
2325,929072,MT,Pioneer School District 41,56,Rural,Tiny,True,60,60,1071,1000,Cable,Cable
2326,929075,MT,Pleasant Valley School District 27,4,Rural,Tiny,True,100,100,25000,100000,Fiber,Fiber
2327,929077,MT,Plentywood School District 20,357,Rural,Small,True,500,500,1401,1389,Fiber,Fiber
2328,929078,MT,Plevna School District 55,86,Rural,Small,True,100,50,1163,633,Fiber,Fiber
2329,929084,MT,Poplar School District 9 & 9 B,903,Town,Small,True,2000,2000,2215,2160,Fiber,Fiber
2330,929085,MT,Potomac Elem School District 11,94,Rural,Small,True,100,100,1064,1087,Fiber,Fiber
2331,929086,MT,Powell County High School District,200,Town,Tiny,True,200,200,1000,1036,Fiber,Fiber
2332,929087,MT,Garrison School District 20,16,Rural,Tiny,True,25,25,1563,1563,Satellite/LTE,Satellite/LTE
2333,929089,MT,Power School District 30,106,Rural,Small,True,250,100,2358,800,Fiber,Fiber
2334,929093,MT,Rapelje School District 32,52,Rural,Small,True,200,200,3846,3846,Fiber,Fiber
2335,929099,MT,Reedpoint School District 9-9,72,Rural,Small,True,100,100,1389,1370,Fiber,Fiber
2336,929102,MT,Richey Public School District,68,Rural,Small,True,100,50,1471,658,Fiber,Fiber
2337,929103,MT,Roberts K-12 School District,104,Rural,Small,True,240,40,2308,385,Fiber,Copper
2338,929107,MT,Rosebud School District 12,42,Rural,Small,True,100,100,2381,3030,Cable,Cable
2339,929109,MT,Roundup School District 55 & 55 H,599,Rural,Small,True,2000,2000,3339,3795,Fiber,Fiber
2340,929110,MT,Roy School District 74,31,Rural,Small,True,1000,1000,32258,30303,Fiber,Fiber
2341,929111,MT,Ryegate Public School District,59,Rural,Small,True,1500,1000,25424,18519,Fiber,Fiber
2342,929113,MT,Saco School District 12 A & B,48,Rural,Small,True,250,250,5208,5102,Fiber,Fiber
2343,929116,MT,Scobey School District 1,285,Rural,Small,True,1000,1000,3509,3484,Fiber,Fiber
2344,929121,MT,Shelby School District 14,418,Town,Small,True,525,520,1256,1232,Fiber,Fiber
2345,929123,MT,Shepherd School District 37,819,Rural,Small,True,1000,150,1221,177,Fiber,Fixed Wireless
2346,929134,MT,Saint Regis School District 1,173,Rural,Small,True,250,250,1445,1429,Fiber,Fiber
2347,929137,MT,Stevensville School District 2,987,Rural,Small,True,1000,1000,1013,943,Fiber,Fiber
2348,929142,MT,Sunburst School District 2,166,Rural,Small,True,200,100,1205,524,Fiber,Fiber
2349,929147,MT,Swan River School District 4,164,Rural,Small,True,200,200,1220,1235,Fiber,Fiber
2350,929149,MT,Sweet Grass Co High School District,165,Rural,Tiny,True,500,500,3030,3067,Fiber,Fiber
2351,929163,MT,Troy School District 1,361,Rural,Small,True,500,200,1385,532,Fiber,Fiber
2352,929165,MT,Turner School District 43,77,Rural,Small,True,100,100,1299,1235,Fiber,Fiber
2353,929166,MT,Twin Bridges School District 7,219,Rural,Small,True,250,100,1142,452,Fiber,Fiber
2354,929170,MT,Valley View School District 35,32,Rural,Tiny,True,100,19,3125,613,Fiber,Fiber
2355,929171,MT,Victor School District 7,296,Rural,Small,True,1000,30,3378,103,Fiber,Copper
2356,929176,MT,West Yellowstone School District 69,266,Rural,Small,True,500,200,1880,738,Fiber,Fiber
2357,929177,MT,Westby School District 3,62,Rural,Small,True,250,250,4032,4098,Fiber,Fiber
2358,929182,MT,Whitewater School District 20 D,46,Rural,Small,True,100,100,2174,2564,Fiber,Fiber
2359,929187,MT,Winifred School District 115,101,Rural,Small,True,200,200,1980,1961,Fiber,Fiber
2360,929188,MT,Winnett School District 1,90,Rural,Small,True,1000,1000,11111,12500,Fiber,Fiber
2361,929192,MT,Wolf Point School District 45-45 A,801,Town,Small,True,1000,1000,1248,1330,Fiber,Fiber
2362,929193,MT,Woodman School District 18,31,Rural,Small,True,500,25,16129,806,Fiber,Satellite/LTE
2363,929197,MT,Wyola School District 29,106,Rural,Small,True,250,20,2358,164,Fiber,Copper
2364,929198,MT,Yaak Elementary,4,Rural,Tiny,True,50,25,12500,8333,Satellite/LTE,Satellite/LTE
2365,929199,MT,Yellowstone Academy School District 58,39,Rural,Small,True,200,200,5128,6667,Fiber,Fiber
2366,929200,MT,Zurich School District 17,23,Rural,Tiny,True,100,100,4348,4545,Fiber,Fiber
2367,929201,MT,Rocky Boy School District 87-J,548,Rural,Small,True,600,524,1095,976,Fiber,Fiber
2368,929203,ND,Yellowstone School District 14,78,Rural,Tiny,True,1000,50,12821,490,Fiber,Fiber
2369,933571,ND,Bismarck School District 1,12696,Urban,Large,True,10000,10000,788,813,Fiber,Fiber
2370,933572,ND,Naughton 25,6,Rural,Tiny,True,1000,50,166667,7143,Fiber,Fiber
2371,933573,ND,Strasburg 15,142,Rural,Small,True,1000,50,7042,360,Fiber,Fiber
2372,933574,ND,Linton School District 36,267,Rural,Small,True,1000,250,3745,899,Fiber,Fiber
2373,933575,ND,Cavalier 6,420,Rural,Small,True,1000,250,2381,355,Fiber,Fiber
2374,933578,ND,Powers Lake 27,189,Rural,Small,True,1000,50,5291,282,Fiber,Fiber
2375,933580,ND,New England School District 9,272,Rural,Small,True,1000,250,3676,672,Fiber,Fiber
2376,933585,ND,Fort Ransom School District 6,22,Rural,Tiny,True,50,50,2273,1923,Fiber,Fiber
2377,933588,ND,Central Elem 32,7,Rural,Tiny,True,1000,50,142857,10000,Fiber,Fiber
2378,933590,ND,Tioga 15,438,Rural,Small,True,1000,250,2283,566,Fiber,Fiber
2379,933592,ND,May-Port C G Public School,469,Rural,Small,True,1000,250,2132,415,Fiber,Fiber
2380,933593,ND,Midkota Public Schools,163,Rural,Small,True,1000,50,6135,333,Fiber,Fiber
2381,933597,ND,Mott -Regent Public School District #1,224,Rural,Small,True,1000,50,4464,231,Fiber,Fiber
2382,933598,ND,Tgu School District #60,329,Rural,Small,True,2000,500,6079,876,Fiber,Fiber
2383,933599,ND,Richardton - Taylor School District,325,Rural,Small,True,1000,250,3077,801,Fiber,Fiber
2384,933601,ND,Mohall-Lansford-Sherwood 1,330,Rural,Small,True,1000,250,3030,515,Fiber,Fiber
2385,933604,ND,Carrington School District 49,506,Rural,Small,True,1000,250,1976,471,Fiber,Fiber
2386,933606,ND,North Border School District 100,360,Rural,Small,True,1000,250,2778,459,Fiber,Fiber
2387,933608,ND,Fordville-Lankin Public School,35,Rural,Small,True,1000,50,28571,962,Fiber,Fiber
2388,933609,ND,Litchville-Marion 46,122,Rural,Small,True,1000,50,8197,385,Fiber,Fiber
2389,933612,ND,New Rockford- Sheyenne School District 2,336,Rural,Small,True,1000,250,2976,522,Fiber,Fiber
2390,933613,ND,Barnes County North School District 007,285,Rural,Small,True,1000,250,3509,529,Fiber,Fiber
2391,933614,ND,Enderlin Area School District 24,302,Rural,Small,True,1000,250,3311,501,Fiber,Fiber
2392,933615,ND,Kidder County 1,401,Rural,Small,True,1000,250,2494,442,Fiber,Fiber
2393,933617,ND,North Star School District 10,307,Rural,Small,True,1000,250,3257,524,Fiber,Fiber
2394,933624,ND,Valley-Edinburg School District 118,203,Rural,Small,True,1000,50,4926,266,Fiber,Fiber
2395,933628,ND,Park River Area 8,445,Rural,Small,True,1000,250,2247,339,Fiber,Fiber
2396,933633,ND,Alexander School District 2,179,Rural,Small,True,1000,250,5587,916,Fiber,Fiber
2397,933636,ND,Ashley 9,140,Rural,Small,True,1000,50,7143,333,Fiber,Fiber
2398,933637,ND,Bakker 10,12,Rural,Tiny,True,50,50,4167,4545,Fiber,Fiber
2399,933640,ND,Beach School District 3,291,Rural,Small,True,1000,250,3436,812,Fiber,Fiber
2400,933642,ND,Billings County School District 1,88,Rural,Small,True,1000,50,11364,641,Fiber,Fiber
2401,933644,ND,Bowbells 14,67,Rural,Small,True,1000,50,14925,427,Fiber,Fiber
2402,933645,ND,Bowman Co 1,473,Rural,Small,True,1000,250,2114,368,Fiber,Fiber
2403,933646,ND,Burke Central 36,111,Rural,Small,True,1000,50,9009,260,Fiber,Fiber
2404,933649,ND,Griggs County Central 18,260,Rural,Small,True,1000,250,3846,580,Fiber,Fiber
2405,933652,ND,Divide County School District 1,340,Rural,Small,True,1000,250,2941,753,Fiber,Fiber
2406,933653,ND,Drayton 19,179,Rural,Small,True,1000,50,5587,336,Fiber,Fiber
2407,933654,ND,Dunseith School District 1,514,Rural,Small,True,1000,250,1946,488,Fiber,Fiber
2408,933655,ND,Edgeley Public School District #3,226,Rural,Small,True,1050,300,4646,882,Fiber,Fiber
2409,933657,ND,Eight Mile 6,265,Rural,Small,True,1000,50,3774,149,Fiber,Fiber
2410,933658,ND,Ellendale School District 40,314,Rural,Small,True,1000,250,3185,445,Fiber,Fiber
2411,933659,ND,Belfield 13,243,Rural,Small,True,1000,250,4115,644,Fiber,Fiber
2412,933662,ND,Fargo School District 1,10805,Urban,Large,True,10000,10000,925,945,Fiber,Fiber
2413,933663,ND,Finley-Sharon School District 19,94,Rural,Small,True,1000,50,10638,368,Fiber,Fiber
2414,933664,ND,Flasher 39,219,Rural,Small,True,250,250,1142,729,Fiber,Fiber
2415,933666,ND,Fort Totten School District 30,169,Rural,Tiny,True,1000,50,5917,314,Fiber,Fiber
2416,933667,ND,Fort Yates School District 4,205,Rural,Tiny,True,1000,50,4878,250,Fiber,Fiber
2417,933671,ND,Goodrich 16,27,Rural,Small,True,50,50,1852,1429,Fiber,Fiber
2418,933674,ND,Grenora 99,174,Rural,Small,True,1000,250,5747,859,Fiber,Fiber
2419,933676,ND,Halliday School District 19,32,Rural,Small,True,1000,50,31250,1000,Fiber,Fiber
2420,933677,ND,Hankinson School District 8,257,Rural,Small,True,1000,250,3891,656,Fiber,Fiber
2421,933679,ND,Harvey School District 38,409,Rural,Small,True,1000,250,2445,605,Fiber,Fiber
2422,933680,ND,Hatton Eielson 7,175,Rural,Small,True,1000,250,5714,977,Fiber,Fiber
2423,933683,ND,Hettinger 13,314,Rural,Small,True,1000,250,3185,583,Fiber,Fiber
2424,933684,ND,Hillsboro School District 9,461,Rural,Small,True,1000,250,2169,500,Fiber,Fiber
2425,933685,ND,Hope 10,65,Rural,Tiny,True,1000,50,15385,735,Fiber,Fiber
2426,933687,ND,Horse Creek 32,6,Rural,Tiny,True,1000,50,166667,8333,Fiber,Fiber
2427,933688,ND,Kenmare Public School,318,Rural,Small,True,1000,250,3145,809,Fiber,Fiber
2428,933689,ND,Kensal School District 19,55,Rural,Small,True,1000,50,18182,714,Fiber,Fiber
2429,933690,ND,Killdeer 16,455,Rural,Small,True,1000,250,2198,562,Fiber,Fiber
2430,933691,ND,Kulm School District 7,129,Rural,Small,True,1000,50,7752,365,Fiber,Fiber
2431,933693,ND,Lakota School District 66,164,Rural,Small,True,1000,50,6098,313,Fiber,Fiber
2432,933694,ND,Lamoure School District 8,296,Rural,Small,True,1000,250,3378,842,Fiber,Fiber
2433,933695,ND,Langdon School District 23,399,Rural,Small,True,1000,250,2506,649,Fiber,Fiber
2434,933696,ND,Larimore School District 44,382,Rural,Small,True,1000,250,2618,681,Fiber,Fiber
2435,933697,ND,Leeds School District 6,130,Rural,Small,True,1000,50,7692,269,Fiber,Fiber
2436,933701,ND,Little Heart 4,17,Rural,Tiny,True,50,50,2941,4167,Fiber,Fiber
2437,933702,ND,Lone Tree 6,42,Rural,Tiny,True,1000,50,23810,1389,Fiber,Fiber
2438,933703,ND,Maddock School District 9,134,Rural,Small,True,1000,50,7463,205,Fiber,Fiber
2439,933705,ND,Mandaree 36,213,Rural,Small,True,1000,250,4695,668,Fiber,Fiber
2440,933706,ND,Manning 45,17,Rural,Tiny,True,1000,50,58824,3846,Fiber,Fiber
2441,933707,ND,Manvel 125,177,Rural,Tiny,True,1000,50,5650,309,Fiber,Fiber
2442,933710,ND,Marmarth 12,14,Rural,Tiny,True,1000,50,71429,3125,Fiber,Fiber
2443,933712,ND,Mcclusky School District 19,93,Rural,Small,True,1000,50,10753,543,Fiber,Fiber
2444,933714,ND,Medina School District 3,165,Rural,Small,True,1000,50,6061,216,Fiber,Fiber
2445,933715,ND,Menoken 33,41,Rural,Tiny,True,1000,50,24390,1389,Fiber,Fiber
2446,933716,ND,Midway School District 128,182,Rural,Small,True,1000,250,5495,781,Fiber,Fiber
2447,933717,ND,Milnor School District 2,237,Rural,Small,True,1500,100,6329,334,Fiber,Fiber
2448,933720,ND,Minto School District 20,270,Rural,Small,True,1000,250,3704,604,Fiber,Fiber
2449,933721,ND,Montefiore School District 1,242,Rural,Small,True,1000,250,4132,691,Fiber,Fiber
2450,933722,ND,Montpelier School District 14,115,Rural,Small,True,1000,50,8696,294,Fiber,Fiber
2451,933723,ND,Mount Pleasant School District 4,252,Rural,Small,True,1000,250,3968,687,Fiber,Fiber
2452,933724,ND,Munich Public School,92,Rural,Small,True,1000,50,10870,299,Fiber,Fiber
2453,933725,ND,Napoleon School District 2,249,Rural,Small,True,1000,250,4016,660,Fiber,Fiber
2454,933726,ND,Nedrose 4,490,Rural,Small,True,1000,250,2041,351,Fiber,Fiber
2455,933727,ND,Nesson 2,305,Rural,Small,True,1000,250,3279,455,Fiber,Fiber
2456,933728,ND,New Public School District 8,434,Rural,Small,True,4000,450,9217,1047,Fiber,Fiber
2457,933732,ND,North Sargent 3,216,Rural,Small,True,1000,250,4630,660,Fiber,Fiber
2458,933734,ND,Oakes School District 41,498,Rural,Small,True,1000,250,2008,504,Fiber,Fiber
2459,933737,ND,Page 80,98,Rural,Tiny,True,1000,50,10204,543,Fiber,Fiber
2460,933741,ND,Parshall School District,271,Rural,Small,True,1250,1250,4613,4664,Fiber,Fiber
2461,933746,ND,Rolette School District 29,159,Rural,Small,True,1000,50,6289,216,Fiber,Fiber
2462,933747,ND,Roosevelt 18,60,Rural,Tiny,True,1000,50,16667,909,Fiber,Fiber
2463,933748,ND,Rugby School District 5,597,Town,Small,True,1000,250,1675,424,Fiber,Fiber
2464,933751,ND,Sawyer 16,56,Rural,Small,True,1000,50,17857,388,Fiber,Fiber
2465,933752,ND,Selfridge School District 8,80,Rural,Small,True,1000,50,12500,329,Fiber,Fiber
2466,933753,ND,Solen School District 3,203,Rural,Small,True,1000,50,4926,265,Fiber,Fiber
2467,933754,ND,Velva Public School District #1,466,Rural,Small,True,1000,250,2146,391,Fiber,Fiber
2468,933755,ND,South Heart School District 9,306,Rural,Small,True,1000,250,3268,598,Fiber,Fiber
2469,933756,ND,South Prairie 70,443,Rural,Small,True,1000,1000,2257,2208,Fiber,Fiber
2470,933761,ND,Starkweather School District 44,52,Rural,Small,True,1000,50,19231,641,Fiber,Fiber
2471,933762,ND,Sterling 35,22,Rural,Tiny,True,50,50,2273,2174,Fiber,Fiber
2472,933763,ND,Surrey 41,421,Rural,Small,True,1000,250,2375,430,Fiber,Fiber
2473,933765,ND,Sweet Briar 17,17,Rural,Tiny,True,1000,50,58824,3571,Fiber,Fiber
2474,933766,ND,Thompson School District 61,486,Rural,Small,True,1000,250,2058,361,Fiber,Fiber
2475,933767,ND,Turtle Lake-Mercer District 72,186,Rural,Small,True,1000,250,5376,836,Fiber,Fiber
2476,933768,ND,Twin Buttes Elementary School,41,Rural,Tiny,True,1000,50,24390,1064,Fiber,Fiber
2477,933773,ND,Warwick 29,253,Rural,Small,True,1000,50,3953,202,Fiber,Fiber
2478,933774,ND,Washburn School District 4,303,Rural,Small,True,1000,250,3300,559,Fiber,Fiber
2479,933776,ND,Westhope School District 17,140,Rural,Small,True,1000,50,7143,266,Fiber,Fiber
2480,933777,ND,White Shield 85,120,Rural,Small,True,1000,50,8333,400,Fiber,Fiber
2481,933780,ND,Wishek School District 19,212,Rural,Small,True,1000,250,4717,806,Fiber,Fiber
2482,933781,ND,Wolford Public School District #1,40,Rural,Small,True,1000,50,25000,820,Fiber,Fiber
2483,933783,ND,Zeeland 4,24,Rural,Small,True,1000,50,41667,1351,Fiber,Fiber
2484,935908,NE,Grand Island Public Schools,9554,Urban,Large,True,10000,10000,1047,1070,Fiber,Fiber
2485,935924,NE,Franklin Public School District,295,Rural,Small,True,300,300,1017,1083,Fiber,Fiber
2486,935925,NE,Silver Lake Public Schools,244,Rural,Small,True,350,350,1434,1584,Fiber,Fiber
2487,935934,NE,Arnold Public School District,159,Rural,Small,True,200,100,1258,633,Fiber,Fiber
2488,935943,NE,Bayard Public School District,425,Rural,Small,True,500,200,1176,538,Fiber,Fiber
2489,935948,NE,Friend Public School District,256,Rural,Small,True,1000,1000,3906,4329,Fiber,Fiber
2490,935952,NE,Centennial Public Schools,447,Rural,Small,True,4000,,8949,,Fiber,Fiber
2491,935953,NE,Bridgeport Public School District,467,Rural,Small,True,700,,1499,,Fiber,Fiber
2492,935956,NE,South Platte High School,183,Rural,Small,True,200,200,1093,1212,Fiber,Fiber
