,district_id,state_code,name,num_students,locale,size,meeting_2018_goal_oversub,fy18_ia_bw_mbps_total,fy17_ia_bw_mbps_total,fy18_ia_bandwidth_per_student_kbps,fy17_ia_bandwidth_per_student_kbps,fy18_hierarchy_ia_connect_category,fy17_hierarchy_ia_connect_category
783,883969,CA,Saint Helena Unified School District,1198,Town,Small,True,1750,1500,1461,1252,Fiber,Fiber
784,883973,CA,Stone Corral Elem School District,145,Urban,Tiny,True,1000,,6897,,Fiber,Fiber
785,883974,CA,Stony Creek Jt Unified School District,96,Rural,Small,True,1001.5,1001.5,10432,12677,Fiber,Fiber
786,883975,CA,Strathmore Union Elem School District,817,Suburban,Small,True,1000,1000,1224,2288,Fiber,Fiber
787,883977,CA,Summerville Elem School District,402,Rural,Tiny,True,1000,1000,2488,2538,Fiber,Fiber
788,883978,CA,Summerville Union H S District,650,Rural,Medium,True,1010,1010,1554,1499,Fiber,Fiber
789,883979,CA,Sundale Elementary School District,821,Rural,Tiny,True,1000,1000,1218,1052,Fiber,Fiber
790,883980,CA,Sunnyside Un Elem School District,355,Rural,Tiny,True,1000,1000,2817,2793,Fiber,Fiber
791,883981,CA,Sunnyvale Elementary School District,6534,Urban,Medium,True,20000,11000,3061,1687,Fiber,Fiber
792,883982,CA,Surprise Valley Jt Unified Dist,116,Rural,Small,True,200,200,1724,1852,Fiber,Fiber
793,883988,CA,Taft Union High School District,968,Town,Tiny,True,2000,1000,2066,1048,Fiber,Fiber
794,883990,CA,Tamalpais Union H S District,4586,Suburban,Small,True,5000,5000,1090,1086,Fiber,Fiber
795,883991,CA,Tehachapi Unified School District,4333,Town,Small,True,5000,5000,1154,1143,Fiber,Fiber
796,883992,CA,Temple City Unified School District,5869,Suburban,Medium,True,10000,10000,1704,1704,Fiber,Fiber
797,883994,CA,Terra Bella Un School District,914,Town,Small,True,1000,1000,1094,1087,Fiber,Fiber
798,883996,CA,Three Rivers Un Elem School District,140,Rural,Tiny,True,1000,1000,7143,6993,Fiber,Fiber
799,883999,CA,Traver Jt Elem School District,216,Rural,Tiny,True,1000,1000,4630,4049,Fiber,Fiber
800,884001,CA,Tres Pinos Un Elem School District,124,Rural,Tiny,True,1000,1000,8065,8333,Fiber,Fiber
801,884002,CA,Trinidad Union Elementary,198,Rural,Tiny,True,1000,1000,5051,6369,Fiber,Fiber
802,884003,CA,Trinity Center Elem School District,14,Rural,Tiny,True,20,20,1429,1250,Fixed Wireless,Fixed Wireless
803,884004,CA,Trona Jt Unified School District,270,Rural,Small,True,1000,1000,3704,3636,Fiber,Fiber
804,884005,CA,Tulare City School District,9565,Suburban,Large,True,10000,10000,1045,1025,Fiber,Fiber
805,884006,CA,Tulare Jt Union High School District,5486,Suburban,Medium,True,10000,10000,1823,1663,Fiber,Fiber
806,884007,CA,Tulelake Basin Jt Un School District,441,Rural,Small,True,1000,1000,2268,2278,Fiber,Fiber
807,884008,CA,Tustin Unified School District,23921,Urban,Large,True,20000,20000,836,833,Fiber,Fiber
808,884010,CA,Twin Hills Un Elem School District,660,Rural,Small,True,10000,250,15152,381,Fiber,Fiber
809,884013,CA,Union Elementary School District,5661,Urban,Medium,True,20000,10000,3533,1709,Fiber,Fiber
810,884014,CA,Union Hill Elem School District,669,Town,Small,True,1000,1000,1495,1495,Fiber,Fiber
811,884020,CA,Vallecito Union Elem School District,592,Rural,Small,True,1000,1000,1689,1764,Fiber,Fiber
812,884025,CA,Victor Elem School District,12744,Urban,Large,True,12000,11000,942,863,Fiber,Fiber
813,884027,CA,Visalia Unified School District,28557,Urban,Large,True,40000,5000,1401,174,Fiber,Fiber
814,884034,CA,Washington Colony Elementary School District,428,Suburban,Tiny,True,1000,1000,2336,2273,Fixed Wireless,Fixed Wireless
815,884035,CA,Washington Unified School District,7867,Suburban,Medium,True,10110,10000,1285,1256,Fiber,Fiber
816,884036,CA,Washington Union Elem School District,888,Suburban,Small,True,1000,1000,1126,1126,Fiber,Fiber
817,884037,CA,Waugh Elementary School District,909,Suburban,Small,True,20000,500,22002,550,Fiber,Fiber
818,884038,CA,Waukena Jt Union Elem School District,240,Rural,Tiny,True,500,500,2083,1938,Fiber,Fiber
819,884040,CA,Weed Union Elementary School,269,Town,Tiny,True,1000,200,3717,712,Fiber,Fixed Wireless
820,884041,CA,West Covina Unified School District,8757,Suburban,Medium,True,10000,1000,1142,116,Fiber,Fiber
821,884043,CA,Westside Union Elem School District,9301,Suburban,Medium,True,10000,10000,1075,1037,Fiber,Fiber
822,884044,CA,Western Placer Unified School District,6780,Suburban,Medium,True,10000,10000,1475,1457,Fiber,Fiber
823,884045,CA,Westminster Elem School District,9328,Suburban,Large,True,10000,10000,1072,1072,Fiber,Fiber
824,884046,CA,Westmorland Un Elem School District,380,Rural,Tiny,True,1000,1000,2632,2625,Fiber,Fiber
825,884047,CA,Westside Elem School District,469,Urban,Small,True,1000,100,2132,463,Fixed Wireless,Copper
826,884051,CA,Wheatland Un High School District,734,Rural,Tiny,True,2000,100,2725,128,Fiber,Fiber
827,884052,CA,Whitmore Elementary School District,27,Town,Tiny,True,1000,1000,37037,29412,Fiber,Fiber
828,884053,CA,Whittier City School District,6059,Suburban,Medium,True,10000,10000,1650,1633,Fiber,Fiber
829,884054,CA,Whittier Union High School District,11534,Suburban,Medium,True,12000,11000,1040,947,Fiber,Fiber
830,884057,CA,Willits Unified School District,1539,Town,Medium,True,1450,1450,942,942,Fiber,Fiber
831,884059,CA,Willow Creek Elementary School,39,Rural,Tiny,True,1000,1000,25641,22727,Fiber,Fiber
832,884060,CA,Willow Grove Union Elementary,19,Rural,Tiny,True,100,100,5263,5263,Fiber,Fiber
833,884062,CA,Wilmar Union Elem School District,233,Suburban,Tiny,True,250,250,1073,1064,Fiber,Fiber
834,884064,CA,Winship-Robbins Elementary School District,167,Rural,Small,True,300,300,1796,1807,Fixed Wireless,Fixed Wireless
835,884065,CA,Winters Joint Unified School District,1537,Town,Small,True,10000,10000,6506,7541,Fiber,Fiber
836,884070,CA,Woodland Joint Unified School District,9904,Suburban,Large,True,10000,10000,1010,980,Fiber,Fiber
837,884071,CA,Woodside Elementary,400,Suburban,Tiny,True,1350,,3375,,Fiber,None - Error
838,884072,CA,Woodville Elementary School,436,Rural,Tiny,True,1000,1000,2294,2179,Fiber,Fiber
839,884073,CA,Wright Elem School District,1592,Urban,Small,True,30000,1000,18844,640,Fiber,Fiber
840,884076,CA,Yuba City Unified School District,12437,Urban,Large,True,10000,10000,804,806,Fiber,Fiber
841,884132,CT,Andover School District,225,Rural,Tiny,True,1000,1000,4444,4348,Fiber,Fiber
842,884141,CT,Ashford School District,406,Rural,Tiny,True,1000,1000,2463,2809,Fiber,Fiber
843,884147,CT,Barkhamsted Elementary School,228,Rural,Tiny,True,1000,1000,4386,3922,Fiber,Fiber
844,884161,CT,Bethany Board Of Education,356,Rural,Tiny,True,1000,1000,2809,2755,Fiber,Fiber
845,884169,CT,Bolton School District,814,Rural,Small,True,1000,1000,1229,901,Fiber,Fiber
846,884171,CT,Bozrah School District,208,Rural,Tiny,True,1000,1000,4808,5556,Fiber,Fiber
847,884183,CA,Golden Plains Unified School District,1701,Rural,Small,True,10000,1000,5879,588,Fiber,Fiber
848,884184,CT,Brooklyn School District,853,Rural,Small,True,1000,1000,1172,1088,Fiber,Fiber
849,884186,CT,Canaan School District,73,Rural,Tiny,True,1000,1000,13699,13158,Fiber,Fiber
850,884189,CT,Canterbury Public Schools,466,Rural,Small,True,1060,1060,2275,2325,Fiber,Fiber
851,884190,CA,Big Oak Flat-Groveland District,302,Rural,Small,True,1000,1001.5,3311,3477,Fiber,Fiber
852,884203,CT,Colebrook School District,78,Rural,Tiny,True,1000,1000,12821,11905,Fiber,Fiber
853,884204,CT,Columbia Board Of Education,424,Rural,Tiny,True,1000,1000,2358,2299,Fiber,Fiber
854,884206,CT,Cornwall School District,72,Rural,Tiny,True,1000,1000,13889,10989,Fiber,Fiber
855,884211,CT,Danbury Public Schools,11132,Urban,Large,True,10000,10000,898,890,Fiber,Fiber
856,884216,CT,East Granby School District,856,Rural,Small,True,1040,2040,1215,2406,Fiber,Fiber
857,884218,CT,East Haddam Board Of Education,1026,Town,Small,True,4000,4000,3899,3891,Fiber,Fiber
858,884221,CT,East Haven Public Schools,2971,Suburban,Medium,True,3000,1000,1010,302,Fiber,Fiber
859,884226,CT,Eastford School District,143,Rural,Tiny,True,1000,1000,6993,8621,Fiber,Fiber
860,884227,CT,Easton School District,881,Rural,Small,True,1000,1000,1135,1143,Fiber,Fiber
861,884233,CT,Franklin School District,162,Rural,Tiny,True,1000,1000,6173,6849,Fiber,Fiber
862,884240,CT,Hamden Public School District,5377,Suburban,Medium,True,11000,1000,2046,193,Fiber,Fiber
863,884241,CT,Hampton School District,105,Rural,Tiny,True,1000,1000,9524,11111,Fiber,Fiber
864,884243,CT,Hartland School District,189,Rural,Tiny,True,1000,1000,5291,5618,Fiber,Fiber
865,884244,CT,Hebron School District,705,Rural,Small,True,1000,1000,1418,1361,Fiber,Fiber
866,884245,CT,Kent School District,235,Rural,Tiny,True,1000,1000,4255,4367,Fiber,Fiber
867,884249,CT,Lisbon School District,393,Rural,Tiny,True,1000,1000,2545,2809,Fiber,Fiber
868,884250,CT,Litchfield Public School District,936,Rural,Small,True,1000,1000,1068,1063,Fiber,Fiber
869,884252,CT,Manchester School District,5975,Suburban,Medium,True,10000,10000,1674,1676,Fiber,Fiber
870,884254,CT,Marlborough School District,535,Rural,Tiny,True,1000,1000,1869,1669,Fiber,Fiber
871,884255,CT,Meriden School District,7716,Suburban,Medium,True,10051,10052,1303,1257,Fiber,Fiber
872,884256,CT,Middletown School District,4514,Urban,Medium,True,10000,1000,2215,221,Fiber,Fiber
873,884257,CT,Milford School District,5836,Urban,Medium,True,10020,2020,1717,343,Fiber,Fiber
874,884265,CT,New Hartford School District,443,Rural,Small,True,1000,1000,2257,2193,Fiber,Fiber
875,884267,CT,New London Public Schools,2842,Urban,Medium,True,11000,3000,3871,815,Fiber,Fiber
876,884271,CT,Norfolk School District,102,Rural,Tiny,True,1000,1000,9804,9524,Fiber,Fiber
877,884273,CT,North Canaan School District,278,Rural,Tiny,True,1000,1000,3597,4065,Fiber,Fiber
878,884274,CT,North Haven School District,3129,Suburban,Medium,True,3000,2000,959,644,Fiber,Fiber
879,884275,CT,North Stonington School District,902,Rural,Small,True,1000,1000,1109,1332,Fiber,Fiber
880,884276,CT,Norwalk Public Schools,10951,Urban,Large,True,10300,10060,941,886,Fiber,Fiber
881,884282,CT,Plainville Public Schools,2347,Suburban,Small,True,10000,10000,4261,4228,Fiber,Fiber
882,884284,CT,Pomfret Community School District,375,Rural,Tiny,True,1000,1000,2667,2558,Fiber,Fiber
883,884286,CT,Preston Board Of Education,425,Rural,Small,True,1000,1000,2353,2222,Fiber,Fiber
884,884289,CT,Redding School District,936,Rural,Small,True,1000,1000,1068,1168,Fiber,Fiber
885,884291,CT,Regional School District 06,972,Rural,Small,True,1000,1000,1029,1183,Fiber,Fiber
886,884293,CT,Regional School District 12,707,Rural,Small,True,3000,3000,4243,6608,Fiber,Fiber
887,884294,CT,Regional School District 13,1714,Rural,Small,True,3000,3000,1750,1674,Fiber,Fiber
888,884295,CT,Regional School District 14,1718,Rural,Small,True,2000,2000,1164,1174,Fiber,Fiber
889,884296,CT,Pomperaug Regional School District #15,3688,Suburban,Medium,True,3000,3000,813,819,Fiber,Fiber
890,884300,CT,Regional Dist. #11 Chaplin Public Schools Parish Hill High School,404,Rural,Small,True,2000,2000,4950,5236,Fiber,Fiber
891,884301,CT,Regional School District 01,412,Rural,Tiny,True,1000,1000,2427,2273,Fiber,Fiber
892,884303,CT,Regional School District 05,2222,Suburban,Small,True,4000,4000,1800,1783,Fiber,Fiber
893,884306,CT,Regional School District 09,952,Rural,Tiny,True,1000,1000,1050,1119,Fiber,Fiber
894,884309,CT,Salem School District,402,Rural,Tiny,True,1000,1000,2488,2660,Fiber,Fiber
895,884310,CT,Salisbury School District,280,Rural,Tiny,True,1000,1000,3571,3690,Fiber,Fiber
896,884311,CT,Scotland School District,116,Rural,Tiny,True,1000,1000,8621,8621,Fiber,Fiber
897,884313,CT,Sharon School District,150,Rural,Tiny,True,1000,1000,6667,6623,Fiber,Fiber
898,884316,CT,Sherman School District,313,Rural,Tiny,True,1000,1000,3195,3215,Fiber,Fiber
899,884318,CT,Somers School District,1415,Suburban,Small,True,2000,,1413,,Fiber,None - Error
900,884321,CT,Sprague School District,336,Suburban,Tiny,True,1000,1000,2976,3049,Fiber,Fiber
901,884323,CT,Stamford School District,15435,Urban,Large,True,22000,22000,1425,1451,Fiber,Fiber
902,884324,CT,Sterling Community School,424,Rural,Tiny,True,1000,1000,2358,2070,Fiber,Fiber
903,884328,CT,Thomaston Public School District,895,Suburban,Small,True,2000,2000,2235,2268,Fiber,Fiber
904,884334,CT,Union School District,68,Rural,Tiny,True,1000,,14706,,Fiber,None - Error
905,884336,CT,Voluntown School District,279,Rural,Tiny,True,1000,1000,3584,3891,Fiber,Fiber
906,884338,CT,Waterbury School District,18151,Suburban,Large,True,20000,10000,1102,510,Fiber,Fiber
907,884343,CT,Westbrook School District,762,Suburban,Small,True,1000,1000,1312,1357,Fiber,Fiber
908,884345,CT,Westport Public Schools,5530,Suburban,Medium,True,4000,1000,723,178,Fiber,Fiber
909,884346,CT,Wethersfield School District,3550,Suburban,Medium,True,4000,10000,1127,2795,Fiber,Fiber
910,884347,CT,Willington School District,426,Rural,Small,True,2000,1000,4695,2415,Fiber,Fiber
911,884349,CT,Winchester School District,536,Town,Small,True,1000,1000,1866,1295,Fiber,Fiber
912,884350,CT,Windham Public School District,3025,Town,Medium,True,10000,1200,3306,391,Fiber,Fiber
913,884354,CT,Woodbridge School District,774,Suburban,Tiny,True,1000,1000,1292,1205,Fiber,Fiber
914,884355,CT,Woodstock School District,838,Rural,Small,True,1000,1000,1193,1161,Fiber,Fiber
915,886854,DE,Cape Henlopen School District,5256,Town,Medium,True,9200,10000,1750,1929,Fiber,Fiber
916,886858,DE,Capital School District,6369,Urban,Medium,True,9400,,1476,,Fiber,Fiber
917,886860,DE,Colonial,9627,Suburban,Medium,True,10000,10000,1039,1041,Fiber,Fiber
918,886862,DE,Indian River School District,10056,Town,Medium,True,10000,10000,994,921,Fiber,Fiber
919,886868,DE,Milford School District,3578,Town,Small,True,8000,8100,2236,2206,Fiber,Fiber
920,886872,DE,Seaford School District,3501,Suburban,Medium,True,4300,4300,1228,1249,Fiber,Fiber
921,886875,DE,Woodbridge School District,1914,Rural,Small,True,2100,400,1097,209,Fiber,Fiber
922,888985,FL,District School Board Of Collier County,43729,Suburban,Mega,True,227000,27050,5191,618,Fiber,Fiber
923,889015,FL,Liberty County School District,1353,Rural,Medium,True,1000,1000,739,716,Fiber,Fiber
924,889885,GA,Chickamauga City School District,1300,Suburban,Small,True,1300,1300,1000,996,Fiber,Fiber
925,889887,GA,Clay County,227,Rural,Small,True,300,300,1322,1010,Fiber,Fiber
926,889901,GA,Dawson County School District,3437,Rural,Medium,True,2700,2700,786,788,Fiber,Fiber
927,889929,GA,Greene County School District,2476,Town,Small,True,2500,500,1010,211,Fiber,Fiber
928,889944,GA,Jeff Davis Co School District,3143,Town,Small,True,3400,3400,1082,1153,Fiber,Fiber
929,889947,GA,Jenkins County School District,1172,Rural,Small,True,2500,800,2133,656,Fiber,Fiber
930,889960,GA,Lumpkin County School District,3822,Rural,Small,True,4500,1500,1177,394,Fiber,Fiber
931,889968,GA,Meriwether Co School District,2582,Rural,Medium,True,5700,1700,2208,611,Fiber,Fiber
