,total_students,students_not_meeting,students_meeting,students_not_meeting_w_contract_exp,students_not_meeting_w_contract_not_exp,students_meeting_w_contract_exp,students_meeting_w_contract_not_exp,students_not_meeting_w_contract_exp_w_peer,students_not_meeting_w_contract_exp_w_no_peer,students_not_meeting_w_contract_not_exp_w_peer,students_not_meeting_w_contract_not_exp_w_no_peer,students_meeting_w_contract_exp_w_peer,students_meeting_w_contract_exp_w_no_peer,students_meeting_w_contract_not_exp_w_peer,students_meeting_w_contract_not_exp_w_no_peer,students_not_meeting_w_contract_exp_w_peer_same_sp,students_not_meeting_w_contract_exp_w_peer_diff_sp,students_not_meeting_w_contract_not_exp_w_peer_same_sp,students_not_meeting_w_contract_not_exp_w_peer_diff_sp,students_meeting_w_contract_exp_w_peer_same_sp,students_meeting_w_contract_exp_w_peer_diff_sp,students_meeting_w_contract_not_exp_w_peer_same_sp,students_meeting_w_contract_not_exp_w_peer_diff_sp
0,46993151,35488882,11428657,16636253,18852629,9376992,2051665,7488411,9147842,7994653,10857976,4722376,4654616,86365,1965300,6439755,1048656,6344664,1649989,1488701,3233675,24729,61636
