,perc_cost_decrease,total_districts,districts_will_meet,pay_more_districts,monthly_cost_pay_more_total,monthly_cost_pay_more_per_district,avg_cost_pay_more_per_district,median_cost_pay_more_per_district,cost_pay_more_per_student,projected_1mb_weighted_avg_cost_per_mb
0,0.59,134,77,57,65449.48,1148.24,1148.24,368.58,0.28,0.87
