,districts_not_meeting_2014,students_not_meeting_2014,districts_not_meeting_with_peers,students_not_meeting_with_peers,districts_not_meeting_no_peers,students_not_meeting_no_peers,districts_not_meeting_nonfiber_ia,students_not_meeting_nonfiber_ia
0,98,748374,32,226407,60,480177,10,5949
