funding_year,state_code,district_id,num_students,old_total_bw,old_total_cost,old_bw_per_student,projected_bw_fy2018,consortium_affiliation,consortium_member,locale,ulocal,contract_expiring,deal,total_circuits,new_total_bw,new_total_cost,total_li,bw_rank,best_deal,new_bw_per_student,total_bw_change,total_bw_percent_change
2018,AZ,881424,5408,1000.0,4946.0,184.9112426035503,4596.8,Maricopa County Superintendent Office,True,Urban,12,True,Deal 1,1.0,3000.0,4722.0,1.0,1.0,True,554.7337278106509,2000.0,2.0
2018,AZ,881428,2438,1000.0,3190.0,410.17227235438884,2438.0,Yavapai County Superintendent Office,True,Town,31,False,Deal 1,2.0,1300.0,2714.0,2.0,1.0,True,533.2239540607055,300.0,0.3
2019,AZ,881428,2297,1000.0,2864.0,435.35045711798,2297.0,Yavapai County Superintendent Office,True,Town,31,False,Deal 2,2.0,2030.0,2789.0,2.0,1.0,True,883.7614279494993,1030.0,1.03
2019,CA,881445,2225,600.0,967.2979407394896,269.6629213483146,2225.0,,False,Suburban,21,True,Deal 1,1.0,1000.0,925.0,1.0,1.0,True,449.438202247191,400.0,0.6666666666666666
2018,AZ,881477,1246,400.0,22005.2,321.02728731942216,1246.0,,False,Rural,43,False,Deal 2,2.0,800.0,18992.0,1.0,1.0,True,642.0545746388443,400.0,1.0
2018,CA,881601,4955,2000.0,1754.5901565242057,403.6326942482341,4211.75,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC) | SONOMA CO OFFICE OF EDUCATION,True,Suburban,21,True,Deal 2,2.0,2750.0,1552.0,2.0,1.0,True,554.9949545913219,750.0,0.375
2018,CA,881656,1025,200.0,1032.3135453111445,195.1219512195122,1025.0,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Rural,42,True,Deal 1,1.0,1000.0,1017.0,1.0,1.0,True,975.609756097561,800.0,4.0
2018,CO,881717,24647,9000.0,10372.0,365.15600275895645,17252.9,,False,Urban,11,False,Deal 2,3.0,16000.0,10350.0,3.0,1.0,True,649.1662271270337,7000.0,0.7777777777777778
2018,CO,881722,7202,2000.0,3579.0,277.700638711469,6121.7,,False,Suburban,21,True,Deal 3,3.0,4600.0,3563.0,3.0,1.0,True,638.7114690363787,2600.0,1.3
2018,CO,881741,2195,100.0,852.0,45.558086560364465,2195.0,,False,Town,33,False,Deal 1,4.0,400.0,816.0,1.0,1.0,True,182.23234624145786,300.0,3.0
2018,CA,881777,4047,1000.0,1734.2833052431236,247.09661477637755,3439.95,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Rural,41,False,Deal 1,2.0,2750.0,1695.0,2.0,1.0,True,679.5156906350383,1750.0,1.75
2018,CO,881856,14888,3100.0,6382.0,208.22138635142397,10421.6,,False,Suburban,21,False,Deal 2,5.0,10400.0,6058.0,2.0,1.0,True,698.5491671144546,7300.0,2.3548387096774195
2018,CO,881883,458,100.0,796.0,218.34061135371178,458.0,,False,Rural,42,True,Deal 1,4.0,400.0,208.0,1.0,1.0,True,873.3624454148471,300.0,3.0
2019,CO,881930,26053,5000.0,5640.0,191.91647794879668,18237.1,,False,Urban,11,False,Deal 1,4.0,11000.0,5407.0,2.0,1.0,True,422.2162514873527,6000.0,1.2
2018,CO,881978,4298,1000.0,4134.0,232.66635644485808,3653.3,,False,Town,32,True,Deal 2,3.0,2200.0,4002.0,2.0,1.0,True,511.86598417868777,1200.0,1.2
2019,CO,881978,4329,1000.0,3800.0,231.000231000231,3679.65,,False,Town,32,True,Deal 2,1.0,2000.0,3593.0,1.0,1.0,True,462.000462000462,1000.0,1.0
2019,CO,882045,6364,1000.0,3007.0,157.13387806411063,4454.8,,False,Town,33,True,Deal 1,4.0,4000.0,1556.0,1.0,1.0,True,628.5355122564425,3000.0,3.0
2018,CO,882122,2178,600.0,2886.0,275.4820936639118,2178.0,,False,Town,31,False,Deal 2,1.0,2000.0,2684.0,1.0,1.0,True,918.2736455463728,1400.0,2.3333333333333335
2018,CA,882126,14109,1000.0,2204.6561284310583,70.876745339854,11992.65,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Suburban,23,True,Deal 2,3.0,10450.0,2134.0,3.0,1.0,True,740.6619888014742,9450.0,9.45
2018,CO,882129,7982,1000.0,4950.0,125.28188423953897,6784.7,,False,Suburban,21,True,Deal 3,3.0,5200.0,4908.0,2.0,1.0,True,651.4657980456026,4200.0,4.2
2019,CO,882129,8012,2000.0,2582.0,249.62556165751374,6810.2,,False,Suburban,21,False,Deal 1,4.0,4000.0,1556.0,1.0,1.0,True,499.2511233150275,2000.0,1.0
2019,CA,882135,1628,20.0,201.79546697016764,12.285012285012286,1628.0,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Rural,42,True,Deal 1,2.0,40.0,152.0,1.0,1.0,True,24.57002457002457,20.0,1.0
2018,CO,882170,20815,5000.0,7657.5,240.21138601969733,14570.5,,False,Suburban,22,True,Deal 3,6.0,11400.0,7308.0,3.0,1.0,True,547.6819601249099,6400.0,1.28
2019,CO,882170,21477,5000.0,7657.5,232.80718908599897,15033.9,,False,Suburban,22,True,Deal 3,2.0,11000.0,7195.0,2.0,1.0,True,512.1758159891978,6000.0,1.2
2019,CO,882180,16710,5000.0,4800.0,299.22202274087374,11697.0,,False,Urban,13,True,Deal 2,2.0,9000.0,4629.0,2.0,1.0,True,538.5996409335727,4000.0,0.8
2018,CO,882190,1975,300.0,3765.0,151.8987341772152,1678.75,,False,Rural,41,True,Deal 1,1.0,1000.0,1974.0,1.0,1.0,True,506.32911392405066,700.0,2.3333333333333335
2019,CO,882209,9932,2000.0,1850.0,201.3693113169553,6952.4,,False,Urban,11,False,Deal 1,4.0,4000.0,1556.0,1.0,1.0,True,402.7386226339106,2000.0,1.0
2018,AZ,882218,7317,1000.0,6566.34,136.66803334700015,6219.45,,False,Town,33,True,Deal 2,3.0,3000.0,6000.0,1.0,1.0,True,410.0041000410004,2000.0,2.0
2018,CO,882262,3485,500.0,7000.0,143.47202295552367,3485.0,,False,Town,31,True,Deal 1,1.0,1000.0,6042.0,1.0,1.0,True,286.94404591104734,500.0,1.0
2018,CO,882337,1420,100.0,500.0,70.4225352112676,1420.0,,False,Town,33,True,Deal 1,1.0,550.0,500.0,1.0,1.0,True,387.32394366197184,450.0,4.5
2019,CO,882337,1446,100.0,500.0,69.15629322268326,1446.0,,False,Town,33,True,Deal 1,2.0,1100.0,500.0,1.0,1.0,True,760.7192254495159,1000.0,10.0
2019,CO,882374,28513,5000.0,4500.0,175.3586083540841,19959.1,,False,Suburban,23,True,Deal 2,1.0,8000.0,4240.0,1.0,1.0,True,280.57377336653457,3000.0,0.6
2018,CO,882386,13873,3000.0,5300.0,216.24738701074028,9711.1,,False,Suburban,21,False,Deal 1,2.0,4400.0,5190.0,2.0,1.0,True,317.1628342824191,1400.0,0.4666666666666667
2018,CO,882397,1404,500.0,2560.34,356.1253561253561,1404.0,,False,Suburban,21,False,Deal 1,1.0,1000.0,2236.0,1.0,1.0,True,712.2507122507122,500.0,1.0
2019,CO,882409,5867,1000.0,1780.92,170.44486108743823,4986.95,,False,Suburban,21,True,Deal 1,4.0,4000.0,1556.0,1.0,1.0,True,681.7794443497529,3000.0,3.0
2019,CO,882427,300,100.0,784.0,333.3333333333333,300.0,,False,Rural,43,True,Deal 1,1.0,200.0,782.0,1.0,1.0,True,666.6666666666666,100.0,1.0
2018,CO,882461,5689,1000.0,2750.0,175.77781683951486,4835.65,,False,Suburban,21,False,Deal 2,1.0,2000.0,2684.0,1.0,1.0,True,351.5556336790297,1000.0,1.0
2019,CO,882461,5556,1000.0,2750.0,179.98560115190784,4722.6,,False,Suburban,21,True,Deal 1,4.0,4000.0,1556.0,1.0,1.0,True,719.9424046076314,3000.0,3.0
2018,CA,882471,13954,1000.0,3398.8,71.66403898523721,9767.8,,False,Urban,13,False,Deal 1,3.0,3000.0,3231.0,1.0,1.0,True,214.99211695571162,2000.0,2.0
2018,CO,882504,658,200.0,834.0,303.951367781155,658.0,,False,Rural,42,True,Deal 1,4.0,400.0,208.0,1.0,1.0,True,607.90273556231,200.0,1.0
2018,CO,882515,15465,2000.0,8000.0,129.32428063368897,10825.5,,False,Urban,12,True,Deal 1,1.0,5000.0,4500.0,1.0,1.0,True,323.31070158422244,3000.0,1.5
2018,AK,882543,466,35.0,140729.0,75.10729613733906,466.0,,False,Rural,43,True,Deal 1,4.0,120.0,140384.0,2.0,1.0,True,257.51072961373393,85.0,2.4285714285714284
2019,AK,882543,464,60.0,156530.0,129.31034482758622,464.0,,False,Rural,43,False,Deal 1,8.0,240.0,42552.0,2.0,1.0,True,517.2413793103449,180.0,3.0
2018,AK,882566,321,25.0,63950.0,77.88161993769471,321.0,,False,Rural,43,False,Deal 1,3.0,220.0,63047.0,2.0,1.0,True,685.3582554517134,195.0,7.8
2018,CO,882567,9258,1000.0,1950.0,108.01468999783971,7869.3,,False,Suburban,21,True,Deal 1,2.0,2100.0,1902.0,2.0,1.0,True,226.83084899546338,1100.0,1.1
2019,CO,882567,9181,1000.0,1195.0,108.92059688487093,7803.85,,False,Suburban,21,False,Deal 1,3.0,3000.0,1167.0,1.0,1.0,True,326.7617906546128,2000.0,2.0
2018,AK,882576,221,40.0,53280.0,180.99547511312218,221.0,,False,Rural,43,False,Deal 1,3.0,50.0,47616.0,2.0,1.0,True,226.2443438914027,10.0,0.25
2018,AK,882587,1866,250.5,493380.0,134.2443729903537,1586.1,,False,Rural,43,False,Deal 1,9.0,370.0,487241.0,3.0,1.0,True,198.28510182207933,119.5,0.47704590818363274
2018,AK,882599,364,160.0,89697.0,439.56043956043953,309.4,,False,Rural,43,False,Deal 1,6.0,280.0,65804.0,2.0,1.0,True,769.2307692307693,120.0,0.75
2018,CO,882600,2119,500.0,1060.0,235.96035865974517,1801.15,,False,Rural,41,False,Deal 3,5.0,1400.0,1028.0,2.0,1.0,True,660.6890042472864,900.0,1.8
2019,CO,882600,2120,500.0,1060.0,235.8490566037736,1802.0,,False,Rural,41,True,Deal 1,1.0,1000.0,820.0,1.0,1.0,True,471.6981132075472,500.0,1.0
2019,CO,882616,3557,1000.0,1150.0,281.135788585887,3023.45,,False,Rural,41,True,Deal 2,2.0,2000.0,1042.0,1.0,1.0,True,562.271577171774,1000.0,1.0
2018,AK,882618,719,250.0,5000.0,347.70514603616135,719.0,,False,Rural,43,False,Deal 1,1.0,500.0,2550.0,1.0,1.0,True,695.4102920723227,250.0,1.0
2019,CA,882621,19095,10000.0,1500.0,523.6973029588897,13366.5,,False,Urban,11,False,Deal 1,2.0,10250.0,1428.0,2.0,1.0,True,536.789735532862,250.0,0.025
2018,AK,882625,475,20.0,73264.0,42.10526315789474,475.0,,False,Rural,43,False,Deal 1,2.0,60.0,70192.0,2.0,1.0,True,126.3157894736842,40.0,2.0
2019,AK,882632,321,30.0,18359.0,93.45794392523365,321.0,,False,Suburban,23,True,Deal 1,3.0,110.0,18224.0,2.0,1.0,True,342.6791277258567,80.0,2.6666666666666665
2018,CA,882635,30487,10000.0,4881.630514134536,328.0086594286089,21340.9,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Urban,11,False,Deal 1,4.0,11050.0,4860.0,2.0,1.0,True,362.44956866861287,1050.0,0.105
2019,CA,882635,30222,10000.0,3487.709719309494,330.8847859175435,21155.4,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Urban,11,True,Deal 1,9.0,19400.0,3336.0,3.0,1.0,True,641.9164846800344,9400.0,0.94
2018,CO,882641,36736,5250.0,11395.6,142.91158536585365,25715.2,,False,Suburban,21,True,Deal 2,3.0,15500.0,11361.0,3.0,1.0,True,421.9294425087108,10250.0,1.9523809523809523
2019,CO,882641,37323,4200.0,6440.0,112.53114701390564,26126.1,,False,Suburban,21,True,Deal 2,3.0,21000.0,6149.0,2.0,1.0,True,562.6557350695282,16800.0,4.0
2018,CO,882652,982,60.0,750.0,61.09979633401222,982.0,,False,Town,33,True,Deal 4,3.0,800.0,740.0,3.0,1.0,True,814.6639511201629,740.0,12.333333333333334
2018,AK,882653,1346,150.0,7200.0,111.44130757800892,1346.0,,False,Town,33,True,Deal 1,1.0,1000.0,5038.0,1.0,1.0,True,742.9420505200594,850.0,5.666666666666667
2018,CO,882683,9114,4000.0,3990.0,438.8852315119596,6379.8,,False,Suburban,21,False,Deal 3,6.0,5400.0,3808.0,3.0,1.0,True,592.4950625411454,1400.0,0.35
2018,AZ,882684,7649,2000.0,4378.5,261.4720878546215,7649.0,Maricopa County Superintendent Office,True,Suburban,22,False,Deal 3,2.0,2300.0,4180.0,2.0,1.0,True,300.69290103281475,300.0,0.15
2018,CO,882698,5611,1000.0,2950.0,178.22135091783997,4769.35,,False,Suburban,21,True,Deal 1,5.0,4400.0,2708.0,2.0,1.0,True,784.1739440384958,3400.0,3.4
2019,CO,882698,5413,1000.0,2650.0,184.74043968224643,4601.05,,False,Suburban,21,False,Deal 1,1.0,4000.0,2500.0,1.0,1.0,True,738.9617587289857,3000.0,3.0
2018,AK,882705,202,70.0,107838.0,346.53465346534654,171.7,,False,Rural,43,False,Deal 1,4.0,100.0,106633.0,2.0,1.0,True,495.0495049504951,30.0,0.42857142857142855
2019,AK,882705,190,70.0,120645.0,368.42105263157896,161.5,,False,Rural,43,True,Deal 1,4.0,100.0,112710.0,2.0,1.0,True,526.3157894736842,30.0,0.42857142857142855
2018,AK,882737,13214,2000.0,15000.0,151.35462388375964,9249.8,,False,Suburban,23,True,Deal 1,2.0,2500.0,12688.0,2.0,1.0,True,189.19327985469957,500.0,0.25
2019,AK,882737,13492,4000.0,16352.0,296.4719833975689,9444.4,,False,Suburban,23,False,Deal 2,3.0,4300.0,15575.0,3.0,1.0,True,318.7073821523866,300.0,0.075
2018,AZ,882750,14706,5000.0,5250.0,339.9972800217598,12500.1,Maricopa County Superintendent Office,True,Urban,11,False,Deal 1,1.0,6000.0,4800.0,1.0,1.0,True,407.9967360261118,1000.0,0.2
2019,AZ,882750,13342,5000.0,5250.0,374.75640833458255,11340.7,Maricopa County Superintendent Office,True,Urban,11,False,Deal 1,2.0,10300.0,4950.0,2.0,1.0,True,771.99820116924,5300.0,1.06
2018,CA,882753,31469,10000.0,4573.909513913599,317.7730464901967,22028.3,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Urban,11,True,Deal 3,2.0,10300.0,4559.0,2.0,1.0,True,327.3062378849026,300.0,0.03
2018,AK,882778,582,110.0,258538.0,189.00343642611685,494.7,,False,Rural,43,False,Deal 1,4.0,200.0,255996.0,1.0,1.0,True,343.64261168384877,90.0,0.8181818181818182
2019,AK,882778,586,110.0,257412.54,187.7133105802048,498.1,,False,Rural,43,False,Deal 1,8.0,240.0,42552.0,2.0,1.0,True,409.55631399317406,130.0,1.1818181818181819
2018,AK,882794,318,90.0,349920.0,283.0188679245283,270.3,,False,Rural,43,False,Deal 2,8.0,120.0,192000.0,2.0,1.0,True,377.35849056603774,30.0,0.3333333333333333
2018,AK,882802,238,105.0,127990.0,441.1764705882353,202.3,,False,Rural,43,False,Deal 1,4.0,115.0,127650.0,2.0,1.0,True,483.1932773109244,10.0,0.09523809523809523
2019,AK,882802,246,80.0,99730.0,325.2032520325203,209.1,,False,Rural,43,False,Deal 1,3.0,90.0,99390.0,1.0,1.0,True,365.8536585365854,10.0,0.125
2018,CA,882820,2470,1000.0,1489.2872051974007,404.8582995951417,2099.5,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC) | SAN BERNARDINO COUNTY BEST NET CONSORTIUM,True,Town,32,False,Deal 1,3.0,1450.0,1404.0,3.0,1.0,True,587.0445344129555,450.0,0.45
2018,CA,882859,4780,1000.0,1189.026666666667,209.20502092050208,4063.0,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Suburban,22,True,Deal 2,1.0,2500.0,1069.0,1.0,1.0,True,523.0125523012553,1500.0,1.5
2019,CA,882932,411,100.0,479.16,243.30900243309003,411.0,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Rural,42,False,Deal 1,2.0,253.0,419.0,2.0,1.0,True,615.5717761557178,153.0,1.53
2018,CA,882951,6017,1000.0,1133.13,166.19577862722286,5114.45,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Suburban,21,True,Deal 1,1.0,2500.0,1069.0,1.0,1.0,True,415.4894465680572,1500.0,1.5
2019,CA,882951,5828,1000.0,1063.73,171.58544955387782,4953.8,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Suburban,21,True,Deal 1,2.0,1003.0,1030.0,2.0,1.0,True,172.10020590253947,3.0,0.003
2019,CA,883038,503,250.0,575.0,497.0178926441352,503.0,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Rural,41,True,Deal 1,2.0,260.0,575.0,2.0,1.0,True,516.8986083499005,10.0,0.04
2018,AZ,883047,6388,1000.0,4400.0,156.54351909830933,5429.8,Maricopa County Superintendent Office,True,Suburban,22,False,Deal 3,2.0,2300.0,4180.0,2.0,1.0,True,360.05009392611146,1300.0,1.3
2018,AZ,883049,2419,500.0,4284.05,206.69698222405952,2419.0,Maricopa County Superintendent Office,True,Urban,11,True,Deal 1,2.0,2000.0,3628.0,1.0,1.0,True,826.7879288962381,1500.0,3.0
2018,AZ,883051,298,100.0,2400.0,335.5704697986577,298.0,Yavapai County Superintendent Office,True,Rural,41,False,Deal 1,2.0,120.0,2300.0,2.0,1.0,True,402.6845637583893,20.0,0.2
2018,CA,883054,703,100.0,510.4789779060825,142.2475106685633,703.0,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Suburban,21,True,Deal 2,3.0,550.0,462.0,2.0,1.0,True,782.3613086770981,450.0,4.5
2018,AZ,883055,746,200.0,8000.0,268.0965147453083,746.0,Cochise County Superintendent Office,True,Town,32,True,Deal 1,3.0,500.0,7620.0,2.0,1.0,True,670.2412868632708,300.0,1.5
2018,CA,883056,11295,2000.0,1600.4455554042702,177.06949977866313,7906.5,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Urban,12,False,Deal 3,4.0,3050.0,1531.0,3.0,1.0,True,270.03098716246126,1050.0,0.525
2019,AZ,883066,4043,1000.0,1555.0,247.3410833539451,4043.0,Maricopa County Superintendent Office,True,Town,31,False,Deal 1,1.0,2000.0,1150.0,1.0,1.0,True,494.6821667078902,1000.0,1.0
2018,AZ,883068,5941,1000.0,3866.52,168.32183134152498,5049.85,Cochise County Superintendent Office,True,Urban,13,False,Deal 1,1.0,2000.0,3280.0,1.0,1.0,True,336.64366268304997,1000.0,1.0
2019,AZ,883078,6825,2000.0,3280.0,293.040293040293,5801.25,Pinal County Superintendent Office,True,Suburban,23,False,Deal 2,1.0,5000.0,3090.0,1.0,1.0,True,732.6007326007326,3000.0,1.5
2018,AZ,883080,3669,1000.0,4612.0,272.5538293813028,3669.0,Pinal County Superintendent Office,True,Suburban,23,False,Deal 2,2.0,2100.0,4474.0,2.0,1.0,True,572.363041700736,1100.0,1.1
2019,AZ,883080,3619,2000.0,1955.0,552.638850511191,3619.0,Pinal County Superintendent Office,True,Suburban,23,False,Deal 1,2.0,3000.0,1635.0,2.0,1.0,True,828.9582757667864,1000.0,0.5
2018,AZ,883082,5081,2000.0,4635.0,393.623302499508,4318.85,,False,Suburban,21,False,Deal 1,2.0,2300.0,4180.0,2.0,1.0,True,452.66679787443417,300.0,0.15
2018,CA,883091,4891,1000.0,1200.2865123155714,204.45716622367615,4157.35,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Suburban,21,True,Deal 2,2.0,1075.0,1169.0,2.0,1.0,True,219.79145369045185,75.0,0.075
2019,CA,883091,4808,1000.0,1179.771568077561,207.98668885191347,4086.8,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Suburban,21,True,Deal 1,2.0,1075.0,1109.0,2.0,1.0,True,223.585690515807,75.0,0.075
2018,AZ,883092,3617,1000.0,6182.33,276.4722145424385,3074.45,Apache County Superintendent Office,True,Town,33,True,Deal 1,3.0,3000.0,6000.0,1.0,1.0,True,829.4166436273155,2000.0,2.0
2019,AZ,883092,3514,1000.0,5800.0,284.57598178713715,2986.9,Apache County Superintendent Office,True,Town,33,True,Deal 1,3.0,2300.0,5350.0,2.0,1.0,True,654.5247581104155,1300.0,1.3
2018,CA,883102,2363,250.0,755.1503400133428,105.79771476936098,2363.0,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Town,32,True,Deal 1,1.0,500.0,735.0,1.0,1.0,True,211.59542953872196,250.0,1.0
2019,CA,883102,2203,250.0,759.7410035228988,113.48161597821154,2203.0,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Town,32,True,Deal 1,1.0,500.0,692.0,1.0,1.0,True,226.96323195642307,250.0,1.0
2018,AZ,883103,2452,1000.0,4115.72,407.8303425774878,2452.0,Pinal County Superintendent Office,True,Town,31,False,Deal 1,1.0,2000.0,3280.0,1.0,1.0,True,815.6606851549756,1000.0,1.0
2019,AZ,883105,2083,1000.0,2864.0,480.07681228996637,2083.0,Yavapai County Superintendent Office,True,Town,32,False,Deal 2,2.0,2030.0,2789.0,2.0,1.0,True,974.5559289486317,1030.0,1.03
2018,AZ,883109,7081,800.0,4071.0,112.97839288236125,6018.85,Maricopa County Superintendent Office,True,Urban,11,False,Deal 1,1.0,2000.0,3280.0,1.0,1.0,True,282.44598220590314,1200.0,1.5
2018,CA,883117,6976,1000.0,1250.0,143.348623853211,5929.6,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Suburban,21,True,Deal 2,2.0,2600.0,1161.0,2.0,1.0,True,372.70642201834863,1600.0,1.6
2019,AZ,883133,5500,2500.0,2490.0,454.54545454545456,4675.0,,False,Suburban,21,False,Deal 1,2.0,4000.0,2300.0,1.0,1.0,True,727.2727272727273,1500.0,0.6
2018,AZ,883139,5447,1000.0,4170.47,183.58729575913347,4629.95,Maricopa County Superintendent Office,True,Urban,11,False,Deal 1,1.0,2000.0,3280.0,1.0,1.0,True,367.17459151826694,1000.0,1.0
2018,AZ,883144,611,200.0,3201.28,327.33224222585926,611.0,,False,Rural,43,True,Deal 2,1.0,500.0,3181.0,1.0,1.0,True,818.3306055646481,300.0,1.5
2018,AZ,883151,35494,5000.0,8868.48,140.8688792471967,24845.8,Maricopa County Superintendent Office,True,Suburban,21,False,Deal 2,3.0,12000.0,8634.0,2.0,1.0,True,338.0853101932721,7000.0,1.4
2019,AZ,883151,34319,5000.0,8887.25,145.69189078935867,24023.3,Maricopa County Superintendent Office,True,Suburban,21,False,Deal 2,3.0,21000.0,8585.0,2.0,1.0,True,611.9059413153063,16000.0,3.2
2019,AZ,883153,13107,2000.0,4107.56,152.59021896696422,9174.9,Maricopa County Superintendent Office,True,Suburban,21,False,Deal 1,1.0,8000.0,3901.0,1.0,1.0,True,610.3608758678569,6000.0,3.0
2018,AZ,883155,16073,4000.0,10286.0,248.8645554656878,13662.05,Maricopa County Superintendent Office,True,Urban,11,False,Deal 2,3.0,12300.0,9980.0,3.0,1.0,True,765.25850805699,8300.0,2.075
2018,CA,883156,127,20.0,2458.84,157.48031496062993,127.0,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC) | MENDOCINO COUNTY OFFICE OF ED,True,Rural,43,False,Deal 1,4.0,80.0,288.0,1.0,1.0,True,629.9212598425197,60.0,3.0
2019,CA,883156,119,20.0,2500.0,168.0672268907563,119.0,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC) | MENDOCINO COUNTY OFFICE OF ED,True,Rural,43,False,Deal 1,5.0,70.0,2320.0,2.0,1.0,True,588.2352941176471,50.0,2.5
2018,CA,883165,52957,10000.0,10413.98,188.83244896803066,37069.9,,False,Urban,12,True,Deal 3,7.0,23150.0,10378.0,4.0,1.0,True,437.147119360991,13150.0,1.315
2019,CA,883165,53108,10000.0,3750.0,188.29554869322888,37175.6,,False,Urban,12,False,Deal 3,9.0,19400.0,3336.0,3.0,1.0,True,365.29336446486406,9400.0,0.94
2018,AZ,883168,2107,200.0,2065.0,94.92168960607499,2107.0,,False,Rural,43,False,Deal 2,1.0,1000.0,2000.0,1.0,1.0,True,474.6084480303749,800.0,4.0
2018,CA,883169,5801,1000.0,1694.6756706350993,172.38407171177383,4930.85,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC) | SONOMA CO OFFICE OF EDUCATION,True,Suburban,21,False,Deal 1,1.0,2000.0,1500.0,1.0,1.0,True,344.76814342354766,1000.0,1.0
2019,AZ,883172,5614,1000.0,2864.0,178.12611328820805,4771.9,Yavapai County Superintendent Office,True,Suburban,23,False,Deal 2,2.0,2030.0,2789.0,2.0,1.0,True,361.5960099750623,1030.0,1.03
2018,AZ,883178,7096,2000.0,4613.31,281.8489289740699,6031.6,Maricopa County Superintendent Office,True,Urban,11,False,Deal 1,2.0,2300.0,4180.0,2.0,1.0,True,324.1262683201804,300.0,0.15
2018,AZ,883188,18554,2000.0,5948.0,107.79346771585642,12987.8,Maricopa County Superintendent Office,True,Urban,11,False,Deal 1,2.0,3100.0,5916.0,2.0,1.0,True,167.07987495957744,1100.0,0.55
2018,CA,883191,3961,2000.0,1757.113787072749,504.9229992426155,3366.85,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Suburban,21,False,Deal 4,4.0,3300.0,1717.0,3.0,1.0,True,833.1229487503156,1300.0,0.65
2018,AZ,883192,6207,2000.0,4605.0,322.21685194135654,5275.95,Maricopa County Superintendent Office,True,Urban,11,False,Deal 1,2.0,2300.0,4180.0,2.0,1.0,True,370.54937973256,300.0,0.15
2018,AZ,883194,3657,300.0,2405.0,82.03445447087776,3108.45,Maricopa County Superintendent Office,True,Rural,41,False,Deal 3,2.0,1300.0,2317.0,2.0,1.0,True,355.4826360404703,1000.0,3.3333333333333335
2018,AZ,883196,11557,600.0,2095.0,51.916587349658215,9823.45,Maricopa County Superintendent Office,True,Suburban,22,True,Deal 1,1.0,1000.0,1417.0,1.0,1.0,True,86.5276455827637,400.0,0.6666666666666666
2019,AZ,883196,11407,600.0,2095.0,52.59928114315771,9695.95,Maricopa County Superintendent Office,True,Suburban,22,True,Deal 1,2.0,3000.0,1635.0,2.0,1.0,True,262.99640571578857,2400.0,4.0
2019,CA,883197,3151,100.0,471.5,31.735956839098698,3151.0,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Suburban,21,True,Deal 1,2.0,253.0,419.0,2.0,1.0,True,80.2919708029197,153.0,1.53
2018,AZ,883202,5899,1000.0,4027.71,169.52025767079166,5014.15,Maricopa County Superintendent Office,True,Urban,11,False,Deal 1,1.0,2000.0,3280.0,1.0,1.0,True,339.04051534158333,1000.0,1.0
2018,CA,883203,4204,1000.0,1150.0,237.8686964795433,4204.0,,False,Rural,41,True,Deal 1,1.0,2500.0,1069.0,1.0,1.0,True,594.6717411988583,1500.0,1.5
2018,CA,883205,7145,1000.0,2770.0,139.95801259622112,6073.25,CORPORATION FOR EDUCATION NETWORK INITIATIVES IN CALIFORNIA (CENIC),True,Suburban,23,True,Deal 2,2.0,2350.0,2732.0,2.0,1.0,True,328.90132960111964,1350.0,1.35
