funding_year,state_code,district_id,num_students,old_total_bw,old_total_cost,old_bw_per_student,projected_bw_fy2018,consortium_affiliation,consortium_member,locale,ulocal,contract_expiring,deal,total_circuits,new_total_bw,new_total_cost,total_li,bw_rank,best_deal,new_bw_per_student,total_bw_change,total_bw_percent_change
2018,IL,901418,974,200.0,2446.0,205.3388090349076,974.0,,False,Town,31,True,Deal 1,2.0,450.0,2256.0,2.0,1.0,True,462.0123203285421,250.0,1.25
2019,IL,901423,1203,500.0,2169.41,415.6275976724855,1203.0,,False,Rural,41,False,Deal 1,2.0,1100.0,1888.0,2.0,1.0,True,914.380714879468,600.0,1.2
2018,IL,901424,447,200.0,750.0,447.42729306487695,447.0,,False,Town,33,False,Deal 1,1.0,250.0,600.0,1.0,1.0,True,559.2841163310962,50.0,0.25
2019,IL,901424,423,200.0,750.0,472.8132387706856,423.0,,False,Town,33,False,Deal 1,1.0,250.0,600.0,1.0,1.0,True,591.016548463357,50.0,0.25
2018,IL,901425,810,100.0,800.0,123.45679012345678,810.0,,False,Town,31,False,Deal 1,1.0,500.0,530.0,1.0,1.0,True,617.283950617284,400.0,4.0
2018,IL,901435,285,50.0,226.9,175.43859649122808,285.0,,False,Suburban,21,True,Deal 1,1.0,200.0,220.0,1.0,1.0,True,701.7543859649123,150.0,3.0
2019,IL,901435,282,50.0,226.9,177.3049645390071,282.0,,False,Suburban,21,True,Deal 1,1.0,200.0,220.0,1.0,1.0,True,709.2198581560284,150.0,3.0
2018,IL,901444,2986,300.0,1576.0,100.46885465505693,2538.1,,False,Suburban,21,True,Deal 1,2.0,430.0,1400.0,2.0,1.0,True,144.00535833891493,130.0,0.43333333333333335
2018,IL,901452,2295,1000.0,1595.0,435.7298474945534,2295.0,,False,Suburban,21,False,Deal 1,2.0,1100.0,1323.0,2.0,1.0,True,479.3028322440087,100.0,0.1
2019,IL,901460,391,100.0,750.0,255.7544757033248,391.0,,False,Rural,42,False,Deal 1,2.0,200.0,540.0,1.0,1.0,True,511.5089514066496,100.0,1.0
2019,IL,901464,2001,500.0,2140.06,249.8750624687656,2001.0,,False,Suburban,21,False,Deal 1,2.0,1100.0,1888.0,2.0,1.0,True,549.7251374312843,600.0,1.2
2018,IL,901467,608,200.0,1000.0,328.94736842105266,608.0,,False,Town,32,False,Deal 2,2.0,405.0,950.0,2.0,1.0,True,666.1184210526316,205.0,1.025
2018,IL,901470,794,200.0,1000.0,251.88916876574308,794.0,,False,Town,32,True,Deal 2,2.0,405.0,950.0,2.0,1.0,True,510.0755667506297,205.0,1.025
2018,IL,901473,595,150.0,1000.0,252.10084033613447,595.0,,False,Rural,42,False,Deal 3,1.0,590.0,950.0,1.0,1.0,True,991.5966386554621,440.0,2.933333333333333
2019,IL,901476,495,200.0,1000.0,404.04040404040404,495.0,,False,Rural,42,True,Deal 2,2.0,405.0,950.0,2.0,1.0,True,818.1818181818181,205.0,1.025
2018,IL,901478,171,20.0,300.0,116.95906432748538,171.0,,False,Rural,42,True,Deal 1,1.0,100.0,300.0,1.0,1.0,True,584.7953216374269,80.0,4.0
2018,IL,901481,253,100.0,750.0,395.25691699604744,253.0,,False,Rural,42,False,Deal 1,1.0,250.0,600.0,1.0,1.0,True,988.1422924901186,150.0,1.5
2018,IL,901484,264,60.0,600.0,227.27272727272728,264.0,,False,Rural,42,False,Deal 1,1.0,100.0,460.0,1.0,1.0,True,378.7878787878788,40.0,0.6666666666666666
2019,IL,901490,1644,200.0,2200.0,121.65450121654501,1397.4,,False,Rural,41,False,Deal 2,3.0,424.0,2163.0,2.0,1.0,True,257.9075425790754,224.0,1.12
2019,IL,901494,1771,1000.0,1016.2079002079003,564.652738565782,1771.0,NORTHFIELD TWP TECHNOLOGY CONSORTIUM,True,Suburban,21,,Deal 1,2.0,1100.0,789.0,2.0,1.0,True,621.1180124223603,100.0,0.1
2018,IL,901503,6128,1000.0,3300.0,163.18537859007833,5208.8,,False,Suburban,21,True,Deal 1,1.0,5000.0,3264.0,1.0,1.0,True,815.9268929503917,4000.0,4.0
2019,IL,901503,6097,2500.0,3500.0,410.0377234705593,5182.45,,False,Suburban,21,False,Deal 1,2.0,5100.0,3314.0,2.0,1.0,True,836.476955879941,2600.0,1.04
2018,IL,901507,555,100.0,850.0,180.18018018018017,555.0,,False,Rural,42,False,Deal 1,4.0,400.0,640.0,1.0,1.0,True,720.7207207207207,300.0,3.0
2019,IL,901507,581,100.0,850.0,172.1170395869191,581.0,,False,Rural,42,False,Deal 1,1.0,500.0,800.0,1.0,1.0,True,860.5851979345955,400.0,4.0
2018,IL,901508,133,100.0,369.8,751.8796992481203,133.0,,False,Rural,42,False,Deal 1,1.0,105.0,336.0,1.0,1.0,True,789.4736842105264,5.0,0.05
2019,IL,901513,2407,1000.0,2099.2,415.45492314083924,2407.0,,False,Suburban,21,False,Deal 1,2.0,1100.0,1888.0,2.0,1.0,True,457.00041545492314,100.0,0.1
2019,IL,901519,5011,1000.0,1500.0,199.56096587507483,4259.35,,False,Suburban,21,False,Deal 1,2.0,2100.0,1464.0,2.0,1.0,True,419.07802833765714,1100.0,1.1
2018,IL,901522,1331,250.0,1705.66,187.82870022539444,1331.0,,False,Town,32,False,Deal 1,2.0,1100.0,1323.0,2.0,1.0,True,826.4462809917355,850.0,3.4
2018,IL,901524,11663,5000.0,4760.0,428.70616479464974,9913.55,,False,Urban,13,False,Deal 2,3.0,7100.0,4745.0,3.0,1.0,True,608.7627540084027,2100.0,0.42
2019,IL,901524,11780,5000.0,4760.0,424.44821731748726,10013.0,,False,Urban,13,True,Deal 2,3.0,7100.0,4514.0,3.0,1.0,True,602.7164685908319,2100.0,0.42
2019,IL,901530,1988,500.0,1450.0,251.50905432595573,1988.0,,False,Suburban,21,False,Deal 1,1.0,1000.0,1284.0,1.0,1.0,True,503.01810865191146,500.0,1.0
2018,IL,901531,1249,300.0,3522.0,240.1921537229784,1249.0,,False,Town,32,True,Deal 1,3.0,1100.0,3470.0,2.0,1.0,True,880.7045636509207,800.0,2.6666666666666665
2018,IL,901534,894,200.0,1100.0,223.71364653243847,894.0,,False,Town,32,True,Deal 3,1.0,590.0,950.0,1.0,1.0,True,659.9552572706936,390.0,1.95
2018,IL,901545,3412,600.0,2499.95,175.84994138335287,2900.2,,False,Suburban,21,True,Deal 3,3.0,1230.0,2435.0,3.0,1.0,True,360.4923798358734,630.0,1.05
2019,IL,901545,3405,600.0,2499.95,176.21145374449338,2894.25,,False,Suburban,21,True,Deal 3,3.0,1200.0,2435.0,2.0,1.0,True,352.42290748898677,600.0,1.0
2018,IL,901546,1841,600.0,2796.2,325.9098316132537,1841.0,,False,Suburban,21,False,Deal 3,3.0,1300.0,2635.0,3.0,1.0,True,706.1379684953829,700.0,1.1666666666666667
2018,IL,901549,15746,2000.0,7983.0,127.01638511367966,11022.2,,False,Urban,12,False,Deal 2,4.0,5100.0,7692.0,3.0,1.0,True,323.89178203988314,3100.0,1.55
2019,IL,901550,784,100.0,1050.0,127.55102040816327,784.0,,False,Suburban,21,False,Deal 2,1.0,250.0,1014.0,1.0,1.0,True,318.8775510204082,150.0,1.5
2019,IL,901554,1136,700.0,1650.0,616.1971830985915,1136.0,,False,Town,32,False,Deal 1,1.0,1000.0,1284.0,1.0,1.0,True,880.2816901408451,300.0,0.42857142857142855
2018,IL,901555,1345,300.0,950.0,223.04832713754647,1345.0,,False,Rural,42,True,Deal 1,1.0,1000.0,863.0,1.0,1.0,True,743.4944237918215,700.0,2.3333333333333335
2018,IL,901558,410,100.0,500.0,243.90243902439025,410.0,,False,Town,32,True,Deal 1,1.0,155.0,350.0,1.0,1.0,True,378.0487804878049,55.0,0.55
2019,IL,901558,419,100.0,750.0,238.6634844868735,419.0,,False,Town,32,True,Deal 1,1.0,250.0,600.0,1.0,1.0,True,596.6587112171837,150.0,1.5
2018,IL,901560,26633,5100.0,9621.25,191.49175834491044,18643.1,,False,Suburban,21,False,Deal 2,3.0,6100.0,9507.0,3.0,1.0,True,229.0391619419517,1000.0,0.19607843137254902
2019,IL,901560,26684,10100.0,6790.0,378.50397241792837,18678.8,,False,Suburban,21,False,Deal 2,2.0,11000.0,6574.0,2.0,1.0,True,412.23204916804076,900.0,0.0891089108910891
2018,IL,901572,707,200.0,613.12,282.88543140028287,707.0,,False,Town,32,True,Deal 1,1.0,400.0,575.0,1.0,1.0,True,565.7708628005657,200.0,1.0
2019,IL,901572,676,200.0,613.12,295.85798816568047,676.0,,False,Town,32,True,Deal 1,1.0,400.0,575.0,1.0,1.0,True,591.7159763313609,200.0,1.0
2019,IL,901578,4028,1000.0,1758.88,248.26216484607747,4028.0,,False,Suburban,21,False,Deal 2,2.0,3000.0,1725.0,2.0,1.0,True,744.7864945382323,2000.0,2.0
2019,IL,901580,505,150.0,725.0,297.029702970297,505.0,,False,Town,32,False,Deal 1,3.0,375.0,660.0,2.0,1.0,True,742.5742574257425,225.0,1.5
2018,IL,901584,1594,1000.0,3673.0,627.3525721455458,1594.0,,False,Suburban,21,True,Deal 1,2.0,1500.0,3599.0,2.0,1.0,True,941.0288582183186,500.0,0.5
2018,IL,901586,860,155.0,571.0,180.2325581395349,860.0,,False,Rural,42,False,Deal 1,1.0,300.0,504.0,1.0,1.0,True,348.83720930232556,145.0,0.9354838709677419
2018,IL,901589,6584,1000.0,3590.0,151.88335358444715,5596.4,,False,Town,33,False,Deal 2,2.0,5100.0,3545.0,2.0,1.0,True,774.6051032806804,4100.0,4.1
2019,IL,901589,6183,2000.0,2996.28,323.46757237586934,5255.55,,False,Town,33,False,Deal 2,2.0,3100.0,2864.0,2.0,1.0,True,501.37473718259747,1100.0,0.55
2019,IL,901594,787,160.0,710.0,203.30368487928843,787.0,,False,Town,31,True,Deal 1,2.0,200.0,540.0,1.0,1.0,True,254.12960609911056,40.0,0.25
2018,IL,901596,996,200.0,1468.0,200.80321285140562,996.0,,False,Town,32,True,Deal 2,3.0,660.0,1444.0,2.0,1.0,True,662.6506024096385,460.0,2.3
2019,IL,901607,701,150.0,1169.03,213.98002853067047,701.0,,False,Suburban,21,True,Deal 1,1.0,250.0,1014.0,1.0,1.0,True,356.6333808844508,100.0,0.6666666666666666
2018,IL,901614,1361,250.0,1258.39,183.68846436443792,1361.0,,False,Suburban,22,False,Deal 1,1.0,1000.0,863.0,1.0,1.0,True,734.7538574577517,750.0,3.0
2018,IL,901619,1521,200.0,985.0,131.49243918474687,1521.0,,False,Town,32,True,Deal 1,1.0,590.0,950.0,1.0,1.0,True,387.9026955950033,390.0,1.95
2019,IL,901624,659,120.0,1200.0,182.09408194233689,659.0,,False,Town,32,True,Deal 1,1.0,250.0,1014.0,1.0,1.0,True,379.3626707132018,130.0,1.0833333333333333
2018,IL,901626,1084,425.0,1221.7,392.06642066420665,1084.0,,False,Rural,42,False,Deal 1,2.0,500.0,1000.0,1.0,1.0,True,461.2546125461255,75.0,0.17647058823529413
2019,IL,901626,1131,425.0,1221.7,375.7736516357206,1131.0,,False,Rural,42,False,Deal 1,2.0,500.0,1000.0,1.0,1.0,True,442.0866489832007,75.0,0.17647058823529413
2019,IL,901628,24877,10000.0,5798.0,401.977730433734,17413.9,,False,Urban,12,False,Deal 2,2.0,11000.0,5725.0,2.0,1.0,True,442.1755034771074,1000.0,0.1
2018,IL,901629,1522,300.0,1450.0,197.1090670170828,1522.0,,False,Suburban,23,False,Deal 1,1.0,500.0,1362.0,1.0,1.0,True,328.515111695138,200.0,0.6666666666666666
2019,IL,901629,1533,300.0,1450.0,195.69471624266146,1533.0,,False,Suburban,23,False,Deal 1,4.0,950.0,1449.0,3.0,1.0,True,619.699934768428,650.0,2.1666666666666665
2018,IL,901630,341,100.0,750.0,293.2551319648094,341.0,,False,Rural,42,True,Deal 2,1.0,250.0,600.0,1.0,1.0,True,733.1378299120234,150.0,1.5
2018,IL,901634,14190,5000.0,4500.0,352.36081747709653,9933.0,,False,Urban,13,False,Deal 3,2.0,7000.0,4464.0,2.0,1.0,True,493.3051444679352,2000.0,0.4
2018,IL,901648,799,150.0,289.85,187.7346683354193,799.0,,False,Town,31,True,Deal 1,1.0,300.0,247.0,1.0,1.0,True,375.4693366708386,150.0,1.0
2018,IL,901655,690,200.0,1000.0,289.8550724637681,690.0,,False,Rural,42,False,Deal 1,2.0,405.0,950.0,2.0,1.0,True,586.9565217391304,205.0,1.025
2019,IL,901655,681,200.0,1000.0,293.68575624082234,681.0,,False,Rural,42,False,Deal 1,2.0,405.0,950.0,2.0,1.0,True,594.7136563876652,205.0,1.025
2018,IL,901657,688,100.0,1333.333333333333,145.34883720930233,688.0,,False,Rural,42,False,Deal 2,2.0,400.0,1200.0,2.0,1.0,True,581.3953488372093,300.0,3.0
2018,IL,901658,1235,300.0,2327.5,242.914979757085,1235.0,,False,Town,32,False,Deal 3,2.0,1050.0,2175.0,2.0,1.0,True,850.2024291497976,750.0,2.5
2019,IL,901658,1184,300.0,2327.5,253.3783783783784,1184.0,,False,Town,32,True,Deal 2,3.0,850.0,2268.0,3.0,1.0,True,717.9054054054054,550.0,1.8333333333333333
2018,IL,901661,111,50.0,899.0,450.45045045045043,111.0,,False,Rural,42,False,Deal 1,1.0,100.0,806.0,1.0,1.0,True,900.9009009009009,50.0,1.0
2018,IL,901668,801,100.0,983.33,124.84394506866417,801.0,,False,Town,31,False,Deal 2,3.0,600.0,828.0,1.0,1.0,True,749.0636704119851,500.0,5.0
2019,IL,901668,811,100.0,1016.66,123.30456226880395,811.0,,False,Town,31,False,Deal 1,3.0,600.0,828.0,1.0,1.0,True,739.8273736128236,500.0,5.0
2018,IL,901678,1173,150.0,899.99,127.8772378516624,1173.0,,False,Town,32,True,Deal 1,2.0,500.0,680.0,1.0,1.0,True,426.25745950554136,350.0,2.3333333333333335
2019,IL,901678,1226,250.0,1000.0,203.9151712887439,1226.0,,False,Town,32,False,Deal 3,2.0,640.0,1000.0,2.0,1.0,True,522.0228384991843,390.0,1.56
2018,IL,901683,14093,2100.0,5625.0,149.0101468814305,9865.1,,False,Urban,12,False,Deal 7,1.0,6000.0,5550.0,1.0,1.0,True,425.74327680408715,3900.0,1.8571428571428572
2018,IL,901695,770,200.0,950.0,259.7402597402597,770.0,,False,Rural,42,False,Deal 1,1.0,500.0,900.0,1.0,1.0,True,649.3506493506494,300.0,1.5
2019,IL,901701,348,100.0,750.0,287.35632183908046,348.0,,False,Rural,43,False,Deal 1,1.0,300.0,600.0,1.0,1.0,True,862.0689655172414,200.0,2.0
2018,IL,901708,1116,200.0,1900.0,179.21146953405017,1116.0,,False,Town,32,True,Deal 2,2.0,600.0,1800.0,1.0,1.0,True,537.6344086021505,400.0,2.0
2019,IL,901708,1098,200.0,1900.0,182.14936247723134,1098.0,,False,Town,32,True,Deal 2,2.0,600.0,1800.0,1.0,1.0,True,546.448087431694,400.0,2.0
2018,IL,901714,3734,1000.0,2499.999999999997,267.8093197643278,3173.9,,False,Suburban,23,False,Deal 1,2.0,1300.0,2400.0,2.0,1.0,True,348.1521156936261,300.0,0.3
2019,IL,901714,3753,1000.0,2499.999999999997,266.4535038635758,3190.05,,False,Suburban,23,False,Deal 2,2.0,2000.0,2200.0,1.0,1.0,True,532.9070077271516,1000.0,1.0
2018,IL,901716,302,150.0,284.85,496.6887417218543,302.0,,False,Suburban,21,False,Deal 1,1.0,300.0,247.0,1.0,1.0,True,993.3774834437086,150.0,1.0
2019,IL,901716,315,150.0,286.85,476.1904761904762,315.0,,False,Suburban,21,True,Deal 1,1.0,300.0,247.0,1.0,1.0,True,952.3809523809524,150.0,1.0
2018,IL,901719,2339,1000.0,2000.0,427.53313381787086,2339.0,,False,Town,32,True,Deal 3,2.0,1250.0,1940.0,2.0,1.0,True,534.4164172723387,250.0,0.25
2018,IL,901721,151,50.0,675.0,331.12582781456956,151.0,,False,Town,31,False,Deal 1,1.0,100.0,500.0,1.0,1.0,True,662.2516556291391,50.0,1.0
2018,IL,901729,212,50.0,385.0,235.8490566037736,212.0,,False,Rural,42,,Deal 1,1.0,200.0,276.0,1.0,1.0,True,943.3962264150944,150.0,3.0
2018,IL,901738,4168,1000.0,3297.15,239.9232245681382,3542.8,,False,Suburban,21,False,Deal 1,4.0,3100.0,3049.0,2.0,1.0,True,743.7619961612284,2100.0,2.1
2018,IL,901739,981,150.0,1060.0,152.9051987767584,981.0,,False,Town,32,True,Deal 2,1.0,590.0,950.0,1.0,1.0,True,601.4271151885831,440.0,2.933333333333333
2019,IL,901744,1668,250.0,1000.0,149.8800959232614,1668.0,,False,Suburban,21,False,Deal 1,1.0,1000.0,1000.0,1.0,1.0,True,599.5203836930456,750.0,3.0
2018,IL,901745,674,300.0,1400.0,445.10385756676556,674.0,,False,Rural,41,False,Deal 2,1.0,500.0,1350.0,1.0,1.0,True,741.839762611276,200.0,0.6666666666666666
2019,IL,901745,703,300.0,1400.0,426.7425320056899,703.0,,False,Rural,41,False,Deal 2,1.0,500.0,1350.0,1.0,1.0,True,711.2375533428165,200.0,0.6666666666666666
2019,IL,901746,4025,1000.0,2050.0,248.4472049689441,3421.25,,False,Urban,13,True,Deal 1,4.0,1300.0,2050.0,2.0,1.0,True,322.98136645962734,300.0,0.3
2019,IL,901749,1465,300.0,1750.0,204.77815699658703,1465.0,,False,Town,33,False,Deal 4,2.0,1100.0,1510.0,2.0,1.0,True,750.8532423208192,800.0,2.6666666666666665
2019,IL,901752,436,55.0,500.0,126.14678899082568,436.0,,False,Rural,42,True,Deal 1,1.0,155.0,350.0,1.0,1.0,True,355.5045871559633,100.0,1.8181818181818181
2018,IL,901758,643,100.0,1545.0,155.52099533437013,643.0,,False,Rural,42,,Deal 1,1.0,250.0,1250.0,1.0,1.0,True,388.8024883359254,150.0,1.5
2019,IL,901758,662,100.0,1545.0,151.05740181268882,662.0,,False,Rural,42,True,Deal 1,1.0,300.0,900.0,1.0,1.0,True,453.17220543806644,200.0,2.0
2019,IL,901764,2035,500.0,2094.21,245.7002457002457,2035.0,,False,Suburban,21,False,Deal 1,2.0,1100.0,1888.0,2.0,1.0,True,540.5405405405405,600.0,1.2
2018,IL,901790,1345,250.0,2119.95,185.87360594795538,1345.0,,False,Suburban,21,False,Deal 1,1.0,1000.0,1600.0,1.0,1.0,True,743.4944237918215,750.0,3.0
2019,IL,901790,1318,250.0,2119.95,189.6813353566009,1318.0,,False,Suburban,21,False,Deal 1,1.0,400.0,2003.0,1.0,1.0,True,303.49013657056145,150.0,0.6
2019,IL,901799,2687,500.0,1194.0,186.08113137327874,2687.0,,False,Town,31,True,Deal 1,8.0,1000.0,592.0,2.0,1.0,True,372.1622627465575,500.0,1.0
2018,IN,901802,7341,2000.0,5786.725009033424,272.44244653316986,6239.85,ALLEN COUNTY EDUCATION NETWORK CONSORTIUM,True,Suburban,21,True,Deal 1,1.0,3000.0,5540.0,1.0,1.0,True,408.6636697997548,1000.0,0.5
2019,IN,901802,7190,2000.0,4912.022265772767,278.1641168289291,6111.5,ALLEN COUNTY EDUCATION NETWORK CONSORTIUM,True,Suburban,21,True,Deal 1,5.0,5000.0,4232.0,2.0,1.0,True,695.4102920723227,3000.0,1.5
2018,IL,901805,343,50.0,1000.0,145.7725947521866,343.0,,False,Rural,42,True,Deal 1,2.0,100.0,800.0,1.0,1.0,True,291.5451895043732,50.0,1.0
2018,IL,901807,523,100.0,900.0,191.20458891013385,523.0,,False,Rural,43,True,Deal 1,2.0,350.0,900.0,2.0,1.0,True,669.2160611854684,250.0,2.5
2019,IL,901807,514,100.0,900.0,194.55252918287937,514.0,,False,Rural,43,True,Deal 1,2.0,300.0,899.0,2.0,1.0,True,583.6575875486382,200.0,2.0
2018,IL,901816,1694,400.0,1800.0,236.12750885478158,1694.0,,False,Town,31,False,Deal 1,1.0,1000.0,1600.0,1.0,1.0,True,590.318772136954,600.0,1.5
2019,IL,901816,1818,400.0,1800.0,220.02200220022002,1818.0,,False,Town,31,True,Deal 2,2.0,655.0,1700.0,2.0,1.0,True,360.2860286028603,255.0,0.6375
2019,IL,901819,206,100.0,212.9,485.43689320388347,206.0,,False,Town,32,,Deal 1,2.0,200.0,200.0,1.0,1.0,True,970.8737864077669,100.0,1.0
2018,IL,901821,27380,4000.0,6065.0,146.09203798392988,19166.0,,False,Urban,12,False,Deal 2,2.0,8100.0,6028.0,2.0,1.0,True,295.836376917458,4100.0,1.025
2019,IL,901821,27211,6000.0,4565.0,220.49906287898276,19047.7,,False,Urban,12,False,Deal 2,3.0,7100.0,4514.0,3.0,1.0,True,260.9238910734629,1100.0,0.18333333333333332
2018,IL,901846,1324,250.0,1523.18,188.82175226586102,1324.0,,False,Suburban,21,True,Deal 4,3.0,1200.0,1423.0,2.0,1.0,True,906.3444108761329,950.0,3.8
2018,IL,901848,3491,1000.0,1100.0,286.4508736751647,2967.35,,False,Town,32,False,Deal 4,2.0,1100.0,1060.0,2.0,1.0,True,315.09596104268115,100.0,0.1
2018,IN,901849,1277,150.0,1650.0,117.46280344557557,1277.0,,False,Rural,42,False,Deal 1,1.0,200.0,1300.0,1.0,1.0,True,156.61707126076743,50.0,0.3333333333333333
2019,IN,901849,1259,200.0,1700.0,158.85623510722795,1259.0,,False,Rural,42,False,Deal 1,4.0,800.0,1200.0,1.0,1.0,True,635.4249404289118,600.0,3.0
2018,IL,901853,1461,350.0,1750.0,239.56194387405887,1461.0,,False,Rural,41,True,Deal 1,1.0,1000.0,1600.0,1.0,1.0,True,684.4626967830253,650.0,1.8571428571428572
2019,IL,901853,1557,350.0,1750.0,224.791265253693,1557.0,,False,Rural,41,True,Deal 3,1.0,1000.0,1675.0,1.0,1.0,True,642.2607578676943,650.0,1.8571428571428572
2019,IL,901860,3663,1000.0,2834.35,273.000273000273,3113.55,,False,Suburban,21,True,Deal 3,1.0,3000.0,2600.0,1.0,1.0,True,819.000819000819,2000.0,2.0
2019,IL,901872,1384,500.0,500.0,361.271676300578,1384.0,,False,Suburban,21,True,Deal 1,1.0,1000.0,336.0,1.0,1.0,True,722.543352601156,500.0,1.0
2018,IL,901892,5786,500.0,2595.97,86.41548565502939,5786.0,,False,Suburban,21,True,Deal 1,3.0,3000.0,2589.0,1.0,1.0,True,518.4929139301763,2500.0,5.0
2019,IL,901900,6593,3000.0,3275.0,455.02806006370395,5604.05,,False,Town,31,False,Deal 1,1.0,5000.0,3050.0,1.0,1.0,True,758.3801001061732,2000.0,0.6666666666666666
2018,IL,901904,792,350.0,1600.0,441.9191919191919,792.0,,False,Rural,41,False,Deal 1,1.0,500.0,1350.0,1.0,1.0,True,631.3131313131313,150.0,0.42857142857142855
2019,IL,901904,598,350.0,1600.0,585.2842809364548,598.0,,False,Rural,41,True,Deal 1,1.0,500.0,1350.0,1.0,1.0,True,836.1204013377926,150.0,0.42857142857142855
2019,IL,901911,6011,3000.0,3549.0,499.0850108135086,5109.35,,False,Suburban,21,True,Deal 1,2.0,5100.0,3314.0,2.0,1.0,True,848.4445183829646,2100.0,0.7
2019,IL,901913,950,200.0,1995.0,210.52631578947367,950.0,,False,Rural,42,True,Deal 1,2.0,700.0,1650.0,1.0,1.0,True,736.8421052631579,500.0,2.5
2018,IN,901934,1196,500.0,2600.0,418.0602006688963,1196.0,,False,Town,32,False,Deal 2,2.0,1050.0,2520.0,2.0,1.0,True,877.9264214046823,550.0,1.1
2018,IN,901958,3130,1000.0,2550.0,319.4888178913738,3130.0,,False,Suburban,21,False,Deal 1,2.0,2000.0,1910.0,1.0,1.0,True,638.9776357827476,1000.0,1.0
2019,IN,901958,3107,1000.0,2550.0,321.853878339234,3107.0,,False,Suburban,21,False,Deal 3,4.0,2600.0,2455.0,2.0,1.0,True,836.8200836820083,1600.0,1.6
2018,IN,901960,1662,300.0,2600.0,180.50541516245488,1662.0,,False,Town,32,False,Deal 2,2.0,1050.0,2520.0,2.0,1.0,True,631.768953068592,750.0,2.5
2019,IN,901960,1708,300.0,2600.0,175.6440281030445,1708.0,,False,Town,32,False,Deal 2,4.0,1600.0,2562.0,2.0,1.0,True,936.768149882904,1300.0,4.333333333333333
2019,IN,901966,1159,600.0,1879.95,517.6876617773943,1159.0,,False,Rural,41,False,Deal 2,2.0,700.0,1870.0,2.0,1.0,True,603.9689387402933,100.0,0.16666666666666666
2018,IN,901967,4107,1000.0,3550.0,243.48672997321646,3490.95,,False,Rural,41,False,Deal 1,3.0,3000.0,2865.0,1.0,1.0,True,730.4601899196493,2000.0,2.0
2018,IN,901987,1475,500.0,1950.0,338.9830508474576,1475.0,,False,Town,32,False,Deal 1,1.0,600.0,1700.0,1.0,1.0,True,406.77966101694915,100.0,0.2
2019,IN,901987,1545,1000.0,2800.0,647.2491909385113,1545.0,,False,Town,32,False,Deal 1,3.0,1400.0,2600.0,2.0,1.0,True,906.1488673139158,400.0,0.4
2019,IN,901988,6571,2000.0,4161.63,304.36767615279257,5585.35,,False,Suburban,21,False,Deal 1,4.0,2600.0,4050.0,2.0,1.0,True,395.67797899863035,600.0,0.3
2018,IN,902001,2440,750.0,2350.0,307.37704918032784,2440.0,,False,Town,32,False,Deal 1,2.0,1020.0,1920.0,2.0,1.0,True,418.0327868852459,270.0,0.36
2019,IN,902001,2425,750.0,2350.0,309.2783505154639,2425.0,,False,Town,32,False,Deal 1,1.0,2000.0,2120.0,1.0,1.0,True,824.7422680412371,1250.0,1.6666666666666667
2018,IN,902005,2478,750.0,1818.0,302.6634382566586,2478.0,,False,Suburban,21,False,Deal 1,1.0,1000.0,974.0,1.0,1.0,True,403.5512510088781,250.0,0.3333333333333333
2019,IN,902005,2463,750.0,1918.0,304.50669914738125,2463.0,,False,Suburban,21,True,Deal 3,3.0,1400.0,1874.0,2.0,1.0,True,568.4125050751117,650.0,0.8666666666666667
2018,IN,902009,2672,1000.0,2900.0,374.251497005988,2672.0,,False,Rural,41,False,Deal 2,2.0,1050.0,2520.0,2.0,1.0,True,392.96407185628743,50.0,0.05
2019,IN,902009,2622,1000.0,2900.0,381.38825324180016,2622.0,,False,Rural,41,False,Deal 2,5.0,1800.0,2862.0,2.0,1.0,True,686.4988558352403,800.0,0.8
2018,IN,902012,6796,3000.0,5127.52,441.43613890523835,5776.6,,False,Suburban,21,True,Deal 2,3.0,3020.0,5077.0,3.0,1.0,True,444.37904649793995,20.0,0.006666666666666667
2018,IN,902018,1427,400.0,3100.0,280.3083391730904,1427.0,,False,Rural,42,True,Deal 1,1.0,1000.0,2100.0,1.0,1.0,True,700.770847932726,600.0,1.5
2018,IN,902021,1142,300.0,1889.0,262.6970227670753,1142.0,,False,Rural,42,True,Deal 1,1.0,1000.0,1864.0,1.0,1.0,True,875.6567425569177,700.0,2.3333333333333335
2019,IN,902021,1230,300.0,1978.0,243.90243902439025,1230.0,,False,Rural,42,False,Deal 1,1.0,1000.0,1184.0,1.0,1.0,True,813.0081300813008,700.0,2.3333333333333335
2019,IN,902024,1501,1000.0,2200.0,666.2225183211193,1501.0,,False,Town,31,False,Deal 2,2.0,1200.0,1962.0,2.0,1.0,True,799.4670219853431,200.0,0.2
2018,IN,902029,1468,500.0,1800.0,340.59945504087193,1468.0,,False,Town,31,False,Deal 1,1.0,600.0,1700.0,1.0,1.0,True,408.7193460490463,100.0,0.2
2019,IN,902029,1657,500.0,1800.0,301.75015087507546,1657.0,,False,Town,31,False,Deal 3,3.0,1400.0,1784.0,2.0,1.0,True,844.9004224502112,900.0,1.8
2019,IN,902037,3193,1001.5,2567.99,313.6548700281867,3193.0,,False,Rural,41,False,Deal 1,2.0,1200.0,2300.0,2.0,1.0,True,375.8221108675227,198.5,0.1982026959560659
2019,IN,902038,5004,2000.0,3038.04,399.68025579536373,4253.4,,False,Suburban,21,False,Deal 3,4.0,2600.0,3020.0,2.0,1.0,True,519.5843325339728,600.0,0.3
